variant,family,gate_name,q2_scale,s1_scale,q2_weight_mean,q2_weight_min,q2_weight_p10,q2_weight_p90,q2_weight_max,q2_weight_transfer_spearman,q2_weight_risk_spearman,q2_l1,s1_l1,all_l1,all_cos_e323_bad_vs_e365,all_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman,q2_bad_positive_contrib,q2_bad_negative_contrib,q2_bad_positive_share,q2_bad_signed_sum,file,basename
e371_transfer_floor0.35_g0.7_q20p85_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,0.85,1.06,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.06332047444821035,0.11583260273259083,0.1791530771808012,-0.0035154891987887807,-0.027163786804648666,0.5758645099011039,-0.016667141536512324,-0.06320046219876742,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.0020864438580431586,0.00015856470056427216,0.9293701126948046,0.0019278791574788862,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q20p85_s11p06_2d198857.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q20p85_s11p06_2d198857.csv
e371_transfer_floor0.35_g0.7_q20p85_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,0.85,1.15,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.06332047444821035,0.12566744636082963,0.18898792080904,-0.005171077349012548,-0.028090791146602984,0.5758645099011039,-0.016667141536512324,-0.06320046219890421,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.0020864438580431586,0.00015856470056427216,0.9293701126948046,0.0019278791574788862,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q20p85_s11p15_64b2bc0a.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q20p85_s11p15_64b2bc0a.csv
e371_transfer_floor0.35_g0.7_q21p0_s11p0,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.0,1.0,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07107932105712132,0.10927604031376492,0.18035536137088626,8.050847979299048e-05,-0.025011897224633678,0.5758645099198804,-0.016705012241167397,-0.06320046219866256,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.0023421020474950036,0.00017799410629736292,0.9293701127399928,0.0021641079411976404,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p0_39e25272.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p0_39e25272.csv
e371_transfer_floor0.35_g0.7_q21p0_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.0,1.06,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07107932105712132,0.11583260273259083,0.18691192378971216,-0.0011288457126536024,-0.02575662170738789,0.5758645099198804,-0.016705012241167397,-0.06320046219876742,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.0023421020474950036,0.00017799410629736292,0.9293701127399928,0.0021641079411976404,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p06_3b7169db.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p06_3b7169db.csv
e371_transfer_floor0.35_g0.7_q21p0_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.0,1.15,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07107932105712132,0.12566744636082963,0.196746767417951,-0.002814868356388114,-0.026759335159636116,0.5758645099198804,-0.016705012241167397,-0.06320046219890421,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.0023421020474950036,0.00017799410629736292,0.9293701127399928,0.0021641079411976404,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p15_522c97f7.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p0_s11p15_522c97f7.csv
e371_transfer_floor0.35_g0.7_q21p08_s11p0,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.08,1.0,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07521737258187383,0.10927604031376492,0.18449341289563875,0.0012524765682290736,-0.02426990554461552,0.5758645099283105,-0.01672207137847141,-0.06320046219866256,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.002478453081869321,0.00018835645602167803,0.929370112760281,0.002290096625847643,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p0_a1780ec4.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p0_a1780ec4.csv
e371_transfer_floor0.35_g0.7_q21p08_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.08,1.06,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07521737258187383,0.11583260273259083,0.19104997531446466,4.558750460196043e-05,-0.02503369983320183,0.5758645099283105,-0.01672207137847141,-0.06320046219876742,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.002478453081869321,0.00018835645602167803,0.929370112760281,0.002290096625847643,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p06_91a88da1.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p06_91a88da1.csv
e371_transfer_floor0.35_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g0.7,1.08,1.15,0.7321161458491745,0.35,0.4796900456322199,0.953785990057001,1.0,0.9999999999999998,0.25945112009434684,0.07521737258187383,0.12566744636082963,0.2008848189427035,-0.0016453210494070624,-0.026068184865368646,0.5758645099283105,-0.01672207137847141,-0.06320046219890421,0.429653721262495,0.197475314012705,-0.058607130477817904,0.005292888391400691,0.002478453081869321,0.00018835645602167803,0.929370112760281,0.002290096625847643,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p15_e00ba552.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g0_7_q21p08_s11p15_e00ba552.csv
e371_trust_floor0.35_g0.7_q20p85_s11p0,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,0.85,1.0,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.052687871381844525,0.10927604031376492,0.16196391169560947,-0.007796223621882944,-0.02962094541784594,0.5858487503941636,-0.014458189287871183,-0.06320046219866256,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001673995052780754,0.00020357494208213316,0.8915753108908331,0.001470420110698621,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p0_95581206.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p0_95581206.csv
e371_trust_floor0.35_g0.7_q20p85_s11p06,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,0.85,1.06,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.052687871381844525,0.11583260273259083,0.16852047411443538,-0.008903244072976225,-0.030163555663686295,0.5858487503941636,-0.014458189287871183,-0.06320046219876742,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001673995052780754,0.00020357494208213316,0.8915753108908331,0.001470420110698621,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p06_c779b6b5.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p06_c779b6b5.csv
e371_trust_floor0.35_g0.7_q20p85_s11p15,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,0.85,1.15,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.052687871381844525,0.12566744636082963,0.17835531774267419,-0.010397477248955265,-0.030865845940950824,0.5858487503941636,-0.014458189287871183,-0.06320046219890421,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001673995052780754,0.00020357494208213316,0.8915753108908331,0.001470420110698621,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p15_028fc870.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q20p85_s11p15_028fc870.csv
e371_trust_floor0.35_g0.7_q21p0_s11p0,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.0,1.0,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05720423436744046,0.10927604031376492,0.1664802746812054,-0.006185625062286878,-0.028798292925810154,0.585848750412592,-0.014489661295681666,-0.06320046219866256,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.0018174885949597023,0.00022102522635251653,0.8915753109283238,0.0015964633686071858,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p0_ac7d9d9d.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p0_ac7d9d9d.csv
e371_trust_floor0.35_g0.7_q21p0_s11p06,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.0,1.06,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05720423436744046,0.11583260273259083,0.17303683710003132,-0.007332217040735774,-0.029387951388377923,0.585848750412592,-0.014489661295681666,-0.06320046219876742,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.0018174885949597023,0.00022102522635251653,0.8915753109283238,0.0015964633686071858,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p06_f297b03f.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p06_f297b03f.csv
e371_trust_floor0.35_g0.7_q21p0_s11p15,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.0,1.15,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05720423436744046,0.12566744636082963,0.18287168072827012,-0.00888919885593146,-0.030156789315633172,0.585848750412592,-0.014489661295681666,-0.06320046219890421,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.0018174885949597023,0.00022102522635251653,0.8915753109283238,0.0015964633686071858,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p15_e36190fc.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p0_s11p15_e36190fc.csv
e371_trust_floor0.35_g0.7_q21p08_s11p0,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.08,1.0,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05961296129309164,0.10927604031376492,0.16888900160685655,-0.005359536954901515,-0.028361297817835578,0.5858487504212787,-0.014504544049927565,-0.06320046219866256,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001894018484121808,0.00023033204463005432,0.8915753109459961,0.001663686439491754,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p0_490d3b44.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p0_490d3b44.csv
e371_trust_floor0.35_g0.7_q21p08_s11p06,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.08,1.06,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05961296129309164,0.11583260273259083,0.17544556402568248,-0.006523226052747522,-0.028973958330745717,0.5858487504212787,-0.014504544049927565,-0.06320046219876742,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001894018484121808,0.00023033204463005432,0.8915753109459961,0.001663686439491754,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p06_9a708ccd.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p06_9a708ccd.csv
e371_trust_floor0.35_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,trust_floor0.35_g0.7,1.08,1.15,0.732116149478897,0.35,0.4796900456322199,0.953785990057001,1.0,0.6501156146720446,-0.20794690113355113,0.05961296129309164,0.12566744636082963,0.1852804076539213,-0.008108444684289923,-0.029775881278297982,0.5858487504212787,-0.014504544049927565,-0.06320046219890421,0.4300726290327405,0.197475314012705,-0.0581946674424993,0.005292888391400691,0.001894018484121808,0.00023033204463005432,0.8915753109459961,0.001663686439491754,analysis_outputs/submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p15_3e69271c.csv,submission_e371_q2rowsafe_e371_trust_floor0_35_g0_7_q21p08_s11p15_3e69271c.csv
e371_transfer_floor0.35_g1.0_q20p85_s11p0,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,0.85,1.0,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.062007130949705384,0.10927604031376492,0.1712831712634703,-0.0026196322854606406,-0.026538238713194003,0.57048182702143,-0.01693071143400758,-0.06320046219866256,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002054708843451186,0.00015600248463358077,0.9294333531559882,0.0018987063588176056,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p0_bc883093.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p0_bc883093.csv
e371_transfer_floor0.35_g1.0_q20p85_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,0.85,1.06,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.062007130949705384,0.11583260273259083,0.17783973368229622,-0.003812200871915687,-0.027232307404722617,0.57048182702143,-0.01693071143400758,-0.06320046219876742,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002054708843451186,0.00015600248463358077,0.9294333531559882,0.0018987063588176056,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p06_3565ce47.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p06_3565ce47.csv
e371_transfer_floor0.35_g1.0_q20p85_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,0.85,1.15,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.062007130949705384,0.12566744636082963,0.18767457731053505,-0.005457232750984331,-0.028155149934987942,0.57048182702143,-0.01693071143400758,-0.06320046219890421,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002054708843451186,0.00015600248463358077,0.9294333531559882,0.0018987063588176056,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p15_5afa60e4.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q20p85_s11p15_5afa60e4.csv
e371_transfer_floor0.35_g1.0_q21p0_s11p0,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.0,1.0,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.06953421105888019,0.10927604031376492,0.1788102513726451,-0.0002558098866949935,-0.025100847353395524,0.5704818270399848,-0.016969080350275174,-0.06320046219866256,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002304131092615263,0.00017493971299881045,0.929433353201499,0.0021291913796164536,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p0_5a6b929e.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p0_5a6b929e.csv
e371_transfer_floor0.35_g1.0_q21p0_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.0,1.06,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.06953421105888019,0.11583260273259083,0.18536681379147102,-0.001459574575736837,-0.02584304509299961,0.5704818270399848,-0.016969080350275174,-0.06320046219876742,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002304131092615263,0.00017493971299881045,0.929433353201499,0.0021291913796164536,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p06_e80912a1.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p06_e80912a1.csv
e371_transfer_floor0.35_g1.0_q21p0_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.0,1.15,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.06953421105888019,0.12566744636082963,0.19520165741970985,-0.003136525179329835,-0.026841639946341696,0.5704818270399848,-0.016969080350275174,-0.06320046219890421,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.002304131092615263,0.00017493971299881045,0.929433353201499,0.0021291913796164536,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p15_93c871a2.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p0_s11p15_93c871a2.csv
e371_transfer_floor0.35_g1.0_q21p08_s11p0,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.08,1.0,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.07354865378377341,0.10927604031376492,0.18282469409753835,0.0009020549780359774,-0.024366985688921275,0.5704818270483276,-0.01698638931272125,-0.06320046219866256,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.0024371562921694377,0.00018503956812693296,0.9294333532219623,0.002252116724042505,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p0_4e0f21c6.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p0_4e0f21c6.csv
e371_transfer_floor0.35_g1.0_q21p08_s11p06,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.08,1.06,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.07354865378377341,0.11583260273259083,0.18938125651636425,-0.0003000316233365947,-0.025128487320423578,0.5704818270483276,-0.01698638931272125,-0.06320046219876742,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.0024371562921694377,0.00018503956812693296,0.9294333532219623,0.002252116724042505,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p06_7c7f0cab.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p06_7c7f0cab.csv
e371_transfer_floor0.35_g1.0_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,transfer_floor0.35_g1.0,1.08,1.15,0.675,0.35,0.41500000000000004,0.9349999999999999,1.0,0.9999999999999998,0.25945112009434684,0.07354865378377341,0.12566744636082963,0.19921610014460306,-0.001982859639436333,-0.02615907775906622,0.5704818270483276,-0.01698638931272125,-0.06320046219890421,0.43031366211900485,0.197475314012705,-0.058184355866616334,0.005292888391400691,0.0024371562921694377,0.00018503956812693296,0.9294333532219623,0.002252116724042505,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p15_72f364b8.csv,submission_e371_q2rowsafe_e371_transfer_floor0_35_g1_0_q21p08_s11p15_72f364b8.csv
