pair,target,n_cells,n_rows,expected_delta_focus_mean,swing_sum,top1_swing,support_prob_swing_weighted,e72_active_rate,mean_safe_density,expected_abs,expected_abs_share,expected_rank,prob_abs_delta_sum,prob_abs_delta_share,expected_delta_visible_mean,support_swing_weighted_visible_mean,hard_support_rate_visible_mean,support_prob_min_mean,all_prior_support_rate,prior_split_rate,flank_conflict_rate,between_train_runs_rate,abs_movement_rank,expected_minus_abs_rank,q_or_s,role_read
e176_vs_e95_full_move,S3,168,168,-2.511040682620022e-05,0.0001408443899321,3.935892347215614e-06,0.3662438495768163,0.0535714285714285,0.1788042348872494,2.511040682620022e-05,0.20351472514992014,1,0.03239626711801341,0.126307006828549,-4.02020044571875e-06,0.2165026608035939,0.1964285714285714,0.1790800422653564,0.0892857142857142,0.3928571428571428,0.1666666666666666,0.8392857142857143,6,-5,S,primary_s_stage_body
e176_vs_e95_full_move,S1,95,95,-2.340331501039237e-05,0.0001322029366307,5.831957756260338e-06,0.3582477660210297,0.5368421052631579,0.4551041700079057,2.340331501039237e-05,0.18967909420596762,2,0.03030779978164576,0.11816446197438847,-1.140845333671043e-05,0.2675170910498428,0.2105263157894736,0.1786670480003039,0.0210526315789473,0.4631578947368421,0.1473684210526315,0.8315789473684211,7,-5,S,primary_s_stage_body
e176_vs_e95_full_move,S4,116,116,-1.81356089188914e-05,0.000109088961093,4.431570249905037e-06,0.4896801897966024,0.3448275862068966,0.435114405110009,1.81356089188914e-05,0.14698541087369293,3,0.037263891006929686,0.1452849650462814,-1.2156960458689034e-05,0.4348749336066359,0.3879310344827586,0.260249949131939,0.0775862068965517,0.8275862068965517,0.4568965517241379,0.8362068965517241,2,1,S,primary_s_stage_body
e176_vs_e95_full_move,Q1,121,121,-1.7963840966473797e-05,0.0001018362917986,3.7916903077560728e-06,0.4810933272076222,0.3884297520661157,0.4331378329886355,1.7963840966473797e-05,0.14559326665763994,4,0.03302188034409524,0.1287461561827291,-1.0372778614615389e-05,0.4065515089836766,0.2892561983471074,0.2372269630494574,0.0413223140495867,0.7355371900826446,0.2892561983471074,0.8181818181818182,5,-1,Q,secondary_body_component
e176_vs_e95_full_move,Q2,165,165,-1.4980750493332062e-05,0.0001346284829612,3.3593900683171397e-06,0.5369739810012105,0.006060606060606,0.1840926298825335,1.4980750493332062e-05,0.12141592688211172,5,0.05378598041016913,0.20970151191184608,-4.525227146050679e-06,0.4593119356650133,0.3454545454545454,0.2583958177600375,0.0909090909090909,0.6121212121212121,0.2787878787878788,0.8242424242424242,1,4,Q,name_mismatch_large_movement_mid_expected_gain
e176_vs_e95_full_move,S2,122,122,-1.3685569714075634e-05,0.0001083986978618,3.994973872111499e-06,0.4561535471559443,0.3934426229508196,0.4530146132698209,1.3685569714075634e-05,0.11091875086524199,6,0.03336992043162934,0.13010309960934802,-1.7561640130930568e-06,0.3461023570928857,0.3360655737704918,0.2593442656187483,0.2377049180327868,0.4016393442622951,0.1557377049180328,0.7459016393442623,4,2,S,secondary_body_component
e176_vs_e95_full_move,Q3,117,117,-1.010424262695476e-05,9.59145782539582e-05,4.561672802748853e-06,0.5934985942075861,0.4017094017094017,0.4369226777147142,1.010424262695476e-05,0.08189282536542558,7,0.03634254236911977,0.14169279844685784,-6.584163262960344e-06,0.5567984446779275,0.5811965811965812,0.33626072920498,0.4017094017094017,0.5213675213675214,0.4102564102564102,0.8376068376068376,3,4,Q,visible_supported_low_expected_share
