basename,source_path,family,tag,nonzero_rows,pos_rows,neg_rows,mean_abs_s4_delta,max_abs_s4_delta,active_block_S4_mean,inactive_block_S4_mean,active_row_center_mean,inactive_row_center_mean,active_row_rank_mean,active_minus_inactive_block_S4,active_minus_inactive_row_center,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e306_withinblock_s4_global_rowcenter_top50_up_a0_0520_bc3ecd23.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top50_up_a0_0520_bc3ecd23.csv,global_rowcenter_top,global_rowcenter_top50_up_a0.0520,50,50,0,0.010399999999999998,0.052,-0.06770686076514003,-0.05495859041497763,0.24533841124896205,-0.06133460281224051,0.4295238095238095,-0.012748270350162398,0.30667301406120256,promote_candidate,True,False,-0.00041107178724434523,-0.0007550233505393744,-0.00011491630880868759,0.9411764705882353,0.003942967899413674
submission_e306_withinblock_s4_global_combined_top50_up_a0_0520_5ef87bc9.csv,analysis_outputs/submission_e306_withinblock_s4_global_combined_top50_up_a0_0520_5ef87bc9.csv,global_combined_top,global_combined_top50_up_a0.0520,50,50,0,0.0104,0.052,0.25270063837918344,-0.1350604652010585,0.17509825115904337,-0.04377456278976084,0.37609523809523815,0.38776110358024196,0.2188728139488042,promote_candidate,True,False,-0.0003852334831210024,-0.0007080350793104405,-0.00010625472304580413,0.9411764705882353,0.0016084422855871527
submission_e306_withinblock_s4_global_rowcenter_top40_up_a0_0520_be28fd49.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top40_up_a0_0520_be28fd49.csv,global_rowcenter_top,global_rowcenter_top40_up_a0.0520,40,40,0,0.008320000000000001,0.052,-0.015994609138419418,-0.06541560359864643,0.2630607512844676,-0.05010680976847001,0.44904761904761903,0.049420994460227005,0.31316756105293764,promote_candidate,True,False,-0.0003170974622146685,-0.0005816879695693097,-9.08852745191212e-05,0.9411764705882353,0.0027882821204105457
submission_e306_withinblock_s4_control_topblock16_rowbottom3_up_a0_0520_cba453fb.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock16_rowbottom3_up_a0_0520_cba453fb.csv,control_wrong_row,control_topblock16_rowbottom3_up_a0.0520,41,41,0,0.008528,0.052,0.33817674103122297,-0.13513065791163958,-0.09735334375015693,0.019098024372040355,-0.01707317073170733,0.47330739894286256,-0.11645136812219728,promote_candidate,True,False,-0.00030564706206260786,-0.0005617545895790254,-8.43204916025686e-05,0.9411764705882353,0.0011561148579756764
submission_e306_withinblock_s4_global_rowcenter_top50_up_a0_0388_c1f59879.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top50_up_a0_0388_c1f59879.csv,global_rowcenter_top,global_rowcenter_top50_up_a0.0388,50,50,0,0.0077599999999999995,0.0388,-0.06770686076514003,-0.05495859041497763,0.24533841124896205,-0.06133460281224051,0.4295238095238095,-0.012748270350162398,0.30667301406120256,promote_candidate,True,False,-0.00031316258804449994,-0.0005768383679945453,-8.249976060600652e-05,0.9411764705882353,0.0029420606634086577
submission_e306_withinblock_s4_global_combined_top40_up_a0_0520_f95e29eb.csv,analysis_outputs/submission_e306_withinblock_s4_global_combined_top40_up_a0_0520_f95e29eb.csv,global_combined_top,global_combined_top40_up_a0.0520,40,40,0,0.008320000000000001,0.052,0.30253118309331706,-0.12608718307135813,0.18145668572797752,-0.03456317823390048,0.37011904761904757,0.4286183661646752,0.216019863961878,promote_candidate,True,False,-0.0002998703036782456,-0.0005512505831884035,-8.237993795373717e-05,0.9411764705882353,0.0012219816400951822
submission_e306_withinblock_s4_topblock16_rowtop3_up_a0_0520_d7db2a81.csv,analysis_outputs/submission_e306_withinblock_s4_topblock16_rowtop3_up_a0_0520_d7db2a81.csv,topblock_rowtop,topblock16_rowtop3_up_a0.0520,41,41,0,0.008527999999999999,0.052,0.33817674103122297,-0.13513065791163958,0.09836831514821379,-0.019297133593668737,0.30121951219512194,0.47330739894286256,0.11766544874188252,promote_candidate,True,False,-0.00031729873804280524,-0.0005822518800529615,-8.136760017068058e-05,0.9411764705882353,0.0013329066831035408
submission_e306_withinblock_s4_global_combined_top50_up_a0_0388_f0c686fe.csv,analysis_outputs/submission_e306_withinblock_s4_global_combined_top50_up_a0_0388_f0c686fe.csv,global_combined_top,global_combined_top50_up_a0.0388,50,50,0,0.0077599999999999995,0.0388,0.25270063837918344,-0.1350604652010585,0.17509825115904337,-0.04377456278976084,0.37609523809523815,0.38776110358024196,0.2188728139488042,promote_candidate,True,False,-0.0002930881236837238,-0.0005400928866902138,-7.650281894806973e-05,0.9411764705882353,0.0012001453977072973
submission_e306_withinblock_s4_global_rowcenter_top32_up_a0_0520_320532a9.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top32_up_a0_0520_320532a9.csv,global_rowcenter_top,global_rowcenter_top32_up_a0.0520,32,32,0,0.0066560000000000005,0.052,-0.008151521161428386,-0.06475326809214135,0.279762581278361,-0.041066066976640156,0.4706845238095238,0.056601746930712966,0.3208286482550012,promote_candidate,True,False,-0.00024477231648292405,-0.00044760667261900446,-7.446713300859103e-05,0.9117647058823529,0.0022399592474072194
submission_e306_withinblock_s4_global_combined_top32_up_a0_0520_caa05321.csv,analysis_outputs/submission_e306_withinblock_s4_global_combined_top32_up_a0_0520_caa05321.csv,global_combined_top,global_combined_top32_up_a0.0520,32,32,0,0.006656,0.052,0.34745153450943206,-0.11695188176859796,0.18413882851425434,-0.027029552809431832,0.3866815476190476,0.46440341627803,0.21116838132368618,promote_candidate,True,False,-0.0002387525092556535,-0.0004382041621339875,-6.771560299371125e-05,0.9411764705882353,0.0005873953517003816
submission_e306_withinblock_s4_global_rowcenter_top40_up_a0_0388_4d10a008.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top40_up_a0_0388_4d10a008.csv,global_rowcenter_top,global_rowcenter_top40_up_a0.0388,40,40,0,0.006208,0.0388,-0.015994609138419418,-0.06541560359864643,0.2630607512844676,-0.05010680976847001,0.44904761904761903,0.049420994460227005,0.31316756105293764,promote_candidate,True,False,-0.0002416396785201453,-0.0004445691832371879,-6.526827249852263e-05,0.9411764705882353,0.0020804874283063546
submission_e306_withinblock_s4_control_topblock16_rowbottom2_up_a0_0520_58e0e274.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock16_rowbottom2_up_a0_0520_58e0e274.csv,control_wrong_row,control_topblock16_rowbottom2_up_a0.0520,31,31,0,0.006448,0.052,0.3461880677417061,-0.11465247132988772,-0.12657066239273504,0.017916395133218202,-0.043548387096774194,0.4608405390715938,-0.14448705752595326,promote_candidate,True,False,-0.00023275205037488037,-0.0004277734161271,-6.42290474323772e-05,0.9411764705882353,0.0009018040502754288
submission_e306_withinblock_s4_topblock16_rowtop2_up_a0_0520_187cbb7c.csv,analysis_outputs/submission_e306_withinblock_s4_topblock16_rowtop2_up_a0_0520_187cbb7c.csv,topblock_rowtop,topblock16_rowtop2_up_a0.0520,31,31,0,0.006448,0.052,0.3461880677417061,-0.11465247132988772,0.11840902775724536,-0.016761095253308704,0.3586021505376345,0.4608405390715938,0.13517012301055406,promote_candidate,True,False,-0.0002356296719842913,-0.0004335132121976897,-6.364110027507532e-05,0.9411764705882353,0.0006146798350499805
submission_e306_withinblock_s4_control_topblock12_rowbottom3_up_a0_0520_5b77d62a.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock12_rowbottom3_up_a0_0520_5b77d62a.csv,control_wrong_row,control_topblock12_rowbottom3_up_a0.0520,29,29,0,0.006032,0.052,0.4201952088819318,-0.1201933130263735,-0.08399988718707378,0.01102260963088298,0.02413793103448274,0.5403885219083053,-0.09502249681795677,promote_candidate,True,False,-0.00020616338507834222,-0.0003774671221456996,-6.13016060416006e-05,0.9117647058823529,0.0003382996778169278
submission_e306_withinblock_s4_control_topblock16_rowbottom3_up_a0_0388_43d41203.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock16_rowbottom3_up_a0_0388_43d41203.csv,control_wrong_row,control_topblock16_rowbottom3_up_a0.0388,41,41,0,0.0063632,0.0388,0.33817674103122297,-0.13513065791163958,-0.09735334375015693,0.019098024372040355,-0.01707317073170733,0.47330739894286256,-0.11645136812219728,promote_candidate,True,False,-0.00023345910898508055,-0.0004291168289619464,-6.020639347617416e-05,0.9411764705882353,0.0008626395478741333
submission_e306_withinblock_s4_global_combined_top40_up_a0_0388_eb828eb9.csv,analysis_outputs/submission_e306_withinblock_s4_global_combined_top40_up_a0_0388_eb828eb9.csv,global_combined_top,global_combined_top40_up_a0.0388,40,40,0,0.006208,0.0388,0.30253118309331706,-0.12608718307135813,0.18145668572797752,-0.03456317823390048,0.37011904761904757,0.4286183661646752,0.216019863961878,promote_candidate,True,False,-0.00022886333321144207,-0.0004205471036258464,-5.896312376157828e-05,0.9411764705882353,0.0009117863006864457
submission_e306_withinblock_s4_topblock12_rowtop3_up_a0_0520_d6d85574.csv,analysis_outputs/submission_e306_withinblock_s4_topblock12_rowtop3_up_a0_0520_d6d85574.csv,topblock_rowtop,topblock12_rowtop3_up_a0.0520,29,29,0,0.006032,0.052,0.4201952088819318,-0.1201933130263735,0.08137026779749289,-0.010677546453064683,0.2982758620689655,0.5403885219083053,0.09204781425055757,promote_candidate,True,False,-0.0002187092484881174,-0.00040298667709445346,-5.722098025343281e-05,0.9411764705882353,0.0001602989239128938
submission_e306_withinblock_s4_global_rowcenter_top24_up_a0_0520_437cd014.csv,analysis_outputs/submission_e306_withinblock_s4_global_rowcenter_top24_up_a0_0520_437cd014.csv,global_rowcenter_top,global_rowcenter_top24_up_a0.0520,24,24,0,0.004992,0.052,-0.027900045827043755,-0.06065247797081184,0.30137508462279317,-0.03200443376525238,0.4692460317460318,0.03275243214376808,0.3333795183880455,promote_candidate,True,False,-0.00018157093735400652,-0.00033144783548585206,-5.703085377984541e-05,0.9117647058823529,0.0018663621997900282
