target,policy,style,mask_name,family,source_actual_delta,source_dominance,base_loss,cv_loss,actual_delta,full_fit_loss,full_d,fold_d_mean,fold_d_std,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,source_train_rows,source_test_rows,train_rows,test_rows,sign_ok,gate,threshold,threshold_lo,threshold_hi,mask_threshold
Q1,pos_q78,const,latent_top80,latent,-0.014491477783299,1.0,0.6789693600090467,0.6625695384292835,-0.016399821579763274,0.6588622468676789,-0.55,-0.55,0.0,-0.01031751069695308,0.002971907191602896,-0.006827820746259671,1.0,-0.01937172877136617,99,52,79,34,True,True,0.0682808119114145,,,0.10004850334712019
Q1,pos_q75,const,dateblock_drop_id04_b6,dateblock_drop,-0.0152041363341806,1.0,0.6789693600090467,0.6633257936481745,-0.015643566360872274,0.6604030342420195,-0.55,-0.55,0.0,-0.007579330973557008,0.0023378364358022097,-0.0029481823325080863,1.0,-0.017981402796674484,113,58,112,56,True,True,0.0586719044986296,,,
Q1,pos_q75,const,subject_drop_id03,subject_drop,-0.0152041363341806,1.0,0.6789693600090467,0.6633817240904711,-0.015587635918575593,0.6603512256809371,-0.55,-0.55,0.0,-0.01249132669419939,0.0028268322058515594,-0.0035927525333585997,1.0,-0.018414468124427152,113,58,103,47,True,True,0.0586719044986296,,,
Q1,pos_q83,const,dateblock_drop_id03_b3,dateblock_drop,-0.0153856581431458,1.0,0.6789693600090467,0.6634726498529088,-0.01549671015613796,0.6599963650827458,-0.55,-0.55,0.0,-0.009293498551515289,0.00106914840885175,-0.004233113819439493,1.0,-0.01656585856498971,77,30,76,27,True,True,0.1054939428018848,,,
Q1,pos_q75,const,dateblock_drop_id05_b5,dateblock_drop,-0.0152041363341806,1.0,0.6789693600090467,0.6634881682835132,-0.015481191725533527,0.6606181979856105,-0.55,-0.55,0.0,-0.007779599082871513,0.0017174065059180066,-0.005921351428611987,1.0,-0.017198598231451534,113,58,112,56,True,True,0.0586719044986296,,,
Q1,pos_q83,const,all_tail,all,-0.0153856581431458,1.0,0.6789693600090467,0.6635837018659009,-0.015385658143145853,0.6601508394623279,-0.55,-0.55,0.0,-0.008955943210879447,0.0016755825840173433,-0.004503273625456349,1.0,-0.017061240727163196,77,30,77,30,True,True,0.1054939428018848,,,
Q1,pos_q83,const,tail_weight_top35,tail_weight,-0.0153856581431458,1.0,0.6789693600090467,0.6635837018659009,-0.015385658143145853,0.6601508394623279,-0.55,-0.55,0.0,-0.009033397018708755,0.0011810368448746944,-0.0077344092998473885,1.0,-0.016566694988020547,77,30,77,30,True,True,0.1054939428018848,,,1.0
Q1,pos_q83,const,dateblock_drop_id06_b5,dateblock_drop,-0.0153856581431458,1.0,0.6789693600090467,0.6635837018659009,-0.015385658143145853,0.6601508394623279,-0.55,-0.55,0.0,-0.010494740106529954,0.0011106379210563677,-0.005703099759576235,1.0,-0.01649629606420222,77,30,77,26,True,True,0.1054939428018848,,,
Q1,pos_q83,const,dateblock_drop_id10_b7,dateblock_drop,-0.0153856581431458,1.0,0.6789693600090467,0.6635837018659009,-0.015385658143145853,0.6601508394623279,-0.55,-0.55,0.0,-0.010929824599122173,0.00024084850460504015,-0.005347885566035005,1.0,-0.015626506647750893,77,30,77,27,True,True,0.1054939428018848,,,
Q1,pos_q83,const,dateblock_drop_id03_b7,dateblock_drop,-0.0153856581431458,1.0,0.6789693600090467,0.6635837018659009,-0.015385658143145853,0.6601508394623279,-0.55,-0.55,0.0,-0.010340736131257411,0.0013773804347844143,-0.007780346839457874,1.0,-0.016763038577930267,77,30,77,28,True,True,0.1054939428018848,,,
