strategy,prune_mode,prior_view,component_scope,target_scope,top_n,reverted_cells,all_minus_base,local_delta_vs_e154,local_delta_vs_e155,expected_delta_focus_mean,focus_expected_delta_vs_e154,all_four_health,e161_control_grade,e161_submit,beats_e144_local,beats_e154_readable,public_free_safer_than_e154,relaxed_structural_tol1e12,budget_ok,post101_ok,gate_strict_actionable,post101_p95_vs_e95_e101_sensor,e72_plausible_gap_vs_e95,changed_cells_vs_e154,cos_vs_e154_axis,cos_vs_e144_axis,tag
risk_prune,to_e95,nearest_hard085,all,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,nearest_hard085,inherited,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,nearest_hard085,added,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,nearest_hard085,adjustment,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,focus_mean,all,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,focus_mean,inherited,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,focus_mean,added,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,focus_mean,adjustment,S4,2,2,-1.2112255080798384e-05,4.5794578906743766e-08,-1.7497645672381879e-06,-3.644911875002936e-05,-6.611560736908683e-06,True,True,False,True,False,True,True,True,True,True,-4.283725663354122e-06,-2.859820270717907e-06,2,0.994580260547568,0.9772971519996874,e161_95c71507
risk_prune,to_e95,focus_mean,all,Q3,2,2,-1.2190068766515516e-05,-3.201910681038811e-08,-1.8275782529553197e-06,-3.609829594844471e-05,-6.260737935324037e-06,True,True,False,True,False,True,True,True,True,True,-4.364419855108244e-06,-2.859820270717907e-06,2,0.9945802605475681,0.977297151999688,e161_3ff5dbfe
risk_prune,to_e95,focus_mean,inherited,Q3,2,2,-1.2190068766515516e-05,-3.201910681038811e-08,-1.8275782529553197e-06,-3.609829594844471e-05,-6.260737935324037e-06,True,True,False,True,False,True,True,True,True,True,-4.364419855108244e-06,-2.859820270717907e-06,2,0.9945802605475681,0.977297151999688,e161_3ff5dbfe
risk_prune,to_e95,focus_mean,added,Q3,2,2,-1.2190068766515516e-05,-3.201910681038811e-08,-1.8275782529553197e-06,-3.609829594844471e-05,-6.260737935324037e-06,True,True,False,True,False,True,True,True,True,True,-4.364419855108244e-06,-2.859820270717907e-06,2,0.9945802605475681,0.977297151999688,e161_3ff5dbfe
risk_prune,to_e95,focus_mean,adjustment,Q3,2,2,-1.2190068766515516e-05,-3.201910681038811e-08,-1.8275782529553197e-06,-3.609829594844471e-05,-6.260737935324037e-06,True,True,False,True,False,True,True,True,True,True,-4.364419855108244e-06,-2.859820270717907e-06,2,0.9945802605475681,0.977297151999688,e161_3ff5dbfe
risk_prune,to_e95,global,all,S4,2,2,-1.210594508349594e-05,5.2104576209188735e-08,-1.7434545699357429e-06,-3.463042695023535e-05,-4.792868937114676e-06,True,True,False,True,False,True,True,True,True,True,-4.634708081662356e-06,-2.859820270717907e-06,2,0.9943780970591922,0.9772833490236512,e161_ba6a697b
risk_prune,to_e95,global,inherited,S4,2,2,-1.210594508349594e-05,5.2104576209188735e-08,-1.7434545699357429e-06,-3.463042695023535e-05,-4.792868937114676e-06,True,True,False,True,False,True,True,True,True,True,-4.634708081662356e-06,-2.859820270717907e-06,2,0.9943780970591922,0.9772833490236512,e161_ba6a697b
risk_prune,to_e95,global,added,S4,2,2,-1.210594508349594e-05,5.2104576209188735e-08,-1.7434545699357429e-06,-3.463042695023535e-05,-4.792868937114676e-06,True,True,False,True,False,True,True,True,True,True,-4.634708081662356e-06,-2.859820270717907e-06,2,0.9943780970591922,0.9772833490236512,e161_ba6a697b
risk_prune,to_e95,global,adjustment,S4,2,2,-1.210594508349594e-05,5.2104576209188735e-08,-1.7434545699357429e-06,-3.463042695023535e-05,-4.792868937114676e-06,True,True,False,True,False,True,True,True,True,True,-4.634708081662356e-06,-2.859820270717907e-06,2,0.9943780970591922,0.9772833490236512,e161_ba6a697b
risk_prune,to_e95,nearest_hard085,all,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,nearest_hard085,inherited,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,nearest_hard085,added,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,nearest_hard085,adjustment,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,focus_mean,all,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,focus_mean,inherited,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,focus_mean,added,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,focus_mean,adjustment,S4,1,1,-1.2145092593729423e-05,1.2957065975705007e-08,-1.7826020801692266e-06,-3.316111504847458e-05,-3.3235570353539072e-06,True,True,False,True,False,True,True,True,True,True,-4.648516027049385e-06,-2.859820270717907e-06,1,0.9972938119408109,0.9804381274416664,e161_39854cf7
risk_prune,to_e95,focus_mean,all,S2,2,2,-1.2107629922430974e-05,5.0419737274154386e-08,-1.7451394088707772e-06,-3.250719437436285e-05,-2.669636361242175e-06,True,True,False,True,False,True,True,True,True,True,-4.635302350975069e-06,-2.859820270717907e-06,2,0.9943911654764367,0.9772840132642278,e161_f85cb5cd
risk_prune,to_e95,focus_mean,inherited,S2,2,2,-1.2107629922430974e-05,5.0419737274154386e-08,-1.7451394088707772e-06,-3.250719437436285e-05,-2.669636361242175e-06,True,True,False,True,False,True,True,True,True,True,-4.635302350975069e-06,-2.859820270717907e-06,2,0.9943911654764367,0.9772840132642278,e161_f85cb5cd
risk_prune,to_e95,focus_mean,added,S2,2,2,-1.2107629922430974e-05,5.0419737274154386e-08,-1.7451394088707772e-06,-3.250719437436285e-05,-2.669636361242175e-06,True,True,False,True,False,True,True,True,True,True,-4.635302350975069e-06,-2.859820270717907e-06,2,0.9943911654764367,0.9772840132642278,e161_f85cb5cd
risk_prune,to_e95,focus_mean,adjustment,S2,2,2,-1.2107629922430974e-05,5.0419737274154386e-08,-1.7451394088707772e-06,-3.250719437436285e-05,-2.669636361242175e-06,True,True,False,True,False,True,True,True,True,True,-4.635302350975069e-06,-2.859820270717907e-06,2,0.9943911654764367,0.9772840132642278,e161_f85cb5cd
risk_prune,to_e95,global,all,Q1,1,1,-1.2153250666502302e-05,4.798993202825841e-09,-1.7907601529421058e-06,-3.131024354526446e-05,-1.472685532143783e-06,True,True,False,True,False,True,True,True,True,True,-4.651393508213307e-06,-2.859820270717907e-06,1,0.9972938119408107,0.9804381274416666,e161_7e926077
risk_prune,to_e95,global,inherited,Q1,1,1,-1.2153250666502302e-05,4.798993202825841e-09,-1.7907601529421058e-06,-3.131024354526446e-05,-1.472685532143783e-06,True,True,False,True,False,True,True,True,True,True,-4.651393508213307e-06,-2.859820270717907e-06,1,0.9972938119408107,0.9804381274416666,e161_7e926077
risk_prune,to_e95,global,added,Q1,1,1,-1.2153250666502302e-05,4.798993202825841e-09,-1.7907601529421058e-06,-3.131024354526446e-05,-1.472685532143783e-06,True,True,False,True,False,True,True,True,True,True,-4.651393508213307e-06,-2.859820270717907e-06,1,0.9972938119408107,0.9804381274416666,e161_7e926077
risk_prune,to_e95,global,adjustment,Q1,1,1,-1.2153250666502302e-05,4.798993202825841e-09,-1.7907601529421058e-06,-3.131024354526446e-05,-1.472685532143783e-06,True,True,False,True,False,True,True,True,True,True,-4.651393508213307e-06,-2.859820270717907e-06,1,0.9972938119408107,0.9804381274416666,e161_7e926077
risk_prune,to_e95,nearest_hard085,all,S2,2,2,-1.2132577920653809e-05,2.5471739051319275e-08,-1.7700874070936123e-06,-3.120312848847279e-05,-1.3655704753521157e-06,True,True,False,True,False,True,True,True,True,True,-4.644101904124734e-06,-2.859820270717907e-06,2,0.9945802605475683,0.977297151999688,e161_0d1ae8bd
risk_prune,to_e95,nearest_hard085,inherited,S2,2,2,-1.2132577920653809e-05,2.5471739051319275e-08,-1.7700874070936123e-06,-3.120312848847279e-05,-1.3655704753521157e-06,True,True,False,True,False,True,True,True,True,True,-4.644101904124734e-06,-2.859820270717907e-06,2,0.9945802605475683,0.977297151999688,e161_0d1ae8bd
risk_prune,to_e95,nearest_hard085,added,S2,2,2,-1.2132577920653809e-05,2.5471739051319275e-08,-1.7700874070936123e-06,-3.120312848847279e-05,-1.3655704753521157e-06,True,True,False,True,False,True,True,True,True,True,-4.644101904124734e-06,-2.859820270717907e-06,2,0.9945802605475683,0.977297151999688,e161_0d1ae8bd
risk_prune,to_e95,nearest_hard085,adjustment,S2,2,2,-1.2132577920653809e-05,2.5471739051319275e-08,-1.7700874070936123e-06,-3.120312848847279e-05,-1.3655704753521157e-06,True,True,False,True,False,True,True,True,True,True,-4.644101904124734e-06,-2.859820270717907e-06,2,0.9945802605475683,0.977297151999688,e161_0d1ae8bd
risk_prune,to_e95,focus_mean,all,S2,1,1,-1.2141318149527791e-05,1.6731510177336872e-08,-1.7788276359675947e-06,-3.1186820267636044e-05,-1.3492622545153692e-06,True,True,False,True,False,True,True,True,True,True,-4.64718472094354e-06,-2.859820270717907e-06,1,0.9972938119408113,0.9804381274416671,e161_c1caf87f
risk_prune,to_e95,focus_mean,inherited,S2,1,1,-1.2141318149527791e-05,1.6731510177336872e-08,-1.7788276359675947e-06,-3.1186820267636044e-05,-1.3492622545153692e-06,True,True,False,True,False,True,True,True,True,True,-4.64718472094354e-06,-2.859820270717907e-06,1,0.9972938119408113,0.9804381274416671,e161_c1caf87f
risk_prune,to_e95,focus_mean,added,S2,1,1,-1.2141318149527791e-05,1.6731510177336872e-08,-1.7788276359675947e-06,-3.1186820267636044e-05,-1.3492622545153692e-06,True,True,False,True,False,True,True,True,True,True,-4.64718472094354e-06,-2.859820270717907e-06,1,0.9972938119408113,0.9804381274416671,e161_c1caf87f
risk_prune,to_e95,focus_mean,adjustment,S2,1,1,-1.2141318149527791e-05,1.6731510177336872e-08,-1.7788276359675947e-06,-3.1186820267636044e-05,-1.3492622545153692e-06,True,True,False,True,False,True,True,True,True,True,-4.64718472094354e-06,-2.859820270717907e-06,1,0.9972938119408113,0.9804381274416671,e161_c1caf87f
risk_prune,to_e95,nearest_hard085,all,S2,1,1,-1.2141974429225044e-05,1.6075230480083746e-08,-1.7794839156648479e-06,-3.082995289118781e-05,-9.923948780671344e-07,True,True,False,True,False,True,True,True,True,True,-4.647416201161929e-06,-2.859820270717907e-06,1,0.9972938119408111,0.9804381274416668,e161_f2db03b5
risk_prune,to_e95,nearest_hard085,inherited,S2,1,1,-1.2141974429225044e-05,1.6075230480083746e-08,-1.7794839156648479e-06,-3.082995289118781e-05,-9.923948780671344e-07,True,True,False,True,False,True,True,True,True,True,-4.647416201161929e-06,-2.859820270717907e-06,1,0.9972938119408111,0.9804381274416668,e161_f2db03b5
risk_prune,to_e95,nearest_hard085,added,S2,1,1,-1.2141974429225044e-05,1.6075230480083746e-08,-1.7794839156648479e-06,-3.082995289118781e-05,-9.923948780671344e-07,True,True,False,True,False,True,True,True,True,True,-4.647416201161929e-06,-2.859820270717907e-06,1,0.9972938119408111,0.9804381274416668,e161_f2db03b5
risk_prune,to_e95,nearest_hard085,adjustment,S2,1,1,-1.2141974429225044e-05,1.6075230480083746e-08,-1.7794839156648479e-06,-3.082995289118781e-05,-9.923948780671344e-07,True,True,False,True,False,True,True,True,True,True,-4.647416201161929e-06,-2.859820270717907e-06,1,0.9972938119408111,0.9804381274416668,e161_f2db03b5
risk_prune,to_e144,global,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e95,global,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e144,subject,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e95,subject,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e144,nearest_hard085,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e95,nearest_hard085,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e144,focus_mean,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e95,focus_mean,extra,Q1,1,1,-1.2110671297915765e-05,4.7378361789363055e-08,-1.7481807843555686e-06,-3.07851784340985e-05,-9.476204209778267e-07,True,True,False,True,False,True,True,True,True,True,-4.636375092162056e-06,-2.859820270717907e-06,1,0.9996307166142604,0.9839326488884967,e161_5f82c003
risk_prune,to_e144,nearest_hard085,all,S3,8,8,-1.209492329123929e-05,6.312636846583786e-08,-1.7324327776790938e-06,-3.0768630711785764e-05,-9.310726986650896e-07,True,True,False,True,False,True,True,True,True,True,-4.630820521389955e-06,-2.859820270717907e-06,8,0.9998985994841059,0.9836251876352455,e161_b2e63dc0
risk_prune,to_e144,nearest_hard085,inherited,S3,8,8,-1.209492329123929e-05,6.312636846583786e-08,-1.7324327776790938e-06,-3.0768630711785764e-05,-9.310726986650896e-07,True,True,False,True,False,True,True,True,True,True,-4.630820521389955e-06,-2.859820270717907e-06,8,0.9998985994841059,0.9836251876352455,e161_b2e63dc0
risk_prune,to_e144,nearest_hard085,added,S3,8,8,-1.209492329123929e-05,6.312636846583786e-08,-1.7324327776790938e-06,-3.0768630711785764e-05,-9.310726986650896e-07,True,True,False,True,False,True,True,True,True,True,-4.630820521389955e-06,-2.859820270717907e-06,8,0.9998985994841059,0.9836251876352455,e161_b2e63dc0
risk_prune,to_e144,nearest_hard085,all,Q1,8,8,-1.2128475823547369e-05,2.9573836157759104e-08,-1.7659853099871725e-06,-3.07013481076791e-05,-8.637900945584242e-07,True,True,False,True,False,True,True,True,True,True,-4.642655029662472e-06,-2.859820270717907e-06,8,0.9995489841351418,0.9840283089030643,e161_1d15de11
risk_prune,to_e144,nearest_hard085,added,Q1,8,8,-1.2128475823547369e-05,2.9573836157759104e-08,-1.7659853099871725e-06,-3.07013481076791e-05,-8.637900945584242e-07,True,True,False,True,False,True,True,True,True,True,-4.642655029662472e-06,-2.859820270717907e-06,8,0.9995489841351418,0.9840283089030643,e161_1d15de11
risk_prune,to_e144,focus_mean,all,S3,8,8,-1.2108223724438538e-05,4.982593526658974e-08,-1.7457332108783419e-06,-3.060250157517836e-05,-7.64943562057685e-07,True,True,False,True,False,True,True,True,True,True,-4.635511794325162e-06,-2.859820270717907e-06,8,0.9999226070574008,0.9836019551408905,e161_f185d258
risk_prune,to_e144,focus_mean,inherited,S3,8,8,-1.2108223724438538e-05,4.982593526658974e-08,-1.7457332108783419e-06,-3.060250157517836e-05,-7.64943562057685e-07,True,True,False,True,False,True,True,True,True,True,-4.635511794325162e-06,-2.859820270717907e-06,8,0.9999226070574008,0.9836019551408905,e161_f185d258
risk_prune,to_e144,focus_mean,added,S3,8,8,-1.2108223724438538e-05,4.982593526658974e-08,-1.7457332108783419e-06,-3.060250157517836e-05,-7.64943562057685e-07,True,True,False,True,False,True,True,True,True,True,-4.635511794325162e-06,-2.859820270717907e-06,8,0.9999226070574008,0.9836019551408905,e161_f185d258
risk_prune,to_e144,focus_mean,adjustment,S3,8,8,-1.2108223724438538e-05,4.982593526658974e-08,-1.7457332108783419e-06,-3.060250157517836e-05,-7.64943562057685e-07,True,True,False,True,False,True,True,True,True,True,-4.635511794325162e-06,-2.859820270717907e-06,8,0.9999226070574008,0.9836019551408905,e161_f185d258
risk_prune,to_e144,global,all,S3,8,8,-1.2107202737809963e-05,5.08469218951646e-08,-1.744712224249767e-06,-3.058586829661301e-05,-7.483102834923339e-07,True,True,False,True,False,True,True,True,True,True,-4.635151676209753e-06,-2.859820270717907e-06,8,0.9999128305624861,0.9836165505490487,e161_af0b0e62
risk_prune,to_e144,global,inherited,S3,8,8,-1.2107202737809963e-05,5.08469218951646e-08,-1.744712224249767e-06,-3.058586829661301e-05,-7.483102834923339e-07,True,True,False,True,False,True,True,True,True,True,-4.635151676209753e-06,-2.859820270717907e-06,8,0.9999128305624861,0.9836165505490487,e161_af0b0e62
risk_prune,to_e144,global,added,S3,8,8,-1.2107202737809963e-05,5.08469218951646e-08,-1.744712224249767e-06,-3.058586829661301e-05,-7.483102834923339e-07,True,True,False,True,False,True,True,True,True,True,-4.635151676209753e-06,-2.859820270717907e-06,8,0.9999128305624861,0.9836165505490487,e161_af0b0e62
risk_prune,to_e144,global,adjustment,S3,8,8,-1.2107202737809963e-05,5.08469218951646e-08,-1.744712224249767e-06,-3.058586829661301e-05,-7.483102834923339e-07,True,True,False,True,False,True,True,True,True,True,-4.635151676209753e-06,-2.859820270717907e-06,8,0.9999128305624861,0.9836165505490487,e161_af0b0e62
risk_prune,to_e144,global,all,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,global,inherited,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,global,added,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,global,adjustment,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,nearest_hard085,all,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,nearest_hard085,inherited,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
