variant,source_variant,source_rule,source_id,policy_family,target_policy,restore_policy,amp,file,basename,move_l1,move_l2,row_l1_p90,changed_rows_vs_e247,changed_cells_vs_e247,source_e360_p90,source_e360_rowloss,source_e360_exposure,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.12_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.12,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_12_s1_heavy_9f3847dc.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_12_s1_heavy_9f3847dc.csv,3.304015374102704,0.337508967730998,0.04224053322802498,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.6348664156551083,0.4948119880038696,0.6957980791134648,0.21059165903621976,0.1881213760112147,0.056937197534168316,0.7821812493764431,0.23673656469860274,0.0,0.0,0.003048253946473415,0.0009225907271394739,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.12_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.12,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_12_q1s1_adaa0b1c.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_12_q1s1_adaa0b1c.csv,3.3480323708879753,0.3446477060375363,0.041859757886045124,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.698562509771541,0.5073315672037672,0.6803072127881187,0.20319612758334396,0.18393314500539915,0.05493768417675598,0.7821812493764431,0.2336241597236978,0.0,0.0,0.003048253946473415,0.0009104613124349654,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.20_global,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,global,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_global_77d3dfbd.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_global_77d3dfbd.csv,3.6455525132381212,0.3732962033802291,0.04701416742923882,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.819888403326651,0.49920784208102253,0.7745433162673078,0.2124625316614431,0.209411550290777,0.05744302119646866,0.8380513386176174,0.2298832167619025,0.0,0.0,0.0036579047357680975,0.0010033882991631916,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.20_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,no_s3,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_no_s3_fd2b62fc.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_no_s3_fd2b62fc.csv,3.6449428624488265,0.3732961437388593,0.04701416742923882,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.819888403326651,0.4992913392623041,0.7745433162673078,0.21249806800728196,0.209411550290777,0.05745262907909768,0.8380513386176174,0.22992166688028112,0.0,0.0,0.003048253946473415,0.0008362967710351074,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.20_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q_heavy,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_q_heavy_f31843c5.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_q_heavy_f31843c5.csv,3.5751052508973586,0.3684038271117054,0.046999549602035416,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.819888403326651,0.509044706549508,0.7745433162673078,0.21664909475683153,0.209411550290777,0.05857493293049604,0.7682137270661494,0.21487863241881514,0.0,0.0,0.003048253946473415,0.000852633344349316,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.20_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_s1_heavy_98e36bef.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_s1_heavy_98e36bef.csv,3.4813853383722164,0.3551617532720999,0.044281906808242275,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.7137282464659296,0.4922546859656775,0.7293616228183813,0.20950327295840432,0.19719587652381498,0.05664293301586012,0.8380513386176174,0.24072352157646043,0.0,0.0,0.003048253946473415,0.0008755864835975555,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.20_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_q1s1_91c723a2.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_20_q1s1_91c723a2.csv,3.5547469996810017,0.36711390419826057,0.04329064127461392,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.819888403326651,0.5119600363935789,0.7035435122761379,0.19791662032186058,0.19021549151412245,0.05351027556425032,0.8380513386176174,0.23575555129319273,0.0,0.0,0.003048253946473415,0.0008575164271175871,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.30_global,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,global,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_global_e756384b.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_global_e756384b.csv,3.9493485560079646,0.4044042203285816,0.05093201471500873,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.9715457702705386,0.49920784208102265,0.8390885926229167,0.2124625316614431,0.22686251281500844,0.05744302119646867,0.9078889501690856,0.22988321676190251,0.0,0.0,0.00396273013041544,0.001003388299163192,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.30_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,no_s3,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_no_s3_023f9ebd.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_no_s3_023f9ebd.csv,3.9484340798240227,0.4044041339945683,0.05093201471500873,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.9715457702705386,0.4993234610006224,0.8390885926229167,0.21251173899813822,0.22686251281500844,0.057456325274428656,0.9078889501690856,0.22993645881243868,0.0,0.0,0.003048253946473415,0.0007720159143721282,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.30_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q_heavy,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_q_heavy_1abfc0e5.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_q_heavy_1abfc0e5.csv,3.8436776624968205,0.3971709734620239,0.05091008797420362,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.9715457702705386,0.5129321299512507,0.8390885926229167,0.21830357961855,0.22686251281500844,0.05902225231541411,0.8031325328418832,0.20894898151271488,0.0,0.0,0.003048253946473415,0.0007930566020703452,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.30_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_s1_heavy_4feba49f.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_s1_heavy_4feba49f.csv,3.703097793709108,0.37725889076033026,0.04683362378351392,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.8123055349794566,0.4894025585978948,0.7713160524495273,0.2082894094128039,0.20853900216456545,0.05631474343422294,0.9078889501690856,0.24517012532356677,0.0,0.0,0.003048253946473415,0.0008231632315116944,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.30_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_q1s1_b70fe775.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_30_q1s1_b70fe775.csv,3.813140285672286,0.3952744146247656,0.04507924551032491,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.9715457702705386,0.5170399257741812,0.7325888866361618,0.1921221963400701,0.1980684246500266,0.05194365006560613,0.9078889501690856,0.2380948200569594,0.0,0.0,0.003048253946473415,0.000799407763183301,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.42_global,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,global,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_global_eb594db5.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_global_eb594db5.csv,4.313903807331776,0.4417338406666045,0.055633431457932606,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.1535346106032036,0.4992078420810226,0.9165429242496475,0.2124625316614431,0.2478036678440861,0.057443021196468665,0.9916940840308472,0.22988321676190251,0.0,0.0,0.004328520603992249,0.0010033882991631919,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.42_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,no_s3,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_no_s3_153c48dc.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_no_s3_153c48dc.csv,4.312623540674258,0.4417337242399243,0.055633431457932606,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.1535346106032036,0.4993560393788763,0.9165429242496475,0.21252560433465298,0.2478036678440861,0.05746007401456219,0.9916940840308472,0.22995146102546218,0.0,0.0,0.003048253946473415,0.0007068212464463883,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.42_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q_heavy,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_q_heavy_03409eee.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_q_heavy_03409eee.csv,4.165964556416175,0.43175830680414545,0.05560273402080545,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.1535346106032036,0.5169354135014076,0.9165429242496475,0.2200073744837895,0.2478036678440861,0.05948290353609307,0.8450350997727643,0.2028426042346641,0.0,0.0,0.003048253946473415,0.000731704244045637,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.42_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_s1_heavy_9106cdeb.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_s1_heavy_9106cdeb.csv,3.9691527401133775,0.40381364804811937,0.04989568415383987,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,1.9305982811956888,0.48640060174165584,0.8216613680069023,0.20701177853473884,0.22215075293346592,0.055969313221017614,0.9916940840308472,0.24985032044962824,0.0,0.0,0.003048253946473415,0.0007679860529595904,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.42_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_q1s1_52d16ff4.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_42_q1s1_52d16ff4.csv,4.123212228861827,0.429158621257067,0.04761752264389975,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.1535346106032036,0.5222953588294111,0.7674433358681907,0.18612753680157673,0.20749194441311156,0.05032288732573626,0.9916940840308472,0.2405149259815314,0.0,0.0,0.003048253946473415,0.0007392910617445605,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.56_global,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,global,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_global_d02e77fa.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_global_d02e77fa.csv,4.739218267209558,0.4852850643942979,0.061118417658010474,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.3658549243246463,0.49920784208102253,1.0069063111475,0.21246253166144308,0.2722350153780101,0.05744302119646866,1.0894667402029028,0.22988321676190251,0.0,0.0,0.004755276156498528,0.0010033882991631919,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.56_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,no_s3,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_no_s3_948c00b3.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_no_s3_948c00b3.csv,4.737511244999533,0.48528491491549697,0.061118417658010474,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.3658549243246463,0.499387716878101,1.0069063111475,0.21253908625764106,0.2722350153780101,0.057463719092034994,1.0894667402029028,0.2299660483872921,0.0,0.0,0.003048253946473415,0.0006434293849309304,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.56_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q_heavy,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_q_heavy_b3cf03f9.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_q_heavy_b3cf03f9.csv,4.541965932655422,0.472182010493383,0.061077487741840936,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.3658549243246463,0.5208878620851894,1.0069063111475,0.2216895340205295,0.2722350153780101,0.059937705261221594,0.8939214278587919,0.1968137676753045,0.0,0.0,0.003048253946473415,0.000671130957754956,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.56_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_s1_heavy_ae4aeabb.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_s1_heavy_ae4aeabb.csv,4.279550177585026,0.43483720874807047,0.053821344051675,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.0686064851146266,0.483370073787043,0.8803975694905066,0.20572198781585965,0.23803112883051653,0.0556205953787505,1.0894667402029028,0.2545750592922584,0.0,0.0,0.003048253946473415,0.0007122837260886054,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.56_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_q1s1_2d875d98.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_56_q1s1_2d875d98.csv,4.484962829249624,0.4687890940123202,0.05037586961496589,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.3658549243246463,0.5275082569013121,0.8081068599722244,0.1801813951950697,0.21848605080337735,0.04871524227101166,1.0894667402029028,0.24291544471622314,0.0,0.0,0.003048253946473415,0.0006796609163834289,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.72_global,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,global,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_global_2a1fc665.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_global_2a1fc665.csv,5.225291935641307,0.5350578915116617,0.06738697331524232,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.608506711434866,0.4992078420810226,1.1101787533164744,0.21246253166144313,0.3001565554167804,0.05744302119646868,1.2012069186852516,0.22988321676190254,0.0,0.0,0.005242996787934275,0.0010033882991631923,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.72_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,no_s3,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_no_s3_a4fc9f1b.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_no_s3_a4fc9f1b.csv,5.223097192799846,0.5350577063081686,0.06738697331524232,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.608506711434866,0.49941760896786486,1.1101787533164744,0.2125518083115283,0.3001565554167804,0.05746715872539244,1.2012069186852516,0.22997981357519862,0.0,0.0,0.003048253946473415,0.000583610420015829,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.72_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q_heavy,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_q_heavy_5ddb4377.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_q_heavy_5ddb4377.csv,4.971681791214562,0.5184530758396211,0.06733434913731004,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.608506711434866,0.5246729016415226,1.1101787533164744,0.22330044438448715,0.3001565554167804,0.06037324350628913,0.9497915170999663,0.1910402871676822,0.0,0.0,0.003048253946473415,0.0006131233000189136,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.72_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,s1_heavy,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_s1_heavy_67630dea.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_s1_heavy_67630dea.csv,4.634290106124052,0.47033819959598444,0.05830619098073982,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.2263301467362697,0.48040370709512825,0.9475246569003397,0.2044595040884944,0.2561801298557172,0.05527926046692332,1.2012069186852516,0.2591997676403337,0.0,0.0,0.003048253946473415,0.0006577607091203147,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1.72_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712,top_actual,e356_halfs3_amp,anti_bad_cluster,low_s3,q1s1,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_q1s1_9790a896.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_low_s3_1712__amp1_72_q1s1_9790a896.csv,4.8983920868356785,0.5141813181162767,0.05387641670963922,220,375,-3.549262406306551e-05,0.0008466219537566,0.1444821601473668,2.608506711434866,0.5325230535230471,0.8545794589482628,0.17446121988579202,0.23105074382082397,0.04716869122048597,1.2012069186852516,0.24522473852460058,0.0,0.0,0.003048253946473415,0.000622296846074354,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1.05_global,e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058,top_actual,e356_halfs3_amp,anti_bad_cluster,random_compact,global,1.05,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_global_d63d7a23.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_global_d63d7a23.csv,3.0768634114282847,0.34598757609792824,0.036626717485737044,220,375,-3.409426931093914e-05,0.0008221405420026,0.1356940219524299,1.7251585832260523,0.5606874119983217,0.5489263893614124,0.17840453603580664,0.1611920395045487,0.0523884287179726,0.6306000886506338,0.2049490030361498,0.0,0.0,0.010986310685637678,0.0035706202117492813,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1.05_no_s3,e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058,top_actual,e356_halfs3_amp,anti_bad_cluster,random_compact,no_s3,1.05,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_no_s3_91fd41a4.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_no_s3_91fd41a4.csv,3.076340253776588,0.34598737976476235,0.03661469756015877,220,375,-3.409426931093914e-05,0.0008221405420026,0.1356940219524299,1.7251585832260523,0.5607827616298967,0.5489263893614124,0.17843487523447296,0.1611920395045487,0.05239733781289815,0.6306000886506338,0.20498385634569982,0.0,0.0,0.010463153033940647,0.003401168977032314,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1.05_q_heavy,e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058,top_actual,e356_halfs3_amp,anti_bad_cluster,random_compact,q_heavy,1.05,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_q_heavy_f1c2f2dd.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_q_heavy_f1c2f2dd.csv,3.0613259659515726,0.3449987102250485,0.03608787916456568,220,375,-3.409426931093914e-05,0.0008221405420026,0.1356940219524299,1.7251585832260523,0.5635331233633625,0.5489263893614124,0.17931000993250515,0.1611920395045487,0.05265432080652159,0.6155858008256185,0.20108469587108208,0.0,0.0,0.010463153033940647,0.0034178500265287215,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1.05_s1_heavy,e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058,top_actual,e356_halfs3_amp,anti_bad_cluster,random_compact,s1_heavy,1.05,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_s1_heavy_9691d6ea.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_s1_heavy_9691d6ea.csv,3.035752303575054,0.3409255913763436,0.03606858384176432,220,375,-3.409426931093914e-05,0.0008221405420026,0.1356940219524299,1.6964059401722849,0.5588090761471258,0.5397776162053887,0.17780687033316897,0.15850550551280618,0.052212924396414735,0.6306000886506338,0.2077244865821258,0.0,0.0,0.010463153033940647,0.003446642541164743,0.0,0.0
e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1.05_q1s1,e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058,top_actual,e356_halfs3_amp,anti_bad_cluster,random_compact,q1s1,1.05,analysis_outputs/submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_q1s1_b9477381.csv,submission_e361_rowaction_amprestore_e356_halfs3_amp__learned_anti_bad_cluster_random_compact_1058__amp1_05_q1s1_b9477381.csv,3.057741913972955,0.34488232330971147,0.036613294872493644,220,375,-3.409426931093914e-05,0.0008221405420026,0.1356940219524299,1.7251585832260523,0.5641936539322039,0.5345497458305182,0.17481846436672357,0.15697034323181047,0.05133538004450392,0.6306000886506338,0.206230645486783,0.0,0.0,0.010463153033940647,0.003421856169785685,0.0,0.0
