model_split,gate,scale,selected_rows_sub,expected_focus,adverse_delta,support_delta,total_swing,support_prob_focus_weighted,top1_swing_share,adverse_over_observed_miss,submission_gate_pass,submission_score,spec_rank,view,model,split,target_kind,tail_q,policy,e234_tail_auc,e234_loss_vs_full,e234_target_delta,e234_subject_win_rate,sub_dropped_rows,sub_kept_rows,sub_mean_prob,sub_p10_prob,sub_p50_prob,sub_p90_prob,tag,joint_gate_pass,joint_score,submission_file
hgb_shallow__subject5__contrast0.20,drop_lowpos_top13,0.35,237,-7.131245857639776e-05,0.0026505217568768896,-0.003051740719615136,0.005702262476492026,0.47732531195718164,0.010753593183729822,2.6633618242314756,False,-0.04081521997194749,34,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top13,0.5814571994062346,-0.0010019218954832,-0.0053723465929391,0.6,13,237,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_34_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.040321259024205885,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top13,0.5,237,-8.302878114648165e-05,0.003805305812358216,-0.004340783439773251,0.008146089252131467,0.4773253119571817,0.010753593183729638,3.8237400632028686,False,-0.06959109077841998,34,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top13,0.5814571994062346,-0.0010019218954832,-0.0053723465929391,0.6,13,237,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_34_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.06909712983067837,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top13,0.75,237,-7.73253936570139e-05,0.005755176496600034,-0.006463957381597168,0.012219133878197203,0.47732531195718175,0.010753593183729572,5.783056612528963,False,-0.11838348498438117,34,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top13,0.5814571994062346,-0.0010019218954832,-0.0053723465929391,0.6,13,237,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_34_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.11788952403663956,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_top21,0.35,229,-0.00010698443311011435,0.0024760111424961435,-0.0031320684207703196,0.005608079563266463,0.4605846879429391,0.010783423623070814,2.488005818547329,False,-0.036167084782246964,35,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_top21,0.4811974270163285,-0.0010017416863091,-0.0053721663837651,0.6,21,229,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_35_contrast_drop_lowpos_top21_lr_l2_c0p10_subject5,False,-0.03566621393909242,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_top21,0.5,229,-0.00013295841233826149,0.0035570352670992516,-0.004454506966138555,0.008011542233237808,0.4605846879429391,0.01078342362307085,3.5742668073775734,False,-0.0629848960634995,35,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_top21,0.4811974270163285,-0.0010017416863091,-0.0053721663837651,0.6,21,229,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_35_contrast_drop_lowpos_top21_lr_l2_c0p10_subject5,False,-0.06248402522034495,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_top21,0.75,229,-0.00014957326143802432,0.005385417257718248,-0.006631896092138467,0.012017313349856716,0.46058468794293916,0.010783423623070977,5.411506128764955,False,-0.1085615270361763,35,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_top21,0.4811974270163285,-0.0010017416863091,-0.0053721663837651,0.6,21,229,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_35_contrast_drop_lowpos_top21_lr_l2_c0p10_subject5,False,-0.10806065619302176,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top10,0.35,240,-8.423432191694165e-05,0.0026718928110793794,-0.0030319646363008565,0.005703857447380236,0.48320406995132775,0.010750586154148537,2.684836407399418,False,-0.04124612081887946,36,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top10,0.5797246163548455,-0.0009421040474855,-0.0053125287449414,0.6,10,240,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_36_contrast_drop_lowpos_top10_hgb_shallow_subject5,False,-0.040785068795136714,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top10,0.5,240,-0.00010151567907872509,0.0038358087966303056,-0.0043125589853414605,0.008148367781971765,0.48320406995132786,0.010750586154148355,3.8543908147481574,False,-0.07020576960035835,36,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top10,0.5797246163548455,-0.0009421040474855,-0.0053125287449414,0.6,10,240,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_36_contrast_drop_lowpos_top10_hgb_shallow_subject5,False,-0.0697447175766156,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top10,0.75,240,-0.00010514694179486002,0.0058008397717686875,-0.006421711901188964,0.012222551672957651,0.48320406995132775,0.010750586154148289,5.828941096796268,False,-0.11930249387708883,36,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top10,0.5797246163548455,-0.0009421040474855,-0.0053125287449414,0.6,10,240,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_36_contrast_drop_lowpos_top10_hgb_shallow_subject5,False,-0.11884144185334608,
hgb_shallow__subject5__contrast0.30,drop_lowpos_p15,0.35,212,2.902864587854339e-05,0.0024647576762975437,-0.002463045363773695,0.004927803040071239,0.4942829513705135,0.01244364078685996,2.4766978365676047,False,-0.036974184802623995,37,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_p15,0.5797246163548455,-0.0009245092784297,-0.0052949339758857,0.7,38,212,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_37_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.036491930163409146,
hgb_shallow__subject5__contrast0.30,drop_lowpos_p15,0.5,212,5.824276386516126e-05,0.0035378556644637352,-0.003501862964209465,0.0070397186286732,0.4942829513705136,0.012443640786859748,3.5549942919451576,False,-0.06403534745067174,37,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_p15,0.5797246163548455,-0.0009245092784297,-0.0052949339758857,0.7,38,212,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_37_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.06355309281145688,
hgb_shallow__subject5__contrast0.30,drop_lowpos_p15,0.75,212,0.0001293111449946848,0.005348730495892546,-0.005210847447117254,0.0105595779430098,0.4942829513705136,0.012443640786859675,5.374641643254608,False,-0.1098757652854282,37,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_p15,0.5797246163548455,-0.0009245092784297,-0.0052949339758857,0.7,38,212,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_37_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.10939351064621333,
hgb_shallow__stratified5__risk0.20,drop_risk_top50,0.35,200,-8.971524841245635e-05,0.0019468500982884563,-0.0022976738499243176,0.004244523948212774,0.4798100732965452,0.014446805259483267,1.956281330583173,False,-0.02307694483096334,38,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top50,0.862392482169641,-0.0009214573606057,-0.0052918820580617,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_38_risk_drop_risk_top50_hgb_shallow_stratified5,False,-0.02257621615066049,
hgb_shallow__stratified5__risk0.20,drop_risk_top50,0.5,200,-0.0001165334104834087,0.002792845656232182,-0.003270759984071782,0.006063605640303964,0.47981007329654524,0.014446805259483018,2.8063751910280925,False,-0.044012288482988854,38,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top50,0.862392482169641,-0.0009214573606057,-0.0052918820580617,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_38_risk_drop_risk_top50_hgb_shallow_stratified5,False,-0.043511559802686006,
hgb_shallow__stratified5__risk0.20,drop_risk_top50,0.75,200,-0.0001456438448724794,0.004218424755200907,-0.0048769837052550415,0.009095408460455949,0.47981007329654535,0.01444680525948293,4.238860300710579,False,-0.07941888248209442,38,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top50,0.862392482169641,-0.0009214573606057,-0.0052918820580617,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_38_risk_drop_risk_top50_hgb_shallow_stratified5,False,-0.07891815380179157,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.35,225,-0.0001730688603326645,0.0022779075776285683,-0.002901301458706418,0.005179209036334988,0.4732337352607881,0.011839609189135045,2.2889425697573396,False,-0.030686031479890397,39,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_39_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.030206549208050198,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.5,225,-0.0002310959804503566,0.003270298930922834,-0.00412857112098429,0.007398870051907124,0.4732337352607883,0.011839609189134848,3.2861414187023565,False,-0.05503159835130551,39,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_39_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.05455211607946531,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.75,225,-0.00030609379569305074,0.004945998571366735,-0.0061523065064939516,0.01109830507786069,0.4732337352607882,0.011839609189134773,4.969958742464091,False,-0.0963241068404615,39,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_39_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.09584462456862129,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.35,225,-0.0001730688603326645,0.0022779075776285683,-0.002901301458706418,0.005179209036334988,0.4732337352607881,0.011839609189135045,2.2889425697573396,False,-0.030686031479890397,40,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_40_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.030206549208050198,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.5,225,-0.0002310959804503566,0.003270298930922834,-0.00412857112098429,0.007398870051907124,0.4732337352607883,0.011839609189134848,3.2861414187023565,False,-0.05503159835130551,40,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_40_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.05455211607946531,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.75,225,-0.00030609379569305074,0.004945998571366735,-0.0061523065064939516,0.01109830507786069,0.4732337352607882,0.011839609189134773,4.969958742464091,False,-0.0963241068404615,40,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8414899054433937,-0.0009189645436804,-0.0052893892411364,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_40_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.09584462456862129,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.35,225,-0.00015192854964663616,0.0023132471554582284,-0.0028652301105176305,0.005178477265975858,0.4760425852019869,0.011841282243707518,2.3244533450346108,False,-0.03173864374573104,41,latent_no_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_41_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.03127045094363194,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.5,225,-0.0002013330503673139,0.0033203465283539223,-0.004077478137325876,0.0073978246656797985,0.476042585201987,0.011841282243707316,3.3364314644439643,False,-0.05652089206235797,41,latent_no_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_41_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.05605269926025887,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.75,225,-0.0002625776095800535,0.005019941758501801,-0.006076795240017899,0.0110967369985197,0.47604258520198695,0.011841282243707243,5.044260136620384,False,-0.09852081634235303,41,latent_no_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_41_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.09805262354025393,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.35,225,-0.00015192854964663616,0.0023132471554582284,-0.0028652301105176305,0.005178477265975858,0.4760425852019869,0.011841282243707518,2.3244533450346108,False,-0.03173864374573104,42,latent_with_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_42_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.03127045094363194,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.5,225,-0.0002013330503673139,0.0033203465283539223,-0.004077478137325876,0.0073978246656797985,0.476042585201987,0.011841282243707316,3.3364314644439643,False,-0.05652089206235797,42,latent_with_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_42_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.05605269926025887,
lr_l2_c0p10__stratified5__risk0.20,drop_risk_p10,0.75,225,-0.0002625776095800535,0.005019941758501801,-0.006076795240017899,0.0110967369985197,0.47604258520198695,0.011841282243707243,5.044260136620384,False,-0.09852081634235303,42,latent_with_targetid,lr_l2_c0p10,stratified5,risk,0.2,drop_risk_p10,0.7548440417521197,-0.0008963856041982,-0.0052668103016542,0.7,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_42_risk_drop_risk_p10_lr_l2_c0p10_stratified5,False,-0.09805262354025393,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.35,212,-0.00016342514198759115,0.002082720383279338,-0.002623726243359473,0.004706446626638812,0.47724869810561354,0.013028897544905457,2.0928098194187292,False,-0.02588373922559139,43,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_43_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.025378551656148437,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.5,212,-0.00021960706033960202,0.0029891722614702977,-0.003734322919442289,0.0067234951809125865,0.47724869810561377,0.01302889754490524,3.0036528719660076,False,-0.048095580833549284,43,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_43_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.047590393264106336,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.75,212,-0.000294611011902654,0.004518557970812196,-0.005566684800556685,0.01008524277136888,0.47724869810561377,0.013028897544905162,4.540447468055635,False,-0.08573019195459233,43,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_43_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.08522500438514938,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.35,212,-0.00016342514198759115,0.002082720383279338,-0.002623726243359473,0.004706446626638812,0.47724869810561354,0.013028897544905457,2.0928098194187292,False,-0.02588373922559139,44,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_44_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.025378551656148437,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.5,212,-0.00021960706033960202,0.0029891722614702977,-0.003734322919442289,0.0067234951809125865,0.47724869810561377,0.01302889754490524,3.0036528719660076,False,-0.048095580833549284,44,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_44_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.047590393264106336,
hgb_shallow__stratified5__risk0.20,drop_risk_p15,0.75,212,-0.000294611011902654,0.004518557970812196,-0.005566684800556685,0.01008524277136888,0.47724869810561377,0.013028897544905162,4.540447468055635,False,-0.08573019195459233,44,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p15,0.8415623373840645,-0.0008903751388859,-0.0052607998363418,0.9,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_44_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.08522500438514938,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.35,212,-0.0001222786632662689,0.0021353775395795433,-0.002514410956509697,0.00464978849608924,0.4855395476040772,0.013187655944053528,2.1457220656580533,False,-0.027529371714546925,45,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8487573473038588,-0.0008885439342198,-0.0052589686316758,0.8,38,212,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_45_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.02704509974743703,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.5,212,-0.00016127444003090612,0.003063948706891683,-0.003578606287521517,0.0066425549944132,0.4855395476040773,0.013187655944053304,3.07879156100726,False,-0.05043168468323332,45,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8487573473038588,-0.0008885439342198,-0.0052589686316758,0.8,38,212,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_45_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.04994741271612342,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.75,212,-0.0002083045757977108,0.004629530144586174,-0.005334302347033628,0.009963832491619803,0.4855395476040773,0.013187655944053224,4.651957230393844,False,-0.08919497953946116,45,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8487573473038588,-0.0008885439342198,-0.0052589686316758,0.8,38,212,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_45_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.08871070757235126,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.35,238,-0.00017071211389270197,0.0025355162797433143,-0.003199361492786288,0.005734877772529602,0.47188946320687203,0.010692435537644488,2.5477992197818504,False,-0.03714487356954845,46,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_46_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.03669229926005285,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.5,238,-0.0002250061796266372,0.00364103438271053,-0.004551648149474617,0.008192682532185146,0.47188946320687214,0.010692435537644306,3.658672844493788,False,-0.06434847361785737,46,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_46_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.06389589930836176,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.75,238,-0.0002901377009795034,0.0055089231425262475,-0.006780100655751474,0.012289023798277721,0.4718894632068722,0.010692435537644242,5.535610319878311,False,-0.11052464044242738,46,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_46_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.11007206613293177,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.35,238,-0.00017071211389270197,0.0025355162797433143,-0.003199361492786288,0.005734877772529602,0.47188946320687203,0.010692435537644488,2.5477992197818504,False,-0.03714487356954845,47,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_47_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.03669229926005285,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.5,238,-0.0002250061796266372,0.00364103438271053,-0.004551648149474617,0.008192682532185146,0.47188946320687214,0.010692435537644306,3.658672844493788,False,-0.06434847361785737,47,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_47_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.06389589930836176,
hgb_shallow__stratified5__risk0.20,drop_risk_p05,0.75,238,-0.0002901377009795034,0.0055089231425262475,-0.006780100655751474,0.012289023798277721,0.4718894632068722,0.010692435537644242,5.535610319878311,False,-0.11052464044242738,47,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_p05,0.8415623373840645,-0.0008811486189912,-0.0052515733164472,0.7,12,238,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_47_risk_drop_risk_p05_hgb_shallow_stratified5,False,-0.11007206613293177,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p20,0.35,200,-6.021516512563014e-05,0.0022294140243647505,-0.002653195548285113,0.004882609572649864,0.4689355467444769,0.012558819210638589,2.2402140965240647,False,-0.030376666051955537,48,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p20,0.6242603550295858,-0.0008692897913376,-0.0052397144887935,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_48_contrast_drop_lowpos_p20_hgb_shallow_stratified5,False,-0.029922021156286737,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p20,0.5,200,-6.989337168127673e-05,0.0032010054704478394,-0.0037741510619091092,0.006975156532356948,0.468935546744477,0.012558819210638377,3.2165122761310263,False,-0.05458902655158758,48,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p20,0.6242603550295858,-0.0008692897913376,-0.0052397144887935,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_48_contrast_drop_lowpos_p20_hgb_shallow_stratified5,False,-0.05413438165591878,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p20,0.75,200,-6.441324031387823e-05,0.004841935022879797,-0.005620799775655629,0.010462734798535427,0.468935546744477,0.012558819210638297,4.865391073243845,False,-0.09565610641332573,48,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p20,0.6242603550295858,-0.0008692897913376,-0.0052397144887935,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_48_contrast_drop_lowpos_p20_hgb_shallow_stratified5,False,-0.09520146151765692,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.35,237,-0.00017038787595654805,0.0025100473477406293,-0.0031852163412651588,0.005695263689005788,0.47064286573271835,0.010766808043921751,2.5222069072404034,False,-0.036510759047471815,49,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_49_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.03608734205820841,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.5,237,-0.00022473476109919688,0.0036044584156110573,-0.004531632568682927,0.008136090984293983,0.4706428657327184,0.010766808043921567,3.6219196904386157,False,-0.06343626066309133,49,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_49_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.06301284367382792,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.75,237,-0.00029020617080948184,0.0054535835942559,-0.006750552882185077,0.012204136476440976,0.4706428657327184,0.010766808043921503,5.480002687210875,False,-0.10914061885153012,49,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_49_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.10871720186226672,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.35,237,-0.00017038787595654805,0.0025100473477406293,-0.0031852163412651588,0.005695263689005788,0.47064286573271835,0.010766808043921751,2.5222069072404034,False,-0.036510759047471815,50,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_50_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.03608734205820841,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.5,237,-0.00022473476109919688,0.0036044584156110573,-0.004531632568682927,0.008136090984293983,0.4706428657327184,0.010766808043921567,3.6219196904386157,False,-0.06343626066309133,50,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_50_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.06301284367382792,
hgb_shallow__subject5__risk0.20,drop_risk_top13,0.75,237,-0.00029020617080948184,0.0054535835942559,-0.006750552882185077,0.012204136476440976,0.4706428657327184,0.010766808043921503,5.480002687210875,False,-0.10914061885153012,50,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_top13,0.8414899054433937,-0.0008608339785268,-0.0052312586759828,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_50_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.10871720186226672,
