target,active_cells,support_label_1,support_label_0,support_delta_sum,adverse_delta_sum,flip_benefit_sum,edge_or_near_edge_rate,global_support_probability_mean,subject_support_probability_mean,global_expected_delta_sum,subject_expected_delta_sum,support_delta_sum_per_all_cells,adverse_delta_sum_per_all_cells,flip_benefit_sum_per_all_cells,global_expected_delta_sum_per_all_cells,subject_expected_delta_sum_per_all_cells,flip_benefit_share
Q2,11,6,5,-0.011927006959897091,0.02268309301891593,0.03461009997881302,0.5454545454545454,0.5056565656565657,0.528247640944155,0.005081842958108894,0.0036903755970382314,-6.815432548512623e-06,1.2961767439380532e-05,1.9777199987893156e-05,2.903910261776511e-06,2.1087860554504178e-06,0.06413767794290062
S3,39,19,20,-0.1572606995059508,0.347751168270681,0.5050118677766318,0.6410256410256411,0.49584045584045583,0.6044504263489225,0.08058045481298004,0.010051940259772947,-8.986325686054332e-05,0.000198714953297532,0.0002885782101580753,4.6045974178845736e-05,5.7439658627273985e-06,0.9358623220570994
