fold_kind,fold_name,policy,candidate_name,file,n_selected_fits,delta_vs_a2c8,candidate_public_proxy,a2c8_public_proxy,selector_abs_error_mean,top_mask_kind,top_mask_name,top_prior_name,top_fit_quality
loo,anchor578,train_best1,control_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,1,0.0,0.5774393209999866,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,control_raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,1,8.698620002856039e-05,0.5775263072000152,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,control_directrob_29ffe34b,submission_directrob_29ffe34b.csv,1,-0.000937466930209796,0.5765018540697768,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,control_directcons_de1d6b6d,submission_directcons_de1d6b6d.csv,1,-0.0004338134080239531,0.5770055075919627,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_f4657144,submission_sparsejepa_f4657144.csv,1,-0.0007034850810099247,0.5767358359189767,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_f255c9bf,submission_sparsejepa_f255c9bf.csv,1,-0.0006829319887953211,0.5767563890111913,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_3cfdf64a,submission_sparsejepa_3cfdf64a.csv,1,-0.0006495643085699943,0.5767897566914166,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_c3cf33b7,submission_sparsejepa_c3cf33b7.csv,1,-0.0006495643085699943,0.5767897566914166,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_c11772d9,submission_sparsejepa_c11772d9.csv,1,-0.0006409478574218586,0.5767983731425648,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_e7419346,submission_sparsejepa_e7419346.csv,1,-0.000631854268249743,0.5768074667317369,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_2ca0c010,submission_sparsejepa_2ca0c010.csv,1,-0.000631854268249743,0.5768074667317369,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_282e9546,submission_sparsejepa_282e9546.csv,1,-0.0007194838109036983,0.5767198371890829,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_e8ca148f,submission_sparsejepa_e8ca148f.csv,1,-0.0006349828725442652,0.5768043381274424,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_e912710d,submission_sparsejepa_e912710d.csv,1,-0.0006417712211690407,0.5767975497788176,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_133201ac,submission_sparsejepa_133201ac.csv,1,-0.0006634637209836924,0.5767758572790029,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
loo,anchor578,train_best1,sparsejepa_193e80c6,submission_sparsejepa_193e80c6.csv,1,-0.0006634637209836924,0.5767758572790029,0.5774393209999866,0.001576284921725733,random_rows,frac0.40_rep009,entropy_g075,0.0014895979680107784
