filter,n_scenarios,alpha_median,alpha_p10,alpha_p90,lambda_median,lambda_p10,lambda_p90,winner_mode,best_mean_candidate,best_p95_candidate,e90_beat_e95_rate,e86_beat_e95_rate,e85_beat_e95_rate
solved_all,3894,3.6367764333679355,0.9470033076532401,8.061445286894685,1.3792166138604054,1.0987466219666413,1.8405889227801389,e95,e95,e95,0.0025680534155110425,0.0005136106831022085,0.028505392912172575
positive_transfer,3849,3.6901659436081857,1.0194017696709483,8.074265976882277,1.3847836839456626,1.1062958073834719,1.8419257711494366,e95,e95,e95,0.002598077422707197,0.0005196154845414394,0.028838659392049885
broad_plausible,3452,3.3104699098590764,0.9485513190685231,6.794704167846147,1.3451917412313823,1.0989080373458586,1.7085023657413778,e95,e95,e95,0.002607184241019699,0.00028968713789107763,0.03186558516801854
tight_plausible,2790,2.716776748911338,0.9230545247571286,5.232244732064106,1.2832857334545547,1.096249416949414,1.5455804519566658,e95,e95,e95,0.0025089605734767025,0.00035842293906810036,0.035842293906810034
near_unit_tail,2354,2.462161245441956,0.9727851060923389,4.454604478710325,1.2567362793346617,1.1014349605220723,1.4644937783375118,e95,e95,e95,0.002973661852166525,0.0004248088360237893,0.03610875106202209
