name,role,source,file,mean_abs_prob_move_vs_a2c8,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_a2c8,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,all__worlds,all__better_rate,all__median_delta,all__mean_delta,all__max_delta,all__min_delta,old_low_anchor_half__worlds,old_low_anchor_half__better_rate,old_low_anchor_half__median_delta,old_low_anchor_half__mean_delta,old_low_anchor_half__max_delta,old_low_anchor_half__min_delta,old_low_anchor_quarter__worlds,old_low_anchor_quarter__better_rate,old_low_anchor_quarter__median_delta,old_low_anchor_quarter__mean_delta,old_low_anchor_quarter__max_delta,old_low_anchor_quarter__min_delta,mixmin_fit_gap__worlds,mixmin_fit_gap__better_rate,mixmin_fit_gap__median_delta,mixmin_fit_gap__mean_delta,mixmin_fit_gap__max_delta,mixmin_fit_gap__min_delta,mixmin_fit_2gap__worlds,mixmin_fit_2gap__better_rate,mixmin_fit_2gap__median_delta,mixmin_fit_2gap__mean_delta,mixmin_fit_2gap__max_delta,mixmin_fit_2gap__min_delta,mixmin_fit_5gap__worlds,mixmin_fit_5gap__better_rate,mixmin_fit_5gap__median_delta,mixmin_fit_5gap__mean_delta,mixmin_fit_5gap__max_delta,mixmin_fit_5gap__min_delta,mixmin_fit_gap_low_anchor_half__worlds,mixmin_fit_gap_low_anchor_half__better_rate,mixmin_fit_gap_low_anchor_half__median_delta,mixmin_fit_gap_low_anchor_half__mean_delta,mixmin_fit_gap_low_anchor_half__max_delta,mixmin_fit_gap_low_anchor_half__min_delta,mixmin_fit_2gap_low_anchor_half__worlds,mixmin_fit_2gap_low_anchor_half__better_rate,mixmin_fit_2gap_low_anchor_half__median_delta,mixmin_fit_2gap_low_anchor_half__mean_delta,mixmin_fit_2gap_low_anchor_half__max_delta,mixmin_fit_2gap_low_anchor_half__min_delta,mixmin_fit_2gap_low_anchor_quarter__worlds,mixmin_fit_2gap_low_anchor_quarter__better_rate,mixmin_fit_2gap_low_anchor_quarter__median_delta,mixmin_fit_2gap_low_anchor_quarter__mean_delta,mixmin_fit_2gap_low_anchor_quarter__max_delta,mixmin_fit_2gap_low_anchor_quarter__min_delta,mixmin_fit_gap_random_fit__worlds,mixmin_fit_gap_random_fit__better_rate,mixmin_fit_gap_random_fit__median_delta,mixmin_fit_gap_random_fit__mean_delta,mixmin_fit_gap_random_fit__max_delta,mixmin_fit_gap_random_fit__min_delta,postmix_energy_half__worlds,postmix_energy_half__better_rate,postmix_energy_half__median_delta,postmix_energy_half__mean_delta,postmix_energy_half__max_delta,postmix_energy_half__min_delta,postmix_energy_quarter__worlds,postmix_energy_quarter__better_rate,postmix_energy_quarter__median_delta,postmix_energy_quarter__mean_delta,postmix_energy_quarter__max_delta,postmix_energy_quarter__min_delta,postmix_energy_half_random_fit__worlds,postmix_energy_half_random_fit__better_rate,postmix_energy_half_random_fit__median_delta,postmix_energy_half_random_fit__mean_delta,postmix_energy_half_random_fit__max_delta,postmix_energy_half_random_fit__min_delta,mixmin_equivalent_prediction,strict_better_than_mixmin_gate,loose_better_than_mixmin_gate,near_tie_with_mixmin_gate,postmix_sign_rank_score
hiddenloc_bridge_a2c73fd7,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_a2c73fd7.csv,0.00020722122405649759,0.008302805121852936,0.000966136358349226,0.044707619681199504,0.09859830716038048,29,0.06896551724137931,0.0007274121813383161,0.0008652257700014612,0.010299395537362255,-0.00890986886533629,15,0.0,0.0007214003208245723,0.0008487993676567237,0.001196342520490612,0.0004996735698611365,7,0.0,0.0009661800086728789,0.0008544054202463323,0.0011467756765750625,0.0005371097681481363,5,0.0,0.0011210007757921359,0.0011220789814005317,0.001196342520490612,0.0010422433381601648,8,0.0,0.0011308835573765608,0.0011097715336380876,0.001196342520490612,0.0009661800086728789,18,0.0,0.0010042116734165218,0.0009662708150641679,0.0012868607972883472,0.000689628224060268,5,0.0,0.0011210007757921359,0.0011220789814005317,0.001196342520490612,0.0010422433381601648,7,0.0,0.0011210007757921359,0.001103335798892943,0.001196342520490612,0.0009661800086728789,4,0.0,0.0010915048385605752,0.001073991340592273,0.0011467756765750625,0.0009661800086728789,5,0.0,0.0011210007757921359,0.0011220789814005317,0.001196342520490612,0.0010422433381601648,14,0.0,0.000960214088346456,0.0009035325246329726,0.001196342520490612,0.000572902438809253,7,0.0,0.0011210007757921359,0.001103335798892943,0.001196342520490612,0.0009661800086728789,11,0.0,0.0010422433381601648,0.0009559081632307272,0.001196342520490612,0.000572902438809253,False,False,False,False,0.0019805867938108568
hiddenloc_bridge_d839abe8,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_d839abe8.csv,0.00020716109058290883,0.008302861068459238,0.0009658348808202921,0.04470790268960619,0.09859830716038048,29,0.06896551724137931,0.0007276368386069931,0.0008650989209009005,0.010298443364092913,-0.008908890853616014,15,0.0,0.000721627415205206,0.0008488775207269835,0.0011970308504719585,0.0004991431715090089,7,0.0,0.0009662656299083139,0.0008544329451331942,0.0011469357872785357,0.0005367848698375477,5,0.0,0.00112115758146758,0.0011221698832938553,0.0011970308504719585,0.00104237783126937,8,0.0,0.0011307927779637406,0.0011097755622331285,0.0011970308504719585,0.0009662656299083139,18,0.0,0.0010043217305888419,0.0009661575632653771,0.0012863745375505387,0.0006898627584295269,5,0.0,0.00112115758146758,0.0011221698832938553,0.0011970308504719585,0.00104237783126937,7,0.0,0.00112115758146758,0.0011034358333794467,0.0011970308504719585,0.0009662656299083139,4,0.0,0.0010914029028646355,0.0010740018057290301,0.0011469357872785357,0.0009662656299083139,5,0.0,0.00112115758146758,0.0011221698832938553,0.0011970308504719585,0.00104237783126937,14,0.0,0.0009601664023905498,0.000903664424602213,0.0011970308504719585,0.0005730443846940769,7,0.0,0.00112115758146758,0.0011034358333794467,0.0011970308504719585,0.0009662656299083139,11,0.0,0.00104237783126937,0.0009560199354670118,0.0011970308504719585,0.0005730443846940769,False,False,False,False,0.0019809940848193597
hiddenloc_bridge_92e08544,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_92e08544.csv,0.00019000323455655346,0.00831239157257357,0.0008632228702641253,0.044778606302533344,0.09127369002169747,29,0.06896551724137931,0.000765889140419973,0.0008629426725338932,0.010314402326901062,-0.008910121961343442,15,0.0,0.0007121781278585093,0.0008491222067860127,0.0011928335816698832,0.000474080339221139,7,0.0,0.0009469059143802916,0.0008619931710300367,0.0011724110174932134,0.000534467380169823,5,0.0,0.0011219127010562158,0.001119480602450662,0.0011928335816698832,0.0010497639026790795,8,0.0,0.001124294670788617,0.0011054245730809792,0.0011928335816698832,0.0009469059143802916,18,0.0,0.0009983349085296855,0.0009637725505975784,0.0012555869947656895,0.0006856934015690985,5,0.0,0.0011219127010562158,0.001119480602450662,0.0011928335816698832,0.0010497639026790795,7,0.0,0.0011219127010562158,0.001102388563446688,0.0011928335816698832,0.0009469059143802916,4,0.0,0.0010952026843403795,0.001077430575138566,0.0011724110174932134,0.0009469059143802916,5,0.0,0.0011219127010562158,0.001119480602450662,0.0011928335816698832,0.0010497639026790795,14,0.0,0.0009459261334360258,0.0009052308382064991,0.0011928335816698832,0.0005720139394079782,7,0.0,0.0011219127010562158,0.001102388563446688,0.0011928335816698832,0.0009469059143802916,11,0.0,0.0010497639026790795,0.0009602892797822611,0.0011928335816698832,0.0005720139394079782,False,False,False,False,0.0019810774470017944
hiddenloc_bridge_cb7051d6,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_cb7051d6.csv,0.00022854034813257626,0.008282463346352664,0.0010581959212808754,0.04461958232792329,0.10211774060888734,29,0.06896551724137931,0.0007248784782464268,0.0008555340780147065,0.010336913185283736,-0.008946540831384131,15,0.0,0.0007074283569816764,0.0008399016271171788,0.001194039616764786,0.0004885043589287763,7,0.0,0.0009591791006648975,0.0008432623544689972,0.0011300824570983359,0.0005305854990429459,5,0.0,0.001121949434738756,0.0011180372880220224,0.001194039616764786,0.0010311686324726566,8,0.0,0.0011243770348489113,0.0011007815791040515,0.001194039616764786,0.0009591791006648975,18,0.0,0.000995173866568777,0.0009554817248629215,0.0012627357733338007,0.0006743148489916084,5,0.0,0.001121949434738756,0.0011180372880220224,0.001194039616764786,0.0010311686324726566,7,0.0,0.001121949434738756,0.0010970639996961923,0.001194039616764786,0.0009591791006648975,4,0.0,0.0010765590336057063,0.0010605949062436615,0.0011300824570983359,0.0009591791006648975,5,0.0,0.001121949434738756,0.0011180372880220224,0.001194039616764786,0.0010311686324726566,14,0.0,0.0009548866377368515,0.0008950020516853405,0.001194039616764786,0.0005628709487179862,7,0.0,0.001121949434738756,0.0010970639996961923,0.001194039616764786,0.0009591791006648975,11,0.0,0.0010311686324726566,0.0009485662162671952,0.001194039616764786,0.0005628709487179862,False,False,False,False,0.0019814340562993304
hiddenloc_bridge_c4e8dc96,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_c4e8dc96.csv,0.0001910766040352327,0.008310301956476784,0.0008656082313519905,0.044772172288231285,0.08914711687320534,29,0.06896551724137931,0.0007661120389694798,0.0008631962501306451,0.010302446482196026,-0.008894160648495686,15,0.0,0.0007148514491452929,0.0008502809392592736,0.0011891556225291922,0.000461424144932554,7,0.0,0.0009475488022697709,0.0008653554598316531,0.0011807818854718821,0.0005416292849981241,5,0.0,0.001125939517535146,0.0011212790039905052,0.0011891556225291922,0.0010479514596306583,8,0.0,0.0011256082863225214,0.0011075003453505095,0.0011891556225291922,0.0009475488022697709,18,0.0,0.0009977501309502146,0.0009646269412507001,0.001253468400893798,0.0006877552892622374,5,0.0,0.001125939517535146,0.0011212790039905052,0.0011891556225291922,0.0010479514596306583,7,0.0,0.001125939517535146,0.0011049608153848828,0.0011891556225291922,0.0009475488022697709,4,0.0,0.0010993750923241619,0.0010817702180974942,0.0011807818854718821,0.0009475488022697709,5,0.0,0.001125939517535146,0.0011212790039905052,0.0011891556225291922,0.0010479514596306583,14,0.0,0.0009460790605825831,0.0009068407127038444,0.0011891556225291922,0.0005710755406044266,7,0.0,0.001125939517535146,0.0011049608153848828,0.0011891556225291922,0.0009475488022697709,11,0.0,0.0010479514596306583,0.0009616647082091816,0.0011891556225291922,0.0005710755406044266,False,False,False,False,0.001986198181935017
hiddenloc_bridge_1596a66e,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_1596a66e.csv,0.00019184253218991696,0.008309516638878004,0.0008697023564024235,0.04476799434180464,0.08913146611732106,29,0.06896551724137931,0.0007662977982187957,0.0008634112766000683,0.010307088826837063,-0.008895686027461602,15,0.0,0.0007145152480879657,0.0008502042913479076,0.0011891275526765277,0.00046052760522075076,7,0.0,0.0009462296738698139,0.0008653884361033505,0.0011794500766957317,0.0005432352103875715,5,0.0,0.0011278024774088458,0.0011215446416808605,0.0011891275526765277,0.0010471327420983334,8,0.0,0.0011266152946854402,0.0011073538838664854,0.0011891275526765277,0.0009462296738698139,18,0.0,0.0009966812079840737,0.0009646338308645919,0.0012531963582895767,0.0006884327697997961,5,0.0,0.0011278024774088458,0.0011215446416808605,0.0011891275526765277,0.0010471327420983334,7,0.0,0.0011278024774088458,0.001104771851281407,0.0011891275526765277,0.0009462296738698139,4,0.0,0.0010996510879468513,0.001081245481614812,0.0011794500766957317,0.0009462296738698139,5,0.0,0.0011278024774088458,0.0011215446416808605,0.0011891275526765277,0.0010471327420983334,14,0.0,0.0009460639597106968,0.000906799985725848,0.0011891275526765277,0.0005723997182753848,7,0.0,0.0011278024774088458,0.001104771851281407,0.0011891275526765277,0.0009462296738698139,11,0.0,0.0010471327420983334,0.0009616124121987403,0.0011891275526765277,0.0005723997182753848,False,False,False,False,0.0019889856042824006
hiddenloc_bridge_18562a89,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_18562a89.csv,0.0001918422894627191,0.008309516234870772,0.0008696993178531184,0.04476799459093114,0.08913136170793673,29,0.06896551724137931,0.000766305206786777,0.0008634116075501134,0.010307063060851718,-0.008895664088776067,15,0.0,0.0007145112642851226,0.0008502033211531904,0.0011891335453714236,0.0004605350751281101,7,0.0,0.0009462330499877547,0.0008653880780261636,0.0011794414370358552,0.0005432401213166793,5,0.0,0.0011278095727557114,0.0011215449384850862,0.0011891335453714236,0.0010471241061582592,8,0.0,0.0011266182766687671,0.001107353270003858,0.0011891335453714236,0.0009462330499877547,18,0.0,0.000996678578073007,0.0009646323964242168,0.0012532000459372084,0.0006884254168613158,5,0.0,0.0011278095727557114,0.0011215449384850862,0.0011891335453714236,0.0010471241061582592,7,0.0,0.0011278095727557114,0.001104771311349863,0.0011891335453714236,0.0009462330499877547,4,0.0,0.0010996499567884621,0.0010812436001501335,0.0011794414370358552,0.0009462330499877547,5,0.0,0.0011278095727557114,0.0011215449384850862,0.0011891335453714236,0.0010471241061582592,14,0.0,0.0009460564911798475,0.0009067967538017863,0.0011891335453714236,0.0005724041183189366,7,0.0,0.0011278095727557114,0.001104771311349863,0.0011891335453714236,0.0009462330499877547,11,0.0,0.0010471241061582592,0.0009616096916175861,0.0011891335453714236,0.0005724041183189366,False,False,False,False,0.001988997745476423
hiddenloc_bridge_d3144a4a,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_d3144a4a.csv,0.00022483747490549083,0.008286213466699471,0.0010415748509370276,0.04463639653659139,0.10230289712456903,29,0.06896551724137931,0.0007220011549889938,0.0008566368249541937,0.010336916969172494,-0.008944742548561146,15,0.0,0.0007121693261846751,0.000841891931299162,0.0011952992421463415,0.0004890982909849795,7,0.0,0.0009608162383079044,0.0008445564915443888,0.0011341975595265952,0.0005283439499008669,5,0.0,0.0011274324785921497,0.0011204382062613317,0.0011952992421463415,0.0010323338249572656,8,0.0,0.0011288607900734604,0.001103436741336991,0.0011952992421463415,0.0009608162383079044,18,0.0,0.000996575031632585,0.000957103931914221,0.0012596170021581532,0.0006758083843607654,5,0.0,0.0011274324785921497,0.0011204382062613317,0.0011952992421463415,0.0010323338249572656,7,0.0,0.0011274324785921497,0.0010996006898773083,0.0011952992421463415,0.0009608162383079044,4,0.0,0.0010798831517747076,0.0010636950253459787,0.0011341975595265952,0.0009608162383079044,5,0.0,0.0011274324785921497,0.0011204382062613317,0.0011952992421463415,0.0010323338249572656,14,0.0,0.0009554657504684538,0.0008972179993736133,0.0011952992421463415,0.0005593829596268751,7,0.0,0.0011274324785921497,0.0010996006898773083,0.0011952992421463415,0.0009608162383079044,11,0.0,0.0010323338249572656,0.0009501727150597151,0.0011952992421463415,0.0005593829596268751,False,False,False,False,0.00198997352842481
hiddenloc_bridge_a7b03f2c,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_a7b03f2c.csv,0.00022541201998363695,0.008285591674501604,0.001044894118561107,0.04463288413064306,0.10211774060888734,29,0.06896551724137931,0.000721939609503619,0.0008568446636033354,0.010340959409101735,-0.008945867812037211,15,0.0,0.0007114745807996758,0.0008417796809831124,0.0011944739524932801,0.0004881989291165567,7,0.0,0.0009598521200117061,0.0008448031177968408,0.001133185923326785,0.000530315760800093,5,0.0,0.0011286647890567103,0.001120443066772392,0.0011944739524932801,0.0010316029682010397,8,0.0,0.0011297578239168882,0.0011032630294971896,0.0011944739524932801,0.0009598521200117061,18,0.0,0.0009957275441063729,0.0009570776077197424,0.0012597612130215152,0.000674987868338417,5,0.0,0.0011286647890567103,0.001120443066772392,0.0011944739524932801,0.0010316029682010397,7,0.0,0.0011286647890567103,0.0010993219110286359,0.0011944739524932801,0.0009598521200117061,4,0.0,0.001080133878628875,0.0010633264501490602,0.001133185923326785,0.0009598521200117061,5,0.0,0.0011286647890567103,0.001120443066772392,0.0011944739524932801,0.0010316029682010397,14,0.0,0.0009554403152744473,0.0008970863596690874,0.0011944739524932801,0.0005604139601456115,7,0.0,0.0011286647890567103,0.0010993219110286359,0.0011944739524932801,0.0009598521200117061,11,0.0,0.0010316029682010397,0.0009501154562961462,0.0011944739524932801,0.0005604139601456115,False,False,False,False,0.0019916156717083855
hiddenloc_bridge_586e4186,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_586e4186.csv,0.00022969346500502797,0.008280437942486294,0.0010594780233342046,0.0446148669721313,0.10213749377588649,29,0.06896551724137931,0.0007292218693075725,0.0008558018957913596,0.010324093820839764,-0.008932071657054785,15,0.0,0.0007106069216291644,0.0008414450920586792,0.0011915929094046263,0.00047689628154301555,7,0.0,0.0009607714643233844,0.0008468851748202809,0.001139258754899397,0.0005363890410340355,5,0.0,0.0011348647184128424,0.001120997165527382,0.0011915929094046263,0.001029094016404275,8,0.0,0.0011297852802298336,0.0011037152361133146,0.0011915929094046263,0.0009607714643233844,18,0.0,0.0009949327403638297,0.0009565424190392771,0.0012596237281630174,0.0006711783748094557,5,0.0,0.0011348647184128424,0.001120997165527382,0.0011915929094046263,0.001029094016404275,7,0.0,0.0011348647184128424,0.0011007165781228131,0.0011915929094046263,0.0009607714643233844,4,0.0,0.0010821507375793904,0.0010660829235953906,0.001139258754899397,0.0009607714643233844,5,0.0,0.0011348647184128424,0.001120997165527382,0.0011915929094046263,0.001029094016404275,14,0.0,0.0009555126981804496,0.0008970460707386178,0.0011915929094046263,0.000560764871290198,7,0.0,0.0011348647184128424,0.0011007165781228131,0.0011915929094046263,0.0009607714643233844,11,0.0,0.001029094016404275,0.0009503567129120937,0.0011915929094046263,0.000560764871290198,False,False,False,False,0.00200019530497042
hiddenloc_bridge_5df0ebd8,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_5df0ebd8.csv,0.00022967816971023865,0.008280453181298946,0.0010594125632060283,0.04461493216776597,0.10213842809387236,29,0.06896551724137931,0.0007291965687353796,0.0008558035355186905,0.010324130760732242,-0.008932076568211156,15,0.0,0.0007106067899917967,0.0008414468533702202,0.0011916006890141384,0.00047688208111917874,7,0.0,0.0009607483276790063,0.0008468857446409636,0.00113926591797886,0.0005363964624884865,5,0.0,0.001134863436294764,0.001120992138960375,0.0011916006890141384,0.0010290972695053968,8,0.0,0.0011297828138058241,0.0011037096414720782,0.0011916006890141384,0.0009607483276790063,18,0.0,0.0009949227985922016,0.0009565435908472795,0.001259600220977819,0.0006712151188904558,5,0.0,0.001134863436294764,0.001120992138960375,0.0011916006890141384,0.0010290972695053968,7,0.0,0.001134863436294764,0.001100710705779963,0.0011916006890141384,0.0009607483276790063,4,0.0,0.0010821397584186987,0.001066073440623816,0.00113926591797886,0.0009607483276790063,5,0.0,0.001134863436294764,0.001120992138960375,0.0011916006890141384,0.0010290972695053968,14,0.0,0.0009555178483620086,0.0008970508304279035,0.0011916006890141384,0.0005608150026903402,7,0.0,0.001134863436294764,0.001100710705779963,0.0011916006890141384,0.0009607483276790063,11,0.0,0.0010290972695053968,0.000950362492354382,0.0011916006890141384,0.0005608150026903402,False,False,False,False,0.0020001953266956807
hiddenloc_bridge_f3d371aa,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_f3d371aa.csv,0.0002302981224046417,0.008279794921572407,0.001063027245567906,0.04461116117078655,0.10195507752115957,29,0.06896551724137931,0.0007295712979179525,0.0008561046321803553,0.010328972544737636,-0.008933450023499767,15,0.0,0.0007099982711652464,0.0008413327223229849,0.0011909726166726697,0.0004756630208939683,7,0.0,0.0009595203734080737,0.000847110467724058,0.00113785828000168,0.0005385724138160519,5,0.0,0.0011362937731206335,0.0011210677745040697,0.0011909726166726697,0.0010285388945822094,8,0.0,0.0011308022003707618,0.0011035035191938741,0.0011909726166726697,0.0009595203734080737,18,0.0,0.0009940296339951415,0.0009565806749529856,0.0012598163362244064,0.0006701843798225804,5,0.0,0.0011362937731206335,0.0011210677745040697,0.0011909726166726697,0.0010285388945822094,7,0.0,0.0011362937731206335,0.0011003882179900146,0.0011909726166726697,0.0009595203734080737,4,0.0,0.0010824388392661755,0.0010655640829855262,0.00113785828000168,0.0009595203734080737,5,0.0,0.0011362937731206335,0.0011210677745040697,0.0011909726166726697,0.0010285388945822094,14,0.0,0.0009555572799350154,0.0008969535418997651,0.0011909726166726697,0.0005608343331802157,7,0.0,0.0011362937731206335,0.0011003882179900146,0.0011909726166726697,0.0009595203734080737,11,0.0,0.0010285388945822094,0.0009503127836840809,0.0011909726166726697,0.0005608343331802157,False,False,False,False,0.0020021838138491177
hiddenloc_bridge_3a6f9acb,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_3a6f9acb.csv,0.00023028340445265677,0.008279809553282287,0.0010629637294305454,0.044611224295206156,0.10195599640421915,29,0.06896551724137931,0.0007295472225020694,0.0008561062481186809,0.010329010396091243,-0.008933455760350428,15,0.0,0.0007099986330046937,0.0008413342304432951,0.001190979965698169,0.0004756479016740922,7,0.0,0.0009594970575744766,0.0008471107465091324,0.0011378653545650597,0.0005385785916328656,5,0.0,0.0011362931972176415,0.001121063054524174,0.001190979965698169,0.0010285429995894324,8,0.0,0.001130800333712989,0.0011034981443710928,0.001190979965698169,0.0009594970575744766,18,0.0,0.0009940200285819545,0.0009565819408230363,0.0012597932441782422,0.0006702188787414132,5,0.0,0.0011362931972176415,0.001121063054524174,0.001190979965698169,0.0010285429995894324,7,0.0,0.0011362931972176415,0.0011003825263943437,0.001190979965698169,0.0009594970575744766,4,0.0,0.0010824286213384493,0.0010655549137041087,0.0011378653545650597,0.0009594970575744766,5,0.0,0.0011362931972176415,0.001121063054524174,0.001190979965698169,0.0010285429995894324,14,0.0,0.0009555619706493879,0.0008969581319333406,0.001190979965698169,0.0005608827651063519,7,0.0,0.0011362931972176415,0.0011003825263943437,0.001190979965698169,0.0009594970575744766,11,0.0,0.0010285429995894324,0.0009503182205764314,0.001190979965698169,0.0005608827651063519,False,False,False,False,0.0020021847872510046
hiddenloc_bridge_bfc49417,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_bfc49417.csv,0.00022671064981256864,0.008283420701196616,0.0010467906632273787,0.04462755406774462,0.10213842809387236,29,0.06896551724137931,0.0007264456427693577,0.0008570576167236455,0.010327994162328547,-0.008931407173066397,15,0.0,0.0007144701915881013,0.0008432345752906745,0.0011920437694993291,0.0004765336938287179,7,0.0,0.0009614177228239873,0.0008483496603426717,0.001142203893454652,0.0005361404315129548,5,0.0,0.0011387268378908466,0.0011232838556250791,0.0011920437694993291,0.0010295403499905875,8,0.0,0.0011336462154019622,0.001106075810914639,0.0011920437694993291,0.0009614177228239873,18,0.0,0.0009954790364072874,0.0009580765566154935,0.001256756938696868,0.0006718845140353258,5,0.0,0.0011387268378908466,0.0011232838556250791,0.0011920437694993291,0.0010295403499905875,7,0.0,0.0011387268378908466,0.0011028629849148622,0.0011920437694993291,0.0009614177228239873,4,0.0,0.001085540446954636,0.0010686756275469778,0.001142203893454652,0.0009614177228239873,5,0.0,0.0011387268378908466,0.0011232838556250791,0.0011920437694993291,0.0010295403499905875,14,0.0,0.0009560740861770389,0.0008990410681106097,0.0011920437694993291,0.0005604313814207007,7,0.0,0.0011387268378908466,0.0011028629849148622,0.0011920437694993291,0.0009614177228239873,11,0.0,0.0010295403499905875,0.0009518418671515715,0.0011920437694993291,0.0005604313814207007,False,False,False,False,0.002006101199211102
hiddenloc_bridge_e2017325,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_e2017325.csv,0.00022672211135122333,0.008283409296140097,0.0010468393837907626,0.04462750561167474,0.10213749377588649,29,0.06896551724137931,0.0007264695238955454,0.0008570587241755113,0.010327963820682684,-0.008931403754890432,15,0.0,0.0007144769214719737,0.0008432359176723766,0.0011920426616708335,0.00047654113834461054,7,0.0,0.0009614393664878484,0.000848352252475212,0.0011422051316286597,0.0005361333200846197,5,0.0,0.0011387347182557628,0.00112329445726711,0.0011920426616708335,0.0010295437686707043,8,0.0,0.0011336552800726984,0.0011060865782927115,0.0011920426616708335,0.0009614393664878484,18,0.0,0.0009954915675792764,0.0009580791793180918,0.00125677196050189,0.0006718462769739197,5,0.0,0.0011387347182557628,0.00112329445726711,0.0011920426616708335,0.0010295437686707043,7,0.0,0.0011387347182557628,0.001102873826350294,0.0011920426616708335,0.0009614393664878484,4,0.0,0.0010855589258655374,0.0010686905874618957,0.0011422051316286597,0.0009614393664878484,5,0.0,0.0011387347182557628,0.00112329445726711,0.0011920426616708335,0.0010295437686707043,14,0.0,0.0009560715253957852,0.0008990405707828672,0.0011920426616708335,0.0005604386017984408,7,0.0,0.0011387347182557628,0.001102873826350294,0.0011920426616708335,0.0009614393664878484,11,0.0,0.0010295437686707043,0.000951839713011271,0.0011920426616708335,0.0005604386017984408,False,False,False,False,0.0020061127428013525
hiddenloc_bridge_3c5fee4b,hiddenloc_bridge,hidden_public_local_bridge_selected,analysis_outputs/submission_hiddenloc_bridge_3c5fee4b.csv,0.00022731519487834362,0.0082827777628566,0.0010503374050709051,0.04462385061956578,0.10195599640421915,29,0.06896551724137931,0.0007268110842407749,0.0008573611810267041,0.010332877342298485,-0.008932770078438512,15,0.0,0.0007138655792120474,0.0008431218880062745,0.0011914250917322011,0.0004752842967827853,7,0.0,0.0009601827394865037,0.0008485749168949555,0.001142668165838634,0.0005383294299154961,5,0.0,0.0011401601434247732,0.00112335141530151,0.0011914250917322011,0.0010289881256235756,8,0.0,0.0011346672799201207,0.0011058639611940813,0.0011914250917322011,0.0009601827394865037,18,0.0,0.0009945854325550396,0.0009581179072361063,0.0012569426627430103,0.0006709045606532182,5,0.0,0.0011401601434247732,0.00112335141530151,0.0011914250917322011,0.0010289881256235756,7,0.0,0.0011401601434247732,0.0011025338961624545,0.0011914250917322011,0.0009601827394865037,4,0.0,0.0010848927913833517,0.0010681591220229603,0.001142668165838634,0.0009601827394865037,5,0.0,0.0011401601434247732,0.00112335141530151,0.0011914250917322011,0.0010289881256235756,14,0.0,0.000956127374622362,0.0008989490430824325,0.0011914250917322011,0.000561821812399832,7,0.0,0.0011401601434247732,0.0011025338961624545,0.0011914250917322011,0.0009601827394865037,11,0.0,0.0010289881256235756,0.0009517974858005429,0.0011914250917322011,0.000561821812399832,False,False,False,False,0.00200809648807021
