name,role,source,file,mean_abs_prob_move_vs_a2c8,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_a2c8,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,all__worlds,all__better_rate,all__median_delta,all__mean_delta,all__max_delta,all__min_delta,old_low_anchor_half__worlds,old_low_anchor_half__better_rate,old_low_anchor_half__median_delta,old_low_anchor_half__mean_delta,old_low_anchor_half__max_delta,old_low_anchor_half__min_delta,old_low_anchor_quarter__worlds,old_low_anchor_quarter__better_rate,old_low_anchor_quarter__median_delta,old_low_anchor_quarter__mean_delta,old_low_anchor_quarter__max_delta,old_low_anchor_quarter__min_delta,mixmin_fit_gap__worlds,mixmin_fit_gap__better_rate,mixmin_fit_gap__median_delta,mixmin_fit_gap__mean_delta,mixmin_fit_gap__max_delta,mixmin_fit_gap__min_delta,mixmin_fit_2gap__worlds,mixmin_fit_2gap__better_rate,mixmin_fit_2gap__median_delta,mixmin_fit_2gap__mean_delta,mixmin_fit_2gap__max_delta,mixmin_fit_2gap__min_delta,mixmin_fit_5gap__worlds,mixmin_fit_5gap__better_rate,mixmin_fit_5gap__median_delta,mixmin_fit_5gap__mean_delta,mixmin_fit_5gap__max_delta,mixmin_fit_5gap__min_delta,mixmin_fit_gap_low_anchor_half__worlds,mixmin_fit_gap_low_anchor_half__better_rate,mixmin_fit_gap_low_anchor_half__median_delta,mixmin_fit_gap_low_anchor_half__mean_delta,mixmin_fit_gap_low_anchor_half__max_delta,mixmin_fit_gap_low_anchor_half__min_delta,mixmin_fit_2gap_low_anchor_half__worlds,mixmin_fit_2gap_low_anchor_half__better_rate,mixmin_fit_2gap_low_anchor_half__median_delta,mixmin_fit_2gap_low_anchor_half__mean_delta,mixmin_fit_2gap_low_anchor_half__max_delta,mixmin_fit_2gap_low_anchor_half__min_delta,mixmin_fit_2gap_low_anchor_quarter__worlds,mixmin_fit_2gap_low_anchor_quarter__better_rate,mixmin_fit_2gap_low_anchor_quarter__median_delta,mixmin_fit_2gap_low_anchor_quarter__mean_delta,mixmin_fit_2gap_low_anchor_quarter__max_delta,mixmin_fit_2gap_low_anchor_quarter__min_delta,mixmin_fit_gap_random_fit__worlds,mixmin_fit_gap_random_fit__better_rate,mixmin_fit_gap_random_fit__median_delta,mixmin_fit_gap_random_fit__mean_delta,mixmin_fit_gap_random_fit__max_delta,mixmin_fit_gap_random_fit__min_delta,postmix_energy_half__worlds,postmix_energy_half__better_rate,postmix_energy_half__median_delta,postmix_energy_half__mean_delta,postmix_energy_half__max_delta,postmix_energy_half__min_delta,postmix_energy_quarter__worlds,postmix_energy_quarter__better_rate,postmix_energy_quarter__median_delta,postmix_energy_quarter__mean_delta,postmix_energy_quarter__max_delta,postmix_energy_quarter__min_delta,postmix_energy_half_random_fit__worlds,postmix_energy_half_random_fit__better_rate,postmix_energy_half_random_fit__median_delta,postmix_energy_half_random_fit__mean_delta,postmix_energy_half_random_fit__max_delta,postmix_energy_half_random_fit__min_delta,mixmin_equivalent_prediction,strict_better_than_mixmin_gate,loose_better_than_mixmin_gate,near_tie_with_mixmin_gate,postmix_sign_rank_score
bridge_blend_m0p75_s1p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,0.008573304244060847,0.0006395962588943119,0.04569868121479933,0.003522450896478265,0.021438754648053227,29,0.3793103448275862,8.225788716176297e-06,1.3622230402974968e-05,0.0006088021448615866,-0.0004856577902724313,15,0.3333333333333333,7.717312278776589e-06,1.0268085808181245e-05,4.800197704091236e-05,-3.0507985022909523e-05,7,0.2857142857142857,7.717312278776589e-06,1.3557484971433403e-05,4.800197704091236e-05,-1.790618132402333e-05,5,0.2,3.414547951330338e-05,1.930889858885454e-05,4.800197704091236e-05,-3.0507985022909523e-05,8,0.375,4.8518508755091005e-06,5.837138738140624e-06,4.800197704091236e-05,-3.2819509286241555e-05,18,0.4444444444444444,8.337340566821894e-07,6.082460945059746e-06,4.8565943406519985e-05,-4.883862193372224e-05,5,0.2,3.414547951330338e-05,1.930889858885454e-05,4.800197704091236e-05,-3.0507985022909523e-05,7,0.2857142857142857,8.825394179901025e-06,1.1359517027338078e-05,4.800197704091236e-05,-3.0507985022909523e-05,4,0.25,1.7511893542210277e-05,1.6279895700327396e-05,4.800197704091236e-05,-1.790618132402333e-05,5,0.2,3.414547951330338e-05,1.930889858885454e-05,4.800197704091236e-05,-3.0507985022909523e-05,14,0.2857142857142857,8.271353229338807e-06,1.2531935588335128e-05,4.800197704091236e-05,-3.0507985022909523e-05,7,0.2857142857142857,8.825394179901025e-06,1.1359517027338078e-05,4.800197704091236e-05,-3.0507985022909523e-05,11,0.18181818181818182,8.825394179901025e-06,1.529425318891331e-05,4.800197704091236e-05,-3.0507985022909523e-05,False,False,False,True,-4.229847199366087e-05
mixmin,active_frontier,manual_anchor,analysis_outputs/submission_mixmin_0c916bb4.csv,0.00849582438014208,0.0,0.04561420000223732,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,0.008495824380142078,7.446424429450157e-18,0.04561420000223732,3.852771276616603e-17,3.552713678800501e-15,29,0.034482758620689655,0.0,1.1485065771984378e-17,2.220446049250313e-16,-1.1102230246251565e-16,15,0.06666666666666667,0.0,2.2204460492503132e-17,2.220446049250313e-16,-1.1102230246251565e-16,7,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,4.4408920985006264e-17,2.220446049250313e-16,0.0,8,0.0,0.0,2.7755575615628914e-17,2.220446049250313e-16,0.0,18,0.0,0.0,2.4671622769447922e-17,2.220446049250313e-16,0.0,5,0.0,0.0,4.4408920985006264e-17,2.220446049250313e-16,0.0,7,0.0,0.0,3.172065784643304e-17,2.220446049250313e-16,0.0,4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,4.4408920985006264e-17,2.220446049250313e-16,0.0,14,0.0,0.0,3.172065784643304e-17,2.220446049250313e-16,0.0,7,0.0,0.0,3.172065784643304e-17,2.220446049250313e-16,0.0,11,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,True,False,False,False,5.551115123125783e-17
direns_c4af,inverse_feasibility_candidate,E26_candidate_list,analysis_outputs/submission_direns_c4af1fd8.csv,0.008352683972512799,0.0003817356173899603,0.044882353155689995,0.0019142675514613008,0.016576312500000523,29,0.27586206896551724,9.357765448969602e-06,1.5788419726392828e-05,0.00021247784520328494,-0.00019056660312666285,15,0.13333333333333333,2.391413744096127e-05,2.369753526130965e-05,9.641899881118743e-05,-2.34788672358599e-05,7,0.2857142857142857,2.391413744096127e-05,1.663313714041413e-05,4.715835231827725e-05,-2.34788672358599e-05,5,0.0,3.3046108083745196e-05,5.131994479070645e-05,9.641899881118743e-05,2.391413744096127e-05,8,0.125,3.0164483149741628e-05,3.62046218106149e-05,9.641899881118743e-05,-2.34788672358599e-05,18,0.16666666666666666,1.7049562187343437e-05,2.074923239483686e-05,9.641899881118743e-05,-2.34788672358599e-05,5,0.0,3.3046108083745196e-05,5.131994479070645e-05,9.641899881118743e-05,2.391413744096127e-05,7,0.14285714285714285,3.3046108083745196e-05,4.0039887005135656e-05,9.641899881118743e-05,-2.34788672358599e-05,4,0.25,2.8480122762353233e-05,2.0159932651780954e-05,4.715835231827725e-05,-2.34788672358599e-05,5,0.0,3.3046108083745196e-05,5.131994479070645e-05,9.641899881118743e-05,2.391413744096127e-05,14,0.14285714285714285,2.2554333396651582e-05,2.465516609112539e-05,9.641899881118743e-05,-2.34788672358599e-05,7,0.14285714285714285,3.3046108083745196e-05,4.0039887005135656e-05,9.641899881118743e-05,-2.34788672358599e-05,11,0.18181818181818182,2.728285821573806e-05,3.126226591545287e-05,9.641899881118743e-05,-2.34788672358599e-05,False,False,False,False,5.2245340399843226e-05
bridge_blend_m0p75_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p75_s1p00.csv,0.006859584411144825,0.0018279294175747958,0.03655894497183946,0.010091082471241018,0.03357270371844834,29,0.06896551724137931,0.0001395425043684284,0.0001460555873737639,0.002041470711820592,-0.0018354488156170357,15,0.0,0.00011553263322161555,0.00014103987830061578,0.00022399170224296494,4.744709025672478e-05,7,0.0,0.0001463612322825103,0.00014276025537288524,0.0002122063230827198,4.744709025672478e-05,5,0.0,0.00020930316156542172,0.00019792600642731806,0.00022399170224296494,0.0001610367534620183,8,0.0,0.00018849365325862566,0.00018840643427725512,0.00022399170224296494,0.0001463612322825103,18,0.0,0.00016882770083059828,0.00016277883059387068,0.00022399170224296494,0.00010952121880059007,5,0.0,0.00020930316156542172,0.00019792600642731806,0.00022399170224296494,0.0001610367534620183,7,0.0,0.0001938952147337858,0.00018998378273612663,0.00022399170224296494,0.0001463612322825103,4,0.0,0.00020159918814960376,0.0001904414829161094,0.0002122063230827198,0.0001463612322825103,5,0.0,0.00020930316156542172,0.00019792600642731806,0.00022399170224296494,0.0001610367534620183,14,0.0,0.0001536989928722643,0.00015375382511620801,0.00022399170224296494,7.983132529809644e-05,7,0.0,0.0001938952147337858,0.00018998378273612663,0.00022399170224296494,0.0001463612322825103,11,0.0,0.00017661864819917827,0.00016467366316136827,0.00022399170224296494,7.983132529809644e-05,False,False,False,False,0.00036224869449305586
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,0.006373491496892458,0.002122332883249621,0.034210650001677986,0.011403550000559337,0.02052712500000453,29,0.06896551724137931,0.00014710911573045937,0.00017284425678491474,0.0024904487819585874,-0.0022480875968846625,15,0.0,0.00014710911573045937,0.00016992876503825195,0.0002641722027120208,7.971428873299047e-05,7,0.0,0.0001859702357526194,0.0001687898372154027,0.0002641722027120208,7.971428873299047e-05,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00024780700354110063,0.00022115292978341916,8,0.0,0.0002335407026177183,0.000233567907079138,0.0002641722027120208,0.0001859702357526194,18,0.0,0.00020356158276801928,0.00020128808026798062,0.0002886620167242837,0.00013048003849036593,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00024780700354110063,0.00022115292978341916,7,0.0,0.00023138047541437778,0.00023001721436350614,0.0002641722027120208,0.0001859702357526194,4,0.0,0.00022626670259889847,0.00022566896091560928,0.0002641722027120208,0.0001859702357526194,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00024780700354110063,0.00022115292978341916,14,0.0,0.0001845003892841368,0.00018355734877759496,0.0002641722027120208,9.596884731455368e-05,7,0.0,0.00023138047541437778,0.00023001721436350614,0.0002641722027120208,0.0001859702357526194,11,0.0,0.00022115292978341916,0.0001944448287335118,0.0002641722027120208,9.596884731455368e-05,False,False,False,False,0.0004131137637995719
bridge_blend_m0p50_s1p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p50_s1p25.csv,0.006526892104821985,0.002481191161669774,0.034379612426802,0.013997473471350804,0.0634046342961172,29,0.034482758620689655,0.00018414836344926577,0.00020391935491903928,0.0026248526408627626,-0.0023289097988884455,15,0.0,0.00017851559710369003,0.0001942955739827686,0.00032379689533590383,5.052808017824706e-05,7,0.0,0.00019155748822263785,0.00019973544448632325,0.000320987521193139,5.052808017824706e-05,5,0.0,0.0003035020717691017,0.00027444404692196224,0.00032379689533590383,0.00017851559710369003,8,0.0,0.0002388043132999229,0.00024907282188356417,0.00032379689533590383,0.00017851559710369003,18,0.0,0.0002133076202723294,0.0002172836394862728,0.00032379689533590383,0.00013426466772681334,5,0.0,0.0003035020717691017,0.00027444404692196224,0.00032379689533590383,0.00017851559710369003,7,0.0,0.00024541814920797655,0.00025656688574633116,0.00032379689533590383,0.00017851559710369003,4,0.0,0.0002678462745804855,0.00026205938964418696,0.000320987521193139,0.00019155748822263785,5,0.0,0.0003035020717691017,0.00027444404692196224,0.00032379689533590383,0.00017851559710369003,14,0.0,0.0001878529258359518,0.00021245185728241411,0.00032379689533590383,0.00011523410920000199,7,0.0,0.00024541814920797655,0.00025656688574633116,0.00032379689533590383,0.00017851559710369003,11,0.0,0.00023219047739186927,0.0002288639724394455,0.00032379689533590383,0.00011523410920000199,False,False,False,False,0.000507160370207066
bridge_blend_m0p75_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p75_s0p75.csv,0.0051453080975047616,0.0034939103295162552,0.02741920872887961,0.01896988419486516,0.04570665278883457,29,0.06896551724137931,0.0002546153437141818,0.00030186437426242216,0.0040410302427712486,-0.0036051957816501945,15,0.0,0.0002521790728434725,0.00029518710071084383,0.0004352792071705691,0.00013477803337269556,7,0.0,0.0003152195869116081,0.0002953384556922004,0.0004290720407092996,0.00013477803337269556,5,0.0,0.00039978609904267604,0.0003999185441836195,0.0004352792071705691,0.0003759569218647618,8,0.0,0.0004038111862890714,0.0003943511597341992,0.0004352792071705691,0.0003152195869116081,18,0.0,0.00035546493888871655,0.0003428506301605652,0.0004516060032352387,0.00024281943722004318,5,0.0,0.00039978609904267604,0.0003999185441836195,0.0004352792071705691,0.0003759569218647618,7,0.0,0.00039978609904267604,0.00039198347836271504,0.0004352792071705691,0.0003152195869116081,4,0.0,0.0004038111862890714,0.00038797850004976264,0.0004290720407092996,0.0003152195869116081,5,0.0,0.00039978609904267604,0.0003999185441836195,0.0004352792071705691,0.0003759569218647618,14,0.0,0.0003250962714121397,0.0003183511445619125,0.0004352792071705691,0.00017532076823534304,7,0.0,0.00039978609904267604,0.00039198347836271504,0.0004352792071705691,0.0003152195869116081,11,0.0,0.0003759569218647618,0.0003374285030517096,0.0004352792071705691,0.00017532076823534304,False,False,False,False,0.0007084989503566563
bridge_blend_m0p50_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p50_s1p00.csv,0.005221556673622786,0.003657765540876127,0.027503689941441613,0.02018216494248201,0.06714540743689401,29,0.06896551724137931,0.0003048145696875615,0.00031784073569786114,0.004108670984591556,-0.0036451680702835887,15,0.0,0.00025679482739371373,0.00030780931755149213,0.00047371296543607944,0.00012062374146371013,7,0.0,0.0003184520255148371,0.00031125007169606277,0.00045014220711592223,0.00012062374146371013,5,0.0,0.0004443358840814371,0.0004215815738049411,0.00047371296543607944,0.0003478030678744082,8,0.0,0.00040271686746728985,0.0004025424295047708,0.00047371296543607944,0.0003184520255148371,18,0.0,0.0003633849626117347,0.00035128722213809447,0.00047371296543607944,0.0002447719985513297,5,0.0,0.0004443358840814371,0.0004215815738049411,0.00047371296543607944,0.0003478030678744082,7,0.0,0.00041351999041772114,0.00040569712642246625,0.00047371296543607944,0.0003184520255148371,4,0.0,0.0004289279372495791,0.0004066125267824794,0.00045014220711592223,0.0003184520255148371,5,0.0,0.0004443358840814371,0.0004215815738049411,0.00047371296543607944,0.0003478030678744082,14,0.0,0.00033312754669462263,0.0003332372111826925,0.00047371296543607944,0.00018539221154645347,7,0.0,0.00041351999041772114,0.00040569712642246625,0.00047371296543607944,0.0003184520255148371,11,0.0,0.0003789668573490612,0.00035507688727301733,0.00047371296543607944,0.00018539221154645347,False,False,False,False,0.0007695241206493175
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,0.0042499740690695904,0.004245850311072488,0.022807100001118654,0.02280710000111867,0.041054250000007286,29,0.06896551724137931,0.00033057610173592433,0.0003820463838445901,0.005017255434191736,-0.0044598173234944305,15,0.0,0.00033057610173592433,0.0003762154003512134,0.0005647022756988251,0.0001957864477404314,7,0.0,0.0004082983417799113,0.00037393754470546207,0.0005647022756988251,0.0001957864477404314,5,0.0,0.0004991188211033171,0.0005003490951066558,0.0005319718773568738,0.00047866372984162187,8,0.0,0.0005034392755101647,0.000503493684433004,0.0005647022756988251,0.0004082983417799113,18,0.0,0.0004434810358107666,0.0004389340308107448,0.000613681903723462,0.0002973179472558485,5,0.0,0.0004991188211033171,0.0005003490951066558,0.0005319718773568738,0.00047866372984162187,7,0.0,0.0004991188211033171,0.0004963922990017165,0.0005647022756988251,0.0004082983417799113,4,0.0,0.0004888912754724695,0.00048769579210591885,0.0005647022756988251,0.0004082983417799113,5,0.0,0.0004991188211033171,0.0005003490951066558,0.0005319718773568738,0.00047866372984162187,14,0.0,0.00040535864884305717,0.00040347256782993383,0.0005647022756988251,0.0002282955649037799,7,0.0,0.0004991188211033171,0.0004963922990017165,0.0005647022756988251,0.0004082983417799113,11,0.0,0.00047866372984162187,0.0004252475277417365,0.0005647022756988251,0.0002282955649037799,False,False,False,False,0.0008898538005796819
