candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.0001138389012680558,-0.0001842953351271563,-0.00013399751710101493,-2.322385157599618e-05,0.0003022382123726961,-0.0030840796946765446,0.002352420610138289,0.0054365003048148335,9.833848841696186e-05,0.000437975726344462,0.0008035342828840284,0.0015896680809597745,0.4761786181613892,0.45364837176999756,0.008406651062132845,0.03805550213370384,0.17209235472968332,2.363816569821368,1,1,2,0.8638390508127339,3.8473291771603026,0.018088564867708812,0.08056207151438381,False
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.000533760361767509,-0.0006402965859643863,-0.00043501573100234993,-0.0005259687683357904,-0.0004377238188324837,-0.0024662813247333256,0.0012396727099376684,0.0037059540346709935,9.673998182827695e-05,0.00042022968017634547,0.0007611160528463036,0.001610163868448981,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949452,0.7873002760729275,0.02610393462067462,0.1133931171959753,False
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False
e247_rollback_vs_e224,e258_e247_body_rollback_attribution,diagnostic,component_pair,e247_rollback_vs_e224,submission_e224_e224_q3s0p625_s4closer_e154_a0p5_10aed60b.csv,Q3,34,34,Q3,-6.651906917979106e-05,-6.446898023462583e-05,-5.5880946708859845e-05,-7.920728059588752e-05,-0.000264459123844126,-0.0006325915258670101,0.0006732576639732418,0.001305849189840252,9.403156022850842e-05,0.0003629689253283729,0.0006024954203246336,0.0011388309987314612,0.5466254166115819,0.5665100831770103,0.015299830498607376,0.06721282594766004,0.16455523039988984,0.6765191628573686,1,1,1,1.4136030673302902,5.456614618994778,0.07200797837919672,0.27795623579838946,False
e256_rollback_vs_e224,e258_e247_body_rollback_attribution,diagnostic,component_pair,e256_rollback_vs_e224,submission_e224_e224_q3s0p625_s4closer_e154_a0p5_10aed60b.csv,Q3,25,25,Q3,-4.7417978854521876e-05,-4.602708124133892e-05,-4.545905889584134e-05,-5.076779642638538e-05,-0.00019309155053239053,-0.0006156024544262258,0.0006517564530915403,0.0012673589075177661,9.403156022850842e-05,0.0003975361433258797,0.0006703949018794157,0.0012673589075177661,0.5464278826090672,0.5516783192185525,0.020148514057889092,0.08871512352624361,0.16455523039988984,0.6549137924851026,1,1,1,1.983036023466896,8.383658539000969,0.07419489433555763,0.3136728995770339,False
e247_total_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e247_total_vs_e95,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False
e247_total_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e247_total_vs_e95,submission_e95_hardtail_541e3973.csv,Q3,229,229,Q3,-0.00018035797044784672,-0.000248764315361782,-0.00018987846380987464,-0.00010243113217188355,3.7779088528570615e-05,-0.0024472372653862266,0.0017562443189542026,0.004203481584340429,9.833848841696186e-05,0.00041030859522152394,0.0007144362225874819,0.001390898568631109,0.4755136195528268,0.4607138750450653,0.007017982990341028,0.032122675862863555,0.17209235472968332,1.7647521892585958,1,1,2,0.5452406021911737,2.2749679107759255,0.02339453294700046,0.097611607661154,False
e247_total_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e247_total_vs_e95,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675085,-0.0006402965859643858,-0.00043501573100234977,-0.0005259687683357901,-0.00043772381883248326,-0.0024662813247333247,0.0012396727099376684,0.003705954034670993,9.673998182827695e-05,0.00042022968017634503,0.000761116052846303,0.0016101638684489807,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949466,0.7873002760729274,0.026103934620674625,0.1133931171959752,False
