candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,target_mask,scale_x,delta_cap,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,selection_proxy,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
targetabl_1049b8e7,structured_best3,l2o,15,-0.0005830627990347873,-0.0006384464473015549,-0.0005746151547767475,-0.0005218684574056943,-0.00043024439212335785,1.0,0.0006137334303440652,0.0011516007873451533,152,0.5774032489500265,0.5774726038522667,8.190265227729267e-05,0.577645448097464,0.577834985400516,0.0003119413245827106,0.57785049138118,0.5779073331666486,0.00010591184285766354,0.5777383074731438,0.5776330628095568,0.5774726038522667,0.5779073331666486,targetabl_1049b8e7,submission_targetabl_1049b8e7.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_s2_s3_s4,q3_s2_s3_s4,1.3,0.24,738.0,249.0,1.1799964977012154,0.4496534649246673,0.004809373153782349,0.019496786394923526,0.5767432976911767,-0.0006960475317959474,-0.0007934870766353131,-0.0007108662594231818,-0.0005566138830630063,-0.00037310246792143786,1.0,0.004809373153782349,0.019496786394923526,0.005946823245203536,0.47730325310297256,0.8787386440673471,0.01656881363224583,0.004809373153782349,0.019496786394923526,-0.001297219176018741,-0.0009603161129659743,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_s2_s3_s4,1.3,738.0,249.0,1.1799964977012154
targetabl_94359b98,structured_best3,l2o,15,-0.0005830627990347873,-0.0006384464473015549,-0.0005746151547767475,-0.0005218684574056943,-0.00043024439212335785,1.0,0.0006137334303440652,0.0011516007873451533,153,0.5774032489500265,0.5774726038522667,8.190265227729267e-05,0.577645448097464,0.577834985400516,0.0003119413245827106,0.57785049138118,0.5779073331666486,0.00010591184285766354,0.5777383074731438,0.5776330628095568,0.5774726038522667,0.5779073331666486,targetabl_94359b98,submission_targetabl_94359b98.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_s2_s3_s4,q3_s2_s3_s4,1.3,0.24,738.0,249.0,1.1799964977012154,0.4496534649246673,0.004809373153782349,0.019496786394923526,0.5767432976911767,-0.0006960475317959474,-0.0007934870766353131,-0.0007108662594231818,-0.0005566138830630063,-0.00037310246792143786,1.0,0.004809373153782349,0.019496786394923526,0.005946823245203536,0.47730325310297256,0.8787386440673471,0.01656881363224583,0.004809373153782349,0.019496786394923526,-0.001297219176018741,-0.0009603161129659743,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_s2_s3_s4,1.3,738.0,249.0,1.1799964977012154
targetabl_c9d34bf9,structured_best3,l2o,15,-0.0005828416410673961,-0.0006422448122190616,-0.0005761187108186405,-0.0005176089445309451,-0.0004268027813898456,1.0,0.0006137334303440652,0.0011516007873451533,158,0.577406705364891,0.5774783102222912,8.355340999032194e-05,0.5776461278877802,0.5778352788684123,0.00031108659013759474,0.5778506427159814,0.5779080408566324,0.00010585719639539955,0.5777405433157786,0.577634491989551,0.5774783102222912,0.5779080408566324,targetabl_c9d34bf9,submission_targetabl_c9d34bf9.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_s2_s3_s4,q3_s2_s3_s4,1.0,0.24,600.0,242.0,1.3484275173001485,0.6460456457189615,0.0044247372631122375,0.019996690754453372,0.5767498846713411,-0.000689460551631547,-0.000787485530531562,-0.0007030578869726689,-0.0005448328004538539,-0.00036545790198694306,1.0,0.0044247372631122375,0.019996690754453372,0.0057223316657168165,0.4791966420898705,0.8777075698715332,0.015952966697983025,0.0044247372631122375,0.019996690754453372,-0.0012425527095205767,-0.000960094954998583,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_s2_s3_s4,1.0,600.0,242.0,1.3484275173001485
targetabl_43b4d2e7,structured_best3,l2o,15,-0.00058042418492071,-0.0006362741549967632,-0.0005823530817400391,-0.0005197062690824427,-0.0004875067477745354,1.0,0.0006137334303440652,0.0011516007873451533,161,0.5774323658196685,0.5774857270601674,6.445346197959443e-05,0.577714568968525,0.577888338847852,0.00027113461095469246,0.577893741994767,0.5779436363529525,7.078143018699769e-05,0.577772567420324,0.5776802255943202,0.5774857270601674,0.5779436363529525,targetabl_43b4d2e7,submission_targetabl_43b4d2e7.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,q_only,q_only,1.3,0.24,425.0,229.0,1.324664021055465,0.6456947026828781,0.004500021103774689,0.02599219173604883,0.5767927266051781,-0.0006466186177947088,-0.0007388355722713902,-0.0006558242042934426,-0.0005459736038572415,-0.00025820559218336925,1.0,0.004500021103774689,0.02599219173604883,0.005819298058968504,0.3133645097005813,0.9496329206909974,0.014585320955712936,0.004500021103774689,0.02599219173604883,-0.001209121255766545,-0.000957677498851897,f43_cv_best,submission_sparsejepa_f43ea825.csv,q_only,1.3,425.0,229.0,1.324664021055465
targetabl_77a19f51,structured_best3,l2o,15,-0.0005674195694827336,-0.0006129129582820747,-0.0005781626760020808,-0.0005018553014365601,-0.00047550165033138914,1.0,0.0006137334303440652,0.0011516007873451533,162,0.5774407198158465,0.5774955792799722,6.609508993464965e-05,0.5777405594164303,0.5779173063347498,0.0002722116666514883,0.5779198039808304,0.5779722868241808,7.932323502256199e-05,0.5777950574796343,0.5777003610710357,0.5774955792799722,0.5779722868241808,targetabl_77a19f51,submission_targetabl_77a19f51.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,q_only,2.0,0.24,398.0,241.0,1.2686262264123267,0.4972870082187403,0.004509725536137071,0.02999035060583366,0.5768025691556455,-0.0006367760673269926,-0.000731045604594982,-0.0006438491772142729,-0.0005173800772193093,-0.00020574178623133932,1.0,0.004509725536137071,0.02999035060583366,0.005766501263544669,0.30744325216732393,0.9515664173859747,0.014450193966232068,0.004509725536137071,0.02999035060583366,-0.0012004917593441266,-0.0009446728834139206,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,2.0,398.0,241.0,1.2686262264123267
targetabl_81af7484,structured_best3,l2o,15,-0.0005506398388219906,-0.0006062095243917875,-0.0005415568627056278,-0.000502567794408515,-0.00040927732472706424,1.0,0.0006137334303440652,0.0011516007873451533,148,0.5774654424076672,0.5775284671272575,7.35803615867917e-05,0.577644275160926,0.5778073207227721,0.0002641033869424228,0.5778179265545603,0.5778661454535772,8.412820770577393e-05,0.577733977767869,0.5776425480410512,0.5775284671272575,0.5778661454535772,targetabl_81af7484,submission_targetabl_81af7484.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q3_stage,q3_stage,1.0,0.24,933.0,249.0,1.1685506551566744,0.45063997222746005,0.0048816288984745325,0.014998488414277755,0.5767296500237094,-0.0007096951992632562,-0.0008118526065485909,-0.000725090346700652,-0.0005951393613841782,-0.0003837452896999771,1.0,0.0048816288984745325,0.014998488414277755,0.005767748135885477,0.4377379995156852,0.8991025768954316,0.016484413707851163,0.0048816288984745325,0.014998488414277755,-0.0013198988115725727,-0.0009278931527531776,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q3_stage,1.0,933.0,249.0,1.1685506551566744
targetabl_672a2b86,structured_best3,l2o,15,-0.000550252073830652,-0.0006056650046442291,-0.0005486173477396994,-0.0004955322620659785,-0.00046479192324477836,1.0,0.0006137334303440652,0.0011516007873451533,160,0.5774465696408891,0.5774974502258414,6.066764180858068e-05,0.5777068679724997,0.5778746050173719,0.00026281213758123803,0.5778793076219684,0.5779271074005303,6.793964766823491e-05,0.5777663875479145,0.5776775817451191,0.5774974502258414,0.5779271074005303,targetabl_672a2b86,submission_targetabl_672a2b86.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,q_only,1.5,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.004782629846514878,0.022495662635439173,0.5768214059454266,-0.0006179392775458952,-0.0007016323709889471,-0.0006267680947178444,-0.0005380444123904926,-0.0002558277496564898,1.0,0.004782629846514878,0.022495662635439173,0.006034462502525352,0.3381817161392029,0.9410808290838484,0.015140553888668088,0.004782629846514878,0.022495662635439173,-0.001215768008360255,-0.0009275053877618389,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,1.5,522.0,247.0,1.1624498031496762
targetabl_2e370469,structured_best3,l2o,15,-0.0005421654089085903,-0.0005945923260496366,-0.0005416577962368274,-0.0004888733040311344,-0.00045915439919475,1.0,0.0006137334303440652,0.0011516007873451533,163,0.5774562327088604,0.5775064395859512,6.061024665697244e-05,0.5776905316065823,0.577851272652589,0.00024898211798339543,0.5778527860096436,0.577899844756414,6.461284120222213e-05,0.577752518998318,0.5776665167750288,0.5775064395859512,0.577899844756414,targetabl_2e370469,submission_targetabl_2e370469.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,q_only,1.5,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.0043689634747207,0.022492875663138956,0.5768351065055577,-0.0006042387174148985,-0.0006863949273533398,-0.0006122698074806365,-0.000523282703736072,-0.0002546113430135222,1.0,0.0043689634747207,0.022492875663138956,0.005620890679829504,0.34766017505869207,0.9376206070037919,0.014156783271237839,0.0043689634747207,0.022492875663138956,-0.001150359151754986,-0.0009194187228397773,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,1.5,522.0,247.0,1.1624498031496762
targetabl_b19056bb,structured_best3,l2o,15,-0.0005382041132309186,-0.0005925981712758821,-0.0005269990849212647,-0.0004920969422470556,-0.00040225897320445014,1.0,0.0006137334303440652,0.0011516007873451533,156,0.5774766155416946,0.577539746672963,7.421258728343949e-05,0.5776368232203661,0.5777935526195036,0.00025123059302398204,0.5778001976439269,0.5778488693032972,8.135637001741662e-05,0.5777273895319213,0.5776378788019959,0.577539746672963,0.5778488693032972,targetabl_b19056bb,submission_targetabl_b19056bb.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_stage,q3_stage,1.0,0.24,933.0,249.0,1.1685506551566744,0.45063997222746005,0.004452453698484181,0.014997167467422912,0.5767529493144322,-0.0006863959085405119,-0.0007814789578738824,-0.0007030226227492387,-0.0005666232022646823,-0.0003709784169572128,1.0,0.004452453698484181,0.014997167467422912,0.005339639737732021,0.4532930207254927,0.8913615637672279,0.015419930140054374,0.004452453698484181,0.014997167467422912,-0.0012429526208510345,-0.0009154574271621055,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_stage,1.0,933.0,249.0,1.1685506551566744
targetabl_585c0b46,structured_best3,l2o,15,-0.0005382041132309186,-0.0005925981712758821,-0.0005269990849212647,-0.0004920969422470556,-0.00040225897320445014,1.0,0.0006137334303440652,0.0011516007873451533,157,0.5774766155416946,0.577539746672963,7.421258728343949e-05,0.5776368232203661,0.5777935526195036,0.00025123059302398204,0.5778001976439269,0.5778488693032972,8.135637001741662e-05,0.5777273895319213,0.5776378788019959,0.577539746672963,0.5778488693032972,targetabl_585c0b46,submission_targetabl_585c0b46.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_stage,q3_stage,1.0,0.24,933.0,249.0,1.1685506551566744,0.45063997222746005,0.004452453698484181,0.014997167467422912,0.5767529493144322,-0.0006863959085405119,-0.0007814789578738824,-0.0007030226227492387,-0.0005666232022646823,-0.0003709784169572128,1.0,0.004452453698484181,0.014997167467422912,0.005339639737732021,0.4532930207254927,0.8913615637672279,0.015419930140054374,0.004452453698484181,0.014997167467422912,-0.0012429526208510345,-0.0009154574271621055,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_stage,1.0,933.0,249.0,1.1685506551566744
targetabl_b3070233,structured_best3,l2o,15,-0.0005237504129242954,-0.0005628329620005701,-0.0005338483305856734,-0.0004654525391431186,-0.0004425980675436536,1.0,0.0006137334303440652,0.0011516007873451533,164,0.5774793617898113,0.5775317545619927,6.315914183210666e-05,0.5777105324901157,0.5778673119203894,0.00023910272203610104,0.5778657909714907,0.5779141108083068,7.002587169541855e-05,0.5777710590968963,0.5776852284171392,0.5775317545619927,0.5779141108083068,targetabl_b3070233,submission_targetabl_b3070233.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,q_only,1.75,0.24,398.0,241.0,1.2686262264123267,0.4972870082187403,0.003947461109344243,0.026242114456279997,0.5768565983052244,-0.000582746917748391,-0.0006656760432323106,-0.0005897459445662889,-0.00047667791234704546,-0.00020316178072832258,1.0,0.003947461109344243,0.026242114456279997,0.005204236836751841,0.33784176636453894,0.9412029222753657,0.013180519978689647,0.003947461109344243,0.026242114456279997,-0.0010761795564164214,-0.0009010037268554823,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,1.75,398.0,241.0,1.2686262264123267
targetabl_f656ca2c,structured_best3,l2o,15,-0.0005005307036429244,-0.0005481003936508744,-0.0004995927567059688,-0.00045239338667424356,-0.000426010389771303,1.0,0.0006137334303440652,0.0011516007873451533,165,0.5774922387177768,0.5775406802270662,5.854792167000574e-05,0.5776843792539614,0.5778321407614777,0.0002292024664392966,0.5778321803396573,0.5778762737366344,5.969450978092062e-05,0.5777496982417261,0.5776695994371318,0.5775406802270662,0.5778762737366344,targetabl_f656ca2c,submission_targetabl_f656ca2c.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,q_only,1.3,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.004145406491215481,0.01949745791851959,0.576881491061984,-0.0005578541609884574,-0.0006325020315939955,-0.0005653845068668284,-0.0004867702321668332,-0.00024204525592530501,1.0,0.004145406491215481,0.01949745791851959,0.0053983017922029294,0.37354319659868823,0.9276127857435092,0.013690403049577679,0.004145406491215481,0.01949745791851959,-0.0010760299723903926,-0.0008777840175741114,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,1.3,522.0,247.0,1.1624498031496762
targetabl_ee70d8b9,structured_best3,l2o,15,-0.0004905657781686612,-0.0005355377845218002,-0.0004906062295108038,-0.0004436784431415708,-0.00041815824791391343,1.0,0.0006137334303440652,0.0011516007873451533,166,0.5775036290945489,0.5775515631220941,5.8575823344694154e-05,0.5776732855760207,0.5778146723788574,0.00021716039799883722,0.577812181677231,0.5778557821374788,5.6854240310232605e-05,0.5777406725461435,0.5776630321159335,0.5775515631220941,0.5778557821374788,targetabl_ee70d8b9,submission_targetabl_ee70d8b9.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,q_only,1.3,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.00378699015341301,0.019493448650598266,0.5768964501834486,-0.000542895039523904,-0.0006156719584129666,-0.0005497418476081428,-0.000469705760348682,-0.00023808802339431168,1.0,0.00378699015341301,0.019493448650598266,0.005039967591426539,0.38508071538796257,0.9228828975749276,0.012834813126304821,0.00378699015341301,0.019493448650598266,-0.0010162688087005302,-0.0008678190920998482,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,1.3,522.0,247.0,1.1624498031496762
targetabl_a38d0e64,structured_best3,l2o,15,-0.0004871252961526832,-0.0005291059773313122,-0.0004896221744919993,-0.0004389427517455413,-0.0004146695102371645,1.0,0.0006137334303440652,0.0011516007873451533,167,0.5775159549151025,0.5775642065051948,5.9952780611036305e-05,0.5776753064081799,0.5778131983771839,0.00021107512718860207,0.5778102735570789,0.5778533412640576,5.58347918871451e-05,0.5777435820488122,0.5776671782934538,0.5775642065051948,0.5778533412640576,targetabl_a38d0e64,submission_targetabl_a38d0e64.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,q_only,q_only,1.0,0.24,425.0,229.0,1.324664021055465,0.6456947026828781,0.003462741019067238,0.01999303425372856,0.5769044886815452,-0.0005348565414275213,-0.0006092108012459186,-0.0005421244718930573,-0.0004501694855620242,-0.00023223513855974431,1.0,0.003462741019067238,0.01999303425372856,0.004782017974261054,0.37992609609369893,0.9250168439044775,0.012232470104152524,0.003462741019067238,0.01999303425372856,-0.000967699168810926,-0.0008643786100838702,f43_cv_best,submission_sparsejepa_f43ea825.csv,q_only,1.0,425.0,229.0,1.324664021055465
targetabl_47e012c7,structured_best3,l2o,15,-0.0004723102726229926,-0.0005051900450458557,-0.00048156286428280293,-0.0004215447184408694,-0.0004021315640829748,1.0,0.0006137334303440652,0.0011516007873451533,168,0.5775253893725389,0.577575609072775,6.0687407957519386e-05,0.5776877808871755,0.5778249583195618,0.00020628945576304234,0.5778190216285397,0.5778630677261186,6.0959050419664995e-05,0.5777545450394852,0.5776773972960848,0.577575609072775,0.5778630677261186,targetabl_47e012c7,submission_targetabl_47e012c7.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,q_only,1.5,0.24,398.0,241.0,1.2686262264123267,0.4972870082187403,0.003384724010695164,0.022492875663138956,0.5769179164072561,-0.0005214288157166809,-0.0005928858304634632,-0.0005273927129798572,-0.0004291447585948349,-0.00019398859712183025,1.0,0.003384724010695164,0.022492875663138956,0.004642750954631905,0.37677734957322556,0.9263038534134331,0.01190681837107929,0.003384724010695164,0.022492875663138956,-0.0009445193170535764,-0.0008495635865541796,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,1.5,398.0,241.0,1.2686262264123267
targetabl_08f0fc76,structured_best3,l2o,15,-0.0004255569191238114,-0.0004536238997815634,-0.0004339894041865966,-0.00038100855396412393,-0.00036430654961372433,1.0,0.0006137334303440652,0.0011516007873451533,169,0.5775675345908506,0.5776153366022352,5.909846091550389e-05,0.5776748231201096,0.577796560255252,0.00018037460962464362,0.5777868268762015,0.5778279715478948,5.3939103538624275e-05,0.577746622801794,0.5776763948623872,0.5776153366022352,0.5778279715478948,targetabl_08f0fc76,submission_targetabl_08f0fc76.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,q_only,1.3,0.24,398.0,241.0,1.2686262264123267,0.4972870082187403,0.002934213415368374,0.019493448650598266,0.5769722247108066,-0.00046712051216601713,-0.0005293067093934623,-0.00047226284804136043,-0.0003861937270885462,-0.0001818967557638551,1.0,0.002934213415368374,0.019493448650598266,0.004193290592209839,0.41658285052483834,0.9090977552764055,0.010882703439164447,0.002934213415368374,0.019493448650598266,-0.0008338971890870638,-0.0008028102330549984,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q_only,1.3,398.0,241.0,1.2686262264123267
targetabl_c2de5708,structured_best3,l2o,15,-0.00041231555463873507,-0.00044838434475231727,-0.00041214529782873655,-0.00037446478103169144,-0.0003544689571525206,1.0,0.0006137334303440652,0.0011516007873451533,170,0.5775736576341233,0.5776182769045798,5.634727999285449e-05,0.57766342902705,0.5777814182946502,0.00017944478906235694,0.5777741812081119,0.5778129324508285,4.798087316222298e-05,0.5777375425500195,0.5776704226230951,0.5776182769045798,0.5778129324508285,targetabl_c2de5708,submission_targetabl_c2de5708.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,q_only,1.0,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.003189231727578393,0.01499877422887802,0.5769844803097514,-0.00045486491322129673,-0.0005147195840730534,-0.00046051820174053404,-0.00039646077008397284,-0.00020965755015334153,1.0,0.003189231727578393,0.01499877422887802,0.004443725743539259,0.4473599020939824,0.894354022744049,0.011502413311014469,0.003189231727578393,0.01499877422887802,-0.0008535188791685959,-0.0007895688685699221,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q_only,1.0,522.0,247.0,1.1624498031496762
targetabl_de615248,structured_best3,l2o,15,-0.00040143299147599176,-0.00044613007828193664,-0.00042008818070693454,-0.0003576121845487501,-0.0003108803467558596,1.0,0.0006137334303440652,0.0011516007873451533,176,0.5775381414593189,0.5775998706152446,7.53425524113495e-05,0.5777661815387884,0.5779303710209507,0.00022078342543573902,0.5778970507068832,0.5779578965055279,8.502729419690094e-05,0.5778293793805743,0.5777337912349969,0.5775998706152446,0.5779578965055279,targetabl_de615248,submission_targetabl_de615248.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_only,q3_only,2.0,0.24,166.0,166.0,1.4546854658166566,0.7315608823907648,0.002891065085622073,0.039948331524309766,0.5770915794640846,-0.0003477657588879147,-0.00042720518822754184,-0.0003631522520525232,-0.0002270093834758402,8.271091550771104e-06,0.9583333333333334,0.002891065085622073,0.039948331524309766,0.0044010373877648905,0.3483919525080814,0.9373489464588982,0.01109596209027782,0.002891065085622073,0.039948331524309766,-0.0007070811217029811,-0.0007786863054071787,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_only,2.0,166.0,166.0,1.4546854658166566
targetabl_3100ef2f,structured_best3,l2o,15,-0.0004012399887730093,-0.00043529894372158485,-0.0004018243992415238,-0.00036436507998425236,-0.0003450069924848531,1.0,0.0006137334303440652,0.0011516007873451533,171,0.5775858977240358,0.5776305170941591,5.644136734709715e-05,0.5776584295992125,0.5777715164016914,0.00017021335169152725,0.5777622421497794,0.5778006831157624,4.592171933191217e-05,0.5777342388705377,0.5776688564910092,0.5776305170941591,0.5778006831157624,targetabl_3100ef2f,submission_targetabl_3100ef2f.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,q_only,1.0,0.24,522.0,247.0,1.1624498031496762,0.45721161211392203,0.0029136489904278157,0.014997384733718755,0.5769995458186101,-0.0004397994043624674,-0.0004974594603276428,-0.00044549419383765887,-0.00038000618291793574,-0.00020326351663846332,1.0,0.0029136489904278157,0.014997384733718755,0.004168206412706903,0.4626174610791415,0.8865579985002043,0.010840820122914782,0.0029136489904278157,0.014997384733718755,-0.0008040055281659444,-0.0007784933027041962,f465_actual_best,submission_sparsejepa_f4657144.csv,q_only,1.0,522.0,247.0,1.1624498031496762
targetabl_e27745fa,structured_best3,l2o,15,-0.0003763883843884782,-0.0004162325773267472,-0.0003934459169485649,-0.000337364148746655,-0.0002964737906776538,1.0,0.0006137334303440652,0.0011516007873451533,181,0.5775670825104724,0.577625792810576,7.306138606757833e-05,0.5777355652245362,0.5778821369483044,0.0001941522940650298,0.577848532130492,0.5779038162505656,7.514875156605147e-05,0.577803915336482,0.5777170599551669,0.577625792810576,0.5779038162505656,targetabl_e27745fa,submission_targetabl_e27745fa.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_only,q3_only,1.75,0.24,166.0,166.0,1.4546854658166566,0.7315608823907648,0.0025308312005500066,0.034948648362048806,0.5771116920883809,-0.00032765313459176293,-0.00039851214526434033,-0.00034295598086575563,-0.00021881241529411177,-1.2941999645743607e-05,1.0,0.0025308312005500066,0.034948648362048806,0.004040803502692825,0.37965370523838216,0.9251286743468542,0.010326766029121895,0.0025308312005500066,0.034948648362048806,-0.0006440070346605138,-0.0007536416983196652,f43_cv_best,submission_sparsejepa_f43ea825.csv,q3_only,1.75,166.0,166.0,1.4546854658166566
targetabl_2d2e7427,structured_best3,l2o,15,-0.000352580833729362,-0.00038780875116795066,-0.0003679554033793053,-0.0003182723215418903,-0.0002822932557521307,1.0,0.0006137334303440652,0.0011516007873451533,183,0.5775852168008678,0.5776396042333295,6.969074741340023e-05,0.5777253851609239,0.577868551342429,0.00018205867301591464,0.5778289451252416,0.5778775996112219,6.957291806769277e-05,0.5777952517289934,0.5777131823623444,0.5776396042333295,0.5778775996112219,targetabl_2d2e7427,submission_targetabl_2d2e7427.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q3_only,q3_only,2.0,0.24,199.0,199.0,1.290129757200619,0.5015490350455488,0.002573209541550821,0.029950523999721368,0.5771295661992596,-0.00030977902371325433,-0.00037037549818967895,-0.0003246189245263986,-0.00021247067580587584,-1.6652597946809067e-05,1.0,0.002573209541550821,0.029950523999721368,0.004028648127337594,0.40688482219390526,0.9134794696479138,0.010305314209137448,0.002573209541550821,0.029950523999721368,-0.000631430216407107,-0.000729834147660549,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q3_only,2.0,199.0,199.0,1.290129757200619
targetabl_75aa4b39,structured_best3,l2o,15,-0.0003483828680096668,-0.0003821256651746374,-0.0003622363629098846,-0.0003159415598318116,-0.0002800854951905407,1.0,0.0006137334303440652,0.0011516007873451533,184,0.5775922083585889,0.5776468772081996,6.986370961257347e-05,0.5777147791459751,0.5778524892707674,0.0001734036887874712,0.5778117124013014,0.5778608154867708,6.706272028467594e-05,0.5777867273219126,0.5777062333019551,0.5776468772081996,0.5778608154867708,targetabl_75aa4b39,submission_targetabl_75aa4b39.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_only,q3_only,2.0,0.24,199.0,199.0,1.290129757200619,0.5015490350455488,0.0023785414571824053,0.029948723340776362,0.5771314620862331,-0.00030788313673942887,-0.0003696322802022589,-0.00032139843216649755,-0.0002109151439655399,-2.8364065489228096e-05,1.0,0.0023785414571824053,0.029948723340776362,0.003833980042969178,0.4139772677878231,0.9102872193736041,0.009874473381421629,0.0023785414571824053,0.029948723340776362,-0.0006052008188872295,-0.0007256361819408538,f465_actual_best,submission_sparsejepa_f4657144.csv,q3_only,2.0,199.0,199.0,1.290129757200619
targetabl_c9b4082b,structured_best3,l2o,15,-0.0003483828680096668,-0.0003821256651746374,-0.0003622363629098846,-0.0003159415598318116,-0.0002800854951905407,1.0,0.0006137334303440652,0.0011516007873451533,185,0.5775922083585889,0.5776468772081996,6.986370961257347e-05,0.5777147791459751,0.5778524892707674,0.0001734036887874712,0.5778117124013014,0.5778608154867708,6.706272028467594e-05,0.5777867273219126,0.5777062333019551,0.5776468772081996,0.5778608154867708,targetabl_c9b4082b,submission_targetabl_c9b4082b.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_only,q3_only,2.0,0.24,199.0,199.0,1.290129757200619,0.5015490350455488,0.0023785414571824053,0.029948723340776362,0.5771314620862331,-0.00030788313673942887,-0.0003696322802022589,-0.00032139843216649755,-0.0002109151439655399,-2.8364065489228096e-05,1.0,0.0023785414571824053,0.029948723340776362,0.003833980042969178,0.4139772677878231,0.9102872193736041,0.009874473381421629,0.0023785414571824053,0.029948723340776362,-0.0006052008188872295,-0.0007256361819408538,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q3_only,2.0,199.0,199.0,1.290129757200619
