candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,scale_x,active_cells_x,active_rows_x,source_mean_abs_move_vs_a2c8,mean_active_energy_x,p10_active_energy,source_active_overlap,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,source_name_robust,source_file_robust,variant_robust,scale_robust,active_cells_robust,active_rows_robust,source_mean_abs_move_vs_a2c8_robust,mean_active_energy_robust,p10_active_energy_robust,source_active_overlap_robust,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
sparseladder_2e9c1eaa,low_error_best5,l2o,15,-0.0009109220372599462,-0.0011991937518960327,-0.0010703159350916591,-0.0004786417483195749,-0.00040809931458873905,1.0,0.0004199861533892457,0.001037445570604875,14,0.576992601647348,0.5770762150151626,9.309852218082225e-05,0.5778337221783546,0.5782333355651532,0.000670166656396809,0.5782960931386515,0.5783863343931154,0.00017879533305184474,0.5778986283244771,0.5777074723214514,0.5770762150151626,0.5783863343931154,sparseladder_2e9c1eaa,submission_sparseladder_2e9c1eaa.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,full,2.0,1256.0,250.0,0.006175647811826695,1.146752178998714,0.45126459488564136,1.0,0.012341500226365595,0.029990839505895817,f465_actual_best,submission_sparsejepa_f4657144.csv,full,2.0,1256.0,250.0,0.006175647811826695,1.146752178998714,0.45126459488564136,1.0,0.012341500226365595,0.029990839505895817,0.5758652770555519,-0.0015740681674207002,-0.0017705520201591663,-0.0016007219021494379,-0.0013924698526608602,-0.0007905027966086386,1.0,0.012341500226365595,0.029990839505895817,0.013017277064260546,0.2838929761851762,0.9588559735813941,0.03507630565555906,-0.001326924806582097,f465_actual_best,submission_sparsejepa_f4657144.csv,full,2.0,1256.0,250.0,1.146752178998714
sparseladder_4fd5a11e,low_error_best5,l2o,15,-0.0008899909915842663,-0.0011675143181865578,-0.0010408225597334786,-0.00047848239284606917,-0.00041389003738656616,1.0,0.0004199861533892457,0.001037445570604875,120,0.5770195392257937,0.5771037223986698,9.363048380697934e-05,0.5778194664231514,0.5782013379598319,0.0006409253790804922,0.5782609322689879,0.5783477686319859,0.00017138137436943968,0.5778842763301625,0.5776999793059777,0.5771037223986698,0.5783477686319859,sparseladder_4fd5a11e,submission_sparseladder_4fd5a11e.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.5,1015.0,248.0,0.007325972369189028,1.312638744869999,0.6404378648630745,1.0,0.010982098894655692,0.029990839505895928,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.5,1015.0,248.0,0.007325972369189028,1.312638744869999,0.6404378648630745,1.0,0.010982098894655692,0.029990839505895928,0.5759133429262961,-0.001526002296676373,-0.0017277860899933106,-0.0015554673312088152,-0.0013325425388294842,-0.0007683880294409029,1.0,0.010982098894655692,0.029990839505895928,0.011883784629178974,0.28890122324696954,0.9573589103394842,0.03202620688041517,-0.0013059937609064172,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.5,1015.0,248.0,1.312638744869999
sparseladder_3f325a80,low_error_best5,l2o,15,-0.0008645850140616067,-0.001117250514835355,-0.0010031542146187178,-0.0004878992334062638,-0.00042686150867277117,1.0,0.0004199861533892457,0.001037445570604875,13,0.5770451812820704,0.5771216498189786,8.618699971424077e-05,0.5777508217570719,0.5781002551438578,0.0005871283220638475,0.578154087994371,0.5782323094603188,0.00015600407180468886,0.577818071474385,0.5776500303445045,0.5771216498189786,0.5782323094603188,sparseladder_3f325a80,submission_sparseladder_3f325a80.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,full,1.75,1256.0,250.0,0.006175647811826695,1.146752178998714,0.45126459488564136,1.0,0.010801165246585628,0.02624396359355813,f465_actual_best,submission_sparsejepa_f4657144.csv,full,1.75,1256.0,250.0,0.006175647811826695,1.146752178998714,0.45126459488564136,1.0,0.010801165246585628,0.02624396359355813,0.5759947329979276,-0.0014446122250451239,-0.0016243225782253345,-0.0014691886745915594,-0.0012762126692834608,-0.0007520940850631597,1.0,0.010801165246585628,0.02624396359355813,0.01147694208448058,0.30227926630095997,0.9532194108202754,0.031072902896826297,-0.0012805877833837575,f465_actual_best,submission_sparsejepa_f4657144.csv,full,1.75,1256.0,250.0,1.146752178998714
sparseladder_6d7d9a64,low_error_best5,l2o,15,-0.0008599897315126004,-0.0011166888427966981,-0.000996702734378907,-0.0004684832517250826,-0.00039537519140731003,1.0,0.0004199861533892457,0.001037445570604875,77,0.5770695313609965,0.5771514558257251,9.250187255256578e-05,0.5778149610334037,0.578179881773762,0.0006108161527070628,0.5782360342485743,0.5783228420370207,0.00017318114031927796,0.5778847265455026,0.5777068422143249,0.5771514558257251,0.5783228420370207,sparseladder_6d7d9a64,submission_sparseladder_6d7d9a64.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,no_q2,2.0,1132.0,250.0,0.005519946266287414,1.1823632311752297,0.4564439783783937,1.0,0.011028360040316898,0.029990839505895817,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,no_q2,2.0,1132.0,250.0,0.005519946266287414,1.1823632311752297,0.4564439783783937,1.0,0.011028360040316898,0.029990839505895817,0.5759602706521487,-0.001479074570823727,-0.0016998613876046064,-0.001516605691867401,-0.0013375012264361663,-0.0007236159657237895,1.0,0.011028360040316898,0.029990839505895817,0.011710236617039784,0.29246647445433016,0.9562757768134955,0.03208692542300067,-0.0012759925008347514,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,no_q2,2.0,1132.0,250.0,1.1823632311752297
sparseladder_b35cdffe,low_error_best5,l2o,15,-0.0008599897315126004,-0.0011166888427966981,-0.000996702734378907,-0.0004684832517250826,-0.00039537519140731003,1.0,0.0004199861533892457,0.001037445570604875,23,0.5770695313609965,0.5771514558257251,9.250187255256578e-05,0.5778149610334037,0.578179881773762,0.0006108161527070628,0.5782360342485743,0.5783228420370207,0.00017318114031927796,0.5778847265455026,0.5777068422143249,0.5771514558257251,0.5783228420370207,sparseladder_b35cdffe,submission_sparseladder_b35cdffe.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,no_q2,2.0,1132.0,250.0,0.006175647811826695,1.1823632311752297,0.4564439783783937,0.9012738853503185,0.011028360040316898,0.029990839505895817,f465_actual_best,submission_sparsejepa_f4657144.csv,no_q2,2.0,1132.0,250.0,0.006175647811826695,1.1823632311752297,0.4564439783783937,0.9012738853503185,0.011028360040316898,0.029990839505895817,0.5759602706521487,-0.001479074570823727,-0.0016998613876046064,-0.001516605691867401,-0.0013375012264361663,-0.0007236159657237895,1.0,0.011028360040316898,0.029990839505895817,0.011710236617039784,0.29246647445433016,0.9562757768134955,0.03208692542300067,-0.0012759925008347514,f465_actual_best,submission_sparsejepa_f4657144.csv,no_q2,2.0,1132.0,250.0,1.1823632311752297
sparseladder_7facd543,low_error_best5,l2o,15,-0.0008599897315126004,-0.0011166888427966981,-0.000996702734378907,-0.0004684832517250826,-0.00039537519140731003,1.0,0.0004199861533892457,0.001037445570604875,68,0.5770695313609965,0.5771514558257251,9.250187255256578e-05,0.5778149610334037,0.578179881773762,0.0006108161527070628,0.5782360342485743,0.5783228420370207,0.00017318114031927796,0.5778847265455026,0.5777068422143249,0.5771514558257251,0.5783228420370207,sparseladder_7facd543,submission_sparseladder_7facd543.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,full,2.0,1132.0,250.0,0.005519946266287414,1.1823632311752297,0.4564439783783937,1.0,0.011028360040316898,0.029990839505895817,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,full,2.0,1132.0,250.0,0.005519946266287414,1.1823632311752297,0.4564439783783937,1.0,0.011028360040316898,0.029990839505895817,0.5759602706521487,-0.001479074570823727,-0.0016998613876046064,-0.001516605691867401,-0.0013375012264361663,-0.0007236159657237895,1.0,0.011028360040316898,0.029990839505895817,0.011710236617039784,0.29246647445433016,0.9562757768134955,0.03208692542300067,-0.0012759925008347514,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,full,2.0,1132.0,250.0,1.1823632311752297
sparseladder_47e090d8,low_error_best5,l2o,15,-0.0008598775158638568,-0.0011223589878986084,-0.001003834813968485,-0.0004648172482675906,-0.0003999594558949937,1.0,0.0004199861533892457,0.001037445570604875,175,0.5770503958474995,0.577127954301549,8.633533293760727e-05,0.5778039122634179,0.5781713895768894,0.0006193158589203998,0.5782306267184201,0.5783117954467292,0.00016254288641114983,0.5778703797750558,0.5776949782764459,0.577127954301549,0.5783117954467292,sparseladder_47e090d8,submission_sparseladder_47e090d8.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,full,1.75,1256.0,250.0,0.006783066218907599,1.146752178998714,0.45126459488564136,1.0,0.011864306861553918,0.02624396359355813,282_consensus_directrob,submission_sparsejepa_282e9546.csv,full,1.75,1256.0,250.0,0.006783066218907599,1.146752178998714,0.45126459488564136,1.0,0.011864306861553918,0.02624396359355813,0.5759702015379214,-0.0014691436850512306,-0.0016506563337224112,-0.001489343696163048,-0.0013121496948121259,-0.0007557204309298626,1.0,0.011864306861553918,0.02624396359355813,0.012540083699448869,0.29364946682954496,0.9559131710729398,0.03368112315727859,-0.0012758802851860077,282_consensus_directrob,submission_sparsejepa_282e9546.csv,full,1.75,1256.0,250.0,1.146752178998714
sparseladder_163c75d6,low_error_best5,l2o,15,-0.0008448974806481398,-0.0010965395455778237,-0.0009731326498941817,-0.0004697582917261079,-0.00040259537922848754,1.0,0.0004199861533892457,0.001037445570604875,129,0.5770873615959424,0.5771692361571702,9.27707002041414e-05,0.5778043408640534,0.5781564618157218,0.0005887567507964613,0.5782096755351331,0.5782939694096841,0.00016735877706224278,0.5778732224608586,0.5777004593317097,0.5771692361571702,0.5782939694096841,sparseladder_163c75d6,submission_sparseladder_163c75d6.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2,1.5,930.0,248.0,0.007325972369189028,1.3419461799758043,0.6441693763679492,0.916256157635468,0.009950684576982359,0.029990839505895928,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2,1.5,930.0,248.0,0.007325972369189028,1.3419461799758043,0.6441693763679492,0.916256157635468,0.009950684576982359,0.029990839505895928,0.5759971894072533,-0.0014421558157192622,-0.0016481064346739681,-0.0014793269400672493,-0.0012903591596715503,-0.0007026495161781554,1.0,0.009950684576982359,0.029990839505895928,0.010855083630956244,0.2967274014481302,0.9549622239805304,0.029629405004892556,-0.0012609002499702907,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2,1.5,930.0,248.0,1.3419461799758043
sparseladder_1ba8ea4e,low_error_best5,l2o,15,-0.000839185073259278,-0.0010801990409081696,-0.0009691229875994356,-0.00048425588822429425,-0.000428982498909547,1.0,0.0004199861533892457,0.001037445570604875,119,0.5770766957603839,0.5771543643510211,8.642130602483783e-05,0.5777376182103882,0.5780688626609048,0.0005565789596652364,0.578118950370069,0.5781934789682408,0.000148301118423878,0.5778055686600556,0.577644421446947,0.5771543643510211,0.5781934789682408,sparseladder_1ba8ea4e,submission_sparseladder_1ba8ea4e.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.3,1015.0,248.0,0.007325972369189028,1.312638744869999,0.6404378648630745,1.0,0.00952031083285984,0.025994140117203524,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.3,1015.0,248.0,0.007325972369189028,1.312638744869999,0.6404378648630745,1.0,0.00952031083285984,0.025994140117203524,0.5760492129276209,-0.0013901322953516486,-0.001571605319686653,-0.0014166840415534843,-0.0012116812383196284,-0.0007256068242769143,1.0,0.00952031083285984,0.025994140117203524,0.010421996567383124,0.309197257184753,0.9509979264695722,0.02823119914475701,-0.0012551878425814287,f43_cv_best,submission_sparsejepa_f43ea825.csv,full,1.3,1015.0,248.0,1.312638744869999
sparseladder_1d9a721a,low_error_best5,l2o,15,-0.0008327580253423653,-0.0010960130941210177,-0.0009718793222005528,-0.00044435343292210667,-0.00038463124450038855,1.0,0.0004199861533892457,0.001037445570604875,50,0.5770711323025686,0.5771593689833351,9.410962122703531e-05,0.5777908965347168,0.5781372070267797,0.000581991456500655,0.5781854484764042,0.5782702837146929,0.00016562276273584446,0.5778556199082693,0.5776824924378966,0.5771593689833351,0.5782702837146929,sparseladder_1d9a721a,submission_sparseladder_1d9a721a.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,energy_top60,2.0,754.0,241.0,0.006175647811826695,1.5343774242744705,0.8906403538113414,0.6003184713375797,0.008870300716593118,0.029990839505895817,f465_actual_best,submission_sparsejepa_f4657144.csv,energy_top60,2.0,754.0,241.0,0.006175647811826695,1.5343774242744705,0.8906403538113414,0.6003184713375797,0.008870300716593118,0.029990839505895817,0.5760272669887205,-0.0014120782342523291,-0.0016155001768803246,-0.0014558382566631778,-0.0012072848000469262,-0.000712522154260542,1.0,0.008870300716593118,0.029990839505895817,0.010012279712918655,0.30288816211953123,0.9530261073275235,0.027354686601544474,-0.0012487607946645163,f465_actual_best,submission_sparsejepa_f4657144.csv,energy_top60,2.0,754.0,241.0,1.5343774242744705
