basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,parent_actual_mean,parent_actual_p90,parent_strict_promote,build_null_count,build_bad_null_count,build_bad_strict_count,build_bad_p90_threshold,build_bad_null_mean_p90,risk_mean_active,risk_p90_active,support_mean_active,support_p10_active,bad_mean_l1_ratio,risk_policy,risk_q,risk_strength,risk_scale,risk_type,risk_active_cells,risk_high_cells,risk_kept_cells,risk_kept_frac,risk_l1_retained_frac,risk_mean_kept,risk_mean_dropped,support_mean_kept,support_mean_dropped,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b0_50__s1_2_43649d77.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b0_50__s1_2_43649d77.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.55,0.5,1.25,nullfail_censor,640,288,750,1.171875,1.2104131046347812,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.030743209162940446,0.35,53.8006160351458,0.2670076105608329,0.7329923894391672,14.365173934245108,0.0,1.34151948808873e-15,14.014403475648555,0.0,25.421038625252137,0.0,promote_candidate,True,False,-0.001057457101591282,-0.00175643928753142,-0.00015596092821995667,0.9117647058823529,-0.00924335235542234
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__orth_badmean__q0_55__b1_00__s1_00_3323434e.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__orth_badmean__q0_55__b1_00__s1_00_3323434e.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,orth_badmean,0.55,1.0,1.0,nullfail_censor,640,288,750,1.171875,0.9926236014967744,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.025211586758302925,0.35,44.12027682703014,0.2638373684133189,0.7361626315866812,11.640577731710765,0.0,1.169700910316178e-15,11.462882370957548,0.0,21.016816724361824,0.0,promote_candidate,True,False,-0.0008299807378880336,-0.0013308637627135668,-0.00015197550400310988,0.9705882352941176,-0.004256713107707144
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_65__b1_00__s1_0b8303f8.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_65__b1_00__s1_0b8303f8.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,anti_highrisk_keep,0.65,1.0,1.25,anti_control,640,224,224,0.35,0.16160426353159663,1.1051308196311325,0.43262577256161383,-0.038725140245782004,0.0034732078495222024,167,224,0.003314995367795376,0.12762880087010542,5.801241893641908,0.21167058004460382,0.7883294199553962,1.2279522366062385,0.0,0.0,1.56468884596376,0.0,3.0086008110719096,0.0,promote_candidate,True,False,-0.00022578173796388367,-0.0003037620083058291,-0.00012103830655587718,0.9705882352941176,-0.005955769557981522
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp50__q0_85__b1_00__s0_75_baeb746f.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp50__q0_85__b1_00__s0_75_baeb746f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,risk_damp50,0.85,1.0,0.75,nullfail_censor,640,96,640,1.0,0.7324996693539255,0.6680025390359453,0.0,-0.011296213983834269,0.0,249,640,0.015025797944651028,0.26250000000000007,26.2951464031393,0.25699891011344217,0.7430010898865577,6.757823966880199,0.0,3.3306690738754696e-16,6.973946839597286,0.0,12.563375596661812,0.0,promote_candidate,True,False,-0.0005022943778642786,-0.0007870550635144538,-6.423118424030979e-05,0.9411764705882353,-0.00621640406345314
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp25__q0_85__b1_00__s0_75_15b9159f.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp25__q0_85__b1_00__s0_75_15b9159f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,risk_damp25,0.85,1.0,0.75,nullfail_censor,640,96,640,1.0,0.7237495040308884,0.6680025390359453,0.0,-0.011296213983834269,0.0,249,640,0.014846305418405639,0.26250000000000007,25.98103448220986,0.25745409398708435,0.7425459060129156,6.688923693464537,0.0,3.3306690738754696e-16,6.887860006830656,0.0,12.404250781914667,0.0,promote_candidate,True,False,-0.0004903146533765282,-0.0007702489839151931,-5.9602253852281985e-05,0.9411764705882353,-0.0057505665477039225
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_50__s1_0_64e9b605.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_50__s1_0_64e9b605.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.55,1.5,1.0,nullfail_censor,640,288,750,1.171875,1.0377799833109747,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.026358510966112487,0.35,46.12739419069686,0.26740043657296114,0.7325995634270389,12.334485344565412,0.0,1.4432899320127035e-15,12.271279338811862,0.0,21.52162950731959,0.0,too_small_to_submit,False,True,-0.0007544187804306441,-0.001331810224548981,-4.9746931600492056e-05,0.9117647058823529,0.0033626823578035703
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_0_64e9b605.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_0_64e9b605.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.5,1.0,nullfail_censor,640,224,750,1.171875,1.0377799833109747,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.026358510966112487,0.35,46.12739419069686,0.26740043657296114,0.7325995634270389,12.334485344565412,0.0,1.4432899320127035e-15,12.271279338811862,0.0,21.52162950731959,0.0,too_small_to_submit,False,True,-0.0007544187804306441,-0.001331810224548981,-4.9746931600492056e-05,0.9117647058823529,0.0033626823578035703
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_50__s1_0_64e9b605.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_50__s1_0_64e9b605.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.75,1.5,1.0,nullfail_censor,640,166,750,1.171875,1.0377799833109747,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.026358510966112487,0.35,46.12739419069686,0.26740043657296114,0.7325995634270389,12.334485344565412,0.0,1.4432899320127035e-15,12.271279338811862,0.0,21.52162950731959,0.0,too_small_to_submit,False,True,-0.0007544187804306441,-0.001331810224548981,-4.9746931600492056e-05,0.9117647058823529,0.0033626823578035703
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b1_50__s1_0_64e9b605.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b1_50__s1_0_64e9b605.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.85,1.5,1.0,nullfail_censor,640,106,750,1.171875,1.0377799833109747,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.026358510966112487,0.35,46.12739419069686,0.26740043657296114,0.7325995634270389,12.334485344565412,0.0,1.4432899320127035e-15,12.271279338811862,0.0,21.52162950731959,0.0,too_small_to_submit,False,True,-0.0007544187804306441,-0.001331810224548981,-4.9746931600492056e-05,0.9117647058823529,0.0033626823578035703
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_75__b1_00__s1_f962d26f.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_75__b1_00__s1_f962d26f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,anti_highrisk_keep,0.75,1.0,1.25,anti_control,640,170,170,0.265625,0.10363693965678011,1.1894091119054973,0.47940867225334144,-0.042561876018601875,1.2642496826354173e-05,139,170,0.002125909102809923,0.09571484448884726,3.7203409299173655,0.21278465158714913,0.7872153484128509,0.791631448557877,0.0,0.0,1.0434564833058784,0.0,1.8852529980536104,0.0,too_small_to_submit,False,True,-0.00013796942769351048,-0.00019901968563496394,-4.90438430310226e-05,0.9411764705882353,-0.0036279613160569713
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_badmean_add__q0_55__b1_50__s1_2_565ea8de.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_badmean_add__q0_55__b1_50__s1_2_565ea8de.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,anti_badmean_add,0.55,1.5,1.25,anti_control,640,288,750,1.171875,1.4334151350640159,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.03640722423266739,0.35,63.71264240716793,0.2611426056557136,0.7388573943442863,16.638085451418547,0.0,2.5673907444456745e-15,18.452775616654883,0.0,28.62178133909449,0.0,below_selector_resolution,False,False,-0.001716304720067782,-0.0028260088020565827,-4.877076335560516e-05,0.8823529411764706,-0.03697207932068569
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_85__b1_00__s0_75_f373798f.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_85__b1_00__s0_75_f373798f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,risk_drop,0.85,1.0,0.75,nullfail_censor,640,96,544,0.85,0.714999338707851,0.5511444151376499,1.3301985744596196,-0.0049726292979742,-0.04712986053704133,246,544,0.014666812892160246,0.26250000000000007,25.666922561280426,0.2579204189455669,0.7420795810544332,6.62002342004887,0.0,3.3306690738754696e-16,6.801773174064027,0.0,12.245125967167528,0.0,too_small_to_submit,False,True,-0.0004783853228670764,-0.0007534901466874561,-4.763671992200412e-05,0.9411764705882353,-0.00528472903195476
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_85__b1_00__s1_1077a735.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_85__b1_00__s1_1077a735.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,anti_highrisk_keep,0.85,1.0,1.0,anti_control,640,106,106,0.165625,0.050908695547207616,1.2725583467490895,0.5233865034497834,-0.05582052309907017,-0.008350139335466347,93,106,0.001293026876053607,0.07824838364522435,2.262797033093812,0.31448389776348895,0.6855161022365109,0.7116132308150005,0.0,0.0,0.37104660400468426,0.0,1.180137198274127,0.0,too_small_to_submit,False,True,-9.623100763534851e-05,-0.00013334087785938509,-4.6017242829810665e-05,0.9411764705882353,-0.0028172402258599405
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_75__b1_00__s0_75_9b3a4459.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_75__b1_00__s0_75_9b3a4459.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,risk_drop,0.75,1.0,0.75,nullfail_censor,640,170,470,0.734375,0.687817836205932,0.47940867225334144,1.1894091119054973,1.2642496826354173e-05,-0.042561876018601875,240,470,0.014109237535455855,0.26250000000000007,24.691165687047743,0.26003817421811243,0.7399618257818875,6.4206456445768,0.0,3.3306690738754696e-16,6.520046615147016,0.0,11.750473427323925,0.0,too_small_to_submit,False,True,-0.000450570508799373,-0.0007146800976439512,-4.474725246415237e-05,0.9117647058823529,-0.004971302305317338
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_badmean_add__q0_55__b0_50__s0_7_9b2bd38b.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_badmean_add__q0_55__b0_50__s0_7_9b2bd38b.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,anti_badmean_add,0.55,0.5,0.75,anti_control,640,289,750,1.171875,0.7935903462563698,0.5700288333106733,0.0,-0.013446824356192521,0.0,250,750,0.016278953687707837,0.291811066356645,28.488168953488703,0.26085890215029395,0.739141097849706,7.431392477479151,0.0,4.996003610813204e-16,7.709200979703419,0.0,13.347575496306133,0.0,too_small_to_submit,False,True,-0.0005926872337680578,-0.0009543906057825753,-4.301189593970345e-05,0.9117647058823529,-0.011561189166768071
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp50__q0_85__b1_00__s0_75_a65b1709.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp50__q0_85__b1_00__s0_75_a65b1709.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,risk_damp50,0.85,1.0,0.75,nullfail_censor,640,106,640,1.0,0.730909239169797,0.647468089996231,0.0,-0.01621242164631323,0.0,249,640,0.018564319514454343,0.26250000000000007,32.4875591502951,0.25710382371117285,0.742896176288827,8.352675680583772,0.0,6.661338147750939e-16,8.639074926686936,0.0,15.495808543024387,0.0,too_small_to_submit,False,True,-0.0006231720536237591,-0.0010060850409422842,-3.227824456180897e-05,0.9117647058823529,-0.008248558930328581
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp25__q0_85__b1_00__s0_75_0788f17b.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_damp25__q0_85__b1_00__s0_75_0788f17b.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,risk_damp25,0.85,1.0,0.75,nullfail_censor,640,106,640,1.0,0.7213638587546957,0.647468089996231,0.0,-0.01621242164631323,0.0,249,640,0.01832187697519429,0.26250000000000007,32.063284706590004,0.256344547198455,0.743655452801545,8.219248199805962,0.0,6.661338147750939e-16,8.56950368843606,0.0,15.274532818347984,0.0,too_small_to_submit,False,True,-0.0006053583645249252,-0.0009856169287595288,-1.4851948190219487e-05,0.9117647058823529,-0.007720326387979759
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_75__b1_00__s0_75_35e84d52.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_drop__q0_75__b1_00__s0_75_35e84d52.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,risk_drop,0.75,1.0,0.75,nullfail_censor,640,166,474,0.740625,0.6860088802309012,0.4656281217688175,1.1666978787901705,-0.002157830131297199,-0.056344207056660205,237,474,0.017423898016154325,0.26250000000000007,30.491821528270066,0.2585604206868371,0.7414395793131631,7.883978201857463,0.0,6.661338147750939e-16,8.078134141344954,0.0,14.52970918506765,0.0,too_small_to_submit,False,True,-0.0005570952954006012,-0.0009345278196708302,-5.233737926808952e-06,0.8823529411764706,-0.0070782742605401405
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract_keep_l1__q0_55__b1__f4bd23a5.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract_keep_l1__q0_55__b1__f4bd23a5.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,badmean_subtract_keep_l1,0.55,1.5,0.75,nullfail_censor,640,289,288,0.45,0.6745512378533135,0.3941733199860362,0.8920446273495074,0.024557189388252996,-0.04063081674281476,191,288,0.013837099219768825,0.35,24.214923634595444,0.276527733552507,0.7234722664474932,6.696097950821713,0.0,0.0,6.835386549242923,0.0,10.68343913453081,0.0,too_small_to_submit,False,True,-0.00037555241916543313,-0.000694398031497384,4.168783060311536e-05,0.8235294117647058,-0.0028577235867693063
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_low_keep_l1__q0_55__b1_00__s0_7_8f0bbe3a.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__risk_low_keep_l1__q0_55__b1_00__s0_7_8f0bbe3a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,risk_low_keep_l1,0.55,1.0,0.75,nullfail_censor,640,289,288,0.45,0.75,0.3308258218587032,0.9438743985445981,0.01744097773315012,-0.034808461752276046,190,288,0.01538478299714181,0.3474295262120698,26.923370244998168,0.2561204058393318,0.7438795941606681,6.895624513711522,0.0,0.0,7.146120505130548,0.0,12.881625226156096,0.0,too_small_to_submit,False,True,-0.0004957407014443427,-0.0009036534640274176,6.332230759389911e-05,0.8235294117647058,-0.005221843902869894
