variant,family,file,candidate_origin,gate_count,rank_mean,rank_median,rank_min,top1_count,top5_count,top10_count,score_mean,score_std,pred_mean,pred_std_mean,gate_rate,top1_rate,top5_rate,top10_rate
e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,e370_generated,97,3.0412371134020617,1.0,1.0,59,92,94,7.872507630860252,0.4376191983455694,0.0003353396673193035,0.0001359449751975927,0.9897959183673469,0.6020408163265306,0.9387755102040817,0.9591836734693877
e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,e370_generated,92,6.0978260869565215,2.0,1.0,31,72,78,7.7564678877648765,0.4769902937497797,0.00034427250152017035,0.00013800959015710672,0.9387755102040817,0.3163265306122449,0.7346938775510204,0.7959183673469388
e370_q21p0_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_renorm_c3b694ba.csv,e370_generated,85,9.352941176470589,6.0,1.0,5,41,61,7.651153870468123,0.4641319629542086,0.00029616535302807995,0.00011497035815642943,0.8673469387755102,0.05102040816326531,0.41836734693877553,0.6224489795918368
e370_q21p0_s11p06_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p06_orth0p0_plain_6f085645.csv,e370_generated,97,6.350515463917525,4.0,1.0,1,63,85,7.798616639984046,0.4499115099388656,0.000336270317735622,0.00013546095787969059,0.9897959183673469,0.01020408163265306,0.6428571428571429,0.8673469387755102
e370_q21p0_s10p85_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s10p85_orth0p25_renorm_3ac36073.csv,e370_generated,93,32.82795698924731,31.0,1.0,1,2,2,7.452272335950725,0.5007241429031977,0.00035049959459075016,0.00013642602537061334,0.9489795918367347,0.01020408163265306,0.02040816326530612,0.02040816326530612
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_b4dcdce7.csv,e364_existing,95,153.25263157894736,136.0,1.0,1,1,2,5.308881472892333,0.6190933529485821,0.00032680623782286526,0.0001188448581746834,0.9693877551020408,0.01020408163265306,0.01020408163265306,0.02040816326530612
e370_q21p0_s11p15_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_plain_3805c902.csv,e370_generated,92,7.4021739130434785,3.0,2.0,0,68,78,7.740055720393429,0.4763580597796827,0.0003443894973353047,0.00013809648704082972,0.9387755102040817,0.0,0.6938775510204082,0.7959183673469388
e370_q20p85_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p15_orth0p0_plain_a39f6623.csv,e370_generated,96,8.291666666666666,6.0,3.0,0,38,78,7.747117477162814,0.4293299118064444,0.0003364170704336621,0.0001363605164612382,0.9795918367346939,0.0,0.3877551020408163,0.7959183673469388
e370_q21p0_s11p15_orth0p5_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_plain_acc61af2.csv,e370_generated,85,11.023529411764706,8.0,2.0,0,29,53,7.639361349053322,0.4630762836372114,0.0002962059474211436,0.00011502764917686223,0.8673469387755102,0.0,0.29591836734693877,0.5408163265306123
e370_q21p0_s11p0_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p0_orth0p0_plain_3717116c.csv,e370_generated,97,13.010309278350515,8.0,3.0,0,25,56,7.705708825207598,0.4550011393455596,0.0003379748789450927,0.0001359001223025235,0.9897959183673469,0.0,0.25510204081632654,0.5714285714285714
e370_q20p85_s11p06_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p06_orth0p0_plain_501e8885.csv,e370_generated,96,16.072916666666668,14.0,5.0,0,18,35,7.652365887515672,0.44068325891972626,0.00033897250905942964,0.00013550310532391187,0.9795918367346939,0.0,0.1836734693877551,0.35714285714285715
e370_q21p0_s11p06_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p06_orth0p25_renorm_4097f29a.csv,e370_generated,92,11.108695652173912,7.0,3.0,0,16,65,7.656881526995771,0.4824425747550036,0.00034773559521666903,0.0001387214519401989,0.9387755102040817,0.0,0.16326530612244897,0.6632653061224489
e370_q21p0_s10p85_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s10p85_orth0p0_plain_e54fa220.csv,e370_generated,97,21.7319587628866,17.0,4.0,0,5,30,7.606702969803398,0.47568498712872637,0.00034099906819520174,0.00013369796026946375,0.9897959183673469,0.0,0.05102040816326531,0.30612244897959184
e370_q20p85_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p15_orth0p5_renorm_d63c2fee.csv,e370_generated,85,22.16470588235294,21.0,5.0,0,4,8,7.517840819293864,0.4584119305205118,0.0002972334582896279,0.00011489780294408323,0.8673469387755102,0.0,0.04081632653061224,0.08163265306122448
e370_q21p0_s11p06_orth0p5_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p06_orth0p5_renorm_55f3a979.csv,e370_generated,87,17.942528735632184,16.0,3.0,0,3,5,7.568218668741932,0.4748742004652199,0.00031159967647031994,0.00012104920042938846,0.8877551020408163,0.0,0.030612244897959183,0.05102040816326531
e370_q21p0_s11p06_orth0p5_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p06_orth0p5_plain_ab1df764.csv,e370_generated,87,20.24137931034483,17.0,4.0,0,3,3,7.551108228798015,0.474141926393015,0.0003116734133191493,0.00012112772161371286,0.8877551020408163,0.0,0.030612244897959183,0.030612244897959183
e370_q21p0_s11p06_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p06_orth0p25_plain_edc930c5.csv,e370_generated,92,13.0,9.0,5.0,0,1,60,7.6405464570240404,0.4817100935948741,0.00034784086434346917,0.00013879291297973123,0.9387755102040817,0.0,0.01020408163265306,0.6122448979591837
e370_q21p0_s11p0_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p0_orth0p25_renorm_7abd3453.csv,e370_generated,92,18.804347826086957,16.0,4.0,0,1,9,7.570370417961358,0.489534557511663,0.0003479833129463085,0.00013907083636515555,0.9387755102040817,0.0,0.01020408163265306,0.09183673469387756
e370_q21p0_s11p15_orth0p75_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p75_renorm_3dcc3c1d.csv,e370_generated,77,24.2987012987013,21.0,5.0,0,1,11,7.526914834225419,0.4306826677143966,0.00027796755100080244,0.00010865950029897516,0.7857142857142857,0.0,0.01020408163265306,0.11224489795918367
e370_q21p0_s10p7_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s10p7_orth0p0_plain_23197f64.csv,e370_generated,97,32.628865979381445,28.0,5.0,0,1,16,7.507503891600237,0.48427336848069646,0.0003433274272863935,0.00013176013810852443,0.9897959183673469,0.0,0.01020408163265306,0.16326530612244897
e370_q21p0_s10p85_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s10p85_orth0p25_plain_6de3a3e7.csv,e370_generated,93,35.376344086021504,34.0,4.0,0,1,2,7.438078960900893,0.49995785916206287,0.00035065817552395713,0.00013651161471385902,0.9489795918367347,0.0,0.01020408163265306,0.02040816326530612
e370_q20p55_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p55_s11p15_orth0p0_plain_3feb592a.csv,e370_generated,92,44.46739130434783,44.0,4.0,0,1,1,7.3714048080742005,0.4173873300903796,0.00031448265071281614,0.00012317723478341122,0.9387755102040817,0.0,0.01020408163265306,0.01020408163265306
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_62bedbd1.csv,e364_existing,88,176.45454545454547,148.0,2.0,0,1,2,5.052983244589908,0.6078177114273844,0.0003255678261279259,0.00013586168794003012,0.8979591836734694,0.0,0.01020408163265306,0.02040816326530612
e362_graft_donor_s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_d3f7b397.csv,e364_existing,89,188.12359550561797,161.0,4.0,0,1,2,4.8986289236788245,0.5861436255590552,0.0003423752129805558,0.0001367746389212032,0.9081632653061225,0.0,0.01020408163265306,0.02040816326530612
e362_graft_donor_q3s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_5d14bf75.csv,e364_existing,94,211.51063829787233,220.5,3.0,0,1,2,4.772579715778523,0.5408933299442532,0.00035049041063343314,0.00012819578147186546,0.9591836734693877,0.0,0.01020408163265306,0.02040816326530612
e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random_4803cb08.csv,e364_existing,82,231.5731707317073,253.0,5.0,0,1,1,4.632194728771575,0.5487869449111747,0.0003585391076555146,0.00014619497501038573,0.8367346938775511,0.0,0.01020408163265306,0.01020408163265306
e370_q20p85_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p15_orth0p25_renorm_0d0d8abf.csv,e370_generated,93,14.795698924731182,12.0,7.0,0,0,35,7.60597479098415,0.4643345769101786,0.00034701915277425376,0.00014013842118076376,0.9489795918367347,0.0,0.0,0.35714285714285715
e370_q20p85_s11p15_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p15_orth0p25_plain_77c6f32f.csv,e370_generated,93,16.43010752688172,13.0,8.0,0,0,16,7.596715461106007,0.46218290015711094,0.0003469725115860247,0.0001401507611574579,0.9489795918367347,0.0,0.0,0.16326530612244897
e370_q21p0_s11p0_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p0_orth0p25_plain_586e1007.csv,e370_generated,92,20.902173913043477,18.0,10.0,0,0,7,7.552979931313226,0.48614570548282837,0.0003496310374003071,0.00013890468892027987,0.9387755102040817,0.0,0.0,0.07142857142857142
e370_q20p7_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p7_s11p15_orth0p0_plain_be3a5289.csv,e370_generated,96,23.0,20.5,7.0,0,0,21,7.5780394725058215,0.42340263660105404,0.00033987925665059977,0.00013707911708924427,0.9795918367346939,0.0,0.0,0.21428571428571427
e370_q20p85_s11p06_orth0p25_renorm,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p06_orth0p25_renorm_bd70273e.csv,e370_generated,92,23.782608695652176,21.0,14.0,0,0,0,7.523565637922575,0.4735423688352325,0.0003484537842254559,0.00013976398882748482,0.9387755102040817,0.0,0.0,0.0
e370_q20p85_s11p0_orth0p0_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p0_orth0p0_plain_60c51354.csv,e370_generated,96,25.010416666666668,21.5,7.0,0,0,22,7.566193466774135,0.44840376984925545,0.0003400743030082944,0.00013514377938511044,0.9795918367346939,0.0,0.0,0.22448979591836735
e370_q20p85_s11p06_orth0p25_plain,q2s1_risk_constrained_recalibration,analysis_outputs/submission_e370_q2s1safe_e370_q20p85_s11p06_orth0p25_plain_544aa638.csv,e370_generated,92,25.42391304347826,23.0,16.0,0,0,0,7.51620891059038,0.4716029954412842,0.00034841011844621427,0.00013977865209414007,0.9387755102040817,0.0,0.0,0.0
