method,target,target_row_logloss,target_count_nll_per_row,target_rate_mae,target_count_mae,delta_row_vs_subject,delta_count_vs_subject
calendar_count_strict,Q1,0.6368299184685237,0.29904807493482255,0.2056543859110124,0.9480165594434474,-0.011906852498177134,-0.011906852498177078
night_phone_rawctx_strict_k16_a24,Q1,0.6379888557717929,0.3002070122380917,0.20551115391822844,0.9473562948913458,-0.01074791519490792,-0.01074791519490792
night_phone_rawctx_strict_k8_a24,Q1,0.6380106081454148,0.30022876461171377,0.20997517246123767,0.9679343315896077,-0.010726162821286023,-0.010726162821285856
calendar_count_local,Q1,0.6385279411281356,0.3007460975944346,0.20749696354328545,0.9565103929190476,-0.010208829838565192,-0.010208829838565026
night_phone_rawctx_local_k8_a24,Q1,0.6387693557668198,0.3009875122331187,0.21026913846202008,0.9692894431541902,-0.00996741519988098,-0.009967415199880925
night_light_rawctx_local_k8_a24,Q1,0.6389541169250967,0.30117227339139574,0.20992365565920337,0.9676968516973034,-0.009782654041604055,-0.009782654041603889
night_usage_ambience_rawctx_strict_k16_a24,Q1,0.6393082195542814,0.3015263760205803,0.20751827608124987,0.9566086385208836,-0.009428551412419384,-0.009428551412419328
night_all_rawctx_strict_k8_a24,Q1,0.6400271907021514,0.3022453471684503,0.21153028390876766,0.975103016067246,-0.008709580264549377,-0.008709580264549321
night_context_rawctx_local_k8_a24,Q1,0.6403395540871065,0.3025577105534055,0.21236025368029615,0.9789289742823408,-0.008397216879594271,-0.008397216879594105
night_usage_ambience_rawctx_strict_k8_a24,Q1,0.6404243606930523,0.30264251715935114,0.21128779470255224,0.9739851999703019,-0.008312410273648485,-0.008312410273648485
night_watch_rawctx_local_k8_a24,Q1,0.6405066211558855,0.30272477762218447,0.21241973393891075,0.979203163767174,-0.008230149810815268,-0.008230149810815157
night_all_rawctx_strict_k16_a24,Q1,0.640893345456052,0.3031115019223509,0.2091666666444848,0.9642073169709178,-0.00784342551064876,-0.007843425510648705
night_usage_ambience_rawctx_local_k8_a24,Q1,0.6409952869278636,0.30321344339416245,0.21133663671401276,0.9742103497304491,-0.007741484038837232,-0.007741484038837176
night_all_rawctx_local_k8_a24,Q1,0.6410062712310388,0.30322442769733765,0.21170368014492558,0.9759023304241691,-0.007730499735661978,-0.007730499735661978
night_context_rawctx_strict_k8_a24,Q1,0.641156783234046,0.303374939700345,0.21416833322299997,0.987263779979195,-0.00757998773265478,-0.007579987732654614
night_mobility_rawctx_strict_k8_a24,Q1,0.641219353629704,0.303437510096003,0.21282550727398866,0.981073679872777,-0.0075174173369968456,-0.0075174173369966235
night_context_rawctx_strict_k16_a24,Q1,0.6413208840384494,0.3035390405047483,0.20852896507095917,0.9612676682539337,-0.007415886928251347,-0.007415886928251347
night_watch_rawctx_strict_k16_a24,Q1,0.6422252454276147,0.3044434018939138,0.21094148127481305,0.9723887795351138,-0.006511525539086072,-0.0065115255390858495
night_watch_rawctx_strict_k8_a24,Q1,0.6424630329169015,0.3046811893832005,0.21360216857078973,0.9846538990214454,-0.006273738049799249,-0.006273738049799138
night_coverage_rawctx_strict_k8_a24,Q1,0.6436589846209885,0.3058771410872874,0.2152003302854635,0.9920210347305513,-0.005077786345712321,-0.00507778634571221
night_light_rawctx_strict_k8_a24,Q1,0.6438075294009054,0.30602568586720424,0.21366467173666623,0.9849420233714614,-0.004929241565795439,-0.004929241565795384
night_watch_raw_strict_k8_a24,Q1,0.6438258781370959,0.30604403460339485,0.21492852327253698,0.9907680706953534,-0.004910892829604885,-0.004910892829604774
night_coverage_rawctx_local_k8_a24,Q1,0.6438786784599456,0.30609683492624457,0.21411155128167714,0.9870020290789507,-0.004858092506755174,-0.004858092506755063
night_mobility_rawctx_local_k8_a24,Q1,0.6441523330882539,0.3063704895545528,0.21345034254679052,0.9839540180815465,-0.0045844378784468676,-0.004584437878446812
night_mobility_rawctx_strict_k16_a24,Q1,0.6444483789046578,0.3066665353709567,0.21151238015792428,0.9750204841426267,-0.004288392062043012,-0.004288392062042901
night_light_rawctx_strict_k16_a24,Q1,0.6458553301923298,0.3080734866586287,0.21179950012866705,0.9763440371784896,-0.0028814407743710246,-0.0028814407743709136
night_coverage_rawctx_strict_k16_a24,Q1,0.6458592548305159,0.30807741129681476,0.2132170217369041,0.9828784660554847,-0.002877516136184921,-0.0028775161361848656
night_mobility_raw_strict_k8_a24,Q1,0.6479152192600411,0.3101333757263401,0.21680377856673508,0.9994125402222666,-0.0008215517066596512,-0.0008215517066595401
subject_mean,Q1,0.6487367709667008,0.31095492743299963,0.2159266290321416,0.9953690948067015,0.0,0.0
night_all_raw_strict_k8_a24,Q1,0.648919592093955,0.3111377485602539,0.21837652092756257,1.0066624989099835,0.00018282112725420685,0.00018282112725426236
night_watch_raw_strict_k16_a24,Q1,0.6493106696828785,0.31152882614917726,0.2148458358064102,0.9903869016441836,0.0005738987161777453,0.0005738987161776343
night_light_raw_strict_k8_a24,Q1,0.6503846307952718,0.3126027872615708,0.21857863134536817,1.0075941786408436,0.0016478598285709634,0.0016478598285711854
night_context_raw_strict_k8_a24,Q1,0.6505093968665802,0.31272755333287905,0.21907406114134245,1.0098779891637493,0.0017726258998793654,0.0017726258998794209
night_phone_raw_strict_k8_a24,Q1,0.6506929976578454,0.3129111541241442,0.21719657338679754,1.0012232285391398,0.0019562266911445914,0.0019562266911445914
night_coverage_raw_strict_k8_a24,Q1,0.6517516995389421,0.313969856005241,0.220488000007095,1.0163959024717306,0.003014928572241282,0.003014928572241393
night_mobility_raw_strict_k16_a24,Q1,0.6542428924029652,0.31646104886926424,0.2200330244752054,1.0142985762393615,0.0055061214362643884,0.0055061214362646105
night_all_raw_strict_k16_a24,Q1,0.655303481563238,0.31752163802953687,0.22046211394604,1.0162765740439406,0.00656671059653724,0.00656671059653724
night_usage_ambience_raw_strict_k8_a24,Q1,0.655603746453763,0.317821902920062,0.22139947705872237,1.0205975893682568,0.006866975487062166,0.006866975487062388
night_light_raw_strict_k16_a24,Q1,0.6563156544236686,0.31853381088996746,0.21986955219509083,1.0135450088993212,0.007578883456967778,0.007578883456967833
night_context_raw_strict_k16_a24,Q1,0.6564248757523904,0.3186430322186894,0.2202741723783026,1.015410209256078,0.007688104785689598,0.007688104785689764
night_phone_raw_strict_k16_a24,Q1,0.6573150870323152,0.31953324349861423,0.21896800576877196,1.0093890997633634,0.008578316065614433,0.0085783160656146
night_coverage_raw_strict_k16_a24,Q1,0.6622992413195117,0.32451739778581074,0.2248084500270355,1.0363121232953587,0.013562470352810885,0.013562470352811107
night_usage_ambience_raw_strict_k16_a24,Q1,0.6676468286750212,0.3298649851413201,0.22824015178273352,1.0521314313886985,0.018910057708320438,0.018910057708320493
calendar_count_strict,Q2,0.664614538478571,0.3333396707738295,0.2346334451303657,1.0816029543814418,-0.029170184400674204,-0.029170184400674093
calendar_count_local,Q2,0.6682313637251659,0.3369564960204244,0.23753434314607677,1.0949753866977685,-0.025553359154079303,-0.02555335915407919
night_phone_rawctx_local_k8_a24,Q2,0.6686681793860507,0.3373933116813093,0.2361906179713148,1.0887811413799633,-0.025116543493194476,-0.025116543493194254
night_coverage_rawctx_local_k8_a24,Q2,0.6694375292554395,0.3381626615506981,0.23714419045055132,1.0931768779305902,-0.024347193623805663,-0.024347193623805496
night_watch_rawctx_local_k8_a24,Q2,0.6712180421237411,0.3399431744189996,0.23864979421019425,1.100117344042115,-0.022566680755504054,-0.022566680755503943
night_context_rawctx_local_k8_a24,Q2,0.6722714443165926,0.3409965766118509,0.240084919108335,1.1067329197920808,-0.021513278562652616,-0.02151327856265267
night_all_rawctx_local_k8_a24,Q2,0.6723208650830953,0.34104599737835395,0.2394191938286734,1.1036640886248603,-0.0214638577961499,-0.02146385779614962
night_usage_ambience_rawctx_local_k8_a24,Q2,0.6723244724719253,0.34104960476718393,0.23867835968707912,1.1002490239233647,-0.021460250407319914,-0.021460250407319637
night_phone_rawctx_strict_k16_a24,Q2,0.6724345811695622,0.3411597134648207,0.24101427184234958,1.1110170092244895,-0.021350141709682968,-0.021350141709682857
night_mobility_rawctx_local_k8_a24,Q2,0.6727980230686657,0.34152315536392425,0.2397457792368559,1.105169567701604,-0.020986699810579545,-0.020986699810579323
night_light_rawctx_local_k8_a24,Q2,0.6728199610710113,0.34154509336626965,0.2379670144589008,1.096969895920299,-0.020964761808233923,-0.020964761808233923
night_light_rawctx_strict_k16_a24,Q2,0.6739570475159385,0.34268217981119703,0.24187969807821708,1.115006413092269,-0.01982767536330665,-0.01982767536330654
night_light_rawctx_strict_k8_a24,Q2,0.6752015933819437,0.34392672567720234,0.24181795849886129,1.1147218086898727,-0.018583129497301454,-0.018583129497301232
night_coverage_rawctx_strict_k16_a24,Q2,0.6758866380778311,0.3446117703730895,0.24390516647655325,1.1243433283919162,-0.017898084801414083,-0.017898084801414083
night_context_rawctx_strict_k16_a24,Q2,0.6759276085534003,0.34465274084865866,0.24194449023936138,1.115305089152178,-0.017857114325844914,-0.017857114325844914
night_all_rawctx_strict_k16_a24,Q2,0.6760099025018124,0.3447350347970709,0.24349488768923075,1.1224520432503564,-0.01777482037743283,-0.017774820377432665
night_watch_rawctx_strict_k8_a24,Q2,0.6760738086175785,0.344798940912837,0.2430041678866838,1.1201899446483718,-0.01771091426166671,-0.017710914261666544
night_coverage_rawctx_strict_k8_a24,Q2,0.6762564050844961,0.34498153737975473,0.24239050723848887,1.117361118733522,-0.01752831779474906,-0.017528317794748838
night_mobility_rawctx_strict_k8_a24,Q2,0.6763172433671802,0.3450423756624388,0.24364836251350883,1.1231595247573944,-0.017467479512064954,-0.017467479512064787
night_phone_rawctx_strict_k8_a24,Q2,0.6765379195897087,0.3452630518849671,0.24238345883891874,1.1173286273306253,-0.01724680328953654,-0.017246803289536483
night_mobility_rawctx_strict_k16_a24,Q2,0.6766826701149621,0.3454078024102205,0.2442901288590812,1.126117911082106,-0.017102052764283115,-0.01710205276428306
night_context_rawctx_strict_k8_a24,Q2,0.677865577419138,0.3465907097143965,0.24342355122534062,1.1221231995509604,-0.015919145460107198,-0.015919145460107087
night_watch_rawctx_strict_k16_a24,Q2,0.6790431878516743,0.34776832014693265,0.24547057902050734,1.1315594984116069,-0.014741535027570918,-0.014741535027570918
night_all_rawctx_strict_k8_a24,Q2,0.6795284133764863,0.34825354567174477,0.24533348900756405,1.130927546888527,-0.014256309502758913,-0.014256309502758802
night_usage_ambience_rawctx_strict_k16_a24,Q2,0.6795689713594062,0.3482941036546649,0.24688342441661146,1.1380723710912088,-0.014215751519839004,-0.01421575151983867
night_usage_ambience_rawctx_strict_k8_a24,Q2,0.6807584718012333,0.34948360409649176,0.24620722959586228,1.1349552778931213,-0.013026251078011919,-0.013026251078011808
night_coverage_raw_strict_k8_a24,Q2,0.6822940621703354,0.35101919446559393,0.24855710310011891,1.1457876216078653,-0.011490660708909806,-0.011490660708909639
night_watch_raw_strict_k16_a24,Q2,0.6841091235722929,0.3528342558675514,0.2488317872476067,1.1470538485316504,-0.009675599306952276,-0.009675599306952165
night_watch_raw_strict_k8_a24,Q2,0.6846092597159517,0.35333439201121003,0.2494059442936643,1.1497005724756721,-0.00917546316329354,-0.00917546316329354
night_coverage_raw_strict_k16_a24,Q2,0.6852192955854011,0.35394442788065966,0.25021047885530956,1.153409280576915,-0.00856542729384413,-0.008565427293843908
night_context_raw_strict_k16_a24,Q2,0.6866287965092742,0.35535392880453254,0.25045903487247834,1.154555063192644,-0.007155926369970977,-0.007155926369971033
night_light_raw_strict_k8_a24,Q2,0.68668714726602,0.3554122795612785,0.2500886856607207,1.1528478436555172,-0.0070975756132252155,-0.007097575613225049
night_context_raw_strict_k8_a24,Q2,0.6867950711850772,0.35552020348033575,0.2503306496368423,1.153963238569834,-0.0069896516941679865,-0.00698965169416782
night_light_raw_strict_k16_a24,Q2,0.687402329613916,0.35612746190917444,0.2523171640292386,1.1631205854030755,-0.006382393265329189,-0.006382393265329134
night_usage_ambience_raw_strict_k8_a24,Q2,0.6878658684486673,0.35659100074392575,0.25164368357900724,1.1600160047910335,-0.005918854430577936,-0.0059188544305778246
night_all_raw_strict_k8_a24,Q2,0.6911417498134087,0.35986688210866713,0.2559371642261187,1.1798079033838154,-0.002642973065836496,-0.0026429730658364403
night_usage_ambience_raw_strict_k16_a24,Q2,0.6914791850468804,0.3602043173421391,0.25570222304135154,1.1787248818247669,-0.002305537832364757,-0.0023055378323644793
night_phone_raw_strict_k8_a24,Q2,0.6915708303956725,0.360295962690931,0.25295767895435095,1.166073202984691,-0.0022138924835727325,-0.002213892483572566
night_phone_raw_strict_k16_a24,Q2,0.6915938757958814,0.3603190080911401,0.2533925384995985,1.1680777994249782,-0.0021908470833638116,-0.0021908470833634786
night_mobility_raw_strict_k8_a24,Q2,0.6917255139944274,0.3604506462896858,0.25557787852207875,1.1781516839188508,-0.002059208884817809,-0.0020592088848177537
night_all_raw_strict_k16_a24,Q2,0.6927663772622538,0.3614915095575123,0.2593961499904223,1.1957529841021908,-0.001018345616991434,-0.0010183456169912675
subject_mean,Q2,0.6937847228792452,0.36250985517450357,0.2517153980945233,1.1603465912162172,0.0,0.0
night_mobility_raw_strict_k16_a24,Q2,0.6954666979779901,0.3641918302732486,0.2570224631505336,1.1848108667183135,0.0016819750987449034,0.0016819750987450144
night_coverage_rawctx_strict_k16_a24,Q3,0.6451020349899912,0.30352475271254664,0.20325590082485684,0.9369601281926329,-0.02424390322518022,-0.02424390322518033
night_coverage_rawctx_local_k8_a24,Q3,0.6458071827032719,0.3042299004258274,0.2041234962514807,0.9409595315007282,-0.023538755511899545,-0.023538755511899545
night_light_rawctx_strict_k16_a24,Q3,0.6465059667888127,0.30492868451136823,0.2029878162334715,0.9357243236128321,-0.02283997142635874,-0.02283997142635874
night_context_rawctx_strict_k16_a24,Q3,0.6488094033633909,0.3072321210859464,0.20694383520986254,0.9539606062113176,-0.02053653485178053,-0.020536534851780586
night_mobility_rawctx_local_k8_a24,Q3,0.6489370787473647,0.30735979646992034,0.20657238370112038,0.9522483053539452,-0.020408859467806684,-0.020408859467806628
