target,view_id,split,policy,style,student_r2,base_loss,cv_loss,actual_delta,full_fit_loss,full_d,fold_d_mean,fold_d_std,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,train_rows,train_shift_mean_abs,train_shift_max_abs,gate,threshold,threshold_lo,threshold_hi
Q1,jepa_resid,dateblock,pos_q75,rank,-0.1664291773799762,0.6789693600090467,0.6683286182929015,-0.010640741716145263,0.667523386523723,-0.55,-0.55,0.0,-0.008852037192384588,0.0013111348813246715,-0.007410028605297714,1.0,-0.011951876597469935,113,0.04984442030240972,0.42,True,0.05867190449862961,,
Q1,jepa_resid,dateblock,pos_q90,const,-0.1664291773799762,0.6789693600090467,0.6683722920826396,-0.010597067926407133,0.6658857591795219,-0.55,-0.55,0.0,-0.008835361521978169,0.00013494435796695958,-0.004324929010157352,1.0,-0.010732012284374093,45,0.041999999999999996,0.42,True,0.1518401150222862,,
Q1,jepa_resid,dateblock,pos_q88,const,-0.1664291773799762,0.6789693600090467,0.668431848384701,-0.010537511624345686,0.6661234463281788,-0.55,-0.55,0.0,-0.010129033205336535,-0.0004667266314196672,-0.005307955267953912,1.0,-0.010070784992926018,54,0.0504,0.42,True,0.13888430542512065,,
Q1,jepa_resid,dateblock,pos_q78,rank,-0.1664291773799762,0.6789693600090467,0.6687909910422577,-0.010178368966789031,0.6679954986509571,-0.55,-0.55,0.0,-0.008274626962843867,-0.00045549451467347124,-0.005297010279221581,1.0,-0.00972287445211556,99,0.046319883472086903,0.42,True,0.0682808119114145,,
Q1,jepa_resid,dateblock,pos_q88,softplus,-0.1664291773799762,0.6789693600090467,0.6695231441545272,-0.009446215854519546,0.667625148102914,-0.55,-0.55,0.0,-0.00829208688452232,0.0013797225390262402,-0.00481926449702319,1.0,-0.010825938393545786,54,0.04157336902052236,0.42,True,0.13888430542512065,,
Q1,jepa_resid,dateblock,pos_q80,rank,-0.1664291773799762,0.6789693600090467,0.6695755108186068,-0.009393849190439951,0.668801922519037,-0.55,-0.55,0.0,-0.006730018620513478,0.0012597101079442896,-0.0049287833791634705,1.0,-0.010653559298384241,90,0.04090668978251942,0.42,True,0.08545746130216811,,
Q1,jepa_resid,dateblock,pos_q90,softplus,-0.1664291773799762,0.6789693600090467,0.6701910435272775,-0.008778316481769188,0.6683460818734442,-0.55,-0.55,0.0,-0.00835513293852419,0.0008120053381456271,-0.005270347286548183,1.0,-0.009590321819914815,45,0.035468882223792665,0.42,True,0.1518401150222862,,
Q1,jepa_resid,dateblock,pos_q83,rank,-0.1664291773799762,0.6789693600090467,0.6707271986426746,-0.008242161366372125,0.6699578496915011,-0.55,-0.55,0.0,-0.006202852748945387,2.6815396868717922e-05,-0.0037355753011286685,1.0,-0.008268976763240843,77,0.03483806612924091,0.42,True,0.10549394280188484,,
Q1,jepa_resid,dateblock,pos_q85,rank,-0.1664291773799762,0.6789693600090467,0.6713905736961897,-0.007578786312857022,0.6706283897418404,-0.55,-0.55,0.0,-0.006474855392486045,0.0006020672769952995,-0.0045298333017051995,1.0,-0.008180853589852322,68,0.03165283195657648,0.42,True,0.11645269799660414,,
Q1,jepa_resid,dateblock,band_q80_q92,const,-0.1664291773799762,0.6789693600090467,0.6715484845247691,-0.0074208754842776115,0.6701640967675317,-0.55,-0.55,0.0,-0.006646487309240556,0.0013079384755100287,-0.0014050131724956394,1.0,-0.00872881395978764,54,0.0504,0.42,True,,0.08545746130216811,0.1744923839510105
Q1,jepa_resid,dateblock,band_q80_q92,softplus,-0.1664291773799762,0.6789693600090467,0.6715484845247691,-0.0074208754842776115,0.6694757695592753,-0.55,-0.55,0.0,-0.007010694966042896,0.0013328242166215643,-0.0010362714110364601,1.0,-0.008753699700899176,54,0.0504,0.42,True,,0.08545746130216811,0.1744923839510105
Q1,jepa_resid,dateblock,pos_q92,const,-0.1664291773799762,0.6789693600090467,0.6717028183014446,-0.007266541707602103,0.6700868115245904,-0.55,-0.55,0.0,-0.008324723281944668,0.0006264930493028453,-0.004410873899409085,0.9444444444444444,-0.007893034756904949,36,0.033600000000000005,0.42,True,0.1744923839510105,,
Q1,jepa_resid,dateblock,band_q80_q92,rank,-0.1664291773799762,0.6789693600090467,0.6718375959890482,-0.007131764019998488,0.671376426756764,-0.55,-0.55,0.0,-0.00704240969816794,0.002036481146340141,-0.00044646323376928976,1.0,-0.009168245166338629,54,0.04625010129210329,0.42,True,,0.08545746130216811,0.1744923839510105
Q1,jepa_resid,dateblock,pos_q88,rank,-0.1664291773799762,0.6789693600090467,0.67262258543984,-0.006346774569206737,0.6718937643737996,-0.55,-0.55,0.0,-0.00750427096529982,-0.0013234176596454428,-0.004289275782600521,0.9722222222222222,-0.005023356909561294,54,0.025903048622110122,0.42,True,0.13888430542512065,,
Q1,jepa_resid,dateblock,pos_q92,softplus,-0.1664291773799762,0.6789693600090467,0.6727895723356303,-0.006179787673416426,0.670969136182992,-0.55,-0.55,0.0,-0.006448282830418428,-0.0017379435960775957,-0.0038870991145782963,0.9722222222222222,-0.00444184407733883,36,0.027912145798381912,0.42,True,0.1744923839510105,,
Q1,jepa_resid,dateblock,pos_q90,rank,-0.1664291773799762,0.6789693600090467,0.6732961245434318,-0.005673235465614934,0.6725914658368439,-0.55,-0.55,0.0,-0.005395672287810349,-0.0011737909082322195,-0.004115382404502488,1.0,-0.004499444557382715,45,0.02289757071063083,0.42,True,0.1518401150222862,,
Q1,jepa_resid,dateblock,pos_q95,const,-0.1664291773799762,0.6789693600090467,0.6739638163909283,-0.0050055436181184465,0.6728099889863011,-0.55,-0.55,0.0,-0.005664887170785837,0.0006926486140851895,-0.003953168369858817,0.9444444444444444,-0.005698192232203636,23,0.02146666666666667,0.42,True,0.204728279620032,,
Q1,jepa_resid,dateblock,pos_q92,rank,-0.1664291773799762,0.6789693600090467,0.674419306465293,-0.004550053543753707,0.6737697773794844,-0.55,-0.55,0.0,-0.005070089571554082,-0.0013826678946280424,-0.0034294839445535574,0.9722222222222222,-0.0031673856491256647,36,0.018374616986007404,0.42,True,0.1744923839510105,,
Q1,jepa_resid,dateblock,pos_q95,softplus,-0.1664291773799762,0.6789693600090467,0.674493151260075,-0.0044762087489716995,0.6727885595472696,-0.55,-0.55,0.0,-0.005233460256569233,-0.00038159084764155526,-0.003560509905618847,0.9444444444444444,-0.004094617901330144,23,0.019441077585205732,0.42,True,0.204728279620032,,
Q1,jepa_resid,dateblock,pos_q95,rank,-0.1664291773799762,0.6789693600090467,0.6751485038232548,-0.0038208561857919765,0.674612089189424,-0.55,-0.55,0.0,-0.004445772531529113,-0.0013721375711693296,-0.002718788295184016,0.9166666666666666,-0.002448718614622647,23,0.01414208501027286,0.42,True,0.204728279620032,,
Q1,jepa_resid,dateblock,band_q75_q90,rank,-0.1664291773799762,0.6789693600090467,0.6757790067336565,-0.0031903532753901898,0.6741625559439685,-0.55,-0.5040000000000001,0.09199999999999998,-0.005192946771214291,0.0022293069482625105,-0.0009387019565654242,0.9166666666666666,-0.0054196602236527,68,0.05649545645691461,0.42,True,,0.05867190449862961,0.1518401150222862
Q1,jepa_resid,dateblock,band_q75_q90,softplus,-0.1664291773799762,0.6789693600090467,0.6761118282214253,-0.0028575317876213813,0.6738101549385556,-0.52,-0.4620000000000001,0.13002307487519285,-0.005669898417304475,0.0042676084795217895,-0.0002518835908503769,0.9444444444444444,-0.007125140267143171,68,0.06346666666666667,0.42,True,,0.05867190449862961,0.1518401150222862
Q1,jepa_resid,dateblock,band_q75_q90,const,-0.1664291773799762,0.6789693600090467,0.6763219251135169,-0.0026474348955298765,0.674081872188934,-0.55,-0.4680000000000001,0.12979214151866053,-0.007803399352447671,0.002852926468449979,-0.0013731588221336244,0.8888888888888888,-0.005500361363979855,68,0.06346666666666667,0.42,True,,0.05867190449862961,0.1518401150222862
