variant,family,latent_id,view_id,split,local_actual_delta,local_dominance,local_placebo_adjusted,student_spearman,student_oof_r2,latent_gate,q2_l1,s1_l1,all_l1,all_cos_e323_bad_vs_e365,all_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_abs_delta_spearman_vs_e368,q2_signed_delta_spearman_vs_e368,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_bad_positive_contrib,q2_bad_negative_contrib,q2_bad_positive_share,q2_bad_signed_sum,file,basename,q2_agree_keep_rate
e372_identity_e368,identity_e368,identity_e368,none,none,,,,,,False,0.07741470799085957,0.10927604031376492,0.18669074830462584,0.0015200532656087361,-0.024472313789835068,0.5917345466540413,-0.014661258237123236,-0.06320046219866256,0.9999999999999999,0.9999999999999999,0.4284575784600711,0.0,0.0025017388813486103,0.0001842845656116694,0.9313913038430054,0.0023174543157369414,analysis_outputs/submission_e372_q2calib_e372_identity_e368_33882436.csv,submission_e372_q2calib_e372_identity_e368_33882436.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p0,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,5.941483666220892,0.10927604031376492,6.050759706534656,0.011445102917265358,-0.0024389436544706047,0.2690796807768171,-0.026867769542911396,-0.06320046219866256,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.014374220163142291,2.88494076933527e-10,0.9999999798601894,0.014374219874648214,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p0_1a99ddcd.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p0_1a99ddcd.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p06,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,5.941483666220892,0.11583260273259083,6.057316268953483,0.01132074095451141,-0.002584548480905419,0.2690796807768171,-0.026867769542911396,-0.06320046219876742,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.014374220163142291,2.88494076933527e-10,0.9999999798601894,0.014374219874648214,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p06_d312caaf.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p06_d312caaf.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p15,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,5.941483666220892,0.12566744636082963,6.067151112581722,0.011133987751446923,-0.0028027150865054446,0.2690796807768171,-0.026867769542911396,-0.06320046219890421,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.014374220163142291,2.88494076933527e-10,0.9999999798601894,0.014374219874648214,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p15_0308f49b.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p35_s11p15_0308f49b.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p0,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,8.487833808886988,0.10927604031376492,8.597109849200752,0.012064991675447822,-0.0017092589425402875,0.2690796807783283,-0.02687847295798085,-0.06320046219866256,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.020534600233060418,4.1213439561932433e-10,0.9999999798810604,0.020534599820926015,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p0_73d56c74.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p0_73d56c74.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p06,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,8.487833808886988,0.11583260273259083,8.603666411619576,0.011978416899109851,-0.0018115625365158101,0.2690796807783283,-0.02687847295798085,-0.06320046219876742,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.020534600233060418,4.1213439561932433e-10,0.9999999798810604,0.020534599820926015,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p06_02756fc4.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p06_02756fc4.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p15,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,8.487833808886988,0.12566744636082963,8.613501255247815,0.01184842043432707,-0.0019649348343338912,0.2690796807783283,-0.02687847295798085,-0.06320046219890421,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.020534600233060418,4.1213439561932433e-10,0.9999999798810604,0.020534599820926015,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p15_d9f8f28b.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p5_s11p15_d9f8f28b.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p0,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,12.731750713330484,0.10927604031376492,12.841026753644249,0.012544552426565781,-0.0011402190009794034,0.26907968077950356,-0.02688680373404144,-0.06320046219866256,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.030801900349590624,6.182015934289865e-10,0.9999999798972931,0.030801899731389033,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p0_82a76196.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p0_82a76196.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p06,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,12.731750713330484,0.11583260273259083,12.847583316063075,0.012487138245228832,-0.0012085573416950064,0.26907968077950356,-0.02688680373404144,-0.06320046219876742,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.030801900349590624,6.182015934289865e-10,0.9999999798972931,0.030801899731389033,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p06_f44dda20.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p06_f44dda20.csv,
e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p15,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,12.731750713330484,0.12566744636082963,12.857418159691314,0.012400946580101243,-0.00131104014405879,0.26907968077950356,-0.02688680373404144,-0.06320046219890421,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.030801900349590624,6.182015934289865e-10,0.9999999798972931,0.030801899731389033,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p15_8b871dc3.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q20p75_s11p15_8b871dc3.csv,
e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p0,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,16.975667617773976,0.10927604031376492,17.084943658087738,0.012783358883745688,-0.0008553516639750277,0.26907968078009126,-0.026890971058916927,-0.06320046219866256,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.041069200466120837,8.242687912386487e-10,0.9999999799054095,0.04106919964185203,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p0_1a6ec413.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p0_1a6ec413.csv,
e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p06,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,16.975667617773976,0.11583260273259083,17.091500220506564,0.012740424826429942,-0.000906641185141612,0.26907968078009126,-0.026890971058916927,-0.06320046219876742,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.041069200466120837,8.242687912386487e-10,0.9999999799054095,0.04106919964185203,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p06_be763ea6.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p06_be763ea6.csv,
e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p15,q2_calib_replace_e368_s1,Q2_jepa_resid_subject,jepa_resid,subject,-0.030210616345146768,1.0,-0.03076456889817697,-0.234482211434789,-0.19553900047085437,True,16.975667617773976,0.12566744636082963,17.1013350641348,0.01267598116266757,-0.0009835650297897447,0.26907968078009126,-0.026890971058916927,-0.06320046219890421,0.18157660977441228,-0.02418325849448418,-0.06087766165956515,0.0,0.041069200466120837,8.242687912386487e-10,0.9999999799054095,0.04106919964185203,analysis_outputs/submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p15_7fa5fcdc.csv,submission_e372_q2calib_e372_calibonly_Q2_jepa_resid_subject_q21p0_s11p15_7fa5fcdc.csv,
