prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,Q3,1.0,0.5619886867236242,0.5609249620622331,-0.0010637246613911522,50,0.1657767898225368,0.0,0.0,-0.007446072629738176,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,1.0,0.5619886867236242,0.5609249620622331,-0.0010637246613911522,50,0.1657767898225368,0.0,0.0,-0.007446072629738176,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.75,0.5619886867236242,0.5611604628937104,-0.0008282238299138767,50,0.1657767898225368,0.0,0.0,-0.005797566809397803,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.75,0.5619886867236242,0.5611604628937104,-0.0008282238299138767,50,0.1657767898225368,0.0,0.0,-0.005797566809397803,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.5,0.5619886867236242,0.5614161324755369,-0.0005725542480873314,50,0.1657767898225368,0.0,0.0,-0.0040078797366116525,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.5,0.5619886867236242,0.5614161324755369,-0.0005725542480873314,50,0.1657767898225368,0.0,0.0,-0.0040078797366116525,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.25,0.5619886867236242,0.5616921313115953,-0.00029655541202888713,50,0.1657767898225368,0.0,0.0,-0.002075887884202654,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.25,0.5619886867236242,0.5616921313115953,-0.00029655541202888713,50,0.1657767898225368,0.0,0.0,-0.002075887884202654,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.1,0.5619886867236242,0.561867580369431,-0.00012110635419326776,50,0.1657767898225368,0.0,0.0,-0.0008477444793529854,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.1,0.5619886867236242,0.561867580369431,-0.00012110635419326776,50,0.1657767898225368,0.0,0.0,-0.0008477444793529854,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.1,0.5619886867236242,0.5621185382440254,0.00012985152040112524,50,1.6960697052858758,0.0,0.0,0.0009089606428078767,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.1,0.5619886867236242,0.5621462375607373,0.00015755083711310736,50,1.6597083425843555,0.0,0.0,0.0011028558597914184,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.1,0.5619886867236242,0.5621614153516467,0.00017272862802242273,50,1.6870973174051955,0.0,0.0,0.001209100396156404,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.1,0.5619886867236242,0.5623196102720438,0.0003309235484195705,50,0.4740246089629396,0.0,0.0,0.0023164648389369935,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.1,0.5619886867236242,0.5624301002041826,0.0004414134805583725,50,0.49964219376412994,0.0,0.0,0.0030898943639083853,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.1,0.5619886867236242,0.5624734670763276,0.0004847803527033845,50,0.6114177942164928,0.0,0.0,0.0033934624689233583,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.25,0.5619886867236242,0.5628698326214103,0.0008811458977860953,50,0.4740246089629396,0.0,0.0,0.006168021284502334,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.25,0.5619886867236242,0.5630257360602141,0.0010370493365898792,50,1.6960697052858758,0.0,0.0,0.007259345356129376,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.25,0.5619886867236242,0.5630644748935942,0.0010757881699700045,50,1.6597083425843555,0.0,0.0,0.007530517189790142,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.25,0.5619886867236242,0.5631144793973334,0.0011257926737091584,50,1.6870973174051955,0.0,0.0,0.007880548715963887,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.25,0.5619886867236242,0.5631485487412473,0.0011598620176230812,50,0.49964219376412994,0.0,0.0,0.008119034123360902,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.25,0.5619886867236242,0.5632980068522556,0.001309320128631386,50,0.6114177942164928,0.0,0.0,0.009165240900419702,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.5,0.5619886867236242,0.5639300381544173,0.0019413514307931035,50,0.4740246089629396,0.0,0.0,0.013589460015551835,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.5,0.5619886867236242,0.5645003613735311,0.00251167464990687,50,0.49964219376412994,0.0,0.0,0.017581722549347756,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.5,0.5619886867236242,0.5649513982829156,0.0029627115592913977,50,0.6114177942164928,0.0,0.0,0.02073898091503945,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.75,0.5619886867236242,0.5651721377783202,0.0031834510546959738,50,0.4740246089629396,0.0,0.0,0.022284157382871483,0.0,0.0,0.0,0.0
