candidate,mean_delta_focus_mean,std_delta_focus_mean,p05_delta_norm_focus_mean,p95_delta_norm_focus_mean,win_rate_norm_focus_mean,e95_edge_or_better_norm_focus_mean,worse_than_e101_norm_focus_mean,worse_than_mixmin_norm_focus_mean,mean_delta_visible_mean,std_delta_visible_mean,p05_delta_norm_visible_mean,p95_delta_norm_visible_mean,win_rate_norm_visible_mean,e95_edge_or_better_norm_visible_mean,worse_than_e101_norm_visible_mean,worse_than_mixmin_norm_visible_mean,mean_delta_subject,std_delta_subject,p05_delta_norm_subject,p95_delta_norm_subject,win_rate_norm_subject,e95_edge_or_better_norm_subject,worse_than_e101_norm_subject,worse_than_mixmin_norm_subject,mean_delta_flank_mean,std_delta_flank_mean,p05_delta_norm_flank_mean,p95_delta_norm_flank_mean,win_rate_norm_flank_mean,e95_edge_or_better_norm_flank_mean,worse_than_e101_norm_flank_mean,worse_than_mixmin_norm_flank_mean,mean_delta_nearest_hard085,std_delta_nearest_hard085,p05_delta_norm_nearest_hard085,p95_delta_norm_nearest_hard085,win_rate_norm_nearest_hard085,e95_edge_or_better_norm_nearest_hard085,worse_than_e101_norm_nearest_hard085,worse_than_mixmin_norm_nearest_hard085,delta_mean_delta_focus_mean_vs_e169,delta_p95_delta_norm_focus_mean_vs_e169,delta_worse_than_e101_norm_focus_mean_vs_e169,delta_mean_delta_visible_mean_vs_e169,delta_p95_delta_norm_visible_mean_vs_e169,delta_worse_than_e101_norm_visible_mean_vs_e169,delta_mean_delta_subject_vs_e169,delta_p95_delta_norm_subject_vs_e169,delta_worse_than_e101_norm_subject_vs_e169,delta_mean_delta_flank_mean_vs_e169,delta_p95_delta_norm_flank_mean_vs_e169,delta_worse_than_e101_norm_flank_mean_vs_e169,delta_mean_delta_nearest_hard085_vs_e169,delta_p95_delta_norm_nearest_hard085_vs_e169,delta_worse_than_e101_norm_nearest_hard085_vs_e169
e169_unrolled_vs_e95,-5.381566909112064e-05,2.1171433636195133e-05,-8.863957849537861e-05,-1.899175968686268e-05,0.9944874158380252,0.9655231343763657,0.0014952582747626009,0.0005471708790901753,-2.2619820198603223e-05,2.0200279692623496e-05,-5.584632351644915e-05,1.0606683119242704e-05,0.8685957210444497,0.6412614442417162,0.05854472311059533,0.03020956678680986,-2.1099071427104265e-05,2.0056816385006332e-05,-5.4089598603081644e-05,1.1891455748873114e-05,0.8535922255509825,0.6135557603541514,0.06648462637241193,0.03473648721351519,7.770664707848792e-07,1.9238582774920865e-05,-3.0867586183949824e-05,3.242171912551958e-05,0.48389068457018586,0.20151442283673981,0.3338522703643667,0.2249919090937128,-8.605229609715955e-06,1.660298555618218e-05,-3.5914710620025127e-05,1.8704251400593213e-05,0.6978734588341124,0.3431536582250571,0.14399402919956938,0.07486870879883378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e172_tail_repair_vs_e95,-7.6263728721543e-05,1.681223869544532e-05,-0.00010391740051692013,-4.861005692616587e-05,0.9999971361982781,0.9998558070930592,1.9509693238717318e-07,2.56289511835206e-08,-5.2853401576616026e-05,1.591034055445952e-05,-7.902358294365187e-05,-2.668322020958019e-05,0.9995530510544817,0.9908537010960181,5.0143187071416406e-05,9.16724929478363e-06,-3.0978454702037396e-05,1.550926312136678e-05,-5.6488922398562254e-05,-5.467987005512538e-06,0.9771100098075363,0.8438048482495475,0.004939318637493528,0.0014196846167133792,-3.5295656217920775e-05,1.49914282989552e-05,-5.995436142864018e-05,-1.0636951007201375e-05,0.9907234119279652,0.9087492265578355,0.0015525005875347553,0.00036815936916423375,-8.101932869229978e-05,1.3229963364995038e-05,-0.00010278068191764697,-5.925797546695259e-05,0.999999999543516,0.9999996594072933,4.984901380566953e-12,1.6542323066914832e-13,-2.2448059630422357e-05,-2.9618297239303192e-05,-0.0014950631778302137,-3.0233581378012803e-05,-3.728990332882289e-05,-0.058494579923523915,-9.879383274933131e-06,-1.7359442754385652e-05,-0.0615453077349184,-3.6072722688705655e-05,-4.3058670132720955e-05,-0.33229976977683195,-7.241409908258383e-05,-7.796222686754581e-05,-0.14399402919458448
