slice_id,target,view_id,split,rep,base_loss,slice_loss,actual_delta,null_q20,null_median,null_best,dominance,row_dominance,subject_dominance,dateblock_dominance,target_gate
Q3_raw_human_context_subject5_pc,Q3,raw_human_context,subject5,pc,0.6943832259829932,0.6799173282834926,-0.014465897699500574,0.0065120308624690764,0.015737018035692996,-0.029510845184570367,0.9629629629629629,1.0,1.0,0.8888888888888888,True
S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,0.670939855156744,0.6598091512549085,-0.01113070390183557,0.0013740851539473912,0.007267390037059007,-0.0033480835949342147,1.0,1.0,1.0,1.0,True
S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,0.670939855156744,0.6610034099550239,-0.009936445201720101,0.0009845041921004776,0.006002540186985317,-0.0038695779340608416,1.0,1.0,1.0,1.0,True
Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,0.6798481239623563,0.6736485229426786,-0.006199601019677647,0.004597458611916783,0.01114056684893,-0.011687720611978092,0.9814814814814815,1.0,1.0,0.9444444444444444,True
Q3_raw_human_context_dateblock5_cluster6,Q3,raw_human_context,dateblock5,cluster6,0.6798481239623563,0.6745528599447272,-0.005295264017629031,0.002125271168824417,0.006539692200178915,-0.007017638960248762,0.9629629629629629,1.0,1.0,0.8888888888888888,True
S1_raw_human_context_dateblock5_pc,S1,raw_human_context,dateblock5,pc,0.5784955811519379,0.5748414285822542,-0.0036541525696837107,0.0018977801296857352,0.010128691386640298,-0.008953908481619366,0.9629629629629629,0.9444444444444444,1.0,0.9444444444444444,True
Q3_family_jepa_context_subject5_cluster6,Q3,family_jepa_context,subject5,cluster6,0.6943832259829932,0.6909463066947067,-0.0034369192882864885,0.0021025235871583673,0.006928985508007912,-0.010980377564088983,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,True
S2_family_jepa_context_dateblock5_cluster6,S2,family_jepa_context,dateblock5,cluster6,0.5835782973280065,0.5822005938979065,-0.001377703430100019,0.0009027522244792873,0.007349171499292095,-0.006561179160835429,0.8518518518518519,0.8333333333333334,0.8888888888888888,0.8333333333333334,False
S2_raw_human_context_dateblock5_cluster6,S2,raw_human_context,dateblock5,cluster6,0.5835782973280065,0.5826195572169349,-0.0009587401110715543,0.0014072986341251,0.004921239750308448,-0.008800167112891444,0.8888888888888888,0.8888888888888888,0.8333333333333334,0.9444444444444444,False
Q3_hybrid_context_dateblock5_cluster6,Q3,hybrid_context,dateblock5,cluster6,0.6798481239623563,0.6793664503488339,-0.0004816736135223598,0.004377301034587067,0.009668065305478923,0.0006757339829418507,1.0,1.0,1.0,1.0,False
Q3_hybrid_context_subject5_pc,Q3,hybrid_context,subject5,pc,0.6943832259829932,0.6940255268053696,-0.00035769917762362713,0.005669552134518408,0.015700953536260998,-0.009755485879536674,0.8888888888888888,0.9444444444444444,1.0,0.7222222222222222,False
S4_family_jepa_context_dateblock5_pc,S4,family_jepa_context,dateblock5,pc,0.670939855156744,0.6705968281040116,-0.0003430270527324808,0.002641116330652227,0.00910700200922887,-0.009789769164062045,0.8888888888888888,0.8333333333333334,1.0,0.8333333333333334,False
S4_raw_human_context_dateblock5_pc,S4,raw_human_context,dateblock5,pc,0.670939855156744,0.670612166094566,-0.0003276890621780604,0.006400107327403859,0.015241342864425078,-0.004906795039302803,0.9259259259259259,0.9444444444444444,0.8888888888888888,0.9444444444444444,False
S3_raw_human_context_dateblock5_cluster6,S3,raw_human_context,dateblock5,cluster6,0.53061215461437,0.5305513262049052,-6.082840946475265e-05,0.0007324518118156492,0.00514184542518753,-0.006305821801492195,0.8333333333333334,0.8888888888888888,0.7777777777777778,0.8333333333333334,False
S2_hybrid_context_dateblock5_pc,S2,hybrid_context,dateblock5,pc,0.5835782973280065,0.5838710775700274,0.0002927802420209513,0.0035245470908041644,0.011251039204255464,-0.0033778259034671354,0.9074074074074074,0.9444444444444444,1.0,0.7777777777777778,False
S2_hybrid_context_dateblock5_cluster6,S2,hybrid_context,dateblock5,cluster6,0.5835782973280065,0.5853291220397467,0.001750824711740262,0.0012909358146054439,0.00484814261076566,-0.0067185079698312,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.6666666666666666,False
Q3_hybrid_context_dateblock5_pc,Q3,hybrid_context,dateblock5,pc,0.6798481239623563,0.6821631536269398,0.0023150296645835233,0.006593768005612843,0.012328156918511302,0.001390648253170479,0.9629629629629629,0.9444444444444444,1.0,0.9444444444444444,False
Q2_family_jepa_context_dateblock5_cluster6,Q2,family_jepa_context,dateblock5,cluster6,0.7047330121272107,0.7070833294365079,0.002350317309297134,0.005350348399782679,0.008931963112711494,-0.010336055511767972,0.9074074074074074,0.9444444444444444,0.8333333333333334,0.9444444444444444,False
Q2_raw_human_context_dateblock5_cluster6,Q2,raw_human_context,dateblock5,cluster6,0.7047330121272107,0.7074916885725183,0.002758676445307584,0.0007156438606056084,0.0057734590966793675,-0.006580482218614181,0.7407407407407407,0.6666666666666666,0.8333333333333334,0.7222222222222222,False
S4_hybrid_context_dateblock5_pc,S4,hybrid_context,dateblock5,pc,0.670939855156744,0.6746978724893901,0.0037580173326460242,0.0034020196785788277,0.012058533149987782,-0.007092848129495177,0.7592592592592593,0.6111111111111112,0.8333333333333334,0.8333333333333334,False
S4_hybrid_context_dateblock5_cluster6,S4,hybrid_context,dateblock5,cluster6,0.670939855156744,0.6751858717763914,0.004246016619647408,0.003351624625741102,0.007315555526145712,-0.00444830630603954,0.7407407407407407,0.7777777777777778,0.7222222222222222,0.7222222222222222,False
Q2_hybrid_context_dateblock5_pc,Q2,hybrid_context,dateblock5,pc,0.7047330121272107,0.7095535851207968,0.00482057299358607,0.006587581331828618,0.013607639370135538,0.0011079159079316891,0.8888888888888888,1.0,0.8333333333333334,0.8333333333333334,False
Q2_hybrid_context_dateblock5_cluster6,Q2,hybrid_context,dateblock5,cluster6,0.7047330121272107,0.7098189230552869,0.005085910928076198,0.0021231949183055944,0.00606231638458532,-0.005464001637267568,0.6296296296296297,0.6111111111111112,0.6111111111111112,0.6666666666666666,False
