combo,n_ops,targets,base_loss,candidate_loss,delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate
cvjepa_surprise_full_nonq2,6,"Q1,Q3,S1,S2,S3,S4",0.5675309246898171,0.5646068481914088,-0.0029240764984083123,-0.0029323116068046347,0.9423076923076923,-0.0034774605062323355,0.875
cvjepa_surprise_full_nonq2_w030,6,"Q1,Q3,S1,S2,S3,S4",0.5675309246898171,0.5651136900403156,-0.0024172346495014985,-0.0024236039848510903,0.9846153846153847,-0.002740166809654762,1.0
cvjepa_surprise_core_q1_q3_s2_s4,4,"Q1,Q3,S2,S4",0.5675309246898171,0.5651957334595871,-0.0023351912302300715,-0.0022590688371921476,0.9115384615384615,-0.0028821278406001155,0.875
cvjepa_surprise_s_targets,4,"S1,S2,S3,S4",0.5675309246898171,0.5655769948048802,-0.0019539298849369224,-0.0020376131142813346,0.8615384615384616,-0.002137857076062899,0.875
cvjepa_surprise_full_nonq2_w020,6,"Q1,Q3,S1,S2,S3,S4",0.5675309246898171,0.5657135547001316,-0.0018173699896855133,-0.001821939505208535,1.0,-0.0020147718224019368,1.0
cvjepa_surprise_q1_s2,2,"Q1,S2",0.5675309246898171,0.5660898414245263,-0.001441083265290799,-0.001357234644107178,0.9615384615384616,-0.0021182517671270717,0.875
cvjepa_surprise_q_targets,2,"Q1,Q3",0.5675309246898171,0.5665607780763459,-0.0009701466134712788,-0.0008946984925233146,0.9846153846153847,-0.0013396034301694087,0.875
