basename,source_path,family,tag,nonzero_rows,pos_rows,neg_rows,mean_abs_s4_delta,max_abs_s4_delta,active_latent_mean,inactive_latent_mean,active_current_logit_mean,active_mismatch_mean,active_overconf_mean,active_underconf_mean,delta_latent_alignment,delta_current_alignment,active_minus_inactive_latent,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e307_s4latentcensor_up_underconf_top64_a0_0520_170cc538.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top64_a0_0520_170cc538.csv,up_underconf,up_underconf_top64_a0.0520,64,64,0,0.013312000000000001,0.052,0.7134825226104571,-0.2454993626186519,-0.4382489048681708,1.491403393067873,-1.4742205716963865,1.5085862144393594,0.41852061423592307,-0.4563194054699186,0.958981885229109,promote_candidate,True,False,-0.0005249940296396944,-0.000966566635541282,-0.00013971561248621268,0.9411764705882353,0.002365534282108339
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_30_cap0_0700_1fcab085.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_30_cap0_0700_1fcab085.csv,control_sharpen,control_sharpen_overconf_top64_s0.30_cap0.0700,64,60,4,0.017266876823764248,0.07,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.1313350060405527,0.5792449047952176,-0.6744013911361292,promote_candidate,True,False,-0.0004289851952651153,-0.0007812503020832546,-0.00013786439980469905,0.9117647058823529,0.003991757960524062
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_12_cap0_0700_6c77aa36.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_12_cap0_0700_6c77aa36.csv,control_sharpen,control_sharpen_overconf_top64_s0.12_cap0.0700,64,60,4,0.016298194105144763,0.07,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.13963224848734057,0.6001702687736995,-0.6744013911361292,promote_candidate,True,False,-0.0004264350447816012,-0.0007766211177451991,-0.00013683326222703118,0.9117647058823529,0.004105033451388684
submission_e307_s4latentcensor_control_up_overconf_top64_a0_0520_625bdcf9.csv,analysis_outputs/submission_e307_s4latentcensor_control_up_overconf_top64_a0_0520_625bdcf9.csv,control_wrong_overconf,control_up_overconf_top64_a0.0520,64,64,0,0.013312000000000001,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.29432347868846537,0.5396694545053851,-0.6744013911361292,promote_candidate,True,False,-0.0004150464503139502,-0.0007581334666366945,-0.00012886693091411302,0.9117647058823529,0.0050878524089382204
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_08_cap0_0700_5018ac6e.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_08_cap0_0700_5018ac6e.csv,control_sharpen,control_sharpen_overconf_top64_s0.08_cap0.0700,64,60,4,0.015191996632011609,0.07,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.12841222967352364,0.6209687728172901,-0.6744013911361292,promote_candidate,True,False,-0.0003969760924180999,-0.0007233470574547092,-0.0001273201299785325,0.9117647058823529,0.0036652525024286065
submission_e307_s4latentcensor_control_up_overconf_top50_a0_0700_efaacf17.csv,analysis_outputs/submission_e307_s4latentcensor_control_up_overconf_top50_a0_0700_efaacf17.csv,control_wrong_overconf,control_up_overconf_top50_a0.0700,50,50,0,0.014,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.2689043831137623,0.5264321047860803,-0.6722609577844061,promote_candidate,True,False,-0.0003964628661035194,-0.0007217064958262902,-0.00012726876367222,0.9117647058823529,0.005300500161721622
submission_e307_s4latentcensor_up_underconf_top40_a0_0700_d4798834.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top40_a0_0700_d4798834.csv,up_underconf,up_underconf_top40_a0.0700,40,40,0,0.011200000000000002,0.07,0.7288457398010375,-0.13882775996210242,-0.7052590698076776,1.7794720939683917,-1.7377016796877556,1.8212425082490271,0.31809435929374613,-0.45853093286546387,0.8676734997631399,promote_candidate,True,False,-0.00040828758872959764,-0.0007460550787509953,-0.0001259487077721442,0.9117647058823529,0.0022691254678175454
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_22_cap0_0900_43cb228e.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_22_cap0_0900_43cb228e.csv,control_sharpen,control_sharpen_overconf_top50_s0.22_cap0.0900,50,47,3,0.01710673806253901,0.09,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.1386541534724559,0.570616017680928,-0.6722609577844061,promote_candidate,True,False,-0.00039599226027794374,-0.0007281651110841597,-0.00012181483735262986,0.9117647058823529,0.003711692498883923
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_30_cap0_0900_9bcb0e28.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_30_cap0_0900_9bcb0e28.csv,control_sharpen,control_sharpen_overconf_top50_s0.30_cap0.0900,50,47,3,0.01738288915426792,0.09,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.13573194480390469,0.5643634279662706,-0.6722609577844061,promote_candidate,True,False,-0.0003963609622427571,-0.0007307114142164956,-0.0001209057783200069,0.9117647058823529,0.003617629112095677
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_16_cap0_0900_366032ce.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_16_cap0_0900_366032ce.csv,control_sharpen,control_sharpen_overconf_top50_s0.16_cap0.0900,50,47,3,0.016582008644805968,0.09,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.1323246876587063,0.5821579287266192,-0.6722609577844061,promote_candidate,True,False,-0.00038262715874542454,-0.0007019246270057102,-0.00011861426890779246,0.9117647058823529,0.003605042781483131
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_12_cap0_0900_0e6969eb.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_12_cap0_0900_0e6969eb.csv,control_sharpen,control_sharpen_overconf_top50_s0.12_cap0.0900,50,47,3,0.015989840804973347,0.09,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.12746866264674428,0.5931368103333061,-0.6722609577844061,promote_candidate,True,False,-0.000370532605983074,-0.0006771785069384864,-0.00011626533079879158,0.9117647058823529,0.003429967221217023
submission_e307_s4latentcensor_up_underconf_top50_a0_0520_53596ba2.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top50_a0_0520_53596ba2.csv,up_underconf,up_underconf_top50_a0.0520,50,50,0,0.0104,0.052,0.7715209906459208,-0.19288024766148015,-0.5360739319403663,1.6493534930545206,-1.6154939031762745,1.6832130829327665,0.38576049532296103,-0.4389162512043,0.964401238307401,promote_candidate,True,False,-0.0003969510827438122,-0.0007295190473916383,-0.00010964675626051955,0.9411764705882353,0.0026510476412225092
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_08_cap0_0900_1daced72.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_08_cap0_0900_1daced72.csv,control_sharpen,control_sharpen_overconf_top50_s0.08_cap0.0900,50,47,3,0.014914866252824371,0.09,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.11300820455309307,0.6089708462446818,-0.6722609577844061,promote_candidate,True,False,-0.0003422891033873973,-0.0006245611342465547,-0.00010824641277503607,0.9117647058823529,0.003044955114395065
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_16_cap0_0520_f0593b36.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_16_cap0_0520_f0593b36.csv,control_sharpen,control_sharpen_overconf_top64_s0.16_cap0.0520,64,60,4,0.012669171283717575,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.14351685613830767,0.5837503875864405,-0.6744013911361292,promote_candidate,True,False,-0.00033255988472967804,-0.0006067041629656983,-0.00010557673051420542,0.9117647058823529,0.003117456792911838
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_22_cap0_0520_8e185bb8.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_22_cap0_0520_8e185bb8.csv,control_sharpen,control_sharpen_overconf_top64_s0.22_cap0.0520,64,60,4,0.012822068546368992,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.13165833274278071,0.5793780774354356,-0.6744013911361292,promote_candidate,True,False,-0.0003262529160337485,-0.0005948584809630174,-0.00010457658012990818,0.9117647058823529,0.002965823066509693
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_12_cap0_0520_1618d344.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_12_cap0_0520_1618d344.csv,control_sharpen,control_sharpen_overconf_top64_s0.12_cap0.0520,64,60,4,0.012443388210825848,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.14492123766488,0.5906867249167401,-0.6744013911361292,promote_candidate,True,False,-0.0003315617492984272,-0.0006051830795908704,-0.00010434103618241851,0.9117647058823529,0.0031278295271324197
submission_e307_s4latentcensor_up_underconf_top32_a0_0700_37ae0c9d.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top32_a0_0700_37ae0c9d.csv,up_underconf,up_underconf_top32_a0.0700,32,32,0,0.008960000000000001,0.07,0.8195690238992518,-0.12030370993016541,-0.7396748884511918,1.9053452850844879,-1.8741345780285643,1.9365559921404116,0.3140019014574982,-0.41599401713294637,0.9398727338294172,promote_candidate,True,False,-0.0003295013366067112,-0.0006015608871037734,-0.00010326801566624154,0.9117647058823529,0.002430471540070034
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_30_cap0_0520_0ba80a8f.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_30_cap0_0520_0ba80a8f.csv,control_sharpen,control_sharpen_overconf_top64_s0.30_cap0.0520,64,60,4,0.012946469862161148,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.12342626222488545,0.5753674938442913,-0.6744013911361292,promote_candidate,True,False,-0.00032095009888403006,-0.0005846943826953157,-0.00010295635912655279,0.9117647058823529,0.0029751063958219914
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_22_cap0_0700_937816e7.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_22_cap0_0700_937816e7.csv,control_sharpen,control_sharpen_overconf_top50_s0.22_cap0.0700,50,47,3,0.013499452046463143,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.13746006286953114,0.5648180293595372,-0.6722609577844061,promote_candidate,True,False,-0.00031578594418335505,-0.0005757231133091359,-0.00010159629566719378,0.9117647058823529,0.0028487358285908537
submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_22_cap0_0900_bb0aa08b.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_22_cap0_0900_bb0aa08b.csv,control_sharpen,control_sharpen_overconf_top40_s0.22_cap0.0900,40,37,3,0.013953101227002222,0.09,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.17855667328067432,0.5129948622074623,-0.8183432188609958,promote_candidate,True,False,-0.00031532686147266837,-0.000574342942914647,-0.00010135228055992634,0.9117647058823529,0.002666160388248573
submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_16_cap0_0900_7179c58b.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_16_cap0_0900_7179c58b.csv,control_sharpen,control_sharpen_overconf_top40_s0.16_cap0.0900,40,37,3,0.0136945659337185,0.09,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.17940528521621385,0.5182540594609166,-0.8183432188609958,promote_candidate,True,False,-0.00031299050264787593,-0.0005698880770864936,-0.0001005659769806902,0.9117647058823529,0.0027472438165447866
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_16_cap0_0700_5de76514.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_16_cap0_0700_5de76514.csv,control_sharpen,control_sharpen_overconf_top50_s0.16_cap0.0700,50,47,3,0.013222008644805968,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.13769594841323454,0.5731912560350261,-0.6722609577844061,promote_candidate,True,False,-0.00031256831499963975,-0.0005696612624311236,-0.00010052641154011429,0.9117647058823529,0.0028719997355077242
submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_30_cap0_0900_7b38e653.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_30_cap0_0900_7b38e653.csv,control_sharpen,control_sharpen_overconf_top40_s0.30_cap0.0900,40,37,3,0.01413519888570378,0.09,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.17203723878898783,0.5093183040814995,-0.8183432188609958,promote_candidate,True,False,-0.00031175418739159163,-0.0005680484962797489,-0.00010024170221594226,0.9117647058823529,0.00249723702173249
submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_08_cap0_0520_2799a3a8.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top64_s0_08_cap0_0520_2799a3a8.csv,control_sharpen,control_sharpen_overconf_top64_s0.08_cap0.0520,64,60,4,0.01194881665022001,0.052,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.13838751306688113,0.6043440517492488,-0.6744013911361292,promote_candidate,True,False,-0.0003200611977423909,-0.000584425639711297,-0.00010000502899546604,0.9117647058823529,0.0029903816171253372
submission_e307_s4latentcensor_control_up_overconf_top40_a0_0700_01a3192a.csv,analysis_outputs/submission_e307_s4latentcensor_control_up_overconf_top40_a0_0700_01a3192a.csv,control_wrong_overconf,control_up_overconf_top40_a0.0700,40,40,0,0.011200000000000002,0.07,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.30000957959074565,0.47311678988015027,-0.8183432188609958,promote_candidate,True,False,-0.00031719576047068706,-0.0005791757485567767,-9.916381097553107e-05,0.9117647058823529,0.00411048473484299
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_30_cap0_0700_e2ba9a63.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_30_cap0_0700_e2ba9a63.csv,control_sharpen,control_sharpen_overconf_top50_s0.30_cap0.0700,50,47,3,0.013619672505710815,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.12731742235525853,0.5616828462849516,-0.6722609577844061,promote_candidate,True,False,-0.0003099057915527008,-0.0005652088694000512,-9.913606092416763e-05,0.9117647058823529,0.0026477637113632713
submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_12_cap0_0900_fae99433.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_12_cap0_0900_fae99433.csv,control_sharpen,control_sharpen_overconf_top40_s0.12_cap0.0900,40,37,3,0.013284258771657748,0.09,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.1809086665334062,0.5262233796751858,-0.8183432188609958,promote_candidate,True,False,-0.0003084665162722574,-0.0005613199284154002,-9.905370770667282e-05,0.9117647058823529,0.0027002240929983046
submission_e307_s4latentcensor_up_underconf_top64_a0_0388_f5926e15.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top64_a0_0388_f5926e15.csv,up_underconf,up_underconf_top64_a0.0388,64,64,0,0.0099328,0.0388,0.7134825226104571,-0.2454993626186519,-0.4382489048681708,1.491403393067873,-1.4742205716963865,1.5085862144393594,0.41852061423592396,-0.4563194054699196,0.958981885229109,promote_candidate,True,False,-0.00039944965707426833,-0.000727369247987472,-9.750209472997693e-05,0.9411764705882353,0.0017650525028038988
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_12_cap0_0700_0b432346.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_12_cap0_0700_0b432346.csv,control_sharpen,control_sharpen_overconf_top50_s0.12_cap0.0700,50,47,3,0.012855462048129094,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.13155497539840058,0.583127475815637,-0.6722609577844061,promote_candidate,True,False,-0.00030291781131434675,-0.0005518919636686947,-9.739056330807521e-05,0.9117647058823529,0.0027932637463159438
submission_e307_s4latentcensor_control_up_overconf_top50_a0_0520_18eafad5.csv,analysis_outputs/submission_e307_s4latentcensor_control_up_overconf_top50_a0_0520_18eafad5.csv,control_wrong_overconf,control_up_overconf_top50_a0.0520,50,50,0,0.0104,0.052,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.2689043831137624,0.5264321047860808,-0.6722609577844061,promote_candidate,True,False,-0.0002994687014131889,-0.0005462090223987376,-9.545557928463557e-05,0.9117647058823529,0.003937514405850329
submission_e307_s4latentcensor_control_up_overconf_top64_a0_0388_a9e90a98.csv,analysis_outputs/submission_e307_s4latentcensor_control_up_overconf_top64_a0_0388_a9e90a98.csv,control_wrong_overconf,control_up_overconf_top64_a0.0388,64,64,0,0.0099328,0.0388,-0.5017546350052801,0.1726467561308491,1.2242252025915716,1.4217683946124913,1.5638982009328715,-1.279638588292111,-0.2943234786884653,0.5396694545053847,-0.6744013911361292,promote_candidate,True,False,-0.0003139400731285251,-0.000574393299321108,-9.458485855350992e-05,0.9117647058823529,0.0037963206435924213
submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_08_cap0_0700_498ae39e.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top50_s0_08_cap0_0700_498ae39e.csv,control_sharpen,control_sharpen_overconf_top50_s0.08_cap0.0700,50,47,3,0.012168765704714275,0.07,-0.5378087662275248,0.1344521915568812,1.354301136800357,1.590672975799686,1.772679795475942,-1.4086661561234295,-0.12312377851491178,0.5985594894635422,-0.6722609577844061,promote_candidate,True,False,-0.0002878380776756251,-0.0005241673436556759,-9.249787821116323e-05,0.9117647058823529,0.0025888086906071806
submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_08_cap0_0900_31700319.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top40_s0_08_cap0_0900_31700319.csv,control_sharpen,control_sharpen_overconf_top40_s0.08_cap0.0900,40,37,3,0.012393988996478422,0.09,-0.6874083038432365,0.13093491501775936,1.3848324464047077,1.7714550549333907,1.9655301950243569,-1.5773799148424241,-0.17475751594395264,0.5404595187269139,-0.8183432188609958,promote_candidate,True,False,-0.00028790461647031887,-0.0005242135169944922,-9.240075683114197e-05,0.9117647058823529,0.0024428201595952936
submission_e307_s4latentcensor_up_underconf_top40_a0_0520_9f97bf85.csv,analysis_outputs/submission_e307_s4latentcensor_up_underconf_top40_a0_0520_9f97bf85.csv,up_underconf,up_underconf_top40_a0.0520,40,40,0,0.008320000000000001,0.052,0.7288457398010375,-0.13882775996210242,-0.7052590698076776,1.7794720939683917,-1.7377016796877556,1.8212425082490271,0.3180943592937468,-0.45853093286546487,0.8676734997631399,promote_candidate,True,False,-0.0003098212815126851,-0.0005681198505518554,-8.947573286690762e-05,0.9411764705882353,0.0016856360618073274
submission_e307_s4latentcensor_control_sharpen_overconf_top32_s0_22_cap0_0900_cc7f35f2.csv,analysis_outputs/submission_e307_s4latentcensor_control_sharpen_overconf_top32_s0_22_cap0_0900_cc7f35f2.csv,control_sharpen,control_sharpen_overconf_top32_s0.22_cap0.0900,32,31,1,0.011225409018060344,0.09,-0.628368057502439,0.09223751302788097,1.5809963014678647,1.9127628327718376,2.153599927188533,-1.6719257383551425,-0.2026433667674325,0.50714590015562,-0.7206055705303199,promote_candidate,True,False,-0.0002654110463019021,-0.0004831691419413125,-8.519580006153716e-05,0.9117647058823529,0.0034330453629208
