variant,profile_role,basename,file,top1_count,top3_count,top1_rate,top3_rate,selected_in_any_scenario,median_top_score_when_selected,p90_pct,risk_pct,bad_margin_pct,q1_specificity_pct,support_pct,compat_e349_pct,micro_scale_pct,pred_delta_vs_current_p90,p90_gain_vs_e349,public_analog_risk_score,risk_delta_vs_e349,incremental_bad_axis_vs_current,bad_axis_margin,q1_specificity_margin,q1_margin_delta_vs_e349,plateau_support_score,prob_l1_delta_vs_e349,prob_l1_delta_vs_e347,direct_bad_poscos_sum,scale_abs_delta,e351_robust_score,e351_worst_axis_pct,e351_compat_gate,selection_rank
compact_t85_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t85_s1_005_s3a0_00_68311340.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_005_s3a0_00_68311340.csv,25,59,0.022361359570661897,0.052772808586762074,True,0.9318731097405032,0.3863636363636363,0.625,0.6420454545454546,0.8806818181818182,0.2528409090909091,0.7727272727272727,0.5426136363636364,-5.01739057070307e-05,1.3855654210784756e-07,0.0447514192806642,1.5210415132999032e-05,0.0147393905916155,0.0002606094083845,0.329736359571805,0.008130977444,32,0.0047720118942163,0.0109092081447703,0.0,0.0049999999999998,1.6161969134407512,0.2528409090909091,True,11
compact_t60_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t60_s1_005_s3a0_50_7177a045.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_005_s3a0_50_7177a045.csv,20,87,0.017889087656529516,0.0778175313059034,True,1.1020709665338115,0.4772727272727273,0.4034090909090909,0.4545454545454545,0.8522727272727273,0.6988636363636364,0.5738636363636364,0.5426136363636364,-5.0198194964161666e-05,1.6284579923881606e-07,0.0447719203461797,3.571148064850094e-05,0.0147444090532999,0.0002555909467001,0.3277226383618621,0.0061172562340571,35,0.0076277999175254,0.0082967530098875,0.0,0.0049999999999998,2.016180438171014,0.4034090909090909,True,12
compact_t60_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t60_s1_005_s3a0_25_de9919ff.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_005_s3a0_25_de9919ff.csv,18,140,0.016100178890876567,0.1252236135957066,True,1.2318519870667615,0.4090909090909091,0.5795454545454546,0.5113636363636364,0.7045454545454546,0.6988636363636364,0.6761363636363636,0.5426136363636364,-5.018043193564521e-05,1.4508277072235697e-07,0.0447566735896724,2.046472414119621e-05,0.0147427971170894,0.0002572028829106,0.3201317256636155,-0.0014736564641895,35,0.0060851798144482,0.0098393731129647,0.0,0.0049999999999998,2.044589529080105,0.4090909090909091,True,13
compact_t45_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t45_s1_005_s3a0_00_f20d5420.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_00_f20d5420.csv,15,36,0.013416815742397137,0.03220035778175313,True,1.011628066147366,0.3011363636363636,0.9431818181818182,0.6818181818181818,0.7386363636363636,0.4176136363636363,0.6931818181818182,0.5426136363636364,-5.0135213452397325e-05,9.986428747447508e-08,0.0447001342995388,-3.6074565992402774e-05,0.0147345673307801,0.0002654326692198,0.32115746578697,-0.0004479163408349,34,0.0057444022246283,0.0125838747298086,0.0,0.0049999999999998,1.752458053379256,0.3011363636363636,True,14
compact_t45_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,12,25,0.01073345259391771,0.022361359570661897,True,1.358159769290121,0.3295454545454545,0.8806818181818182,0.6704545454545454,0.5397727272727273,0.6988636363636364,0.5965909090909091,0.5426136363636364,-5.0159238537133194e-05,1.2388937221034346e-07,0.0447180124228973,-1.8196442633899856e-05,0.0147366428493845,0.0002633571506154,0.313901444131192,-0.007703937996613,35,0.007168157468104,0.0111601194863329,0.0,0.0049999999999998,1.9049791394697153,0.3295454545454545,True,15
compact_t75_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t75_s1_000_s3a0_50_c6bd4f20.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_000_s3a0_50_c6bd4f20.csv,11,39,0.009838998211091235,0.03488372093023256,True,0.9791261344534863,0.2215909090909091,0.3181818181818182,0.8238636363636364,0.9204545454545454,0.6988636363636364,0.8579545454545454,0.8579545454545454,-5.008386017219044e-05,4.8511007267591534e-08,0.0447836731032588,4.746423772759856e-05,0.0146691993546091,0.0003308006453908,0.3331785020263109,0.0115731198985059,35,0.003440801337347,0.0033986711678346,0.0,0.0,1.7519758927164686,0.2215909090909091,False,16
compact_t55_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t55_s1_005_s3a0_50_cd730cb4.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_005_s3a0_50_cd730cb4.csv,10,84,0.008944543828264758,0.07513416815742398,True,1.2664259688484076,0.4147727272727273,0.8125,0.4147727272727273,0.5965909090909091,0.6988636363636364,0.5625,0.5426136363636364,-5.018266259900071e-05,1.473134340778564e-07,0.0447345355952224,-1.6732703088037648e-06,0.0147455450163807,0.0002544549836193,0.3161323593833348,-0.0054730227444702,35,0.0077716994923054,0.0086343287122078,0.0,0.0049999999999998,2.044589529080105,0.4147727272727273,True,17
compact_t35_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t35_s1_005_s3a0_25_aeb128bf.csv,analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_25_aeb128bf.csv,10,33,0.008944543828264758,0.029516994633273702,True,0.8477236147472513,0.5511363636363636,0.8295454545454546,0.3693181818181818,0.9715909090909092,0.1363636363636363,0.5340909090909091,0.5426136363636364,-5.0218460826065634e-05,1.8311166114278333e-07,0.0447251053918759,-1.11034736553009e-05,0.0147491815595506,0.0002508184404493,0.3383309161420793,0.0167255340142742,30,0.0080335766441894,0.0124664533666164,0.0,0.0049999999999998,1.4499195092442003,0.1363636363636363,True,18
compact_t50_s1.000_s3a0.75,,submission_e350_compactplateau_compact_t50_s1_000_s3a0_75_00098229.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a0_75_00098229.csv,8,33,0.007155635062611807,0.029516994633273702,True,0.9112836923787404,0.1022727272727272,0.8409090909090909,0.8920454545454546,0.8068181818181818,0.6988636363636364,0.7159090909090909,0.8579545454545454,-5.0053817706987384e-05,1.84685420645341e-08,0.0447241295060438,-1.2079359487403296e-05,0.0146674656633165,0.0003325343366834,0.3249460441078031,0.0033406619799981,35,0.0052474494388017,0.0032729880629847,0.0,0.0,1.5441836849242607,0.1022727272727272,False,19
compact_t75_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t75_s1_005_s3a0_50_ed7a68ac.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_005_s3a0_50_ed7a68ac.csv,8,28,0.007155635062611807,0.025044722719141325,True,1.1787407175052078,0.5227272727272727,0.3238636363636363,0.5227272727272727,0.8693181818181818,0.6988636363636364,0.5568181818181818,0.5426136363636364,-5.0209417415508625e-05,1.740682505857745e-07,0.0447834929102641,4.7284044732899544e-05,0.014742532384969,0.0002574676150309,0.328721937065611,0.0071165549378059,35,0.0078609270432669,0.0078187968737532,0.0,0.0049999999999998,1.8619596589502343,0.3238636363636363,True,20
compact_t70_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t70_s1_005_s3a0_25_edf1c1d2.csv,analysis_outputs/submission_e350_compactplateau_compact_t70_s1_005_s3a0_25_edf1c1d2.csv,4,143,0.0035778175313059034,0.12790697674418605,True,1.1624504127335498,0.4318181818181818,0.5340909090909091,0.5625,0.5681818181818182,0.6988636363636364,0.6647727272727273,0.5426136363636364,-5.0188115000626e-05,1.527658357031503e-07,0.0447634176140019,2.720874847069593e-05,0.0147416194553927,0.0002583805446072,0.3151867425470075,-0.0064186395807974,35,0.0061401061884072,0.0095387657550807,0.0,0.0049999999999998,2.0729986199891957,0.4318181818181818,True,21
compact_t35_s1.000_s3a0.25,e351_e349_nearest,submission_e350_compactplateau_compact_t35_s1_000_s3a0_25_87f24092.csv,analysis_outputs/submission_e350_compactplateau_compact_t35_s1_000_s3a0_25_87f24092.csv,4,20,0.0035778175313059034,0.017889087656529516,True,0.832440786605247,0.2443181818181818,0.8238636363636364,0.7102272727272727,0.6875,0.1363636363636363,0.8352272727272727,0.8579545454545454,-5.0092918469010585e-05,5.7569304087734536e-08,0.04472531749069,-1.0891374841198733e-05,0.014675823073216,0.0003241769267839,0.3197874705439145,-0.0018179115838904,30,0.0036265749407767,0.0080594516632045,0.0,0.0,1.5014617170364084,0.1363636363636363,True,22
compact_t35_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t35_s1_005_s3a0_50_280daec6.csv,analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_50_280daec6.csv,4,12,0.0035778175313059034,0.01073345259391771,True,0.7160944792553074,0.6534090909090909,0.4943181818181818,0.3579545454545454,0.4715909090909091,0.1704545454545454,0.4488636363636363,0.5426136363636364,-5.0266795683835486e-05,2.314465189126361e-07,0.0447674567484639,3.124788293269731e-05,0.0147533073658483,0.0002466926341516,0.3115759095984231,-0.0100294725293819,31,0.0092368542294682,0.0112631757813375,0.0,0.0049999999999998,1.409227268536842,0.1704545454545454,False,23
compact_t45_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t45_s1_000_s3a0_50_d2bbcc15.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_000_s3a0_50_d2bbcc15.csv,3,42,0.0026833631484794273,0.03756708407871199,True,0.9421106737210942,0.1193181818181818,0.7897727272727273,0.9488636363636364,0.4431818181818182,0.9488636363636364,0.8238636363636364,0.8579545454545454,-5.0058120078672e-05,2.2770913749152217e-08,0.0447359224932027,-2.863723285034814e-07,0.0146654120628608,0.0003345879371391,0.3111485079640357,-0.0104568741637692,36,0.0041794346532215,0.0053239256134998,0.0,0.0,1.584819505078452,0.1193181818181818,False,24
compact_t75_s1.000_s3a0.25,,submission_e350_compactplateau_compact_t75_s1_000_s3a0_25_b2df91ad.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_000_s3a0_25_b2df91ad.csv,3,19,0.0026833631484794273,0.01699463327370304,True,1.070337664009394,0.1477272727272727,0.5056818181818182,0.8693181818181818,0.9147727272727272,0.6988636363636364,0.9318181818181818,0.8579545454545454,-5.006589323565815e-05,3.054407073530078e-08,0.0447654891557891,2.9280290257900632e-05,0.0146679027133008,0.0003320972866991,0.3329743835212241,0.0113690013934191,35,0.0018211733386227,0.0050182991665589,0.0,0.0,1.636716152456728,0.1477272727272727,False,25
compact_t80_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t80_s1_005_s3a0_25_5fe14097.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_005_s3a0_25_5fe14097.csv,2,16,0.0017889087656529517,0.014311270125223614,True,1.0775230550729549,0.4659090909090909,0.3863636363636363,0.5795454545454546,0.6534090909090909,0.6988636363636364,0.6420454545454546,0.5426136363636364,-5.019463284356053e-05,1.5928367863767836e-07,0.0447722186244016,3.600975887040059e-05,0.0147409549445891,0.0002590450554108,0.3182082273316372,-0.0033971547961678,35,0.0063530876390516,0.0093277386201274,0.0,0.0049999999999998,1.9772193992099751,0.3863636363636363,True,26
compact_t40_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t40_s1_005_s3a0_25_63515200.csv,analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_25_63515200.csv,2,7,0.0017889087656529517,0.006261180679785331,True,0.7413727582309226,0.5,0.7329545454545454,0.6306818181818182,0.1306818181818181,0.34375,0.5852272727272727,0.5426136363636364,-5.020706623965262e-05,1.7171707472977e-07,0.0447420028740906,5.794008559399655e-06,0.0147395786945748,0.0002604213054251,0.2992968611075097,-0.0223085210202952,33,0.0074242529644545,0.0116518271195767,0.0,0.0049999999999998,1.3854475851859305,0.1306818181818181,True,27
compact_t70_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t70_s1_005_s3a0_00_f3c4a624.csv,analysis_outputs/submission_e350_compactplateau_compact_t70_s1_005_s3a0_00_f3c4a624.csv,1,35,0.0008944543828264759,0.03130590339892665,True,0.924804831441081,0.3693181818181818,0.6761363636363636,0.6136363636363636,0.6477272727272727,0.4176136363636363,0.8068181818181818,0.5426136363636364,-5.017349271932528e-05,1.3814355440243278e-07,0.0447486089838447,1.2400118313500574e-05,0.0147402548721276,0.0002597451278723,0.3181512776047138,-0.0034541045230911,34,0.0045360283638638,0.0111428435796241,0.0,0.0049999999999998,1.8539190923402948,0.3693181818181818,True,28
compact_t50_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t50_s1_005_s3a0_25_b7352888.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_25_b7352888.csv,1,23,0.0008944543828264759,0.020572450805008944,True,1.0007493390231073,0.3125,0.9659090909090908,0.6590909090909091,0.5227272727272727,0.6988636363636364,0.6193181818181818,0.5426136363636364,-5.014207270132258e-05,1.0672353639972757e-07,0.0446990070113074,-3.72018542238034e-05,0.0147373399549028,0.0002626600450971,0.3135520947648292,-0.0080532873629757,35,0.0067244066253863,0.0106258621962976,0.0,0.0049999999999998,1.879816801807377,0.3125,True,29
compact_t75_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t75_s1_005_s3a0_00_50b9e54f.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_005_s3a0_00_50b9e54f.csv,1,16,0.0008944543828264759,0.014311270125223614,True,1.441140591482922,0.375,0.7102272727272727,0.6193181818181818,0.4375,0.4176136363636363,0.7954545454545454,0.5426136363636364,-5.017371892440185e-05,1.3836975947900085e-07,0.0447471547261002,1.0945860568996324e-05,0.0147399391023524,0.0002600608976475,0.3109346729150825,-0.0106707092127225,34,0.0046216515870689,0.0110580723299512,0.0,0.0049999999999998,1.8401203910415935,0.375,True,30
compact_t55_s1.005_s3a1.00,,submission_e350_compactplateau_compact_t55_s1_005_s3a1_00_e0939cfa.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_005_s3a1_00_e0939cfa.csv,1,10,0.0008944543828264759,0.008944543828264758,True,1.1101400251568427,0.5568181818181818,0.5454545454545454,0.3636363636363636,0.3409090909090909,0.6988636363636364,0.3181818181818182,0.5426136363636364,-5.0221153954282725e-05,1.85804789359875e-07,0.0447632306596325,2.702179410130068e-05,0.0147491952954604,0.0002508047045395,0.3066002252696961,-0.0150051568581088,35,0.0107600430582937,0.0056459851462195,0.0,0.0049999999999998,1.754816801807377,0.3181818181818182,False,31
compact_t55_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t55_s1_005_s3a0_25_68cd3099.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_005_s3a0_25_68cd3099.csv,1,8,0.0008944543828264759,0.007155635062611807,True,1.0738049435637709,0.3522727272727273,0.8636363636363636,0.4772727272727273,0.4602272727272727,0.6988636363636364,0.6534090909090909,0.5426136363636364,-5.016375552048135e-05,1.2840635555849857e-07,0.044719967360118,-1.6241505413204516e-05,0.0147437198768407,0.0002562801231592,0.3114814099878015,-0.0101239721400034,35,0.0062774984300116,0.0101285297745016,0.0,0.0049999999999998,1.920401217391793,0.3522727272727273,True,32
compact_t40_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t40_s1_005_s3a0_00_a68366db.csv,analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_00_a68366db.csv,1,2,0.0008944543828264759,0.0017889087656529517,True,0.8767311140260843,0.3636363636363636,0.9090909090909092,0.6647727272727273,0.4943181818181818,0.2528409090909091,0.6704545454545454,0.5426136363636364,-5.017108173942069e-05,1.3573257449784028e-07,0.0447109899919265,-2.521887360470293e-05,0.0147371561605428,0.0002628438394571,0.3121619771104657,-0.0094434050173392,32,0.0061183037894254,0.0129577762946057,0.0,0.0049999999999998,1.586976134219972,0.2528409090909091,True,33
compact_t55_s1.000_s3a0.75,,submission_e350_compactplateau_compact_t55_s1_000_s3a0_75_f10302d4.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_000_s3a0_75_f10302d4.csv,0,28,0.0,0.025044722719141325,True,,0.1875,0.6590909090909091,0.7159090909090909,0.3181818181818182,0.6988636363636364,0.75,0.8579545454545454,-5.00763890752661e-05,4.1039910343247654e-08,0.0447491719367525,1.2963071221297471e-05,0.0146740273960335,0.0003259726039664,0.3059138977867202,-0.0156914843410848,35,0.0048485929037323,0.0027228590373714,0.0,0.0,1.6107421264827022,0.1875,False,34
compact_t35_s1.005_s3a0.00,e351_low_risk,submission_e350_compactplateau_compact_t35_s1_005_s3a0_00_3f726b13.csv,analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_00_3f726b13.csv,0,24,0.0,0.02146690518783542,True,,0.3579545454545454,0.9886363636363636,0.4261363636363636,0.9772727272727272,0.1363636363636363,0.6136363636363636,0.5426136363636364,-5.017033658322536e-05,1.349874183025071e-07,0.0446826166650539,-5.359220047729957e-05,0.0147450557532529,0.0002549442467471,0.3392693477647436,0.0176639656369386,30,0.0068302787528127,0.0136697512579931,0.0,0.0049999999999998,1.3653415871662786,0.1363636363636363,True,35
compact_t50_s1.005_s3a1.00,,submission_e350_compactplateau_compact_t50_s1_005_s3a1_00_2b419710.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a1_00_2b419710.csv,0,11,0.0,0.009838998211091235,True,,0.4715909090909091,0.7784090909090909,0.5284090909090909,0.6420454545454546,0.9488636363636364,0.2840909090909091,0.5426136363636364,-5.019798515566778e-05,1.6263599074492764e-07,0.0447361939247026,-1.4940828602094672e-08,0.0147424958408536,0.0002575041591463,0.318149733486409,-0.0034556486413959,36,0.0111313151027608,0.006218953718923,0.0,0.0049999999999998,1.8092513232602705,0.2840909090909091,False,36
compact_t45_s1.005_s3a1.00,e350_rank_selected,submission_e350_compactplateau_compact_t45_s1_005_s3a1_00_ef54727b.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a1_00_ef54727b.csv,0,5,0.0,0.004472271914132379,True,,0.5852272727272727,0.4204545454545454,0.5056818181818182,0.625,0.9857954545454546,0.2386363636363636,0.5426136363636364,-5.023264718664648e-05,1.9729802172363056e-07,0.0447707781863906,3.456932085939973e-05,0.0147428694051979,0.000257130594802,0.3173703635431404,-0.0042350185846645,37,0.0114393049070993,0.0068889720473376,0.0,0.0049999999999998,1.6805405213615554,0.2386363636363636,False,37
compact_t85_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t85_s1_005_s3a0_50_06cf3cdf.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_005_s3a0_50_06cf3cdf.csv,0,4,0.0,0.0035778175313059034,True,,0.5113636363636364,0.2954545454545454,0.5511363636363636,0.8238636363636364,0.2528409090909091,0.5454545454545454,0.5426136363636364,-5.020741033607531e-05,1.7206117115245778e-07,0.0447851290835372,4.892021800599611e-05,0.0147419267055747,0.0002580732944252,0.3263330293284693,0.0047276472006643,32,0.0080162179418507,0.0076650020971359,0.0,0.0049999999999998,1.6334047056485437,0.2528409090909091,True,38
compact_t80_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t80_s1_005_s3a0_50_baae9e53.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_005_s3a0_50_baae9e53.csv,0,2,0.0,0.0017889087656529517,True,,0.5284090909090909,0.2556818181818182,0.5340909090909091,0.5113636363636364,0.6988636363636364,0.5511363636363636,0.5426136363636364,-5.0211536195502343e-05,1.7618703057949321e-07,0.0447890257169161,5.281685138489728e-05,0.0147422375774031,0.0002577624225969,0.3130781356501705,-0.0085272464776344,35,0.0079737188183389,0.0077071074408402,0.0,0.0049999999999998,1.6663427758333516,0.2556818181818182,False,39
compact_t85_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t85_s1_005_s3a0_25_4aa4eabd.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_005_s3a0_25_4aa4eabd.csv,0,2,0.0,0.0017889087656529517,True,,0.4488636363636363,0.4602272727272727,0.6079545454545454,0.3977272727272727,0.2528409090909091,0.6363636363636364,0.5426136363636364,-5.01905436727682e-05,1.5519450784535105e-07,0.0447683486836292,3.213981809799954e-05,0.0147406586485951,0.0002593413514048,0.3100753612057793,-0.0115300209220257,32,0.0063941246472769,0.0092870953917096,0.0,0.0049999999999998,1.608242367986206,0.2528409090909091,True,40
