variant,profile_role,basename,file,top1_count,top3_count,top1_rate,top3_rate,selected_in_any_scenario,median_top_score_when_selected,p90_pct,risk_pct,bad_margin_pct,q1_specificity_pct,support_pct,compat_e349_pct,micro_scale_pct,pred_delta_vs_current_p90,p90_gain_vs_e349,public_analog_risk_score,risk_delta_vs_e349,incremental_bad_axis_vs_current,bad_axis_margin,q1_specificity_margin,q1_margin_delta_vs_e349,plateau_support_score,prob_l1_delta_vs_e349,prob_l1_delta_vs_e347,direct_bad_poscos_sum,scale_abs_delta,e351_robust_score,e351_worst_axis_pct,e351_compat_gate,selection_rank
compact_t50_s1.000_s3a1.00,,submission_e350_compactplateau_compact_t50_s1_000_s3a1_00_d875299f.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_000_s3a1_00_d875299f.csv,0,2,0.0,0.0017889087656529517,True,,0.1704545454545454,0.7613636363636364,0.8295454545454546,0.1022727272727272,0.6988636363636364,0.625,0.8579545454545454,-5.0072683855694475e-05,3.733469077162488e-08,0.0447364374150725,2.285495412993055e-07,0.0146691842919668,0.0003308157080331,0.2980650285917278,-0.0235403535360771,35,0.0067163994428117,0.0018040380589747,0.0,0.0,1.419995373235949,0.1022727272727272,False,41
compact_t55_s1.000_s3a0.25,,submission_e350_compactplateau_compact_t55_s1_000_s3a0_25_9bfb53e7.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_000_s3a0_25_9bfb53e7.csv,0,2,0.0,0.0017889087656529517,True,,0.0511363636363636,0.8579545454545454,0.7784090909090909,0.9090909090909092,0.6988636363636364,0.9261363636363636,0.8579545454545454,-5.003834098485903e-05,2.991819936182195e-09,0.044720040566952,-1.616829857919999e-05,0.0146703771169537,0.0003296228830462,0.3327488241944551,0.0111434420666501,35,0.0018602102983065,0.0057112416427973,0.0,0.0,1.4654499186904946,0.0511363636363636,False,42
compact_t65_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t65_s1_005_s3a0_00_2d7cace0.csv,analysis_outputs/submission_e350_compactplateau_compact_t65_s1_005_s3a0_00_2d7cace0.csv,0,1,0.0,0.0008944543828264759,True,,0.3409090909090909,0.7670454545454546,0.5852272727272727,0.5568181818181818,0.4176136363636363,0.8125,0.5426136363636364,-5.01608479244183e-05,1.2549875949545178e-07,0.0447362088655318,5.967448757360216e-16,0.0147409478341975,0.0002590521658024,0.3149024207718479,-0.0067029613559571,34,0.0044191180757752,0.0112585905809553,0.0,0.0049999999999998,1.7897957157169184,0.3409090909090909,True,43
compact_t50_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t50_s1_005_s3a0_00_c20d8244.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_00_c20d8244.csv,0,1,0.0,0.0008944543828264759,True,,0.2954545454545454,0.9772727272727272,0.6761363636363636,0.25,0.4176136363636363,0.7102272727272727,0.5426136363636364,-5.012388470631088e-05,8.85355413880268e-08,0.0446863188096557,-4.989005587550249e-05,0.0147356213262526,0.0002643786737473,0.3032881504080604,-0.0183172317197445,34,0.0052553981582518,0.0120948706634321,0.0,0.0049999999999998,1.586061949483152,0.25,True,44
compact_t80_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t80_s1_000_s3a0_50_1e68fc39.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_000_s3a0_50_1e68fc39.csv,0,1,0.0,0.0008944543828264759,True,,0.2272727272727272,0.25,0.8352272727272727,0.2670454545454545,0.6988636363636364,0.8522727272727273,0.8579545454545454,-5.008595803574554e-05,5.060887082269195e-08,0.044789193034767,5.298416923579796e-05,0.0146689058743595,0.0003310941256405,0.3043188403014449,-0.01728654182636,35,0.0035530419413396,0.0032864305638427,0.0,0.0,1.661878490119066,0.2272727272727272,False,45
compact_t60_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t60_s1_000_s3a0_50_3727ddbc.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_000_s3a0_50_3727ddbc.csv,0,1,0.0,0.0008944543828264759,True,,0.1761363636363636,0.3977272727272727,0.7556818181818182,0.4772727272727273,0.6988636363636364,0.875,0.8579545454545454,-5.007269470701401e-05,3.7345542091162644e-08,0.04477207206644,3.5863200908800574e-05,0.0146710698235443,0.0003289301764556,0.3116499849936326,-0.0099553971341723,35,0.0032093020535005,0.0038782551458638,0.0,0.0,1.5953200485606245,0.1761363636363636,False,46
compact_t80_s1.000_s3a0.25,,submission_e350_compactplateau_compact_t80_s1_000_s3a0_25_738bc28f.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_000_s3a0_25_738bc28f.csv,0,1,0.0,0.0008944543828264759,True,,0.1647727272727272,0.3806818181818182,0.8806818181818182,0.6647727272727273,0.6988636363636364,0.9204545454545454,0.8579545454545454,-5.0069051259463035e-05,3.3702094540184644e-08,0.0447723030306731,3.609416514190056e-05,0.0146676232415455,0.0003323767584544,0.3186894638314213,-0.0029159182963836,35,0.0019324107620523,0.0049070617431299,0.0,0.0,1.6196706979112738,0.1647727272727272,False,47
compact_t55_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t55_s1_000_s3a0_50_f2bf19ca.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_000_s3a0_50_f2bf19ca.csv,0,1,0.0,0.0008944543828264759,True,,0.1136363636363636,0.8068181818181818,0.7386363636363636,0.4261363636363636,0.6988636363636364,0.8636363636363636,0.8579545454545454,-5.0057252138520734e-05,2.1902973597883545e-08,0.0447346805349953,-1.528330535904843e-06,0.0146722022564936,0.0003277977435064,0.3106821252800889,-0.010923256847716,35,0.0033544113606002,0.0042170405805035,0.0,0.0,1.5084693992099751,0.1136363636363636,False,48
compact_t90_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t90_s1_005_s3a0_50_23e47f8d.csv,analysis_outputs/submission_e350_compactplateau_compact_t90_s1_005_s3a0_50_23e47f8d.csv,0,1,0.0,0.0008944543828264759,True,,0.5056818181818182,0.3011363636363636,0.5454545454545454,0.7954545454545454,0.0795454545454545,0.5397727272727273,0.5426136363636364,-5.020741033560195e-05,1.720611706791019e-07,0.0447851290833526,4.892021782140071e-05,0.0147419267056042,0.0002580732943957,0.3246834925358807,0.0030781104080757,29,0.0080162179438065,0.0076650020952001,0.0,0.0049999999999998,1.242078957898674,0.0795454545454545,False,49
compact_t50_s1.005_s3a0.75,,submission_e350_compactplateau_compact_t50_s1_005_s3a0_75_f035bea9.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_005_s3a0_75_f035bea9.csv,0,1,0.0,0.0008944543828264759,True,,0.4034090909090909,0.8465909090909091,0.5965909090909091,0.0681818181818181,0.9488636363636364,0.4090909090909091,0.5426136363636364,-5.017912293350965e-05,1.437737685867964e-07,0.0447239446853732,-1.2264180158004512e-05,0.0147407772122033,0.0002592227877966,0.294387102041018,-0.027218280086787,36,0.0096623650987509,0.007687903722933,0.0,0.0049999999999998,1.3230500245589714,0.0681818181818181,False,50
compact_t65_s1.005_s3a0.25,,submission_e350_compactplateau_compact_t65_s1_005_s3a0_25_bc173130.csv,analysis_outputs/submission_e350_compactplateau_compact_t65_s1_005_s3a0_25_bc173130.csv,0,0,0.0,0.0,False,,0.3920454545454545,0.6988636363636364,0.5170454545454546,0.3238636363636363,0.6988636363636364,0.6875,0.5426136363636364,-5.017404437164782e-05,1.386952067249694e-07,0.0447477513813241,1.1542515792897778e-05,0.0147425418739161,0.0002574581260838,0.3060800346707802,-0.0155253474570247,35,0.0060006409749565,0.0096770676817741,0.0,0.0049999999999998,1.836797321287897,0.3238636363636363,True,51
compact_t65_s1.005_s3a0.50,,submission_e350_compactplateau_compact_t65_s1_005_s3a0_50_2dd749ed.csv,analysis_outputs/submission_e350_compactplateau_compact_t65_s1_005_s3a0_50_2dd749ed.csv,0,0,0.0,0.0,False,,0.4261363636363636,0.5625,0.4659090909090909,0.3125,0.6988636363636364,0.5795454545454546,0.5426136363636364,-5.018746882006647e-05,1.521196551436166e-07,0.0447591454387717,2.2936573240497915e-05,0.0147441359136346,0.0002558640863653,0.3059108781454951,-0.0156945039823098,35,0.0075821444032066,0.0080955642535239,0.0,0.0049999999999998,1.7751090095995852,0.3125,True,52
compact_t60_s1.005_s3a0.75,,submission_e350_compactplateau_compact_t60_s1_005_s3a0_75_5f2f422b.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_005_s3a0_75_5f2f422b.csv,0,0,0.0,0.0,False,,0.5397727272727273,0.2727272727272727,0.3977272727272727,0.2556818181818182,0.6988636363636364,0.4772727272727273,0.5426136363636364,-5.021618500682914e-05,1.808358419062896e-07,0.0447870190739415,5.081020841030126e-05,0.0147460209895103,0.0002539790104896,0.3035604129337015,-0.0180449691941034,35,0.0091704005192339,0.006754152408179,0.0,0.0049999999999998,1.6038427758333516,0.2556818181818182,False,53
compact_t60_s1.000_s3a0.75,,submission_e350_compactplateau_compact_t60_s1_000_s3a0_75_9d53e200.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_000_s3a0_75_9d53e200.csv,0,0,0.0,0.0,False,,0.2329545454545454,0.2670454545454545,0.7272727272727273,0.3863636363636363,0.6988636363636364,0.7784090909090909,0.8579545454545454,-5.0090688483208165e-05,5.53393182853144e-08,0.0447872444272561,5.103556172490059e-05,0.0146726817597548,0.0003273182402451,0.3090308616624098,-0.0125745204653952,35,0.004751902655209,0.0023356545441552,0.0,0.0,1.667560308300884,0.2329545454545454,False,54
compact_t75_s1.005_s3a0.75,,submission_e350_compactplateau_compact_t75_s1_005_s3a0_75_3f537165.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_005_s3a0_75_3f537165.csv,0,0,0.0,0.0,False,,0.5738636363636364,0.2215909090909091,0.4715909090909091,0.6136363636363636,0.6988636363636364,0.4318181818181818,0.5426136363636364,-5.022760967804519e-05,1.9226051312233957e-07,0.0448014383447041,6.522947917289579e-05,0.0147438290262774,0.0002561709737225,0.3169336373894625,-0.0046717447383424,35,0.0094805355821221,0.006199188334898,0.0,0.0049999999999998,1.5884206979112738,0.2215909090909091,False,55
compact_t55_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t55_s1_005_s3a0_00_6370a1fc.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_005_s3a0_00_6370a1fc.csv,0,0,0.0,0.0,False,,0.3181818181818182,0.9261363636363636,0.5568181818181818,0.2102272727272727,0.34375,0.7613636363636364,0.5426136363636364,-5.0145074185368625e-05,1.0972502044577449e-07,0.0447052521738659,-3.0956691665300073e-05,0.0147418947373009,0.0002581052626991,0.3022680815575355,-0.0193373005702695,33,0.0047832778496664,0.0116227503548468,0.0,0.0049999999999998,1.4721358968742422,0.2102272727272727,True,56
compact_t85_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t85_s1_000_s3a0_50_61898e03.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_000_s3a0_50_61898e03.csv,0,0,0.0,0.0,False,,0.2102272727272727,0.2840909090909091,0.8522727272727273,0.4829545454545454,0.2528409090909091,0.8465909090909091,0.8579545454545454,-5.008185249429128e-05,4.6503329368431385e-08,0.0447852961345154,4.908726898419924e-05,0.014668596404124,0.0003314035958759,0.3118219363509816,-0.0097834457768233,32,0.0035953441749478,0.0032441283302348,0.0,0.0,1.5859209394147773,0.2102272727272727,False,57
compact_t60_s1.005_s3a0.00,,submission_e350_compactplateau_compact_t60_s1_005_s3a0_00_645ab38c.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_005_s3a0_00_645ab38c.csv,0,0,0.0,0.0,False,,0.3465909090909091,0.7443181818181818,0.5738636363636364,0.1988636363636363,0.34375,0.8011363636363636,0.5426136363636364,-5.016289592854145e-05,1.275467636186004e-07,0.0447412789510535,5.070085522300427e-06,0.0147411851808789,0.000258814819121,0.3016601419815169,-0.019945240146288,33,0.0045425402111164,0.0113820127162965,0.0,0.0049999999999998,1.4339865462248915,0.1988636363636363,True,58
compact_t75_s1.000_s3a0.75,,submission_e350_compactplateau_compact_t75_s1_000_s3a0_75_082250ef.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_000_s3a0_75_082250ef.csv,0,0,0.0,0.0,False,,0.2670454545454545,0.1988636363636363,0.7727272727272727,0.4488636363636363,0.6988636363636364,0.7386363636363636,0.8579545454545454,-5.010205583278765e-05,6.670666786479806e-08,0.0448017063898284,6.549752429720057e-05,0.0146704959959175,0.0003295040040824,0.3111752721500123,-0.0104301099777927,35,0.0050604098762022,0.0017790626289794,0.0,0.0,1.6042486199891957,0.1988636363636363,False,59
compact_t70_s1.000_s3a0.50,,submission_e350_compactplateau_compact_t70_s1_000_s3a0_50_dc1a893c.csv,analysis_outputs/submission_e350_compactplateau_compact_t70_s1_000_s3a0_50_dc1a893c.csv,0,0,0.0,0.0,False,,0.1931818181818181,0.3465909090909091,0.8011363636363636,0.4147727272727273,0.6988636363636364,0.8693181818181818,0.8579545454545454,-5.007741050125123e-05,4.206133632838146e-08,0.0447782232820687,4.201441653749888e-05,0.0146696494373039,0.000330350562696,0.310157673226076,-0.0114477089017289,35,0.0033244648532971,0.0035150076518842,0.0,0.0,1.6212940745346502,0.1931818181818181,False,60
compact_t85_s1.005_s3a0.75,,submission_e350_compactplateau_compact_t85_s1_005_s3a0_75_60fd0dd3.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_005_s3a0_75_60fd0dd3.csv,0,0,0.0,0.0,False,,0.5681818181818182,0.1875,0.4943181818181818,0.7556818181818182,0.2528409090909091,0.4204545454545454,0.5426136363636364,-5.022450569018698e-05,1.891565252641324e-07,0.0448017603174246,6.555145189340167e-05,0.0147431947625544,0.0002568052374456,0.3217515288244611,0.0001461466966561,32,0.0096382917768175,0.0060429282621691,0.0,0.0049999999999998,1.4597034069472448,0.1875,False,61
compact_t60_s1.005_s3a1.00,,submission_e350_compactplateau_compact_t60_s1_005_s3a1_00_8329709c.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_005_s3a1_00_8329709c.csv,0,0,0.0,0.0,False,,0.5965909090909091,0.1818181818181818,0.375,0.2443181818181818,0.6988636363636364,0.3295454545454545,0.5426136363636364,-5.023440205629966e-05,1.990528913768075e-07,0.0448019696307315,6.5760765200297e-05,0.0147476329257209,0.0002523670742791,0.3032855646432451,-0.0183198174845599,35,0.010712981618457,0.0052115713089559,0.0,0.0049999999999998,1.4252713472619232,0.1818181818181818,False,62
compact_t65_s1.000_s3a0.75,,submission_e350_compactplateau_compact_t65_s1_000_s3a0_75_adc819f7.csv,analysis_outputs/submission_e350_compactplateau_compact_t65_s1_000_s3a0_75_adc819f7.csv,0,0,0.0,0.0,False,,0.1818181818181818,0.4261363636363636,0.7329545454545454,0.1818181818181818,0.4176136363636363,0.7840909090909091,0.8579545454545454,-5.00756332505942e-05,4.0284085671348185e-08,0.0447705584798017,3.434961427049854e-05,0.0146723919044268,0.0003276080955731,0.301225991215129,-0.0203793909126759,34,0.0047445102836336,0.0020949622215475,0.0,0.0,1.5087080533792565,0.1818181818181818,False,63
compact_t80_s1.010_s3a0.50,,submission_e350_compactplateau_compact_t80_s1_010_s3a0_50_7d5ea9c8.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_010_s3a0_50_7d5ea9c8.csv,0,0,0.0,0.0,False,,0.8693181818181818,0.2613636363636363,0.1931818181818181,0.2386363636363636,0.6988636363636364,0.1818181818181818,0.1732954545454545,-5.033550885638556e-05,3.001596914627109e-07,0.0447888600409789,5.265117544769882e-05,0.0148155692804469,0.000184430719553,0.3031668986703788,-0.0184384834574261,35,0.0123944138360048,0.012127802458506,0.0,0.01,1.357901217391793,0.1732954545454545,False,64
compact_t75_s1.010_s3a0.50,,submission_e350_compactplateau_compact_t75_s1_010_s3a0_50_19ae01c8.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_010_s3a0_50_19ae01c8.csv,0,0,0.0,0.0,False,,0.8636363636363636,0.3295454545454545,0.1818181818181818,0.6818181818181818,0.6988636363636364,0.1875,0.1732954545454545,-5.033336916097481e-05,2.980199960519567e-07,0.0447833144866613,4.710562113009742e-05,0.0148158654153292,0.0001841345846707,0.3195247385445724,-0.0020806435832325,35,0.0122810708898537,0.01223894072034,0.0,0.01,1.4293297888203649,0.1732954545454545,False,65
compact_t85_s1.010_s3a0.50,,submission_e350_compactplateau_compact_t85_s1_010_s3a0_50_514c11b9.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_010_s3a0_50_514c11b9.csv,0,0,0.0,0.0,False,,0.8522727272727273,0.3068181818181818,0.2102272727272727,0.4204545454545454,0.2528409090909091,0.1761363636363636,0.1732954545454545,-5.033136267653926e-05,2.960135116164119e-07,0.0447849636718315,4.875480630029544e-05,0.0148152570070257,0.0001847429929742,0.3102314597033553,-0.0113739224244496,32,0.0124371098494193,0.0120858940047045,0.0,0.01,1.3127878225316605,0.1732954545454545,False,66
compact_t40_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t40_s1_010_s3a0_25_101ba3dc.csv,analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_25_101ba3dc.csv,0,0,0.0,0.0,False,,0.8409090909090909,0.7386363636363636,0.2897727272727273,0.8863636363636364,0.34375,0.2159090909090909,0.1732954545454545,-5.033101085406441e-05,2.956616891415585e-07,0.0447418496912604,5.640825729201493e-06,0.0148128978794532,0.0001871021205467,0.3299137339186032,0.0083083517907981,33,0.0118348505619602,0.0160624247170824,0.0,0.01,1.473921611159957,0.1732954545454545,False,67
compact_t80_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t80_s1_010_s3a0_25_19788d08.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_010_s3a0_25_19788d08.csv,0,0,0.0,0.0,False,,0.8068181818181818,0.3920454545454545,0.2386363636363636,0.6306818181818182,0.6988636363636364,0.3125,0.1732954545454545,-5.031860894354131e-05,2.83259778618461e-07,0.0447721350501639,3.5926184632696645e-05,0.0148142866476329,0.000185713352367,0.3179562040992655,-0.0036491780285394,35,0.0107737826567175,0.0137484336377933,0.0,0.01,1.448810308300884,0.1732954545454545,False,68
compact_t75_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t75_s1_010_s3a0_25_ad32c614.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_010_s3a0_25_ad32c614.csv,0,0,0.0,0.0,False,,0.7954545454545454,0.5170454545454546,0.2272727272727272,0.6761363636363636,0.6988636363636364,0.3409090909090909,0.1732954545454545,-5.0315408938418313e-05,2.800597734954632e-07,0.0447653083640679,2.9099498536695745e-05,0.0148145687740209,0.000185431225979,0.3190509132723936,-0.0025544688554113,35,0.0106614428911294,0.0138585687190643,0.0,0.01,1.473972645963222,0.1732954545454545,False,69
compact_t85_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t85_s1_010_s3a0_25_1e793140.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_010_s3a0_25_1e793140.csv,0,0,0.0,0.0,False,,0.7840909090909091,0.4772727272727273,0.2670454545454545,0.7613636363636364,0.2528409090909091,0.3068181818181818,0.1732954545454545,-5.031449944540408e-05,2.791502804812306e-07,0.0447682652415595,3.20563760283013e-05,0.0148139889500461,0.0001860110499539,0.3221808092929487,0.0005754271651436,32,0.0108150165548455,0.0137079872992782,0.0,0.01,1.4028852251290629,0.1732954545454545,False,70
compact_t70_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t70_s1_010_s3a0_25_8827387f.csv,analysis_outputs/submission_e350_compactplateau_compact_t70_s1_010_s3a0_25_8827387f.csv,0,0,0.0,0.0,False,,0.7727272727272727,0.5397727272727273,0.2215909090909091,0.9375,0.6988636363636364,0.3465909090909091,0.1732954545454545,-5.031206812517664e-05,2.767189602537876e-07,0.0447633446703452,2.7135804813997744e-05,0.0148149540567467,0.0001850459432533,0.3347538707899816,0.0131484886621766,35,0.0105598240482227,0.0139584836148962,0.0,0.01,1.511310308300884,0.1732954545454545,False,71
compact_t80_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t80_s1_010_s3a0_00_2473ad40.csv,analysis_outputs/submission_e350_compactplateau_compact_t80_s1_010_s3a0_00_2473ad40.csv,0,0,0.0,0.0,False,,0.7386363636363636,0.6022727272727273,0.2840909090909091,0.7443181818181818,0.6988636363636364,0.4886363636363636,0.1732954545454545,-5.0301937675356135e-05,2.665885104332846e-07,0.0447552625183904,1.9053652859195302e-05,0.0148130040148188,0.0001869959851811,0.3217202677838185,0.0001148856560135,35,0.0091531320187695,0.0153690842757412,0.0,0.01,1.416992126482702,0.1732954545454545,False,72
compact_t85_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t85_s1_010_s3a0_00_c5f1e511.csv,analysis_outputs/submission_e350_compactplateau_compact_t85_s1_010_s3a0_00_c5f1e511.csv,0,0,0.0,0.0,False,,0.7272727272727273,0.6363636363636364,0.3011363636363636,0.8125,0.2528409090909091,0.4715909090909091,0.1732954545454545,-5.0297864863334374e-05,2.6251569841152377e-07,0.0447514192806628,1.5210415131597377e-05,0.0148127208930664,0.0001872791069335,0.3255247560135593,0.0039193738857543,32,0.0091929038017849,0.0153301000523389,0.0,0.01,1.3532099004537383,0.1732954545454545,False,73
compact_t75_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t75_s1_010_s3a0_00_bc015cba.csv,analysis_outputs/submission_e350_compactplateau_compact_t75_s1_010_s3a0_00_bc015cba.csv,0,0,0.0,0.0,False,,0.7159090909090909,0.7215909090909091,0.2784090909090909,0.7670454545454546,0.4176136363636363,0.4943181818181818,0.1732954545454545,-5.02976773497681e-05,2.623281848452514e-07,0.0447471547260987,1.0945860567497525e-05,0.0148132721327125,0.0001867278672874,0.3223594694952522,0.0007540873674471,34,0.0090417954336557,0.015478216176538,0.0,0.01,1.3896333780545809,0.1732954545454545,False,74
compact_t70_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t70_s1_010_s3a0_00_3dd20cd5.csv,analysis_outputs/submission_e350_compactplateau_compact_t70_s1_010_s3a0_00_3dd20cd5.csv,0,0,0.0,0.0,False,,0.7102272727272727,0.6875,0.2727272727272727,0.2954545454545454,0.4176136363636363,0.5056818181818182,0.1732954545454545,-5.029744920374501e-05,2.6210003882216144e-07,0.0447486089838429,1.2400118311696462e-05,0.0148135894734816,0.0001864105265183,0.3050082314435082,-0.0165971506842967,34,0.0089557462236793,0.0155625614394396,0.0,0.01,1.317393118314321,0.1732954545454545,False,75
compact_t40_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t40_s1_010_s3a0_00_bb3d64f0.csv,analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_00_bb3d64f0.csv,0,0,0.0,0.0,False,,0.7045454545454546,0.9204545454545454,0.3238636363636363,0.7840909090909091,0.2528409090909091,0.3522727272727273,0.1732954545454545,-5.029503025944093e-05,2.5968109451807717e-07,0.0447109899919255,-2.521887360570213e-05,0.0148104753454212,0.0001895246545787,0.3242279117573466,0.0026225296295416,32,0.0105289013869311,0.0173683738921115,0.0,0.01,1.3726904199342578,0.1732954545454545,False,76
compact_t60_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t60_s1_010_s3a0_00_0768a271.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_010_s3a0_00_0768a271.csv,0,0,0.0,0.0,False,,0.6875,0.7556818181818182,0.2329545454545454,0.3465909090909091,0.34375,0.5,0.1732954545454545,-5.028679800449845e-05,2.5144883957560173e-07,0.0447412789510517,5.070085520496315e-06,0.0148145244106347,0.0001854755893652,0.3069320732788096,-0.0146733088489953,33,0.0089610562158017,0.0158005287209818,0.0,0.01,1.3097982345365802,0.1732954545454545,False,77
compact_t65_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t65_s1_010_s3a0_00_352bfae7.csv,analysis_outputs/submission_e350_compactplateau_compact_t65_s1_010_s3a0_00_352bfae7.csv,0,0,0.0,0.0,False,,0.6818181818181818,0.7727272727272727,0.2443181818181818,0.2613636363636363,0.4176136363636363,0.5113636363636364,0.1732954545454545,-5.028474119905789e-05,2.493920341350376e-07,0.04473620886553,-1.2004286453759505e-15,0.014814285883124,0.000185714116876,0.3043025994352315,-0.0173027826925734,34,0.00883825429221,0.0156777267973901,0.0,0.01,1.317393118314321,0.1732954545454545,False,78
compact_t45_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t45_s1_010_s3a0_25_64787094.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_25_64787094.csv,0,0,0.0,0.0,False,,0.6704545454545454,0.8863636363636364,0.3295454545454545,0.9943181818181818,0.6988636363636364,0.2329545454545454,0.1732954545454545,-5.0283002588228466e-05,2.4765342330561573e-07,0.0447179242734831,-1.8284592048098403e-05,0.0148099491545129,0.000190050845487,0.3429359694628645,0.0213305873350594,35,0.0115806339524998,0.0155725959707288,0.0,0.01,1.553518100508676,0.1732954545454545,False,79
compact_t55_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t55_s1_010_s3a0_00_d7a95aee.csv,analysis_outputs/submission_e350_compactplateau_compact_t55_s1_010_s3a0_00_d7a95aee.csv,0,0,0.0,0.0,False,,0.6590909090909091,0.9375,0.2159090909090909,0.8920454545454546,0.34375,0.4602272727272727,0.1732954545454545,-5.026888723913299e-05,2.335380742101364e-07,0.0447052521738642,-3.09566916670001e-05,0.0148152374971881,0.0001847625028118,0.3300538068549273,0.0084484247271223,33,0.009200584122078,0.0160400566272584,0.0,0.01,1.4015190137573592,0.1732954545454545,False,80
compact_t45_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t45_s1_010_s3a0_00_533cb9a8.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_010_s3a0_00_533cb9a8.csv,0,0,0.0,0.0,False,,0.6420454545454546,0.9545454545454546,0.3409090909090909,0.3806818181818182,0.4176136363636363,0.3806818181818182,0.1732954545454545,-5.0258981213683525e-05,2.2363204876067467e-07,0.0447001342995375,-3.607456599370035e-05,0.0148078736359085,0.0001921263640914,0.3087285007975444,-0.0128768813302606,34,0.0101568787090241,0.0169963512142045,0.0,0.01,1.3498606507818536,0.1732954545454545,False,81
compact_t50_s1.010_s3a0.00,,submission_e350_compactplateau_compact_t50_s1_010_s3a0_00_84270360.csv,analysis_outputs/submission_e350_compactplateau_compact_t50_s1_010_s3a0_00_84270360.csv,0,0,0.0,0.0,False,,0.6363636363636364,0.9829545454545454,0.3352272727272727,0.9602272727272728,0.4176136363636363,0.4034090909090909,0.1732954545454545,-5.0247595970427693e-05,2.122468055048432e-07,0.0446863188096544,-4.9890055876800066e-05,0.0148089328751395,0.0001910671248605,0.3372259649334562,0.0156205828056512,34,0.0096703319588293,0.0165098044640096,0.0,0.01,1.4383346767558796,0.1732954545454545,False,82
compact_t60_s1.010_s3a0.25,,submission_e350_compactplateau_compact_t60_s1_010_s3a0_25_205c465d.csv,analysis_outputs/submission_e350_compactplateau_compact_t60_s1_010_s3a0_25_205c465d.csv,0,0,0.0,0.0,False,,0.75,0.5852272727272727,0.1704545454545454,0.4886363636363636,0.6988636363636364,0.3579545454545454,0.1732954545454545,-5.0304330358244055e-05,2.6898119332120437e-07,0.0447565977426983,2.038887716709903e-05,0.0148161363468451,0.0001838636531548,0.3118834543497637,-0.0097219277780412,35,0.0105036958191335,0.01425788911765,0.0,0.01,1.4390700485606245,0.1704545454545454,False,83
