candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,model_split,gate,pruned_cells_sub,oof_gate_pass,q3_target_delta,loss_vs_full_q3,subject_win_rate,pruned_bad_rate,oof_score,e222_tail_survival_score,e222_decision
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e154_s3repair_9f2e2e73.csv,Q3,249,249,Q3,-0.00011991619732521476,-0.00018317825402762536,-0.0001321982791142653,-4.4372058833753524e-05,0.00025501681709360274,-0.0028731814206898994,0.0021881883075026993,0.005061369728192599,9.833848841696186e-05,0.0004460258387896716,0.0008092817886116829,0.001552662399806543,0.4774703423492142,0.4560236909727067,0.007825969311404063,0.035571875599747185,0.17209235472968332,2.198788667669506,1,1,2,0.8200600970548308,3.7194795093446964,0.019429224438831553,0.08812354416735056,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.11171973357865948,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601381,-0.0006019144069494767,-0.0004299203124640448,-0.0005011059548668925,-0.0004176887667578716,-0.0023394910721874405,0.0011851376375029133,0.003524628709690354,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559158,0.0015686521903091482,0.4849040845775539,0.48121887494131516,0.011224958920201264,0.05874381182817257,0.14789051018904398,1.1908788645086945,1,1,7,0.1653857798603414,0.7937282652388892,0.02397667099879926,0.11507011965690794,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.517223999748401,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.022522572554918463,expected_good_tail_unclear
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,Q3,249,249,Q3,-0.00012138372847941931,-0.0001918401623385198,-0.00014154234431237842,-3.0768678787359695e-05,0.0002747895878639588,-0.0030617688259418473,0.0023249719856295514,0.005386740811571398,9.833848841696186e-05,0.000437975726344462,0.0008035342828840284,0.001586560098002649,0.47648455638693693,0.45414394337553615,0.008353929472996818,0.037858620161646386,0.17209235472968332,2.3362349744413033,1,1,2,0.8101455578013095,3.6081914094336054,0.018255656222723467,0.08130625579824353,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.11300960599850035,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.000533760361767509,-0.0006402965859643863,-0.00043501573100234993,-0.0005259687683357904,-0.0004377238188324837,-0.0024662813247333256,0.0012396727099376684,0.0037059540346709935,9.673998182827695e-05,0.00042022968017634547,0.0007611160528463036,0.001610163868448981,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949452,0.7873002760729275,0.02610393462067462,0.1133931171959753,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.5394675969417099,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,-0.1474613516595114,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,-0.04568403438454416,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e154_s3repair_9f2e2e73.csv,Q3,249,249,Q3,-9.388545453242534e-05,-0.00015714751123483596,-0.00010616753632147588,-1.8341316040964116e-05,0.0002616159618169813,-0.002818003280792994,0.002194787452226078,0.005012790733019072,9.403156022850842e-05,0.0004244232904554729,0.000772612730973376,0.001504083404633016,0.4774703423492142,0.45656661701097906,0.007797035090547113,0.035230456958969376,0.16455523039988984,2.2054197809902036,1,1,1,1.001556212267499,4.520650111023207,0.01875832549903309,0.08466806476875484,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.08216765368927118,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601381,-0.0006019144069494767,-0.0004299203124640448,-0.0005011059548668925,-0.0004176887667578716,-0.0023394910721874405,0.0011851376375029133,0.003524628709690354,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559158,0.0015686521903091482,0.4849040845775539,0.48121887494131516,0.011224958920201264,0.05874381182817257,0.14789051018904398,1.1908788645086945,1,1,7,0.1653857798603414,0.7937282652388892,0.02397667099879926,0.11507011965690794,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.517223999748401,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.022522572554918463,expected_good_tail_unclear
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,Q3,249,249,Q3,-9.535298568662988e-05,-0.0001658094195457304,-0.00011551160151958902,-4.737935994570261e-06,0.0002813887325873373,-0.0030065906860449413,0.00233157113035293,0.005338161816397871,9.538473658735576e-05,0.00041637317801026337,0.0007674735319275645,0.001537981102829122,0.47648455638693693,0.45463667073270164,0.008324995252139866,0.03751720152086859,0.1669232890278726,2.3428660877620007,1,1,1,1.000332982763961,4.3666506613504605,0.017868461067319284,0.07799935489614421,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.08327366017789098,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.000533760361767509,-0.0006402965859643863,-0.00043501573100234993,-0.0005259687683357904,-0.0004377238188324837,-0.0024662813247333256,0.0012396727099376684,0.0037059540346709935,9.673998182827695e-05,0.00042022968017634547,0.0007611160528463036,0.001610163868448981,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949452,0.7873002760729275,0.02610393462067462,0.1133931171959753,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.5394675969417099,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,-0.1474613516595114,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,-0.04568403438454416,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e154_s3repair_9f2e2e73.csv,Q3,247,247,Q3,-0.00011795803491854325,-0.00018106378442205647,-0.00013024355203064645,-4.256676830292669e-05,0.0002533190688006556,-0.0028653486242365567,0.002186490559209752,0.005051839183446308,9.833848841696186e-05,0.0004460258387896716,0.0008092817886116829,0.001552662399806543,0.47860932847709803,0.4561603230917233,0.007879592271081667,0.03579238287866818,0.17209235472968332,2.197082694881749,1,1,2,0.8336735050297353,3.7812247304533164,0.01946587863271539,0.08828979359659618,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.1095166294362932,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601381,-0.0006019144069494767,-0.0004299203124640448,-0.0005011059548668925,-0.0004176887667578716,-0.0023394910721874405,0.0011851376375029133,0.003524628709690354,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559158,0.0015686521903091482,0.4849040845775539,0.48121887494131516,0.011224958920201264,0.05874381182817257,0.14789051018904398,1.1908788645086945,1,1,7,0.1653857798603414,0.7937282652388892,0.02397667099879926,0.11507011965690794,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.517223999748401,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.022522572554918463,expected_good_tail_unclear
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,Q3,248,248,Q3,-0.0001194255660727478,-0.00018972569273295088,-0.00013958761722875958,-2.8963388256532874e-05,0.00027309183957101155,-0.0030539360294885042,0.002323274237336604,0.005377210266825108,9.833848841696186e-05,0.000437975726344462,0.0008035342828840284,0.001586560098002649,0.47679296185623904,0.45426897632768354,0.00837790875481358,0.03794402406025782,0.17209235472968332,2.334529001653546,1,1,2,0.8234291169870545,3.6673531534920265,0.018288012470642014,0.0814503626623212,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.11081077899854343,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.000533760361767509,-0.0006402965859643863,-0.00043501573100234993,-0.0005259687683357904,-0.0004377238188324837,-0.0024662813247333256,0.0012396727099376684,0.0037059540346709935,9.673998182827695e-05,0.00042022968017634547,0.0007611160528463036,0.001610163868448981,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949452,0.7873002760729275,0.02610393462067462,0.1133931171959753,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.5394675969417099,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,-0.1474613516595114,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,-0.04568403438454416,expected_bad_or_neutral
lr_l2_c0p10__stratified5__drop_risk_top3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top3,submission_e154_s3repair_9f2e2e73.csv,Q3,247,247,Q3,-0.00010015586393727589,-0.00016062755320201126,-9.451079054454981e-05,-4.5329248065266495e-05,0.00019150155651935556,-0.0027215317777644936,0.002124673046928452,0.004846204824692946,8.814970509269118e-05,0.0004051293795228507,0.0007188284708527803,0.0014213202247564613,0.4782177734481874,0.45908685071037886,0.007584193061296567,0.034335459284261766,0.15426198391220963,2.134965716648387,1,1,2,0.8801252530545416,4.044989115930037,0.018189430344243925,0.0835972465419927,False,lr_l2_c0p10__stratified5,drop_risk_top3,3,False,-0.0037304718485526855,0.0005316412462210707,0.6,0.3333333333333333,-0.0002613290606079399,0.09137072901826082,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top3,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601381,-0.0006019144069494767,-0.0004299203124640448,-0.0005011059548668925,-0.0004176887667578716,-0.0023394910721874405,0.0011851376375029133,0.003524628709690354,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559158,0.0015686521903091482,0.4849040845775539,0.48121887494131516,0.011224958920201264,0.05874381182817257,0.14789051018904398,1.1908788645086945,1,1,7,0.1653857798603414,0.7937282652388892,0.02397667099879926,0.11507011965690794,False,lr_l2_c0p10__stratified5,drop_risk_top3,3,False,-0.0037304718485526855,0.0005316412462210707,0.6,0.3333333333333333,-0.0002613290606079399,0.517223999748401,expected_good_but_low_support
lr_l2_c0p10__stratified5__drop_risk_top3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top3,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,lr_l2_c0p10__stratified5,drop_risk_top3,3,False,-0.0037304718485526855,0.0005316412462210707,0.6,0.3333333333333333,-0.0002613290606079399,0.022522572554918463,expected_good_tail_unclear
