candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,combo_sources,combo_weights,target_group,cell_gate,sign_gate,axis_group,anti_lambda,projection_mode,scale_x,delta_cap,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_logit_delta,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,prediction_hash,before_bad_align_pos_mean,after_bad_align_pos_mean,before_bad_align_abs_mean,after_bad_align_abs_mean,removed_norm,removed_norm_ratio,cheap_priority,source_name_robust,source_file_robust,variant_robust,combo_sources_robust,combo_weights_robust,target_group_robust,cell_gate_robust,sign_gate_robust,axis_group_robust,anti_lambda_robust,projection_mode_robust,scale_robust,delta_cap_robust,active_cells_robust,active_rows_robust,mean_active_energy_robust,p10_active_energy_robust,mean_abs_logit_delta_robust,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,prediction_hash_robust,before_bad_align_pos_mean_robust,after_bad_align_pos_mean_robust,before_bad_align_abs_mean_robust,after_bad_align_abs_mean_robust,removed_norm_robust,removed_norm_ratio_robust,cheap_priority_robust,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
direns_3e494068,train_best5,l2o,15,-0.0007131417154616404,-0.0008068502742485828,-0.000704400484788481,-0.0006194880554177384,-0.0005937589611507699,1.0,0.0005931475045109172,0.001229021164576308,297,0.5773680513541504,0.5774251480467376,6.404580322922916e-05,0.5777436349810927,0.5779293010906299,0.0003012218065352251,0.5779319612791105,0.5779842017604332,9.174395701054627e-05,0.577779550299267,0.5776812158714512,0.5774251480467376,0.5779842017604332,direns_3e494068,submission_direns_3e494068.csv,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04488184927953254,0.008278590173893366,0.031775679506278465,ef81ab717689,0.059064630368522816,0.03317391074924805,0.059064630368522816,0.03317391074924805,0.9393696217012636,0.39607166729404264,0.0002376331119780473,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04488184927953254,0.008278590173893366,0.031775679506278465,ef81ab717689,0.059064630368522816,0.03317391074924805,0.059064630368522816,0.03317391074924805,0.9393696217012636,0.39607166729404264,0.0002376331119780473,0.5764166422747152,-0.0010227029482575373,-0.0011439444888945217,-0.0010422964322087669,-0.0009453790186694899,-0.0004692005635260621,1.0,0.008278590173893366,0.031775679506278465,0.008518058426960936,0.22997108129147995,0.9731974628869662,0.02306094611088942,-0.001094512214559457,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_f47d76a9,train_best5,l2o,15,-0.000712383103784527,-0.0008007296617120518,-0.0007014624519181556,-0.0006176178813506406,-0.0005962744899682404,1.0,0.0005931475045109172,0.001229021164576308,243,0.5773650689993963,0.5774242061019305,6.488930329474755e-05,0.5777484814192531,0.5779385915161034,0.0003053892194538329,0.5779394912600764,0.5779927861323312,9.420084828297626e-05,0.577785194583455,0.577684347226242,0.5774242061019305,0.5779927861323312,direns_f47d76a9,submission_direns_f47d76a9.csv,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+target_q3stage,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.25,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04561421293047856,0.008443126280518841,0.03205024986198557,3b825a26f903,0.052139329157877806,0.029295910633470347,0.052139329157877806,0.029295910633470347,0.834650247602951,0.3961079806971505,0.00011150448105794438,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+target_q3stage,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.25,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04561421293047856,0.008443126280518841,0.03205024986198557,3b825a26f903,0.052139329157877806,0.029295910633470347,0.052139329157877806,0.029295910633470347,0.834650247602951,0.3961079806971505,0.00011150448105794438,0.5764259977447861,-0.001013347478186609,-0.001131360779646018,-0.001032914380986627,-0.0009257156167847835,-0.00046477424679824964,1.0,0.008443126280518841,0.03205024986198557,0.008685005509749353,0.2339121088038686,0.9722577463589206,0.02350731439669027,-0.0010937536028823437,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,1.25,1313.0,250.0,1.1037110792716216
direns_c814891d,train_best5,l2o,15,-0.0007040834131352592,-0.0008028920100223713,-0.0006919727120276997,-0.0006151282450078232,-0.0005880631724121121,1.0,0.0005931475045109172,0.001229021164576308,194,0.5773737396899636,0.577429440955088,6.193716561188327e-05,0.5777491720456716,0.5779352795827224,0.0003023462447281536,0.5779384977646109,0.5779896517752421,8.857879809493032e-05,0.5777847907710175,0.5776871365000821,0.577429440955088,0.5779896517752421,direns_c814891d,submission_direns_c814891d.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04546502309597456,0.008482734058185334,0.030732909264608144,cf5ca47c3937,0.05870099162664291,0.03299545614782616,0.05870099162664291,0.03299545614782616,0.9397462035276376,0.3967589159995856,1.3449661190000767e-05,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04546502309597456,0.008482734058185334,0.030732909264608144,cf5ca47c3937,0.05870099162664291,0.03299545614782616,0.05870099162664291,0.03299545614782616,0.9397462035276376,0.3967589159995856,1.3449661190000767e-05,0.5764323169824799,-0.0010070282404926495,-0.0011229108743215032,-0.0010303275644997223,-0.0009320526164519283,-0.00046784767653829107,1.0,0.008482734058185334,0.030732909264608144,0.008722688141556233,0.2264668170422181,0.9740188811202619,0.023427057494966787,-0.0010854539122330756,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_d41ac27b,train_best5,l2o,15,-0.0006984884634630243,-0.0007993689134261573,-0.000687247912801725,-0.0006122642619241558,-0.0005829273809476732,1.0,0.0005931475045109172,0.001229021164576308,207,0.5773773679730507,0.5774319759041461,6.085244796191965e-05,0.5777500244841469,0.5779355975118933,0.0002997609211645419,0.5779375716746347,0.5779885041900116,8.739188924461921e-05,0.577785359202017,0.5776883213772774,0.5774319759041461,0.5779885041900116,direns_d41ac27b,submission_direns_d41ac27b.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.045363756121409984,0.008465433944893137,0.03146991177295866,86693e48e7b3,0.05815303618936462,0.032683736603215614,0.05815303618936462,0.032683736603215614,0.92912624642435,0.3938342976657296,3.061523185708746e-05,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.045363756121409984,0.008465433944893137,0.03146991177295866,86693e48e7b3,0.05815303618936462,0.032683736603215614,0.05815303618936462,0.032683736603215614,0.92912624642435,0.3938342976657296,3.061523185708746e-05,0.5764396727407792,-0.000999672482193455,-0.001115681961171977,-0.0010164567971776561,-0.0009281104723715128,-0.00046307099681985875,1.0,0.008465433944893137,0.03146991177295866,0.00869546172933954,0.22271360260895265,0.9748839167885276,0.023341325143815345,-0.0010798589625608409,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_ba2342fb,train_best5,l2o,15,-0.0006925946352845343,-0.0007955783032630226,-0.0006807630153380373,-0.0006091243378640643,-0.0005774925021551081,1.0,0.0005931475045109172,0.001229021164576308,213,0.5773812565774543,0.5774346357310254,5.979597757657575e-05,0.5777510836593267,0.5779360976581274,0.0002971648927102239,0.5779368369191281,0.5779875139170323,8.619576655762418e-05,0.577786082435395,0.5776897257186363,0.5774346357310254,0.5779875139170323,direns_ba2342fb,submission_direns_ba2342fb.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.35_0.65,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04526721801016437,0.008449255232724504,0.03220636326479864,40c70ec877cd,0.057605080752086334,0.03237201705860502,0.057605080752086334,0.03237201705860502,0.9185062893210626,0.3907558395179469,4.66594014006111e-05,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.35_0.65,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04526721801016437,0.008449255232724504,0.03220636326479864,40c70ec877cd,0.057605080752086334,0.03237201705860502,0.057605080752086334,0.03237201705860502,0.9185062893210626,0.3907558395179469,4.66594014006111e-05,0.5764473226071943,-0.0009920226157783328,-0.0011110703034789894,-0.001007159760766041,-0.0009225146172910037,-0.0004581141313111381,1.0,0.008449255232724504,0.03220636326479864,0.008671837978104606,0.21885622474908648,0.9757571177750008,0.023262970294603155,-0.0010739651343823508,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_afcc68d9,low_error_best5,loo,6,-0.00088083268904345,-0.0011640512412219306,-0.0008387469240977441,-0.0006396999018106753,-0.0005757774485771749,1.0,0.0004314708914417137,0.0010963712311536065,200,0.5770726015983535,0.5771567587303514,9.212776875831507e-05,0.5777688397271952,0.5781115877091687,0.0005749691681107776,0.5781623493196387,0.5782422119447466,0.00015798398456823743,0.5778368527947556,0.5776679302150626,0.5771567587303514,0.5782422119447466,direns_afcc68d9,submission_direns_afcc68d9.csv,solo_ladder_898_f465_full_s1p5,submission_sparseladder_89817541.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5,1.00,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.050773109191867144,0.009354120324585545,0.028117417477031614,88bef11c1bcb,0.0,0.0,0.0,0.0,0.0,0.0,2.2427153913919852e-05,solo_ladder_898_f465_full_s1p5,submission_sparseladder_89817541.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5,1.00,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.050773109191867144,0.009354120324585545,0.028117417477031614,88bef11c1bcb,0.0,0.0,0.0,0.0,0.0,0.0,2.2427153913919852e-05,0.5760185766770062,-0.001420768545966479,-0.0016242045352234946,-0.0014489935088385364,-0.0012242335758642087,-0.0007213518337991776,1.0,0.009354120324585545,0.028117417477031614,0.010376791977216422,0.3010914467384709,0.9535952709094851,0.028113436815410002,-0.0012945385107551073,solo_ladder_898_f465_full_s1p5,submission_sparseladder_89817541.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
direns_656bab60,low_error_best5,loo,6,-0.0008754004978953622,-0.0011525508728197909,-0.0008333522287357065,-0.0006402983921305894,-0.000578371493711094,1.0,0.0004314708914417137,0.0010963712311536065,57,0.5770845000998903,0.5771683697261035,9.209586910494978e-05,0.5777561127461687,0.5780893966436412,0.0005597509572728053,0.5781390193534228,0.578217895069843,0.0001563595745503064,0.5778252204798626,0.5776598773998273,0.5771683697261035,0.578217895069843,direns_656bab60,submission_direns_656bab60.csv,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04947497173008763,0.009058202932745452,0.028117417477031614,22a632a1fb39,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002734902379261732,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04947497173008763,0.009058202932745452,0.028117417477031614,22a632a1fb39,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002734902379261732,0.5760351777620261,-0.0014041674609467495,-0.0016051297067102067,-0.0014319799275214207,-0.0012157933718742963,-0.000713753541297768,1.0,0.009058202932745452,0.028117417477031614,0.010080874585376326,0.30594896111852576,0.952047915385825,0.027428010452900654,-0.0012891063196070196,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
direns_2e4d45ec,low_error_best5,loo,6,-0.0008731735164998847,-0.001132631635270831,-0.0008372777657799646,-0.0006496111484488587,-0.0005882907975187646,1.0,0.0004314708914417137,0.0010963712311536065,358,0.5770874901751555,0.5771600426779151,8.343770022971303e-05,0.5777112867494099,0.5780305788171485,0.0005367664819560619,0.5780789777817428,0.5781516150081347,0.00014508125565168285,0.5777807455010661,0.5776259182354361,0.5771600426779151,0.5781516150081347,direns_2e4d45ec,submission_direns_2e4d45ec.csv,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,all_cells,none,none,0.0,positive,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.05301880576616873,0.009805245628860376,0.024744926588893656,c8da55ce3e7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0005376701204273433,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,all_cells,none,none,0.0,positive,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.05301880576616873,0.009805245628860376,0.024744926588893656,c8da55ce3e7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0005376701204273433,0.5760728955306055,-0.0013664496923670914,-0.0015372498094767372,-0.0013884446360826752,-0.001212902221322265,-0.0007184531751882606,1.0,0.009805245628860376,0.024744926588893656,0.010481487633312024,0.3168863815356494,0.9484635054640969,0.02860664883226971,-0.001286879338211542,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,1.1,1256.0,250.0,1.146752178998714
direns_dd5471a5,low_error_best5,loo,6,-0.0008701555268210703,-0.0011448619404604843,-0.0008282920149321193,-0.0006373126250706074,-0.0005763721213676298,1.0,0.0004314708914417137,0.0010963712311536065,62,0.5770927792177946,0.5771763294112819,9.20064381009438e-05,0.5777537350648806,0.578083366491251,0.0005531427176824696,0.5781320464951283,0.57821044089848,0.00015583694335919354,0.577823378933671,0.5776595202592678,0.5771763294112819,0.57821044089848,direns_dd5471a5,submission_direns_dd5471a5.csv,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04891862710361071,0.008931590522870077,0.028117417477031614,234bf2e22b46,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026328369354170297,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04891862710361071,0.008931590522870077,0.028117417477031614,234bf2e22b46,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026328369354170297,0.5760456060743954,-0.0013937391485774142,-0.0015923422698622014,-0.0014219105020558676,-0.0012105916210326528,-0.0007077856883228595,1.0,0.008931590522870077,0.028117417477031614,0.009954262175500949,0.30735751490147634,0.9515941141230271,0.027131199663009666,-0.0012838613485327277,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
direns_1b92c211,low_error_best5,loo,6,-0.0008660973977371866,-0.001122743500070189,-0.000830440978347835,-0.0006451077147935358,-0.0005847220034886913,1.0,0.0004314708914417137,0.0010963712311536065,330,0.5770974017186175,0.5771697061083214,8.340639204452299e-05,0.5777093517686938,0.5780238843682817,0.0005294042021259097,0.5780719306515152,0.5781440836662627,0.00014441101917206977,0.5777792247142886,0.5776262280462755,0.5771697061083214,0.5781440836662627,direns_1b92c211,submission_direns_1b92c211.csv,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,all_cells,none,none,0.0,positive,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.05231033605524339,0.009642743580594023,0.024744926588893656,33b112df4e99,0.0,0.0,0.0,0.0,0.0,0.0,0.0003751680721609904,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,all_cells,none,none,0.0,positive,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.05231033605524339,0.009642743580594023,0.024744926588893656,33b112df4e99,0.0,0.0,0.0,0.0,0.0,0.0,0.0003751680721609904,0.5760850464051904,-0.001354298817782184,-0.0015257692454138994,-0.0013779459701325214,-0.0012058750472401236,-0.0007098196427852699,1.0,0.009642743580594023,0.024744926588893656,0.010318985585045671,0.3185989559933672,0.9478896060406699,0.028234723695071923,-0.001279803219448844,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/none,1.1,1256.0,250.0,1.146752178998714
direns_831d33e1,low_error_best5,loo,6,-0.0008631624945047989,-0.001135519349010683,-0.0008215839838166539,-0.0006323841506870598,-0.0005725079794358656,1.0,0.0004314708914417137,0.0010963712311536065,133,0.577102963176621,0.5771860835595658,9.189054028657668e-05,0.5777532004621376,0.5780789670357008,0.0005464850863695068,0.5781268862067284,0.5782051535939252,0.0001554063336377382,0.5778234013963973,0.5776610166151623,0.5771860835595658,0.5782051535939252,direns_831d33e1,submission_direns_831d33e1.csv,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.35_0.65,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04836228247713377,0.00880511896190948,0.028117417477031614,61f72f35adfa,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013681213258110602,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.35_0.65,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.04836228247713377,0.00880511896190948,0.028117417477031614,61f72f35adfa,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013681213258110602,0.5760580193292868,-0.0013813258936858238,-0.0015831336421980647,-0.001407957327785203,-0.001204439423109438,-0.0007001906023322846,1.0,0.00880511896190948,0.028117417477031614,0.009827790614540356,0.3083297932536328,0.9512795270540474,0.026832557740841822,-0.0012768683162164562,898_x_f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
direns_7682edba,low_error_best5,loo,6,-0.0008620720089675774,-0.001135554158562757,-0.0008209669804977726,-0.0006296948878422026,-0.000566907263298666,1.0,0.0004314708914417137,0.0010963712311536065,87,0.5770931213696526,0.5771748699027105,8.970540792236671e-05,0.5777559598209987,0.5780866203178864,0.0005546702812687193,0.5781352495966636,0.578211745608592,0.00015183607730606712,0.577824411943063,0.5776614435957717,0.5771748699027105,0.578211745608592,direns_7682edba,submission_direns_7682edba.csv,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/energy_top70/none/none,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5,0.35_0.65,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.049356047024373524,0.009116213539765688,0.026806041726260943,10d9695a8b6a,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021547963090593636,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/energy_top70/none/none,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5,0.35_0.65,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.049356047024373524,0.009116213539765688,0.026806041726260943,10d9695a8b6a,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021547963090593636,0.5760565174069231,-0.0013828278160495965,-0.0015784973935587087,-0.0014090291095677498,-0.0011941564365031798,-0.000707966345040445,1.0,0.009116213539765688,0.026806041726260943,0.010138885192396564,0.30585196955153765,0.9520790790272857,0.027451667898363508,-0.0012757778306792347,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
direns_e868366f,low_error_best5,loo,6,-0.0008576200674988987,-0.0011257707454421229,-0.000816525060264417,-0.0006305643967901564,-0.0005695657126397746,1.0,0.0004314708914417137,0.0010963712311536065,19,0.5771036956001039,0.5771853055462944,8.981127635853303e-05,0.5777446645205471,0.578066462875128,0.0005411281052648683,0.5781145311977568,0.5781903130754849,0.0001506063172876461,0.5778140271656357,0.5776542971061359,0.5771853055462944,0.5781903130754849,direns_e868366f,submission_direns_e868366f.csv,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.048187204783035585,0.008845716746268575,0.026868492696500434,ed2fe25bbd39,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004274099169402009,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,energy_top70,none,none,0.0,positive,1.25,0.3,879.0,245.0,1.4215421600212523,0.7702460202154963,0.048187204783035585,0.008845716746268575,0.026868492696500434,ed2fe25bbd39,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004274099169402009,0.5760707198363119,-0.0013686253866607209,-0.0015623194835664655,-0.0013946693277696598,-0.0011873092601099478,-0.0007013375314868231,1.0,0.008845716746268575,0.026868492696500434,0.009868388398899449,0.3105754076059101,0.9505487447734713,0.02683019095155441,-0.0012713258892105561,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/energy_top70/none/none,1.25,879.0,245.0,1.4215421600212523
