variant,basename,file,e355_world_count,e355_score_mean,e355_score_std,e355_rank_mean,e355_rank_worst,e355_top1_rate,e355_top3_rate,e355_top5_rate,pred_visibility_mean,pred_risk_good_mean,pred_q1_specificity_mean,pred_bad_margin_mean,e352_top1_rate,e352_top3_rate,threshold_frac,scale,s3_alpha,pred_delta_vs_current_p90,public_analog_risk_score,incremental_bad_axis_vs_current,q1_specificity_margin,plateau_support_score,prob_l1_delta_vs_e349,e351_robust_score,e351_compat_gate,e355_stability_score,decision,reason,e351_e355_rank,selected_uploadsafe_file
compact_t45_s1.005_s3a0.25,submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_25_8a1a58a4.csv,4,0.6779513888888888,0.07132508475118257,3.75,6.0,0.0,0.5,0.75,4.903993731894381e-05,-0.04279740758574742,0.3074524781401974,0.0004896749696373466,0.01073345259391771,0.022361359570661897,45.0,1.005,0.25,-5.0159238537133194e-05,0.0447180124228973,0.0147366428493845,0.313901444131192,35,0.007168157468104,1.9049791394697153,True,2.8947848340290196,no_new_candidate,E355 does not beat the existing E351 robust-center file with enough independent stability.,14,
