candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,hidden_delta_subject_mean,hidden_delta_calendar_count_strict,hidden_delta_raw_phone_base,hidden_delta_transition_row_safe,hidden_delta_transition_balanced_hidden_sign,hidden_delta_transition_aggressive_hidden_sign,hidden_delta_core_median,hidden_core_mean_delta,hidden_core_max_delta,hidden_core_improve_count,hidden_all_mean_delta,hidden_all_max_delta,hidden_all_improve_count,hidden_guard,validation_support_score,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
reverse_control|all|no_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777363517033521,1.863996704765114e-06,0.5776038871457064,0.5772395634004849,0.5780353878566424,0.0002085483704593158,0.0008782213583577925,0.018000000000000363,5285.0,all,no_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.07542857142857143,e4881a2c,45.0,0.0,0.0002801536358156831,0.0004056749827752837,0.00041596069706106853,22.0,0.0,0.000282778316746779,0.0004149321256324945,0.00041596069706106853,11.0,0.0,0.0004056749827752171,0.00041596069706106853,0.00041596069706106853,22.0,0.0,0.0002861959198281472,0.00040551663537199414,0.0004056749827753281,3.681716562645254e-05,0.0001062523779789002,-0.0001506962294186742,0.0003837336693039597,-0.00017486914216713212,0.0002394388185366235,-0.0001757282432406278,0.00023422346284707212,-0.00032138468536379883,0.00032138468536381325,1.5543122344752192e-18,9.547918011776345e-18,-1.925661172520743e-05,0.0001748055791848323,0.0005376805206220525,False,0.00011395382253787112,9.419065627269685e-05,0.00011057042667672601,0.00011441639853237984,0.00012111094989553095,7.610527545709456e-05,0.00011183085603738707,0.00010942572222058522,0.00012111094989553095,0.0,0.0001060254836299552,0.00012111094989553095,0.0,False,0.00922373352645627,False,False,True,False,False,False,4.346006641087197e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777363705057673,1.8827991199454885e-06,0.5776033829540742,0.5772375967075235,0.5780364696051442,0.00017827398795951517,0.0007497326286593799,0.019200000000000342,10480.0,low_slack_half,no_q2_s3,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.06857142857142857,18a86c69,45.0,0.0,0.0002174756381180254,0.0003322698380922251,0.00033665840952090686,22.0,0.0,0.00020811484699390093,0.00033665840952079584,0.00033665840952090686,11.0,0.0,0.000325686980949369,0.00033665840952090686,0.00033665840952090686,22.0,0.0,0.00024378753942672082,0.00032501972675572647,0.00033665840952090686,2.038427685147648e-05,0.00015007455037623286,7.993605777301126e-18,1.0658141036401503e-17,-0.00016053299489825846,0.0002858643439106999,-0.00020969346712853515,0.0002832228434689235,-0.0002757157361513053,0.00030156627841921847,1.5543122344752192e-18,9.547918011776345e-18,-8.79160220320957e-05,0.00022718989954151125,0.00043159914714139825,False,8.73028067372994e-05,7.283697572968428e-05,8.56022194403172e-05,8.885264388247549e-05,0.00010944030377357805,0.00011561816858818297,8.759850228923227e-05,8.886950030820295e-05,0.00010944030377357805,0.0,9.246451720582424e-05,0.00011561816858818297,0.0,False,0.00761305950975006,False,False,True,False,False,False,3.554864007203618e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_core_top50|all|flat|s0.10|c0.120,reverse_control,0.5777363726663998,1.8849597523962203e-06,0.5776036364474536,0.5772374708418097,0.5780364489522439,0.00027657542521807103,0.0011794285714286565,0.012000000000000677,10339.0,low_slack_half,no_q2_s3,support60,grad_core_top50,all,flat,0.1,0.12,0.09828571428571428,87ee7036,45.0,0.0,0.00028918524670740187,0.0004468995324216074,0.0004537566752789157,22.0,0.0,0.00026175667527889024,0.00044689953242181834,0.0004537566752789157,11.0,0.0,0.0004468995324216074,0.0004537566752789157,0.0004537566752789157,22.0,0.0,0.0003474709609930793,0.00044347096099304215,0.0004537566752789157,-2.265891960937605e-05,0.00030462563217112615,7.993605777301126e-18,1.0658141036401503e-17,-0.00027208468419758625,0.00046332697055069473,-0.00041438813994541953,0.000532324898389116,-0.00035445846091735966,0.0004219259974514612,1.5543122344752192e-18,9.547918011776345e-18,-7.267541595959648e-05,0.0002138244779640789,0.0005892572259120765,False,0.0001066946440978489,9.817465273531667e-05,0.00010488114051532271,0.00010509276375725296,0.0001621574565370265,0.00022342784039763863,0.00011654304971253637,0.00012043907487505057,0.0001621574565370265,0.0,0.00013099593539327753,0.00022342784039763863,0.0,False,0.01043552042628066,False,False,True,False,False,False,4.7260627280287797e-05
reverse_control|all|all|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777363894772933,1.9017706459623085e-06,0.5776043548481835,0.5772420412679111,0.5780340089478032,0.0002314452661683731,0.0009840769715845827,0.018000000000000363,3773.0,all,all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.08342857142857144,cdcd05d2,45.0,0.0,0.00031261273808214085,0.00044276558875111505,0.0004530513030369665,22.0,0.0,0.00030766498860806957,0.00045202273160829256,0.0004530513030369665,11.0,0.0,0.00044276558875111505,0.0004530513030369665,0.0004530513030369665,22.0,0.0,0.00031694913402380287,0.0004426072413478921,0.00044276558875122607,3.681716562645254e-05,0.0001062523779789002,-0.0001506962294186742,0.0003837336693039597,-0.00017486914216713212,0.0002394388185366235,-0.0001757282432406278,0.00023422346284707212,-0.00032138468536379883,0.00032138468536381325,-0.00016027826996339956,0.00016027826996341065,-1.925661172520743e-05,0.0001748055791848323,0.0005872896883185707,False,0.00012087793583526185,0.0001021416143677234,0.00011611140185596724,0.00011903108297761644,0.00013539517881733243,0.00010345941255318625,0.00012048378035067753,0.00011853299384792515,0.00013539517881733243,0.0,0.00011678577239396645,0.00013539517881733243,0.0,False,0.010034984767073409,False,False,True,False,False,False,4.720690094965896e-05
reverse_control|all|all|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777363950656126,1.907358965214101e-06,0.5776047416862465,0.5772428213957732,0.5780334231744877,0.00027913951364210213,0.0012031624043545054,0.01920000000000044,3676.0,all,all,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.108,a36343ef,45.0,0.0,0.0003528779736482468,0.0005214377979916973,0.0005324092265631686,22.0,0.0,0.00036189569787126175,0.000531312083706037,0.0005324092265631686,11.0,0.0,0.0005214377979916307,0.0005324092265631686,0.0005324092265631686,22.0,0.0,0.00035990590143664125,0.0005212688940948618,0.0005214377979918527,3.3108039440782e-05,0.00011950527150903189,-0.00017930947011314568,0.0004374729193589184,-0.00020969372114356378,0.0002885017197607661,-0.00020799972664235704,0.0002703867718650624,-0.00037951902985598887,0.00039092991664018637,-0.0002181115290216693,0.0002181115290216804,-4.903349812560631e-05,0.00022906846733906916,0.0006898279019972476,False,0.0001318014812282664,0.00011001215528949615,0.0001265015599068997,0.00012930829729917992,0.00015828094432523976,0.00013438347225214198,0.0001321144375653338,0.00013172727427174236,0.00015828094432523976,0.0,0.00013177176398093682,0.00015828094432523976,0.0,False,0.011228899637920526,False,False,True,False,False,False,5.514828162153096e-05
reverse_control|all|no_q2_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777364021746031,1.914467955721477e-06,0.577603680365152,0.5772386521002095,0.5780360732279783,0.00016398048675270212,0.0006850776980562394,0.019200000000000342,4516.0,all,no_q2_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.24,0.08,0.056,c611de8b,45.0,0.0,0.00021488643336153856,0.0003131071840593025,0.00032407861263072935,22.0,0.0,0.00023099512926433308,0.0003229814697734868,0.00032407861263072935,11.0,0.0,0.0003131071840593025,0.00032407861263072935,0.00032407861263072935,22.0,0.0,0.00021501197064871524,0.00031293828016252243,0.0003131071840593025,3.9274782081520134e-05,0.00011333852886829377,7.993605777301126e-18,1.0658141036401503e-17,-0.00018653607024379427,0.000255399675529694,-0.00018744934971655797,0.0002498363949392633,-0.00034283253544563374,0.00034283253544564816,1.5543122344752192e-18,9.547918011776345e-18,-2.0543132649540776e-05,0.0001864562724859954,0.00041561548055313866,False,8.626575436065931e-05,6.983146039418742e-05,8.74402109982686e-05,9.044277645942067e-05,0.0001050349707866216,7.917654156897047e-05,8.859137602057476e-05,8.77245045499131e-05,0.0001050349707866216,0.0,8.668329865552897e-05,0.0001050349707866216,0.0,False,0.007412751726658504,False,False,True,False,False,False,3.432232921879441e-05
reverse_control|all|no_q2|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777364124185276,1.92471188020793e-06,0.5776038980663342,0.5772406128232126,0.5780349444225966,0.00017662617055352325,0.0007481159551545206,0.018000000000000363,6041.0,all,no_q2,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.064,cfdd51fe,45.0,0.0,0.00022818269091884336,0.0003305609151384559,0.0003408466294242407,22.0,0.0,0.00024122254388320163,0.0003398180579956778,0.0003408466294242407,11.0,0.0,0.00033056091513838926,0.0003408466294242407,0.0003408466294242407,22.0,0.0,0.00022818796899626292,0.0003304025677351774,0.0003305609151386113,3.681716562645254e-05,0.0001062523779789002,7.993605777301126e-18,1.0658141036401503e-17,-0.00017486914216713212,0.0002394388185366235,-0.0001757282432406278,0.00023422346284707212,-0.00032138468536379883,0.00032138468536381325,-0.00016027826996339956,0.00016027826996341065,-1.925661172520743e-05,0.0001748055791848323,0.00043859084158633376,False,8.773058211741791e-05,7.335027632171531e-05,8.744849709729774e-05,8.933711148295664e-05,0.0001126868381413626,0.0001015144689241465,9.163966343939123e-05,9.128131874994172e-05,0.0001126868381413626,0.0,9.195820536061256e-05,0.0001126868381413626,0.0,False,0.007754634073795088,False,False,True,False,False,False,3.6009374822632005e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777364191075436,1.9314008962156848e-06,0.5776032688976147,0.5772377030386345,0.5780365474558643,0.0001456584476575319,0.0006112853275903041,0.018000000000000363,10577.0,low_slack_half,no_q2_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.053142857142857144,3fc7816d,45.0,0.0,0.00018681549945764875,0.0002835624635262102,0.000287676749240684,22.0,0.0,0.0001703647265117736,0.00028767674924057296,0.000287676749240684,11.0,0.0,0.00027739103495483253,0.000287676749240684,0.000287676749240684,22.0,0.0,0.00020341580587457386,0.00027676548414827805,0.000287676749240684,2.5230254027288734e-05,0.00013456795497407393,7.993605777301126e-18,1.0658141036401503e-17,-0.00011884267176398667,0.0002269884151024003,-0.00018088343482593566,0.0002498279142478402,-0.00024109154722829385,0.00024109154722830827,1.5543122344752192e-18,9.547918011776345e-18,-6.1144667118053e-05,0.00016713330205008037,0.0003679917722107684,False,8.131101260699936e-05,6.712661921060015e-05,7.871527942149292e-05,8.179663016461003e-05,9.461175596947591e-05,8.600440761763473e-05,8.000588634238248e-05,8.011488523598786e-05,9.461175596947591e-05,0.0,8.13673701904565e-05,9.461175596947591e-05,0.0,False,0.006802232290179171,False,False,True,False,False,False,3.0699075820284084e-05
reverse_control|low_slack_half|no_q2|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.577736434396261,1.9466896136188794e-06,0.5776038003156984,0.5772411991790268,0.5780344437255891,0.00021058405757032442,0.0009009006022814766,0.019200000000000342,11992.0,low_slack_half,no_q2,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.08171428571428571,8f2ff3b6,45.0,0.0,0.00026264771166450984,0.0003865181385754646,0.00039090671000430177,22.0,0.0,0.00022502443815830553,0.00039090671000417964,0.00039090671000430177,11.0,0.0,0.00037993528143254185,0.00039090671000430177,0.00039090671000430177,22.0,0.0,0.00028241824707886387,0.0003792680272389104,0.00039090671000430177,2.038427685147648e-05,0.00015007455037623286,7.993605777301126e-18,1.0658141036401503e-17,-0.00016053299489825846,0.0002858643439106999,-0.00020969346712853515,0.0002832228434689235,-0.0002757157361513053,0.00030156627841921847,-0.00022617048727566314,0.00022617048727567425,-8.79160220320957e-05,0.00022718989954151125,0.0005039267301000683,False,9.473767794676569e-05,8.349813090624547e-05,9.268433533882181e-05,9.438058374511282e-05,0.00012583585471726,0.00015585060581424504,9.830129535148835e-05,0.00010007990407845391,0.00012583585471726,0.0,0.00010646978340284845,0.00015585060581424504,0.0,False,0.008638116642864272,False,False,True,False,False,False,4.103736061404906e-05
reverse_control|low_slack_half|all|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777364438832536,1.9561766062548003e-06,0.5776042895072603,0.5772424277228596,0.5780337649931988,0.0002674883077043108,0.0011462562514766464,0.019200000000000342,9724.0,low_slack_half,all,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.10228571428571429,2f3c1d91,45.0,0.0,0.0003653986865240766,0.000501796473231475,0.0005061850446601568,22.0,0.0,0.0003241819841526272,0.0005061850446600458,0.0005061850446601568,11.0,0.0,0.0004952136160886189,0.0005061850446600458,0.0005061850446601568,22.0,0.0,0.0003818295057513299,0.0004942236327068584,0.0005061850446600458,2.038427685147648e-05,0.00015007455037623286,-0.0001920493529888341,0.0003983297509379153,-0.00016053299489825846,0.0002858643439106999,-0.00020969346712853515,0.0002832228434689235,-0.0002757157361513053,0.00030156627841921847,-0.00022617048727566314,0.00022617048727567425,-8.79160220320957e-05,0.00022718989954151125,0.000658299745906038,False,0.0001256585645006414,0.00010846112550211284,0.00011982657240494632,0.0001224519614888564,0.00014553253679727707,0.0001498906439678649,0.00012508642634467826,0.00012472666526225362,0.00014553253679727707,0.0,0.00012812969014376816,0.0001498906439678649,0.0,False,0.010704493464516619,False,False,True,False,False,False,5.257468107225938e-05
reverse_control|all|no_q2|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777364473019588,1.959595311462614e-06,0.5776042134440788,0.5772412075596873,0.578034510907496,0.0002166433823051153,0.0009328160578581919,0.019200000000000342,5944.0,all,no_q2,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.08514285714285715,dbb49877,45.0,0.0,0.00026600645408803025,0.00039473310552109455,0.0004057045340927212,22.0,0.0,0.0002791342036816413,0.00040460739123536764,0.0004057045340927212,11.0,0.0,0.0003947331055209613,0.0004057045340926102,0.0004057045340927212,22.0,0.0,0.00026805066357016294,0.00039456420162420347,0.00039473310552118335,3.3108039440782e-05,0.00011950527150903189,7.993605777301126e-18,1.0658141036401503e-17,-0.00020969372114356378,0.0002885017197607661,-0.00020799972664235704,0.0002703867718650624,-0.00037951902985598887,0.00039092991664018637,-0.0002181115290216693,0.0002181115290216804,-4.903349812560631e-05,0.00022906846733906916,0.0005227598844529169,False,9.586844196063371e-05,7.98363401527391e-05,9.565875732531204e-05,9.741906810101231e-05,0.00013211278198810295,0.00012811518013655654,0.00010099883376057939,0.00010215167830668337,0.00013211278198810295,0.0,0.00010428705763213372,0.00013211278198810295,0.0,False,0.008737601735496594,False,False,True,False,False,False,4.253004872072364e-05
reverse_control|low_slack_half|all|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777364666454085,1.9789387610824605e-06,0.5776039904005298,0.5772417670770184,0.5780342908553638,0.00021974532992462772,0.0009339537085859098,0.018000000000000363,9821.0,low_slack_half,all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.07771428571428571,680e59f1,45.0,0.0,0.00031177805447624163,0.0004277612092264738,0.00043187549494094757,22.0,0.0,0.0002788001277094221,0.00043187549494083655,0.00043187549494094757,11.0,0.0,0.0004215897806550961,0.00043187549494094757,0.00043187549494094757,22.0,0.0,0.00032741103892863777,0.00042066167123469,0.00043187549494094757,2.5230254027288734e-05,0.00013456795497407393,-0.0001521427163253084,0.0003365729096990231,-0.00011884267176398667,0.0002269884151024003,-0.00018088343482593566,0.0002498279142478402,-0.00024109154722829385,0.00024109154722830827,-0.0001820352661706568,0.0001820352661706679,-6.1144667118053e-05,0.00016713330205008037,0.0005607364598379571,False,0.00011560566125334848,0.00010047749698682829,0.00011021230873620169,0.0001126048798838486,0.0001230692298551661,0.00010604269549807643,0.00011406281675241381,0.00011195546308265247,0.0001230692298551661,0.0,0.00011172501270941191,0.0001230692298551661,0.0,False,0.009512564498985344,False,False,True,False,False,False,4.516648825517722e-05
reverse_control|low_slack_half|no_q2|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777364752809109,1.9875742635067084e-06,0.5776035879338973,0.5772406546086064,0.5780349273679417,0.00017166348568191167,0.0007280258838364337,0.018000000000000363,12089.0,low_slack_half,no_q2,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.061714285714285715,bd8546d9,45.0,0.0,0.00022350840799711946,0.0003287273303731908,0.000332841616087598,22.0,0.0,0.00019886589216838724,0.000332841616087598,0.000332841616087598,11.0,0.0,0.00032255590180174654,0.000332841616087598,0.000332841616087598,22.0,0.0,0.00024186814469795426,0.0003219303509952143,0.000332841616087598,2.5230254027288734e-05,0.00013456795497407393,7.993605777301126e-18,1.0658141036401503e-17,-0.00011884267176398667,0.0002269884151024003,-0.00018088343482593566,0.0002498279142478402,-0.00024109154722829385,0.00024109154722830827,-0.0001820352661706568,0.0001820352661706679,-6.1144667118053e-05,0.00016713330205008037,0.000428117146623358,False,8.74694288234279e-05,7.659945853233374e-05,8.51547162059596e-05,8.671921643066405e-05,0.00010747658228016377,0.0001180317673012965,8.94628214807014e-05,8.967339462478963e-05,0.00010747658228016377,0.0,9.298771300779242e-05,0.0001180317673012965,0.0,False,0.007668275084266584,False,False,True,False,False,False,3.527173587226651e-05
reverse_control|all|no_s3|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777364842182716,1.996511624247077e-06,0.5776041814198551,0.5772398125583397,0.5780353454417796,0.0002479807237818634,0.001050754065481053,0.01920000000000044,5188.0,all,no_s3,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.09428571428571429,33bb5338,45.0,0.0,0.0003208942551961025,0.00047304556042944147,0.00048401698900102375,22.0,0.0,0.00032652099003116497,0.00048291984614367016,0.00048401698900102375,11.0,0.0,0.00047304556042937485,0.0004840169890009127,0.00048401698900102375,22.0,0.0,0.0003260950160581255,0.0004728766565326059,0.00047304556042948587,3.3108039440782e-05,0.00011950527150903189,-0.00017930947011314568,0.0004374729193589184,-0.00020969372114356378,0.0002885017197607661,-0.00020799972664235704,0.0002703867718650624,-0.00037951902985598887,0.00039092991664018637,1.5543122344752192e-18,9.547918011776345e-18,-4.903349812560631e-05,0.00022906846733906916,0.0006261392331992133,False,0.00012310455093156314,0.0001007192884545649,0.00012013262341670217,0.0001238532622624966,0.00013899899806180116,9.638006685253053e-05,0.00012192472965710799,0.00012044390989754405,0.00013899899806180116,0.0,0.0001178733599481095,0.00013899899806180116,0.0,False,0.010210241026014047,False,False,True,False,False,False,5.0398210524338353e-05
reverse_control|low_slack_half|no_s3|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777365072038145,2.0194971671605444e-06,0.577603872145636,0.5772388056798746,0.5780359112967581,0.00023517823809350157,0.0009950882778545496,0.019200000000000342,11236.0,low_slack_half,no_s3,support60,grad_all_4of6,teacher_row_top50,core_gain,0.24,0.08,0.08914285714285715,78ae64a7,45.0,0.0,0.0003187203192689392,0.00044754817274814677,0.0004519367441768729,22.0,0.0,0.0003117738765091582,0.0004519367441767619,0.0004519367441768729,11.0,0.0,0.000440965315605224,0.0004519367441767619,0.0004519367441768729,22.0,0.0,0.0003502016397926577,0.00043997533222347454,0.0004519367441767619,2.038427685147648e-05,0.00015007455037623286,-0.0001920493529888341,0.0003983297509379153,-0.00016053299489825846,0.0002858643439106999,-0.00020969346712853515,0.0002832228434689235,-0.0002757157361513053,0.00030156627841921847,1.5543122344752192e-18,9.547918011776345e-18,-8.79160220320957e-05,0.00022718989954151125,0.0005858215335763084,False,0.0001182236932911751,9.779997032555166e-05,0.00011274445650633069,0.00011692402162644111,0.00012913698585359512,0.00010965820674191384,0.00011438363328231116,0.00011351626149194716,0.00012913698585359512,0.0,0.00011412442394675981,0.00012913698585359512,0.0,False,0.009679285702028334,False,False,True,False,False,False,4.7213171584836736e-05
reverse_control|low_slack_half|no_s3|support60|grad_core_top50|all|flat|s0.10|c0.120,reverse_control,0.5777365362239648,2.048517317443377e-06,0.5776040920700874,0.5772386438685382,0.5780360833408487,0.0003513733068978066,0.001501714285714369,0.012000000000000677,11095.0,low_slack_half,no_s3,support60,grad_core_top50,all,flat,0.1,0.12,0.12514285714285714,dc949c93,45.0,0.0,0.00041219590939955975,0.0005767673379710291,0.0005836244808281599,22.0,0.0,0.00037105305225676455,0.0005767673379711736,0.0005836244808281599,11.0,0.0,0.0005767673379709626,0.0005836244808281599,0.0005836244808281599,22.0,0.0,0.000467053052256694,0.000571967337970969,0.0005836244808281599,-2.265891960937605e-05,0.00030462563217112615,-0.0003454730774396382,0.0005235851717581597,-0.00027208468419758625,0.00046332697055069473,-0.00041438813994541953,0.000532324898389116,-0.00035445846091735966,0.0004219259974514612,1.5543122344752192e-18,9.547918011776345e-18,-7.267541595959648e-05,0.0002138244779640789,0.0007638930491179585,False,0.00013650053652691785,0.00012027086852473001,0.00013071577182899308,0.00013215187635562398,0.00019296170197091733,0.000245386423171734,0.00014264414093645428,0.00014664812081527367,0.00019296170197091733,0.0,0.0001572330456164815,0.000245386423171734,0.0,False,0.012707441210364007,False,False,True,False,False,False,6.041096540025937e-05
reverse_control|low_slack_half|no_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.10|c0.180,reverse_control,0.5777365687046468,2.080997999476253e-06,0.5776036713642472,0.5772387997959277,0.5780361235383413,0.00019374029190024798,0.0008172131523397801,0.018000000000000363,11333.0,low_slack_half,no_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.1,0.18,0.06914285714285714,23bc2ea5,45.0,0.0,0.00027258857452194807,0.00038259634237951533,0.00038671062809392254,22.0,0.0,0.0002637152106826357,0.0003867106280938115,0.00038671062809392254,11.0,0.0,0.0003764249138080711,0.00038671062809392254,0.00038671062809392254,22.0,0.0,0.00029857600951194163,0.0003754968043876761,0.00038671062809392254,2.5230254027288734e-05,0.00013456795497407393,-0.0001521427163253084,0.0003365729096990231,-0.00011884267176398667,0.0002269884151024003,-0.00018088343482593566,0.0002498279142478402,-0.00024109154722829385,0.00024109154722830827,1.5543122344752192e-18,9.547918011776345e-18,-6.1144667118053e-05,0.00016713330205008037,0.0005003614282837465,False,0.00010944724503691994,9.100465766509469e-05,0.00010377287195173501,0.00010768229361779458,0.00011020440354436722,7.401533581441466e-05,0.00010460588161420592,0.00010239695369385071,0.00011020440354436722,0.0,0.000100104669892076,0.00011020440354436722,0.0,False,0.00864627204775631,False,False,True,False,False,False,4.075206080886851e-05
reverse_control|all|no_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777366027765641,2.115069916763801e-06,0.5776041946332896,0.5772402529830284,0.5780353976652024,0.00022245113658501226,0.0009367694489149735,0.01920000000000044,5272.0,all,no_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.24,0.08,0.07542857142857143,e603aba1,45.0,0.0,0.00029892970805012187,0.0004328191448069285,0.0004437905733783998,22.0,0.0,0.00030172936770972436,0.0004426934305211572,0.0004437905733783998,11.0,0.0,0.0004328191448068619,0.0004437905733783998,0.0004437905733783998,22.0,0.0,0.0003053748109966836,0.00043265024091009295,0.0004328191448069729,3.9274782081520134e-05,0.00011333852886829377,-0.00016076082382024314,0.00040929454882618165,-0.00018653607024379427,0.000255399675529694,-0.00018744934971655797,0.0002498363949392633,-0.00034283253544563374,0.00034283253544564816,1.5543122344752192e-18,9.547918011776345e-18,-2.0543132649540776e-05,0.0001864562724859954,0.0005736597589564741,False,0.00012164990722052238,0.0001005691965375588,0.00011804095163492345,0.00012214332161453179,0.00012928417640190037,8.127812366742759e-05,0.00011938540961986543,0.00011681993354856202,0.00012928417640190037,0.0,0.00011319301238524712,0.00012928417640190037,0.0,False,0.009846716019575137,False,False,True,False,False,False,4.649412725460378e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_all_abs50|teacher_row_top50|core_gain|s0.24|c0.080,reverse_control,0.5777366062791373,2.1185724898842295e-06,0.5776035044573042,0.5772382163511932,0.5780365490492947,0.00015537100934035178,0.0006520376827629869,0.019200000000000342,10564.0,low_slack_half,no_q2_s3,support60,grad_all_abs50,teacher_row_top50,core_gain,0.24,0.08,0.053142857142857144,4a146532,45.0,0.0,0.0001993379343540047,0.0003025346960271236,0.0003069232674557387,22.0,0.0,0.00018179044321164906,0.0003069232674557387,0.0003069232674557387,11.0,0.0,0.00029595183888420085,0.0003069232674557387,0.0003069232674557387,22.0,0.0,0.0002170449278653952,0.0002952845846905583,0.0003069232674557387,2.6916472684331283e-05,0.00014354235454337806,7.993605777301126e-18,1.0658141036401503e-17,-0.0001267829218316555,0.00024211891575238098,-0.00019294960227508523,0.0002664789786154736,-0.0002571833129460818,0.0002571833129460962,1.5543122344752192e-18,9.547918011776345e-18,-6.522126797869265e-05,0.0001782735035251134,0.000392616449183536,False,8.679981504644552e-05,7.166979542394536e-05,8.403103298215697e-05,8.731780710802273e-05,0.00010098727463314638,9.180610305792314e-05,8.540768036424673e-05,8.552394585087386e-05,0.00010098727463314638,0.0,8.685992980226955e-05,0.00010098727463314638,0.0,False,0.007261251796281358,False,False,True,False,False,False,3.28108992354581e-05
