file_name,source,family,public_lb,public_delta_vs_e95,known_public_state,moved_cells_vs_e95,moved_rows_vs_e95,targets_moved_vs_e95,mean_abs_logit_vs_e95,max_abs_logit_vs_e95,l1_logit_vs_e95,top1_logit_share_vs_e95,top5_logit_share_vs_e95,top25_logit_share_vs_e95,abs_share_Q1,abs_share_Q2,abs_share_Q3,abs_share_S1,abs_share_S2,abs_share_S3,abs_share_S4,cos_vs_e224,cos_vs_e223,cos_vs_e211,cos_vs_e216,cos_vs_e176,cos_vs_e154,cos_vs_e101,cos_vs_mixmin,cos_vs_e72,expected_focus,adverse_delta,support_prob_focus_swing_weighted,top1_over_abs_expected,top5_over_abs_expected,adverse_over_e216_miss,cells_for_e95_edge,cells_to_flip_expected_focus,e222_tail_survival_score,e222_decision,noncollinear_to_e224,independent_worldview,actionable_independent_worldview,known_public_veto,bad_axis_veto,tail_shape_ok,submission_sensor_score,candidate_role
submission_e166_broadsurv_s0p01_d8bfa94b.csv,manual,e166,,,unknown,1750,250,"Q1,Q2,Q3,S1,S2,S3,S4",0.0022439863912539324,0.013580886333580455,3.9269761846943814,0.003458357192618777,0.015399779462621412,0.06206403313990565,0.1305199155407842,0.12466116185601722,0.11640833542659398,0.20757387091756946,0.17075638957088662,0.12605742360279956,0.12402290308534895,0.07434835383898189,0.06290463257667828,0.04477589104616942,0.05599859889276049,0.6048289513240133,0.061661852337916254,-0.09914567450239818,-0.13768348927188997,0.1087056142749293,-0.0003320766037661691,0.0007130529584229338,0.46574683619408486,0.023369627333927487,0.10406302386411784,0.7165072398261265,3,74,0.3352259710049861,expected_good_but_low_support,True,True,True,False,False,True,1.6868473352667481,broad_survivor_counterworld
submission_e144_activeboundary_d7b4b331.csv,manual,e144,,,unknown,185,108,"Q1,Q3,S2,S3,S4",0.0018811428571428538,0.02000000000000135,3.291999999999994,0.0060753341433783066,0.030376670716890996,0.15188335358445137,0.2308626974483618,0.0,0.3402187120291627,9.105717395163815e-16,0.13973268529768906,0.16160388821385047,0.12758201701093502,0.28906522475806834,0.26700560511158034,0.2299058718107615,0.132542584618079,0.089762824985647,0.9835692989085755,-0.01962579558349453,-0.031301925856133735,-0.024358969802615593,-3.047595433538905e-05,0.0008608976595746669,0.4738468482207182,0.37500290566130284,1.8750145283065025,0.8650681531409484,2,3,0.03474526586630663,expected_good_but_low_support,True,True,True,False,False,True,1.6833359512236739,repaired_branch_family
submission_e156_targetaxis_757546d2.csv,manual,e156,,,unknown,246,125,"Q1,Q3,S2,S3,S4",0.0018986448084557972,0.02101913780202047,3.3226284147976455,0.006326057319082001,0.031085463353509517,0.15267933145126142,0.23357624418450595,0.0,0.3370825323144695,9.02177972456328e-16,0.14156774946150513,0.16011420284937164,0.1276592711901469,0.29016580726349667,0.2680164860525195,0.2307669992524872,0.13294300633429,0.09276011032297107,0.9851229553553638,-0.01967852424702662,-0.0327524519171573,-0.02741391536222523,-3.105569521052047e-05,0.0008691011722676554,0.47410493182781915,0.38675469363828635,1.9004647364838212,0.8733114065586636,2,3,0.03514158770331857,expected_good_but_low_support,True,True,True,False,False,True,1.6830770521514165,repaired_branch_family
submission_e157_lowbodypareto_bd67930d.csv,manual,e157,,,unknown,285,139,"Q1,Q3,S2,S3,S4",0.001918730140230285,0.021711089723110755,3.3577777454029993,0.006465910304169044,0.031377895266147884,0.15349365777196328,0.23113116018821164,0.0,0.34381192123581067,8.927339430347413e-16,0.13905566520170906,0.1584381219776492,0.1275631313966186,0.2970068259236795,0.27519052216318174,0.23833553169070537,0.13348425015873502,0.09071833072162168,0.9891929111915897,-0.019634684130835415,-0.032225024516271426,-0.027706442098848306,-3.0961738532980184e-05,0.0008782304728894754,0.47385100820552944,0.40069897791493825,1.944519792388806,0.8824849327502532,2,3,0.0347179606157873,expected_good_but_low_support,True,True,True,False,False,True,1.683000894844496,repaired_branch_family
submission_e155_bodytemp_d27e7965.csv,manual,e155,,,unknown,294,139,"Q1,Q3,S2,S3,S4",0.0019152688797948758,0.021711089723110755,3.351720539641033,0.006477595451748491,0.03142542755669867,0.1534361507216966,0.23154885879366038,6.624794707640279e-17,0.3444332557193131,8.943472855314376e-16,0.13827495565691716,0.15919171028417087,0.1265512195459375,0.2968453177646647,0.27504858527675663,0.23822510659861001,0.1336380497960212,0.0896807952593153,0.9907694887202126,-0.01612985900360209,-0.029502550649442513,-0.02626826890021428,-3.0342251947011358e-05,0.0008766649429527039,0.47356650779855913,0.40887990140945074,1.9836412781326784,0.8809118188312782,2,3,0.033877955478534165,expected_good_but_low_support,True,True,True,False,False,True,1.6827712773616057,repaired_branch_family
submission_e143_activeq2s3repair_68ca656f.csv,manual,e143,,,unknown,164,106,"Q1,Q3,S2,S3,S4",0.0018742857142857098,0.02000000000000135,3.279999999999992,0.006097560975610183,0.030487804878050372,0.15243902439024826,0.23170731707317302,0.0,0.34146341463414764,9.13903099539003e-16,0.14024390243902213,0.15853658536585188,0.12804878048780435,0.2866384661470538,0.26476845963964446,0.22798676102358664,0.1313898759568322,0.08730992804832093,0.9750918563322231,-0.01567749772160219,-0.02859201681065446,-0.023410044107274774,-2.51852141993458e-05,0.0008617638552377974,0.4732197779009172,0.4537809898344615,2.2689049491722932,0.8659385449630533,2,3,0.027753549982840006,expected_good_but_low_support,True,True,True,False,False,True,1.6825957088823182,repaired_branch_family
submission_e142_transferclip_09a92236.csv,manual,e142,,,unknown,185,108,"Q1,Q3,S2,S3,S4",0.002114285714285713,0.02000000000000135,3.6999999999999975,0.005405405405405774,0.02702702702702845,0.1351351351351397,0.20540540540540686,0.0,0.30270270270270333,6.301265815440081e-16,0.12432432432432203,0.2540540540540541,0.11351351351351303,0.27498781606235256,0.25391658850874804,0.21849576111548022,0.12686527906223996,0.08765379935458054,0.9399508190927022,-0.0386165376999486,-0.042451011907142705,-0.026846588323673728,-2.7544255341979527e-05,0.000960203108015909,0.46717780699359696,0.4149166963012456,2.0745834815062243,0.9648546723914961,2,3,0.029681482814674007,expected_good_but_low_support,True,True,True,False,False,True,1.6794925579345747,repaired_branch_family
submission_e154_s3repair_9f2e2e73.csv,manual,e154,,,unknown,294,139,"Q1,Q3,S2,S3,S4",0.0020176469477509893,0.026844358892442632,3.5308821585642316,0.007602734298943128,0.03492196588246873,0.1588769216002911,0.23346807590198165,6.288643884261537e-17,0.35622148076186905,8.489669243753076e-16,0.13419763523506767,0.152444764857027,0.12366804324405373,0.31635023973769466,0.29560463079051524,0.26005717616184437,0.1352530790024981,0.08833186820261717,0.9999999999999998,-0.005523655005929034,-0.02378233193702927,-0.031628728295569924,-2.983755801312066e-05,0.0009240703798555904,0.47278238590354293,0.5141048622705316,2.36145993721213,0.9285469044820868,1,3,0.031111937948418614,expected_good_but_low_support,True,True,True,False,False,True,1.6717709652340538,repaired_branch_counterworld
submission_e172_vis_pos_all_keep0p25_d90f4407.csv,manual,e172,,,unknown,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.0007484935097949655,0.010205926073456162,1.3098636421411896,0.00779159428898483,0.03182743297050688,0.13093072234935285,0.13121060046724953,0.16373796258107637,0.12362266208703059,0.16083478556072425,0.12346805397352432,0.15212764916166935,0.1449982861687256,0.06856631681775871,0.0564781308176772,0.03747576050688208,0.029440272933014485,0.9632106107039003,0.08286981923182629,-0.031143728622233694,0.003407764864941552,0.07896870657809295,-0.0001126952217758775,0.00023844799473569063,0.46913328160688617,0.05174982279070037,0.21138985873984623,0.23960312138387926,4,30,0.11652187809725474,expected_good_but_low_support,True,False,False,False,True,True,1.1642780917196776,broad_bad_axis_neighbor
submission_e169_ctx_high_density_p50_51110c7e.csv,doc:candidate_submissions.md,e169,,,unknown,894,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.001085851253244253,0.010205926073456162,1.9002396931774428,0.005370862481243382,0.021939125585279405,0.09116787798688586,0.12917177423213602,0.1826433549343318,0.1200994651722475,0.1387736374666982,0.15093983211411705,0.159078682859389,0.11929325322108043,0.05535907422843962,0.044702550172247786,0.028025885160864263,0.05151041803409788,0.9137542034286879,0.08750892066581614,-4.98874690578935e-16,-0.006441673679124779,0.023648293902651777,-0.00011907987592431175,0.000381173731206945,0.460701781792509,0.048975174948680526,0.20005586021100885,0.383020271937953,4,32,0.12122023228281355,expected_good_but_low_support,True,False,False,False,True,True,1.1594795471758508,broad_bad_axis_neighbor
