feature_set,group_col,n_rows,n_groups,accuracy,auc,logloss,brier,frontier_n,frontier_accuracy,frontier_auc,frontier_logloss,micro_n,micro_accuracy,micro_auc,micro_logloss,e95_edge_n,e95_edge_accuracy,e95_edge_auc,e95_edge_logloss,reciprocity_mae
shape_only,file,264,12,0.7954545454545454,0.8805670339761249,0.4966291493677249,0.16077468886458113,60,0.8333333333333334,0.8322222222222222,0.5192415451746194,32,0.75,0.609375,0.9173062372235362,28,0.7857142857142857,0.6785714285714286,0.8159039020265627,2.9437731713545816e-17
shape_only,pair,132,66,0.9696969696969697,0.9954086317722681,0.11715849687110634,0.02916187910066301,30,0.9333333333333333,0.9866666666666667,0.21654178856582879,16,0.875,0.890625,0.431008321768548,14,1.0,1.0,0.2797489361715529,4.2053902447922596e-17
shape_support,file,264,12,0.7954545454545454,0.8347681359044996,0.723760713292083,0.1725984633582642,60,0.8666666666666667,0.8666666666666667,0.5095981547210451,32,0.8125,0.68359375,0.9613492164673447,28,0.8571428571428571,0.7346938775510204,0.8723795308228345,3.364312195833808e-17
shape_support,pair,132,66,0.9545454545454546,0.9777318640955006,0.1414305497131326,0.030787365022661335,30,0.8666666666666667,0.8666666666666667,0.4131341661638334,16,0.75,0.75,0.80585570808003,14,0.8571428571428571,0.7346938775510204,0.7508076680387792,3.027880976250427e-17
shape_support_public_axis,file,264,12,0.7954545454545454,0.8347681359044996,0.7237607132920836,0.1725984633582642,60,0.8666666666666667,0.8666666666666667,0.5095981547210451,32,0.8125,0.68359375,0.9613492164673447,28,0.8571428571428571,0.7346938775510204,0.8723795308228345,3.364312195833808e-17
shape_support_public_axis,pair,132,66,0.9545454545454546,0.9777318640955006,0.14143054971313268,0.03078736502266135,30,0.8666666666666667,0.8666666666666667,0.41313416616383364,16,0.75,0.75,0.8058557080800305,14,0.8571428571428571,0.7346938775510204,0.7508076680387796,3.700743415417188e-17
