cap,file,oof,projection,linear_public_est,components,weights
-0.005,submission_projblend_capm0p005.csv,0.5626647849323264,-0.005013844543746809,0.577943178790761,submission_orthcap005c000_exact_q3_exact_value_nearest_w1.csv|submission_orthcap005c000_exact_q2q3_exact_value_nearest_w1.csv,0.8500|0.1500
0.0,submission_projblend_cap0p0.csv,0.5621435437929126,-4.897028407316209e-05,0.5779449581495644,submission_orthcap005c000_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap009c005_exact_q2q3_exact_value_nearest_w1.csv,0.9800|0.0200
0.025,submission_projblend_cap0p025.csv,0.5617154439369032,0.02447901316804405,0.5779537487212898,submission_orthcap005c000_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv,0.7600|0.2400
0.05,submission_projblend_cap0p05.csv,0.5613067785974445,0.04899544371530412,0.5779625351525755,submission_orthcap005c000_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv,0.5300|0.4700
0.075,submission_projblend_cap0p075.csv,0.5609040415020703,0.07457780602548854,0.5779717036026126,submission_orthcap005c000_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv,0.2900|0.7100
0.1,submission_projblend_cap0p1.csv,0.5605234231405142,0.09948228276972923,0.5779806291055807,submission_orthcap009c005_exact_q3_exact_value_nearest_w1.csv|submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv,0.1100|0.8900
0.15,submission_projblend_cap0p15.csv,0.5601696744049256,0.14946988116193494,0.5779985441359747,submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap030_exact_q2q3_exact_value_nearest_w1.csv,0.7800|0.2200
0.2,submission_projblend_cap0p2.csv,0.5598794650294786,0.1994472152660715,0.5780164554877556,submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap030_exact_q2q3_exact_value_nearest_w1.csv,0.5300|0.4700
0.3,submission_projblend_cap0p3.csv,0.5593813774529481,0.29940188347434465,0.5780522781913174,submission_orthcap010_exact_q2q3_exact_value_nearest_w1.csv|submission_orthcap030_exact_q2q3_exact_value_nearest_w1.csv,0.0300|0.9700
