sensor,n_broad_worlds,mean_vs_e95,p05_vs_e95,p50_vs_e95,p95_vs_e95,beat_e95_rate,win_rate,tie_rate,loss_rate,outcome_entropy_bits,decisive_outcome_count,branch_family_count,raw_split_information_score,actionable_rate,actionable_information_score
control_e101,3452,-1.6205291750596722e-05,-3.656550598187185e-05,-1.4288122486653855e-05,-1.5640787922212426e-06,0.9834878331402086,0.9116454229432213,0.08835457705677868,0.0,1.72849309181989,4,1,1.57577281574658,0.9337340672074159,1.6139528847649072
control_e89,3452,3.833278692823146e-06,-6.046242905764392e-06,4.00196480919453e-06,1.2551921445197673e-05,0.19582850521436848,0.08603707995365005,0.33371958285052145,0.5802433371958285,1.3800985892636097,3,1,0.9195326637619646,0.1694669756662804,0.23388113404380406
control_e85,3452,9.659143591790456e-06,1.1484721492753492e-06,9.638454269014352e-06,1.8271319049969094e-05,0.03186558516801854,0.01245654692931634,0.09675550405561993,0.8907879490150638,0.7022681283308845,2,1,0.6343198215920329,0.036645422943221324,0.02573491258222969
control_e90,3452,1.3372299834651114e-05,3.056050524474847e-06,1.1197659331815742e-05,3.124429880987986e-05,0.002607184241019699,0.00028968713789107763,0.047508690614136734,0.9522016222479722,0.9632173518297606,3,1,0.9174561566675125,0.01216685979142526,0.011719330468380633
control_e86,3452,2.0344644904461583e-05,5.542742514832613e-06,1.5880097556337544e-05,4.660642555632791e-05,0.00028968713789107763,0.0,0.009849362688296639,0.9901506373117033,1.044753488660726,2,1,1.0344633326310433,0.0024623406720741597,0.0025725390074206747
control_mixmin,3452,1.5310700000048527e-05,1.5310700000048527e-05,1.5310700000048527e-05,1.5310700000048527e-05,0.0,0.0,0.0,1.0,-0.0,1,1,-0.0,0.0,-0.0
