pred_index,active_delta_cells,support_label_1_cells,support_label_0_cells,all_support_delta_vs_e95,all_adverse_delta_vs_e95,global_prior_expected_delta_vs_e95,subject_prior_expected_delta_vs_e95,global_prior_p_beats_e95,global_prior_p_beats_e101_edge,global_prior_q05,global_prior_q50,global_prior_q95,subject_prior_p_beats_e95,subject_prior_p_beats_e101_edge,subject_prior_q05,subject_prior_q50,subject_prior_q95
263,35,21,29,-0.00016417072601342117,0.0003843110494099355,8.865874900301748e-05,1.0595805817468531e-05,0.024325,0.009425,1.4139646319164683e-05,8.80004189055741e-05,0.00016481683202273348,0.390075,0.2328,-4.447941344795959e-05,9.478610027264373e-06,6.799707340162081e-05
137,20,15,35,-0.00021067219782800714,0.00012235315885367022,-2.720360430240549e-05,1.856458709322216e-05,0.7364625,0.608,-9.654880193307448e-05,-2.7138926147714963e-05,4.2176329022778224e-05,0.3077875,0.1805875,-4.37104709699651e-05,1.9229371257106473e-05,7.76719177068514e-05
11,39,20,30,-0.00017917449832492518,0.00039798192199122495,9.26439637538523e-05,1.203994712161584e-05,0.02035,0.0080375,1.728199814602272e-05,9.200612716056303e-05,0.00016926578259193205,0.37635,0.2226,-4.412588538197298e-05,1.1021452568163495e-05,7.063363331704419e-05
148,30,16,34,-0.00020582682246572646,0.00018068108248997758,6.760313713874089e-07,1.948211932373081e-05,0.496475,0.3473875,-6.392447172213945e-05,3.596600352562976e-07,6.621387990660473e-05,0.2958875,0.169275,-3.961050334057952e-05,1.922260115790199e-05,7.840532645736299e-05
267,40,21,29,-0.0001802654804582751,0.0004025431255714372,9.402738292177293e-05,1.1976635118004477e-05,0.0190875,0.007475,1.8451675079083834e-05,9.348600527389538e-05,0.00017073862932243358,0.376875,0.2242125,-4.427038224948042e-05,1.1020462421700723e-05,7.057581051815161e-05
271,45,23,27,-0.00018619139246769462,0.0004155859665622746,9.77766056409781e-05,1.5056439149559219e-05,0.01565,0.0057625,2.1834174381643272e-05,9.726242548170379e-05,0.00017496232915833326,0.345325,0.199025,-4.1755230231972954e-05,1.4081839391048265e-05,7.413877412080766e-05
32,31,22,28,-0.0001562461206166396,0.00041681791551477135,0.00010863526695176269,1.2591803413865089e-05,0.0215375,0.0096375,1.8609581568079458e-05,0.00010778755297599498,0.00019976429753791792,0.392775,0.2497375,-4.9759674102220796e-05,1.0783882461490408e-05,8.013153614910831e-05
7,50,25,25,-0.00019279161695283145,0.00042391920333910335,9.846553074652347e-05,1.6271265701634865e-05,0.0153375,0.00565,2.220283104753671e-05,9.786864507626296e-05,0.00017579163888416054,0.3322,0.190025,-4.082336124511441e-05,1.5178606198968968e-05,7.547595307886815e-05
176,23,26,24,-7.437181854811014e-05,0.000489871256390555,0.0001407097160177943,3.815308622980268e-06,0.0048,0.0019125,4.671870733563641e-05,0.00013941806627107553,0.0002379837074243174,0.4932125,0.341975,-5.314401328167197e-05,6.911100696244914e-07,7.158177571427128e-05
152,35,17,33,-0.0002418505607082248,0.00025135331466578204,2.1763791894869938e-05,2.444300262170652e-05,0.31795,0.21105,-5.3108752009914864e-05,2.1507076867713593e-05,9.711699022230065e-05,0.2850625,0.17485,-4.4540529676241565e-05,2.407500924443161e-05,9.330251743028602e-05
60,23,22,28,-9.18580126523799e-05,0.0005022518712337489,0.00014623015727807206,4.976748216885879e-06,0.0049,0.0017375,4.9746575733086234e-05,0.0001448230796199707,0.0002465242557983747,0.4772,0.3339125,-6.099543688490305e-05,2.0798421807707776e-06,7.718539586593756e-05
141,23,16,34,-0.00023231182557326876,0.00016459739235329284,-2.0997637180399503e-05,2.08029767691269e-05,0.66885,0.5471125,-9.809726042497143e-05,-2.1227131509326112e-05,5.7283336460629364e-05,0.3152625,0.2008375,-4.955535024395591e-05,2.084270237123466e-05,8.895664320363514e-05
64,25,24,26,-9.515734091928763e-05,0.0005133354820530013,0.00014922736012221667,4.484209540832491e-06,0.00415,0.00155,5.193601289622342e-05,0.00014797704603675179,0.00025011207296767415,0.4842625,0.3405375,-6.0831695915744635e-05,1.8735089335114428e-06,7.719860547627028e-05
145,25,16,34,-0.00024174692826790358,0.00017755727170599273,-1.640042140744582e-05,2.3278983848248845e-05,0.632125,0.508475,-9.462222324613627e-05,-1.6329767744775278e-05,6.28895067524036e-05,0.2967875,0.187775,-4.8010408562985645e-05,2.3046467283863577e-05,9.331984587155966e-05
180,30,25,25,-0.00010472172348813994,0.000527968537539456,0.00015212842359352724,7.165777618863284e-06,0.0035625,0.0013625,5.4656735688439727e-05,0.00015084945318820874,0.00025319307709557686,0.4588125,0.31805,-5.887638694419016e-05,4.4730610639565385e-06,8.035481736640004e-05
56,31,25,25,-0.00010649769567594717,0.0005318226753523413,0.00015351782436166494,8.2623105334502e-06,0.0033125,0.0013125,5.591793173878967e-05,0.00015220827987982524,0.00025492415947409166,0.44715,0.30895,-5.799828957644187e-05,5.524390119144407e-06,8.137550678448464e-05
212,23,21,29,-0.0001164266904150559,0.0005160546085617206,0.00014044478846902175,4.468022088193038e-06,0.010475,0.003825,4.012791586883872e-05,0.0001383424647109634,0.0002451995369540608,0.4969375,0.3331875,-6.76186767342017e-05,6.531626205584626e-07,8.175958906223656e-05
156,40,20,30,-0.0002685077657121696,0.0003608287282120762,5.066903603358845e-05,2.5540960329113634e-05,0.1766125,0.1116,-3.750918349447838e-05,5.0344319247702484e-05,0.00014002235312034826,0.3033,0.2011,-5.249728945732062e-05,2.4750940856501064e-05,0.00010497640205204286
216,25,20,30,-0.00012923022856206606,0.0005341136461821871,0.00014807913383025172,6.628157040565488e-06,0.0074125,0.0032375,4.4960594014382885e-05,0.00014687456410000582,0.0002548215108234832,0.464425,0.338325,-6.891659786811965e-05,4.50667742063152e-06,8.759724056166772e-05
28,36,19,31,-0.00015115153150056112,0.0005667498193499327,0.0001736239474922628,1.4012322619473804e-05,0.0016375,0.00055,7.12852218140208e-05,0.00017260351285481592,0.00027884266213736237,0.3992,0.275825,-5.913448633206653e-05,1.1890457253582796e-05,9.308565855699945e-05
77,17,21,29,-5.707152639396079e-05,0.0005691650687700837,0.0001782145945248513,2.6917140330178347e-06,0.0030125,0.00225,5.8620909704532425e-05,0.00017510946466915776,0.0003005072240794192,0.4932375,0.4394625,-5.7071526393960575e-05,2.4819379353063934e-06,8.407621798543774e-05
112,35,24,26,-0.0001522436006867105,0.0005391959706819631,0.00014029110889833492,6.490669570772162e-06,0.0089625,0.0037875,3.957648572973557e-05,0.00013909713330575993,0.0002441459937647827,0.461475,0.3309375,-6.51857180128706e-05,4.4448115128765356e-06,8.347928785249114e-05
184,35,25,25,-0.0001398091079246033,0.0005640384584604187,0.00015336355692973082,9.682736622958741e-06,0.00485,0.0018875,5.1464604622177764e-05,0.00015200209267798604,0.0002581584741497059,0.4359,0.3106,-6.36791137029581e-05,7.5033706699857586e-06,8.873144676864401e-05
252,23,20,30,-0.00015218068731784632,0.0004887923548972172,0.00012338897092674614,6.573143550435871e-06,0.021975,0.0131,1.850792790949069e-05,0.0001223315155963348,0.0002303699675470875,0.424725,0.366475,-6.902931129033421e-05,5.496421573404575e-06,8.621396445424731e-05
256,25,20,30,-0.0001720618134705445,0.0005125138210135557,0.00012549520683465456,8.543619748754258e-06,0.0238125,0.012775,1.8084406792929974e-05,0.0001245559951043804,0.00023452522760610036,0.4247625,0.33945,-7.039134843887413e-05,7.083349960401878e-06,8.989483770684214e-05
220,30,21,29,-0.0001506277281336633,0.0005663640238536074,0.00015669622292957522,9.062274854270053e-06,0.0055125,0.0025375,5.2124714387848984e-05,0.00015566300558717846,0.00026504712989151586,0.4428875,0.3242375,-6.895081886315283e-05,7.033633178759809e-06,9.207202617755192e-05
52,30,20,30,-0.00015446628583207128,0.0005646395641308566,0.00015616057041416831,9.442978152938638e-06,0.0057625,0.002675,5.0838811289675377e-05,0.00015501779799674732,0.0002643616233344883,0.439425,0.3217125,-6.887666189828782e-05,7.377238287106522e-06,9.281110234152251e-05
48,38,23,27,-0.00016910596885563853,0.0005942103682494489,0.0001634482374977612,1.2728540469502961e-05,0.004425,0.0017875,5.747515724607168e-05,0.00016233417447343164,0.00027219261269557053,0.414325,0.2994,-6.697669423902262e-05,1.0812808659529256e-05,9.65362440075873e-05
188,40,24,26,-0.00017271809585945078,0.0005996967677655449,0.00016443023437006152,1.432517804689154e-05,0.00435,0.0017625,5.796675778665507e-05,0.00016327058786363762,0.0002734065978330428,0.4014875,0.2885125,-6.542187966441403e-05,1.242106362081127e-05,9.84024765168302e-05
192,45,25,25,-0.00020845301719217088,0.0006174492314548384,0.00016276411197089155,1.836198784973165e-05,0.0052375,0.0023875,5.5007997833399116e-05,0.0001617092822579554,0.00027356632960610374,0.3727125,0.2636375,-6.30413056826429e-05,1.6424864307973503e-05,0.00010424972425771933
205,16,20,30,-6.16757279314848e-05,0.0005511505935388132,0.00016908070053966182,1.6351223680754436e-06,0.0043875,0.0039875,5.061312053757172e-05,0.00016709478766711316,0.0002887976987989571,0.4922,0.4843875,-6.167572793148458e-05,4.251284109225611e-06,8.711486068025164e-05
116,40,25,25,-0.0002180902379133693,0.0005829026315261505,0.0001396356711016127,1.1245695973541198e-05,0.0154375,0.0074625,3.123963441058453e-05,0.00013863208939455737,0.00025085376230456576,0.4229,0.3066625,-6.83708851962733e-05,9.511877831273022e-06,9.482590048017866e-05
224,35,22,28,-0.00019204594293064563,0.0005893405024056245,0.00015659633681238026,1.1172708447228642e-05,0.0071375,0.0034,4.87548083908492e-05,0.00015555574796054423,0.00026760433212674,0.426275,0.31115,-6.992669901073521e-05,9.320504038019825e-06,9.629871494612415e-05
160,45,24,26,-0.00027724687436308533,0.0004910689401556297,8.88740534501374e-05,2.4615571323649347e-05,0.0736875,0.0439375,-1.168330477604791e-05,8.815681678437043e-05,0.00019128855631688396,0.3183125,0.217,-5.6699629632318634e-05,2.355959905562057e-05,0.00010789218956022708
260,30,20,30,-0.00020950028616779473,0.0005530257037672755,0.00013348967695088628,1.2604575222494592e-05,0.0218,0.011725,2.4074492125606142e-05,0.00013272222374517643,0.00024565592244039545,0.4145625,0.2998,-6.737731272846025e-05,1.0812805881703413e-05,9.655200734926686e-05
69,20,24,26,-8.591272979700148e-05,0.0006257143285661102,0.0001782163920246066,4.160549672294724e-06,0.0068625,0.0030875,5.5655551774737746e-05,0.0001760078631270942,0.0003065394377438466,0.5163625,0.383275,-7.107988613581145e-05,-1.944836565376981e-06,9.356514981320256e-05
73,20,24,26,-7.345307742626377e-05,0.0006142146490352877,0.00018450083972008314,2.4195381509154825e-06,0.00395,0.0018,6.385119712546123e-05,0.0001828276327913368,0.0003108946751133181,0.50205,0.3952125,-7.345307742626339e-05,-6.155564035790841e-08,8.63261134829391e-05
228,40,23,27,-0.00023457597773980809,0.0006104470895569574,0.0001536945379431417,1.8420727167462522e-05,0.010225,0.0049375,4.2323756543578734e-05,0.00015296587500570062,0.00026737635598662386,0.3733125,0.266675,-6.527444694050632e-05,1.6725551109162835e-05,0.00010573565717930715
120,45,24,26,-0.00025009597244906375,0.0006113828800474734,0.00014663111264375425,1.7232862327764598e-05,0.013525,0.0066125,3.5207879726023416e-05,0.00014561775612940026,0.00025967714405983995,0.3823,0.27215,-6.570103908643742e-05,1.5757644729397272e-05,0.0001037527350455645
232,45,24,26,-0.00024409176895522037,0.0006240524644227556,0.00015603908874690014,2.077483922203355e-05,0.0097125,0.0046,4.445798555496356e-05,0.00015521577162469773,0.000270087728660609,0.3579625,0.2525375,-6.365697574414671e-05,1.914441396845417e-05,0.00010855346371702528
101,23,23,27,-0.00011668562080759901,0.0005596648373438258,0.00013436574464518328,3.2759042493552067e-07,0.0294,0.015975,1.6425613455413576e-05,0.00013243672150650503,0.00025817847195563177,0.5295375,0.3956625,-7.932709476838301e-05,-3.6820056988720676e-06,8.804535875912937e-05
264,35,21,29,-0.00024546392431409067,0.0005772587388209456,0.00013378028821056737,1.6685873432243137e-05,0.0235,0.0126875,2.200163418479194e-05,0.00013279279306440558,0.0002480174127401424,0.3840875,0.27595,-6.592695546589884e-05,1.5010079746935769e-05,0.00010278777480847121
61,23,22,28,-0.00012181166014211455,0.0006703348517060542,0.00019563923309848707,7.301354350239671e-06,0.0048375,0.0021875,6.699445770517082e-05,0.00019376312955435185,0.00032936469779222104,0.4735,0.366625,-8.06615591188121e-05,3.4388129687534164e-06,0.00010357955121564228
12,39,20,30,-0.0002679361871222938,0.0005977984433519336,0.00013979150599587305,1.8885481047517412e-05,0.0198125,0.0107375,2.674855758412871e-05,0.00013883475110593627,0.00025472423425299364,0.3702875,0.264425,-6.536326770786663e-05,1.735773921733882e-05,0.0001067760103406593
268,40,21,29,-0.00026956940130996957,0.0006046435077346012,0.00014186989376010312,1.8793772054449507e-05,0.0184,0.010025,2.8506331996067723e-05,0.00014105782728828387,0.00025693676336109263,0.370675,0.265625,-6.557675399677884e-05,1.735951300999331e-05,0.00010669253515466977
245,16,17,33,-0.0001129195967765513,0.0005224271698890447,0.00013911072812895753,1.3308917593732604e-06,0.0235,0.0142625,1.0771114765381157e-05,0.0001314592443986875,0.0002636516283850212,0.4566625,0.3966625,-7.767529453887612e-05,2.6425569136466925e-06,8.84519772781945e-05
272,45,23,27,-0.000278448132954301,0.0006242179055906552,0.00014750386420870883,2.3423614471579653e-05,0.0151375,0.0079125,3.359021731970697e-05,0.00014673259396980092,0.00026328244948473973,0.3391875,0.2385,-6.179388960071702e-05,2.196171483381288e-05,0.00011204711692844817
8,50,25,25,-0.00028834126193392855,0.0006367249685039758,0.00014854445961510432,2.525306204777055e-05,0.0148125,0.0078125,3.4150410066622914e-05,0.00014764913110971377,0.0002645336218215606,0.3265875,0.2285125,-6.038887837235446e-05,2.3614072793774095e-05,0.00011406009311362334
105,25,23,27,-0.00012639453701614065,0.0006271297549975206,0.00016394075473720048,1.5059568865582118e-06,0.01345,0.0073375,3.822969974485143e-05,0.0001619742242881268,0.0002943734818888603,0.510625,0.4106125,-8.10287697043173e-05,-1.8021927489256955e-06,9.5555958253132e-05
209,20,21,29,-0.00011020878833642277,0.0006397185183695538,0.00017963047394636706,2.680738017994213e-06,0.00895,0.003925,4.8556549810251716e-05,0.0001787862050491521,0.00031212938181675575,0.474975,0.4015375,-7.771941942999001e-05,1.6974883159165876e-06,9.570847781550431e-05
249,20,18,32,-0.000171935970890172,0.0005926721401118078,0.00015537620683446726,5.520000424321648e-06,0.0208875,0.0167875,1.960389216584487e-05,0.00015711063599769376,0.0002887070398129034,0.430325,0.4118875,-9.049913853086445e-05,6.971095631733957e-06,9.844610282086398e-05
213,23,21,29,-0.000154412240512354,0.0006888961581233452,0.00018808306466641523,6.780709491977839e-06,0.01015,0.0049,5.4327234532837416e-05,0.0001852799663223367,0.00032775606264646864,0.493575,0.366975,-8.933488893788186e-05,1.6942302017981526e-06,0.00010983613212403559
217,25,20,30,-0.0001714388384146327,0.0007130196612443685,0.00019830697810845657,9.705675722209206e-06,0.007225,0.0037625,6.081559168729955e-05,0.00019670088513479723,0.00034063014743276524,0.458625,0.3639875,-9.102066415603775e-05,6.877036228964771e-06,0.0001176644537503448
253,23,20,30,-0.00020208488290396107,0.0006525458400494545,0.0001653413280888283,9.586891587082373e-06,0.0216,0.0154375,2.549993739915691e-05,0.00016393138764828047,0.0003079826569159511,0.417675,0.3796875,-9.121638153394506e-05,8.151262284374143e-06,0.00011577465279216443
257,25,20,30,-0.00022850165355800322,0.0006842658590874614,0.0001682410401822618,1.2305590734395804e-05,0.0234625,0.01555,2.50266401266295e-05,0.00016698875787522945,0.0003136144012108537,0.420075,0.367025,-9.294103351577534e-05,1.0358564349926215e-05,0.00012077388134517934
221,30,21,29,-0.00019991636557200134,0.0007560726370776898,0.0002098489025123154,1.3003638411909475e-05,0.005325,0.0029875,7.042022445668094e-05,0.0002084712793891214,0.00035431677846157,0.4371625,0.34805,-9.1013819877987e-05,1.0298782844562712e-05,0.00012368330684295076
53,30,20,30,-0.00020502788113943576,0.0007537799188111314,0.00020914126052221573,1.351780417391047e-05,0.00565,0.0032375,6.871224835622349e-05,0.00020761756396565342,0.0003534093310826428,0.43385,0.3441625,-9.090838256105754e-05,1.076348435280185e-05,0.00012467530309202032
261,30,20,30,-0.00027833936904450227,0.0007383619508689231,0.0001789805817804056,1.7800446142551216e-05,0.0212125,0.0132375,3.3093668680030255e-05,0.00017795731083945744,0.00032853557576641667,0.4078,0.3214125,-8.884207112538796e-05,1.5411420354829516e-05,0.00012973035564491347
149,30,16,34,-0.00027389843266138015,0.00024144544061289184,1.4387057881051345e-06,2.651348972456322e-05,0.4922125,0.37955,-8.469529833659822e-05,1.016877339929536e-06,8.882250383506133e-05,0.2917625,0.19485,-5.227667382785108e-05,2.6167465503458143e-05,0.00010507776590273901
33,31,22,28,-0.00020770987381304827,0.0005563755076954983,0.00014546530961148757,1.7407358227624767e-05,0.021,0.0117875,2.543106243324334e-05,0.00014433502431046498,0.0002669706837263602,0.3879,0.278425,-6.572794512715575e-05,1.4996796957791595e-05,0.00010746033520794707
177,23,26,24,-9.859506060421883e-05,0.0006537290393139982,0.00018818031881698594,5.654442290568087e-06,0.004625,0.002375,6.285897390744104e-05,0.00018645811915469324,0.0003178789740256857,0.4878375,0.37155,-7.029132024896802e-05,1.4888442194263314e-06,9.60097317456201e-05
153,35,17,33,-0.00032175007389470165,0.00033585509327064054,2.973572957609133e-05,3.330801054520701e-05,0.31345,0.2318125,-7.009432896362271e-05,2.9393442873216e-05,0.0001302066606793317,0.2811625,0.1969125,-5.867003251872461e-05,3.281735270883983e-05,0.00012512069695664614
65,25,24,26,-0.00012620368510261518,0.0006851200788604337,0.00019964258295272286,6.651715510878159e-06,0.0040375,0.0019,6.992078665140078e-05,0.00019797549750543821,0.0003341555334133328,0.4789375,0.3709875,-8.043615843122418e-05,3.170781367782403e-06,0.00010360424342479452
181,30,25,25,-0.00013894549342083147,0.0007046415212826274,0.00020352136935472404,1.0237841388506248e-05,0.0035,0.0018,7.355911881460637e-05,0.0002018160754809674,0.00033827424069079147,0.453975,0.3477,-7.78183780288984e-05,6.6475526486318475e-06,0.00010782322771855594
57,31,25,25,-0.0001413107971516261,0.0007097830308860895,0.00020537656289852275,1.1702544460903905e-05,0.003175,0.0015875,7.524337273468736e-05,0.000203630503589404,0.0003405850097150905,0.4424,0.338675,-7.664492235228571e-05,8.051983908496708e-06,0.00010918680612895026
109,30,25,25,-0.0001626099765587515,0.0006500735289735563,0.00016428083855466087,4.801323844301603e-06,0.015075,0.0083625,3.652976973103823e-05,0.00016241246036281958,0.000296769606289097,0.488625,0.382275,-8.281631765994822e-05,1.67920674010702e-06,0.00010081806234889973
157,40,20,30,-0.0003570950008343169,0.00048202032439801105,6.847406816002746e-05,3.496996722072783e-05,0.1732875,0.1230625,-4.9096891210728065e-05,6.804111244551187e-05,0.00018761182427570747,0.297825,0.2209625,-6.908103249451772e-05,3.391660792391124e-05,0.00014088388951796695
29,36,19,31,-0.00020071544474508792,0.0007564863563889014,0.00023231852724534333,1.9503027414958856e-05,0.0016,0.000675,9.586689300768701e-05,0.00023095794772874802,0.0003726101467721422,0.3942875,0.3008125,-7.802605118709406e-05,1.667387359377199e-05,0.00012493414199832664
113,35,24,26,-0.00020219685361485553,0.0007197225748767077,0.00018784942583187128,9.448840061788498e-06,0.0088125,0.004575,5.35632616070735e-05,0.00018625745837510545,0.00032632260565379826,0.4564875,0.3580125,-8.611967671640175e-05,6.721029317928601e-06,0.00011210033110408024
185,35,25,25,-0.0001855920857577486,0.0007528713360889452,0.00020530480071469614,1.3730373639000908e-05,0.0047375,0.002275,6.943953097129486e-05,0.00020348951504570238,0.00034503135700799693,0.4305375,0.3358875,-8.408542679555517e-05,1.082455236837064e-05,0.00011912865383324662
49,38,23,27,-0.00022452701814894732,0.0007932280979911668,0.00021887859032225144,1.7918994284574704e-05,0.0043125,0.002175,7.758114998666548e-05,0.00021739317295647713,0.00036387109058599784,0.40845,0.322125,-8.835465199345857e-05,1.5364685204611018e-05,0.0001296625990020207
189,40,24,26,-0.00022933941651436952,0.0008005470683189556,0.00022019169045831274,2.0051615360753664e-05,0.004225,0.0021,7.8240388347105e-05,0.00021864549511641272,0.0003654935084089566,0.396225,0.3105,-8.627779492098718e-05,1.751279612598073e-05,0.00013215467998733897
117,40,25,25,-0.0002898168152389744,0.0007781736773470501,0.0001871510634476679,1.596442994357351e-05,0.015025,0.0088625,4.2623014526299266e-05,0.00018581295450492875,0.00033544185171827156,0.4172625,0.3288625,-9.019101161618054e-05,1.3652672420548921e-05,0.00012740470261909023
193,45,25,25,-0.00027693976312914215,0.0008242632350668679,0.00021801640908827367,2.548024359339464e-05,0.0050125,0.0027625,7.434159023828504e-05,0.00021660996947102523,0.00036575269926855523,0.367275,0.284775,-8.305748111643655e-05,2.2897412204383997e-05,0.00013999722547071005
225,35,22,28,-0.000255065613580976,0.0007867829802007151,0.0002097907594097244,1.589258825618982e-05,0.006875,0.0039625,6.60020548476849e-05,0.00020840330760727767,0.0003578014198288707,0.4205125,0.3332625,-9.223995502109542e-05,1.3422982377246453e-05,0.00012939393025471763
161,45,24,26,-0.00036865710900608117,0.0006557639770188696,0.00011950412807821531,3.3826151909565775e-05,0.0719,0.049075,-1.457234955669836e-05,0.00011854781252385952,0.00025605679856721117,0.313,0.2361875,-7.459411603172509e-05,3.2418188885527215e-05,0.00014486164289166946
229,40,23,27,-0.0003116981066059325,0.0008149993164564199,0.000205995914304667,2.563083327042915e-05,0.0099,0.005775,5.750153910525033e-05,0.00020502436372141073,0.00035757167169597385,0.3674125,0.286725,-8.596273220686254e-05,2.3370598526029643e-05,0.00014205073995288714
121,45,24,26,-0.0003324090629155524,0.0008162294070798294,0.00019656038387487164,2.4029383453553215e-05,0.013075,0.0077125,4.799607331789751e-05,0.0001952092418557347,0.00034728842576298494,0.3763125,0.292975,-8.654915176538502e-05,2.2062426655730422e-05,0.00013938921374395381
233,45,24,26,-0.000324375852556903,0.0008331497919470635,0.000209131957712591,2.8779625012769936e-05,0.0092875,0.005225,6.035715345667759e-05,0.00020803420154965498,0.0003611968109308701,0.35155,0.271625,-8.379612827546983e-05,2.6605724674664074e-05,0.0001458177910060927
265,35,21,29,-0.0003262323044668128,0.0007707312463799008,0.00017942664556606453,2.3300759194966686e-05,0.022875,0.0143125,3.03884401983637e-05,0.0001781099853711816,0.0003317428116054998,0.3782875,0.297075,-8.684967933588936e-05,2.106636761455708e-05,0.00013810329436327056
13,39,20,30,-0.0003561507859771587,0.000798162054655143,0.00018748613818039698,2.6278104915923973e-05,0.0190875,0.0122625,3.6762206964737664e-05,0.00018621046499381602,0.0003407297758565575,0.3641125,0.2848625,-8.605356009125362e-05,2.4241115809018903e-05,0.00014346547730677913
269,40,21,29,-0.00035832406835238894,0.0008072931437070372,0.00019026165840770786,2.6160162800170904e-05,0.017875,0.0112875,3.9110242722329794e-05,0.00018917890311194907,0.00034368415120902926,0.3645875,0.285225,-8.633387193479894e-05,2.4247817407562847e-05,0.00014335851360046414
273,45,23,27,-0.0003701488733718957,0.0008334058446880444,0.00019778712284545055,3.234678986261281e-05,0.01465,0.0092,4.590226032678253e-05,0.00019675876252690577,0.0003521585698801571,0.3330625,0.256875,-8.12765489004493e-05,3.0397590345589945e-05,0.00015051145980510565
9,50,25,25,-0.0003833301036838604,0.0008500915369000108,0.00019918419171485014,3.479566162507293e-05,0.01445,0.008775,4.6658792316876346e-05,0.00019799042037432638,0.0003538364079901235,0.3213625,0.2457375,-7.93935922684267e-05,3.26103426197426e-05,0.00015320503637954335
0,50,25,25,-0.0003833301036838604,0.0008500915369000076,0.00019918419171484903,3.479566162507273e-05,0.01445,0.008775,4.66587923168762e-05,0.0001979904203743267,0.00035383640799012357,0.3213625,0.2457375,-7.939359226842635e-05,3.2610342619742223e-05,0.0001532050363795417
