target,stage2_loss,raw05_loss,raw05_delta_vs_stage2,raw05_win_rate,raw05_gain_mean,raw05_gain_p90,raw05_loss_hurt_p90
Q1,0.5746308240745168,0.5729444375764005,-0.0016863864981163657,0.56,0.0016863864981161304,0.03760942122279999,0.03907613079755898
Q2,0.6429986926145494,0.6429986926145494,0.0,0.0,0.0,0.0,0.0
Q3,0.6303484889503163,0.6272561406668319,-0.0030923482834843696,0.5688888888888889,0.0030923482834843293,0.046061346186138726,0.04300289811074883
S1,0.47894327588040597,0.4775978672707995,-0.0013454086096064688,0.5822222222222222,0.001345408609606421,0.035505771944069106,0.029336617109368454
S2,0.5389534496173579,0.5365495865148009,-0.0024038631025570245,0.5511111111111111,0.0024038631025570683,0.04051638732645854,0.03693940600103307
S3,0.5034376794790675,0.5009339909608178,-0.0025036885182496693,0.5822222222222222,0.002503688518249769,0.044920041585510696,0.04445073472576011
S4,0.603404062212506,0.600981808595935,-0.002422253616571002,0.5355555555555556,0.002422253616570974,0.04025880298402029,0.03532342196452674
