method,target,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mixmin_better_block_rate,mean_predicted_rate
transition_raw_residual_baseedge_mid_k4_a4_w1.00,Q1,-0.0014559010656433973,-0.0017830242196718081,0.5277777777777778,0.46827009521992363
transition_raw_residual_baseedge_mid_k4_a4_w0.65,Q1,-0.0014465866222433874,-0.0019798784900251646,0.5,0.4702961135437187
transition_topology_baseedge_mid_k4_a4_w1.00,Q1,-0.0014157837211548844,-0.0026799038504676676,0.5277777777777778,0.5087176568745717
transition_full_transition_baseedge_mid_k16_a4_w1.00,Q1,-0.0013681046143897895,-0.0024096592626956367,0.5,0.4922894949497456
transition_raw_residual_baseedge_mid_k4_a12_w1.00,Q1,-0.001327090459486591,-0.002029940624072005,0.5,0.4743849014144288
transition_raw_topology_baseedge_mid_k16_a4_w1.00,Q1,-0.0012918845718975134,-0.002210136369830114,0.5,0.4783055302551622
transition_full_transition_baseedge_mid_k16_a12_w1.00,Q1,-0.0012354164957599952,-0.0023616448560919868,0.5,0.49241140372214265
transition_full_transition_baseedge_mid_k16_a4_w0.65,Q1,-0.0012028881317309916,-0.0023536023648644466,0.5,0.4925664009112674
transition_raw_residual_baseedge_mid_k4_a4_w0.35,Q1,-0.0011964912193185083,-0.0021067771678635852,0.4722222222222222,0.4801572355598571
transition_topology_baseedge_mid_k4_a4_w0.65,Q1,-0.001189300811446953,-0.0024845256844321603,0.5277777777777778,0.5053372898281421
transition_raw_residual_baseedge_mid_k4_a12_w0.65,Q1,-0.001174259207356553,-0.0021225855229714354,0.4722222222222222,0.48129675556175794
transition_topology_baseedge_mid_k8_a4_w1.00,Q1,-0.0011584153805016028,-0.0023570184890665266,0.5277777777777778,0.49980920292314857
transition_raw_topology_baseedge_mid_k16_a12_w1.00,Q1,-0.0011582051162849693,-0.0022200654665831157,0.4722222222222222,0.4822354353466195
transition_raw_topology_baseedge_mid_k8_a4_w1.00,Q1,-0.001150051465567257,-0.0016486762057999944,0.5,0.4651926321731291
transition_raw_residual_baseedge_mid_k4_a24_w1.00,Q1,-0.0011391826149656685,-0.0021491226611041856,0.4722222222222222,0.48319109664104304
transition_raw_topology_baseedge_mid_k16_a4_w0.65,Q1,-0.0011286598053673927,-0.0022254384928379117,0.4722222222222222,0.48333279407340307
transition_full_transition_baseedge_mid_k16_a24_w1.00,Q1,-0.0011250548916815536,-0.0023411203824161473,0.4444444444444444,0.49327448035393423
transition_full_transition_baseedge_mid_k16_a12_w0.65,Q1,-0.00110644782295563,-0.0023397797532960546,0.4444444444444444,0.4935288369018777
transition_topology_baseedge_mid_k4_a12_w1.00,Q1,-0.001092043382461826,-0.0024158842719950832,0.5277777777777778,0.5036458890993668
transition_raw_topology_baseedge_mid_k16_a24_w1.00,Q1,-0.001062460712989714,-0.002244968496825525,0.4722222222222222,0.4862841385828261
transition_raw_residual_baseedge_mid_k4_a24_w0.65,Q1,-0.0010494520256661083,-0.0022252234442884356,0.5,0.48855681843056
transition_full_transition_baseedge_mid_k16_a4_w0.35,Q1,-0.0010477242251538223,-0.002340588357327329,0.4444444444444444,0.4945963425456218
transition_raw_topology_baseedge_mid_k16_a12_w0.65,Q1,-0.0010474549681243688,-0.002251268411494038,0.4722222222222222,0.48707347173586946
transition_raw_residual_baseedge_mid_k4_a12_w0.35,Q1,-0.0010398188523241191,-0.0022340168392726797,0.5,0.4891739415253455
transition_full_transition_baseedge_mid_k16_a24_w0.65,Q1,-0.0010351455493112095,-0.002341861639108792,0.4444444444444444,0.49488294248119324
transition_topology_baseedge_mid_k4_a4_w0.35,Q1,-0.0010069834925276885,-0.002371684110408093,0.5,0.5020442564313244
