row_idx,experiment,basename,family,target_norm,selector_visible,null_rare,null_common,visible_null_common,visible_null_rare,strict_health,actual_p90,null_strict_rate,readiness_distance,failure_mode,pred_ready__geometry_only,pred_ready__geometry_plus_human,pred_ready__geometry_plus_shape,pred_ready__geometry_shape_human,pred_ready__human_plus_shape,pred_ready__human_signature,pred_ready__semantic_plus_human,pred_ready__shape_signature,human_ready_rank,geometry_ready_rank
240,e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,human_plus_geometry,e247_common_vs_e284_extra,False,True,False,False,False,False,-3.162831074790456e-06,0.0,2.311122883210924,safe_but_too_small_or_wrong_sign,1.3925031387788636,-0.7272439150604253,0.989739741271757,-0.8751872742706874,-1.5301693215546663,-0.7643773832233407,-0.6367356801171455,1.1911862417119896,1.0,284.0
255,e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_03ccfe02.csv,human_plus_geometry,e247_common_vs_e284_extra,False,True,False,False,False,False,-1.814721434517162e-06,0.0,2.5029471833273877,safe_but_too_small_or_wrong_sign,1.3939008969733635,-0.7259589984367283,0.9843830105113707,-0.8802702719769853,-1.5449139258389764,-0.7643773832233336,-0.636735680117138,1.190041583571412,2.0,296.0
365,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_2b344e02.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,3.272930758764271e-06,0.0,0.5532729307587643,safe_but_too_small_or_wrong_sign,1.6730015781283463,0.05763404769542557,1.4134915593158635,0.058279870912193665,-0.035785738017731106,-0.11175087104694015,0.06660591580979958,1.19311742213264,3.0,822.0
444,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_a41b61fd.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,6.552242224127469e-06,0.0,0.5565522422241275,safe_but_too_small_or_wrong_sign,1.6751120923890142,0.05945893564208937,1.4223570938042496,0.06669357761232853,-0.020094685011936342,-0.1117508710469366,0.06660591580979913,1.1929937100167098,4.0,860.0
1330,e310,submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s020_e16333df.csv,bedtime_arousal,multi,False,True,False,False,False,False,-2.7484463702836058e-06,0.0,1.0972515536297165,safe_but_too_small_or_wrong_sign,1.8190436611060754,1.2425940486014202,1.474107935822083,1.1409101458426578,-0.12579307651653693,-0.10369994630910195,0.03941207040983086,1.1299717951235997,5.0,1067.0
1331,e310,submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s014_415aafad.csv,bedtime_arousal,multi,False,True,False,False,False,False,-1.8736343818810443e-06,0.0,1.098126365618119,safe_but_too_small_or_wrong_sign,1.7659163895444756,1.1917684080966904,1.4040070622987137,1.0805154991959887,-0.13821751764377943,-0.1036999463089805,0.03941207040995964,1.1416585403528359,6.0,1041.0
261,e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_80ab918c.csv,human_plus_geometry,e247_common_vs_e284_extra,False,True,False,False,False,False,-1.4942902882006883e-06,0.0,2.5508866620927515,safe_but_too_small_or_wrong_sign,1.402110817002253,0.09236254283497303,1.1659166913232628,0.06113667945943391,-0.3903308591301995,-0.014013586566447023,0.06272409957326142,1.271833751333022,7.0,319.0
445,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_swap_low_high_top3_754c906f.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,6.599198917251197e-06,0.0,2.416123008441061,safe_but_too_small_or_wrong_sign,1.674944099449057,0.4531663631380125,1.5888369948581538,0.3831762478379668,-0.2661698897524225,0.03617419547435796,0.18881507147598997,1.270510562295009,8.0,856.0
457,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_3b1c3d2e.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,7.339722324068423e-06,0.0,2.5121016270859733,safe_but_too_small_or_wrong_sign,1.6423693586458086,0.6985955547529086,1.3797623696362855,0.42451160389341425,-0.5825902362973254,0.12474314805873421,0.24719419278080856,1.19507783186724,9.0,636.0
389,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_88b70a26.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,4.180027857545514e-06,0.0,2.6041800278575455,safe_but_too_small_or_wrong_sign,1.6407144208768258,0.6972831991069324,1.3716620085476823,0.4169810932410849,-0.597667652431956,0.12474314805874442,0.2471941927808179,1.1945026917760955,10.0,630.0
196,e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_near3_money_rumin_top3_f0p5_165a43e0.csv,human_boundary_undo,multi,False,True,False,False,False,False,1.5227716015127736e-05,0.0,0.5652277160151278,safe_but_too_small_or_wrong_sign,1.9613496922697955,0.6634587507271492,1.9062027947244076,0.39770208632188986,-0.35882675411602616,0.13289640450668405,0.22365440080304477,1.8836742765617638,11.0,1149.0
148,e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_near3_money_rumin_top3_f0p25_ab2ac6d8.csv,human_boundary_undo,multi,False,True,False,False,False,False,7.5977624025759774e-06,0.0,0.557597762402576,safe_but_too_small_or_wrong_sign,1.9591621036603506,0.6601323544155671,1.9105225798107668,0.37634105916409144,-0.39893897808883505,0.1328964045066856,0.22365440080304566,1.9024984344354157,12.0,1142.0
321,e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_add_high_preserve_top3_eae4879d.csv,human_plus_oldlaw_context,e247_body_vs_clean_neither,False,True,False,False,False,False,1.1987516180013151e-06,0.0,2.3154844659037157,safe_but_too_small_or_wrong_sign,1.5494875911339605,0.7525624968347504,1.211991241557735,0.4375561586811463,-0.5933005456381037,0.2261193467131255,0.3008765326464271,1.1899106300619362,13.0,454.0
310,e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_add_high_preserve_top3_4d726a04.csv,human_plus_oldlaw_context,e247_body_vs_clean_neither,False,True,False,False,False,False,6.751611648195552e-07,0.0,2.5054370659267247,safe_but_too_small_or_wrong_sign,1.5494944912526947,0.7526641190286396,1.2053570161941352,0.43132547204273397,-0.6082305375304822,0.22611934671317013,0.3008765326464711,1.1890957415749273,14.0,456.0
456,e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_40fc3712.csv,cell_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,7.312567835924033e-06,0.0,0.5573125678359241,safe_but_too_small_or_wrong_sign,1.6507299093786614,0.45881827279554166,1.4046393252750509,0.46546339312397134,0.17609964344809104,0.25496947281798543,0.3926980147740977,1.1954759167713451,15.0,656.0
244,e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,human_plus_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,-2.8508459616272267e-06,0.0,1.1685777254669445,safe_but_too_small_or_wrong_sign,1.3925762413926144,0.48412849333652996,1.0136656819686678,0.5338276104515911,0.6147241362136535,0.26057578140093485,0.34946177585460303,1.1944847026432592,16.0,287.0
265,e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_7515967c.csv,human_plus_geometry,e247_body_vs_clean_neither,False,True,False,False,False,False,-1.430445659759723e-06,0.0,1.2795219352926217,safe_but_too_small_or_wrong_sign,1.394173054827899,0.4854959529915819,1.0083207084725796,0.5286380054293476,0.5997370680590803,0.26057578140095594,0.34946177585462257,1.1935704065502653,17.0,298.0
