subject_id,target,direction,active_cells,mean_abs_logit_delta,mean_prob_delta,beneficial_loss_sum,adverse_loss_sum,subject_q2_rate,subject_s3_rate,flank_q2_mean,flank_s3_mean,near_train_gap_mean
id07,Q1,increase,15,0.012561759053600007,0.0024772523893490366,-0.1318579056951385,0.05656848010886202,0.5102040816326531,0.7959183673469388,0.0,1.0,8.133333333333333
id02,Q1,decrease,14,0.011773711886380687,-0.002070838996300585,-0.12503083940986076,0.03980112699946876,0.6666666666666666,0.8958333333333334,1.0,1.0,8.0
id02,Q1,increase,14,0.012046337819270685,0.0025463524559458522,-0.1106989130969363,0.05794981637285329,0.6666666666666666,0.8958333333333334,1.0,1.0,7.214285714285714
id04,Q1,decrease,11,0.012558516942102067,-0.0021376594944115105,-0.10631341539609535,0.03183027096702795,0.49122807017543857,0.543859649122807,0.5909090909090909,0.4090909090909091,1.7272727272727273
id03,Q1,decrease,10,0.01027987048373984,-0.0008288995821173928,-0.09349525920518664,0.009303445632212907,0.8181818181818182,0.48484848484848486,1.0,1.0,10.1
id05,Q1,decrease,10,0.010265684830159012,-0.0018419043980331007,-0.07689318064483097,0.025763667656759328,0.4318181818181818,0.13636363636363635,0.85,0.05,2.5
id06,Q1,decrease,10,0.01274234284203805,-0.002848086167973185,-0.04468948663538275,0.08273394178499824,0.3958333333333333,0.9583333333333334,0.65,1.0,2.8
id01,Q1,decrease,9,0.012066666666666968,-0.0025588940278132547,-0.0733647659834249,0.03523523401657758,0.5609756097560976,0.8536585365853658,1.0,1.0,8.222222222222221
id01,Q1,increase,8,0.01305576923076901,0.0014759723263663756,-0.09050175723545803,0.013944396610694002,0.5609756097560976,0.8536585365853658,1.0,1.0,6.0
id09,Q1,decrease,8,0.01275768210868037,-0.0026005315110406574,-0.07117140841375735,0.03089004845568578,0.43902439024390244,0.7073170731707317,0.625,1.0,7.875
id09,Q1,increase,8,0.011575920800691641,0.001880543429559508,-0.07245967649770024,0.02014768990783303,0.43902439024390244,0.7073170731707317,0.375,1.0,6.375
id04,Q1,increase,7,0.009871241295124211,0.002274485285535564,-0.04117067208288876,0.027928016982980922,0.49122807017543857,0.543859649122807,0.5714285714285714,0.7142857142857143,1.8571428571428572
id05,Q1,increase,7,0.010894431313448246,0.002707546777489927,-0.038264273436414524,0.03799674575772327,0.4318181818181818,0.13636363636363635,0.7857142857142857,0.21428571428571427,2.4285714285714284
id10,Q1,increase,6,0.012746153846153832,0.0030461180287251755,-0.043659643281654184,0.032817279795269105,0.5454545454545454,0.48484848484848486,0.0,0.0,8.333333333333334
id07,Q1,decrease,5,0.011653044037089605,-0.002686687569742907,-0.03630477980952256,0.021960440375925594,0.5102040816326531,0.7959183673469388,0.0,1.0,4.0
id08,Q1,decrease,5,0.010434116671055182,-0.002520033127999899,-0.026505278182734134,0.025665305172542053,0.7857142857142857,0.6607142857142857,0.8,0.8,1.4
id08,Q1,increase,5,0.01398461538461503,0.0022078281723998754,-0.05451736462535861,0.015405712297716437,0.7857142857142857,0.6607142857142857,0.7,0.7,1.8
id03,Q1,increase,3,0.013984615384615854,0.0030336999152847564,-0.01342834151541125,0.028525504638436363,0.8181818181818182,0.48484848484848486,1.0,1.0,5.333333333333333
id06,Q1,increase,2,0.0048691046905672275,0.000365194179690026,-0.008921869501279456,0.0008163398798552368,0.3958333333333333,0.9583333333333334,0.75,1.0,1.0
id10,Q1,decrease,1,0.013984615384615484,-0.0031530697466850555,-0.009182681438585798,0.004801933946029752,0.5454545454545454,0.48484848484848486,0.5,0.5,8.0
id06,Q2,decrease,11,0.028425679631767807,-0.006445749051063957,-0.20188563710022955,0.11079683884921655,0.3958333333333333,0.9583333333333334,0.7727272727272727,1.0,2.272727272727273
id07,Q2,increase,10,0.026930556719823407,0.0062271301946282605,-0.16715462160448763,0.10215094559374681,0.5102040816326531,0.7959183673469388,0.0,1.0,6.9
id10,Q2,increase,6,0.029393769585550813,0.0069995678580686465,-0.10384099539159779,0.07252162212170726,0.5454545454545454,0.48484848484848486,0.25,0.25,7.333333333333333
id04,Q2,decrease,3,0.022496328669054867,-0.005503410817925676,-0.03859276688311621,0.02889621912404857,0.49122807017543857,0.543859649122807,0.6666666666666666,0.6666666666666666,1.6666666666666667
id01,Q2,decrease,2,0.026356877130554124,-0.006339091488537896,-0.03140501119912163,0.021308743061986643,0.5609756097560976,0.8536585365853658,1.0,1.0,4.5
id08,Q2,increase,2,0.024164763740818163,0.005536365455711345,-0.017180396805737207,0.031149130675898987,0.7857142857142857,0.6607142857142857,1.0,1.0,3.0
id09,Q2,decrease,2,0.025643102180800126,-0.006077122746524166,-0.0314914400000813,0.01979476436151899,0.43902439024390244,0.7073170731707317,1.0,1.0,10.0
id03,Q2,decrease,1,0.03353879734670073,-0.005230309414245626,-0.027054916650145353,0.006483880696555456,0.8181818181818182,0.48484848484848486,1.0,1.0,5.0
id03,Q2,increase,1,0.028404863815110537,0.005676895596558484,-0.007841971317102433,0.020562892498008172,0.8181818181818182,0.48484848484848486,1.0,1.0,7.0
id04,Q2,increase,1,0.018047770214344894,0.004436026933841375,-0.010194172900465733,0.007853597313879093,0.49122807017543857,0.543859649122807,0.5,1.0,1.0
id08,Q2,decrease,1,0.023357950649765646,-0.004737439736659632,-0.016752490935004936,0.006605459714760608,0.7857142857142857,0.6607142857142857,0.5,0.5,2.0
id06,Q3,decrease,24,0.013551918659065637,-0.002581702995190324,-0.24095514738890386,0.08429090042867136,0.3958333333333333,0.9583333333333334,0.7291666666666666,1.0,2.4166666666666665
id08,Q3,increase,18,0.013044944607639981,0.0026763728107783327,-0.16548479760263596,0.06932420533488366,0.7857142857142857,0.6607142857142857,0.7222222222222222,0.6666666666666666,1.7222222222222223
id10,Q3,increase,14,0.012408791208791126,0.0030681405173018056,-0.08063184225050962,0.09309123467256655,0.5454545454545454,0.48484848484848486,0.17857142857142858,0.17857142857142858,6.071428571428571
id01,Q3,increase,13,0.01055744129985984,0.0026037704378374126,-0.06131784161300365,0.0759288952851747,0.5609756097560976,0.8536585365853658,1.0,1.0,6.538461538461538
id05,Q3,increase,11,0.01052874650543621,0.0025143866159374824,-0.046311532419890944,0.06950467913990745,0.4318181818181818,0.13636363636363635,0.8181818181818182,0.13636363636363635,2.909090909090909
id02,Q3,increase,10,0.011625077057514649,0.0027535412254034554,-0.04602867417295026,0.07022209640219665,0.6666666666666666,0.8958333333333334,1.0,1.0,8.8
id07,Q3,decrease,10,0.011784844808133164,-0.0027164037370011385,-0.07487515409119341,0.042973293990138564,0.5102040816326531,0.7959183673469388,0.0,1.0,6.7
