subject_id,target,direction,active_cells,mean_abs_logit_delta,mean_prob_delta,beneficial_loss_sum,adverse_loss_sum,subject_q2_rate,subject_s3_rate,flank_q2_mean,flank_s3_mean,near_train_gap_mean
id09,Q3,decrease,10,0.011186557337124025,-0.002751801323964137,-0.05937024782323685,0.052495325548004186,0.43902439024390244,0.7073170731707317,0.3,1.0,7.0
id07,Q3,increase,7,0.010836904022900478,0.00270634452168523,-0.03866824332056434,0.03719008483973869,0.5102040816326531,0.7959183673469388,0.0,1.0,8.0
id01,Q3,decrease,6,0.009558848194324713,-0.002122354065246338,-0.038189680454111044,0.019163408711837616,0.5609756097560976,0.8536585365853658,1.0,1.0,6.166666666666667
id04,Q3,decrease,6,0.01398461538461541,-0.002257713307965925,-0.06663538990637449,0.017272302401317892,0.49122807017543857,0.543859649122807,0.5833333333333334,0.6666666666666666,1.3333333333333333
id02,Q3,decrease,5,0.008491440185881816,-0.0015746004765405219,-0.03199449380648304,0.010462707122925663,0.6666666666666666,0.8958333333333334,1.0,1.0,3.6
id03,Q3,decrease,5,0.009221538461538592,-0.0015468286962768917,-0.03611578864229975,0.009991903665393195,0.8181818181818182,0.48484848484848486,1.0,1.0,14.4
id03,Q3,increase,5,0.009288268075469197,0.0020206878390805817,-0.014964583673151694,0.03147675670419399,0.8181818181818182,0.48484848484848486,1.0,1.0,3.8
id04,Q3,increase,5,0.008566153846153668,0.0017208095606948692,-0.01196268542025263,0.03086808381051573,0.49122807017543857,0.543859649122807,0.6,0.7,2.0
id10,Q3,decrease,4,0.010887533880876127,-0.0023068259163825378,-0.030250955751995642,0.01329917977150883,0.5454545454545454,0.48484848484848486,0.375,0.375,9.25
id05,Q3,decrease,3,0.006193349975678701,-0.0012684625687701123,-0.013236634544271339,0.005343415382765066,0.4318181818181818,0.13636363636363635,1.0,0.0,2.0
id09,Q3,increase,1,0.007434771694767639,0.0018511219188275807,-0.003954604962121801,0.003480166732645808,0.43902439024390244,0.7073170731707317,1.0,1.0,7.0
id02,S1,decrease,23,0.012331101147139298,-0.0006809454637192229,-0.2668095975675654,0.016805728816636622,0.6666666666666666,0.8958333333333334,1.0,1.0,6.826086956521739
id10,S1,increase,16,0.01398461538461493,0.0025654182768576938,-0.15652364351909367,0.06723020263474525,0.5454545454545454,0.48484848484848486,0.25,0.25,6.125
id01,S1,increase,14,0.012980008719375052,0.0029337576075689448,-0.10910769925602665,0.0726124228152238,0.5609756097560976,0.8536585365853658,1.0,1.0,5.928571428571429
id04,S1,decrease,14,0.012814285714285365,-0.001103253953015185,-0.1617383125866639,0.01766168741333289,0.49122807017543857,0.543859649122807,0.5357142857142857,0.5357142857142857,2.0714285714285716
id05,S1,increase,14,0.011021589623214019,0.002098184964977934,-0.10828974143353402,0.0460125132914616,0.4318181818181818,0.13636363636363635,0.8571428571428571,0.10714285714285714,2.5714285714285716
id06,S1,decrease,14,0.011137413592602405,-0.0004169277260083521,-0.14980906674580313,0.006114723550630836,0.3958333333333333,0.9583333333333334,0.6428571428571429,1.0,2.5714285714285716
id07,S1,increase,12,0.012992307692307812,0.003004498764506878,-0.0670264777099767,0.08888121459771717,0.5102040816326531,0.7959183673469388,0.0,1.0,8.333333333333334
id09,S1,decrease,12,0.010780465170245177,-0.001910737549092591,-0.09778921908619395,0.031576362956749156,0.43902439024390244,0.7073170731707317,0.6666666666666666,1.0,8.25
id09,S1,increase,12,0.012843930027965153,0.002670722901889385,-0.10255313978278542,0.05157402055279677,0.43902439024390244,0.7073170731707317,0.3333333333333333,1.0,6.083333333333333
id01,S1,decrease,11,0.01338881118881133,-0.0019991275302436314,-0.12007874255442733,0.027198180522497204,0.5609756097560976,0.8536585365853658,1.0,1.0,6.818181818181818
id03,S1,increase,10,0.012125124939168787,0.002692054330205368,-0.046778689156357085,0.07447256023533098,0.8181818181818182,0.48484848484848486,1.0,1.0,6.3
id03,S1,decrease,9,0.012528205128205405,-0.0014724000644449342,-0.09704456648990245,0.015709279663946033,0.8181818181818182,0.48484848484848486,1.0,1.0,10.555555555555555
id04,S1,increase,7,0.012535028083692154,0.0029811322574861093,-0.03624354337806776,0.05150165320777759,0.49122807017543857,0.543859649122807,0.5714285714285714,0.6428571428571429,1.8571428571428572
id07,S1,decrease,6,0.00875600829544069,-0.0009292084532400898,-0.04613289821476037,0.006403151557884193,0.5102040816326531,0.7959183673469388,0.0,1.0,6.5
id08,S1,decrease,6,0.013984615384615554,-0.003044408015626443,-0.05526945306702624,0.02863823924066681,0.7857142857142857,0.6607142857142857,0.5,0.6666666666666666,1.6666666666666667
id08,S1,increase,6,0.013930768954027284,0.0021404003261523328,-0.0672230170712414,0.01636159665292221,0.7857142857142857,0.6607142857142857,0.9166666666666666,0.6666666666666666,1.6666666666666667
id06,S1,increase,4,0.011526923076923108,0.0023817101367354376,-0.016949046607526976,0.029158645700165166,0.3958333333333333,0.9583333333333334,0.875,1.0,2.75
id05,S1,decrease,3,0.009882400861581856,-0.0020159630230824157,-0.021111076502674443,0.008536126082070869,0.4318181818181818,0.13636363636363635,0.8333333333333334,0.0,2.3333333333333335
id02,S1,increase,2,0.013984615384615325,0.0034156229753635192,-0.012520893769950131,0.015448336999280346,0.6666666666666666,0.8958333333333334,1.0,1.0,7.5
id10,S1,decrease,2,0.01398461538461565,-0.003335862268487255,-0.016977087970286443,0.010992142798944674,0.5454545454545454,0.48484848484848486,0.5,0.5,9.5
id07,S2,increase,23,0.011590992105878946,0.0027274597616975694,-0.10484364816282812,0.16174917027238728,0.5102040816326531,0.7959183673469388,0.0,1.0,6.608695652173913
id06,S2,decrease,18,0.010604259129584539,-0.0005846841524762065,-0.1796850332822447,0.011191631050275888,0.3958333333333333,0.9583333333333334,0.7222222222222222,1.0,2.611111111111111
id04,S2,increase,15,0.010864304994034336,0.0024482644835089958,-0.05657967762974986,0.10638489728076561,0.49122807017543857,0.543859649122807,0.5333333333333333,0.7333333333333333,2.066666666666667
id01,S2,increase,14,0.013173626373626453,0.003213136120049884,-0.0802742153183934,0.10415655391237717,0.5609756097560976,0.8536585365853658,1.0,1.0,7.428571428571429
id02,S2,decrease,14,0.005986103969254396,-0.0004590191661498211,-0.07678606914301818,0.007019386426543234,0.6666666666666666,0.8958333333333334,1.0,1.0,6.642857142857143
id03,S2,increase,11,0.011720364097051511,0.002890346970396751,-0.06796254890649679,0.06096145616106917,0.8181818181818182,0.48484848484848486,1.0,1.0,5.818181818181818
id08,S2,increase,10,0.011075732713385389,0.0027005681928317315,-0.05060239608515798,0.06015493104869537,0.7857142857142857,0.6607142857142857,1.0,0.6,1.9
id09,S2,decrease,10,0.006047468703819137,-0.0009441809185995242,-0.0487069434627726,0.01176774357541924,0.43902439024390244,0.7073170731707317,0.4,1.0,6.8
id05,S2,increase,8,0.012381678301470411,0.002182266218361706,-0.07626808152026063,0.022785344891502947,0.4318181818181818,0.13636363636363635,0.8125,0.1875,1.875
id10,S2,increase,6,0.010273353968144161,0.0021613006812458146,-0.04294674608378315,0.01869337772508211,0.5454545454545454,0.48484848484848486,0.16666666666666666,0.16666666666666666,6.166666666666667
id09,S2,increase,5,0.012301475444279175,0.0024560681513439596,-0.016964243128637327,0.04454313409275819,0.43902439024390244,0.7073170731707317,0.4,1.0,7.4
id08,S2,decrease,4,0.00800446444477982,-0.001899287691319279,-0.019551747378747396,0.012466110400371858,0.7857142857142857,0.6607142857142857,0.375,0.75,1.75
id10,S2,decrease,4,0.011291409544209624,-0.0026377211299824926,-0.016803169869278822,0.028362468307559723,0.5454545454545454,0.48484848484848486,0.5,0.5,7.75
id07,S2,decrease,3,0.005137132927980829,-0.0009938210209600173,-0.011358813579797872,0.004052585204144853,0.5102040816326531,0.7959183673469388,0.0,1.0,5.0
id01,S2,decrease,1,0.008073897281880682,-0.0018926000898565887,-0.0050450538686721115,0.0030288434132084998,0.5609756097560976,0.8536585365853658,1.0,1.0,6.0
id03,S2,decrease,1,0.004153846153846175,-0.0010239540871610497,-0.002322402634535757,0.001831443519310386,0.8181818181818182,0.48484848484848486,1.0,1.0,5.0
id04,S2,decrease,1,0.013984615384615484,-0.0031447810984237545,-0.00920898348211524,0.004775631902500098,0.49122807017543857,0.543859649122807,0.5,0.0,1.0
id05,S2,decrease,1,0.0020769230769230873,-0.00047020755515558843,-0.0007193732040755691,0.0013575498728476971,0.4318181818181818,0.13636363636363635,0.5,0.0,3.0
id06,S3,decrease,7,0.042860908114728105,-0.0020028935023501193,-0.2852609322260466,0.014765424577049102,0.3958333333333333,0.9583333333333334,0.8571428571428571,1.0,1.7142857142857142
id04,S3,increase,6,0.02422657381760945,0.006042450119555241,-0.07451852249799826,0.07084092040765884,0.49122807017543857,0.543859649122807,0.5833333333333334,0.5,2.3333333333333335
id01,S3,increase,4,0.028568709321994623,0.004460431299854628,-0.02215380836709436,0.09212102892088453,0.5609756097560976,0.8536585365853658,1.0,1.0,7.0
id02,S3,decrease,4,0.03938313237983959,-0.0033370334850042205,-0.1428072137195895,0.014725315799768905,0.6666666666666666,0.8958333333333334,1.0,1.0,7.0
id02,S3,increase,3,0.02615213909300566,0.00421788924600693,-0.01586659903211781,0.06258981824689946,0.6666666666666666,0.8958333333333334,1.0,1.0,4.333333333333333
id01,S3,decrease,2,0.04304832374540102,-0.004993196232231878,-0.07456305374378233,0.01153359374701967,0.5609756097560976,0.8536585365853658,1.0,1.0,5.5
id05,S3,increase,2,0.042714351392532324,0.004283241120147545,-0.0757626088166364,0.009666093968428291,0.4318181818181818,0.13636363636363635,0.5,0.25,3.0
id07,S3,decrease,2,0.03754410987185053,-0.0056263556009314986,-0.06125854843949845,0.013829671304202507,0.5102040816326531,0.7959183673469388,0.0,1.0,12.5
id08,S3,increase,2,0.01767897978084662,0.0042285642471975304,-0.014022697341955943,0.02133526221973739,0.7857142857142857,0.6607142857142857,1.0,0.75,3.0
id10,S3,increase,2,0.03441647069281907,0.008554762382331604,-0.03678691323046976,0.03204602815516823,0.5454545454545454,0.48484848484848486,0.0,0.0,5.5
id03,S3,increase,1,0.02510642101359617,0.005937264233182471,-0.01547173527864963,0.009634685734946488,0.8181818181818182,0.48484848484848486,1.0,1.0,3.0
id04,S3,decrease,1,0.03302103041445914,-0.008058908904359119,-0.019055654673474358,0.013965375740984918,0.49122807017543857,0.543859649122807,0.5,0.0,1.0
id08,S3,decrease,1,0.01730498427138738,-0.0037919525529984677,-0.011693147006092556,0.005611837265294741,0.7857142857142857,0.6607142857142857,1.0,0.0,2.0
id09,S3,decrease,1,0.04929619237973126,-0.009964540882895667,-0.03543209421240198,0.013864098167329296,0.43902439024390244,0.7073170731707317,1.0,1.0,1.0
id10,S3,decrease,1,0.04907872654714186,-0.012234707335867012,-0.023240730705054148,0.025837995842087687,0.5454545454545454,0.48484848484848486,0.5,0.5,10.0
id09,S4,decrease,20,0.011024432626194272,-0.002418208367143987,-0.14761076818509497,0.07287788433879112,0.43902439024390244,0.7073170731707317,0.65,1.0,7.75
id06,S4,decrease,19,0.012915793403303745,-0.001141014124059542,-0.2212446178587849,0.024155456803986144,0.3958333333333333,0.9583333333333334,0.7368421052631579,1.0,2.4210526315789473
id02,S4,decrease,16,0.010703319714865482,-0.0018138474157796264,-0.13350018071674813,0.03775293472109953,0.6666666666666666,0.8958333333333334,1.0,1.0,7.25
id10,S4,decrease,15,0.011286777005771364,-0.002124784025163784,-0.1260972717298194,0.04320438335675074,0.5454545454545454,0.48484848484848486,0.3,0.3,6.4
id01,S4,decrease,12,0.010270712956624234,-0.002461151168123945,-0.07207416978081606,0.05117438569867501,0.5609756097560976,0.8536585365853658,1.0,1.0,5.916666666666667
id08,S4,increase,11,0.011742096986714474,0.002832518062624321,-0.06904843347591408,0.06011463337794546,0.7857142857142857,0.6607142857142857,0.7272727272727273,0.5454545454545454,1.7272727272727273
id04,S4,increase,10,0.010363090577350072,0.002522305968440319,-0.058799354116593816,0.04483155165690701,0.49122807017543857,0.543859649122807,0.5,0.85,1.9
id01,S4,increase,9,0.011610994708082604,0.0028351274498877805,-0.054983689263922116,0.0495152631088216,0.5609756097560976,0.8536585365853658,1.0,1.0,9.0
id04,S4,decrease,8,0.009893448226533028,-0.002418093322359295,-0.040208557702823854,0.038939028109440686,0.49122807017543857,0.543859649122807,0.625,0.375,1.5
id03,S4,increase,7,0.008551648351648091,0.0012467245334257387,-0.049138839044614774,0.01072269941692187,0.8181818181818182,0.48484848484848486,1.0,1.0,6.142857142857143
id07,S4,increase,7,0.007224855011119956,0.0017908600297744104,-0.02752586126825897,0.02304812380958097,0.5102040816326531,0.7959183673469388,0.0,1.0,5.857142857142857
id07,S4,decrease,6,0.011361979470812347,-0.0027726144240937667,-0.03923104019365406,0.028940836631220268,0.5102040816326531,0.7959183673469388,0.0,1.0,9.666666666666666
id05,S4,increase,4,0.009649319800838316,0.0023804469781529697,-0.021074557609656795,0.01752272159369607,0.4318181818181818,0.13636363636363635,1.0,0.25,2.25
id09,S4,increase,4,0.009726923076923164,0.0023934225137859227,-0.017615165356639005,0.021292526951053454,0.43902439024390244,0.7073170731707317,0.0,1.0,4.75
id05,S4,decrease,2,0.011146153846153778,-0.0027308023001732518,-0.009578817174143687,0.012713490518163827,0.4318181818181818,0.13636363636363635,0.5,0.0,1.5
id10,S4,increase,2,0.013071531014704582,0.0032265879091647465,-0.014540510619032113,0.011602551410377113,0.5454545454545454,0.48484848484848486,0.0,0.0,9.5
id02,S4,increase,1,0.008307692307692127,0.0018187142287878766,-0.002689229945714218,0.005618462361978077,0.6666666666666666,0.8958333333333334,1.0,1.0,6.0
