solution_id,mask_index,mask_kind,mask_name,prior_name,lambda,target,n_cells,solution_rate,prior_rate,rate_delta_vs_prior,mean_abs_shift_vs_prior,confidence_abs_y_minus_half,solution_score
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,Q1,100,0.49706160463883925,0.5081847369199191,-0.011123132281079856,0.01941524917901338,0.19244533949930293,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,Q2,100,0.551900756473741,0.552185026665404,-0.00028427019166299194,0.006157121634915326,0.10930227720015673,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,Q3,100,0.6196739851181857,0.6202776414981332,-0.000603656379947517,0.010997536814593306,0.1570073313500821,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,S1,100,0.6807685120013558,0.6847666359282557,-0.003998123926899895,0.014670816885814082,0.2708155543490653,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,S2,100,0.6448635148861872,0.6449112273626625,-4.771247647533505e-05,0.014005683639235605,0.22503711626148704,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,S3,100,0.6590364467498265,0.6517274113833359,0.007309035366490677,0.014766234322542681,0.25133039876218627,0.0003837435782058912
6bc28e74,1174,random_rows,frac0.40_rep009,entropy_g075,3e-10,S4,100,0.5780733132480588,0.5765293548344913,0.0015439584135675593,0.009527513304830048,0.18240689475677288,0.0003837435782058912
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,Q1,101,0.49879482836607736,0.5083148608420482,-0.009520032475970806,0.021359083184574957,0.2203739032734582,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,Q2,101,0.5403733585377408,0.539255283519783,0.0011180750179577916,0.0052600899349962114,0.12125201075409399,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,Q3,101,0.6022536265058234,0.5971722685187462,0.005081357987076928,0.012930191515832311,0.14820764577316403,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S1,101,0.6563081378149369,0.6599807345945146,-0.0036725967795774492,0.016306092789459707,0.2631165720001258,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S2,101,0.6370004435685597,0.6363215772314404,0.0006788663371190612,0.01596538277387089,0.20496533141972442,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S3,101,0.6631049498869989,0.6551951106856219,0.007909839201376929,0.015564761992366229,0.23556761798268455,0.00042343088405198275
5f68765b,243,subject_contiguous,frac0.40_rep052,entropy_g075,3e-10,S4,101,0.5701423169092035,0.5712103100689723,-0.0010679931597686102,0.011414923483432732,0.17351209954742988,0.00042343088405198275
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q1,100,0.48944342546947583,0.49968187200273173,-0.010238446533256002,0.021094418035510522,0.2075590438588712,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q2,100,0.5432582667436354,0.5440697389316589,-0.0008114721880233944,0.005958283231721659,0.12029794004412796,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,Q3,100,0.6110924944748163,0.6129933308788653,-0.0019008364040489726,0.01195325587705847,0.1555765785402724,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S1,100,0.6362297023294714,0.6415301076205034,-0.005300405291032156,0.02114268201880488,0.26662900503617876,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S2,100,0.622358388282139,0.6225384446712648,-0.00018005638912593435,0.014220641484139278,0.20919098736233263,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S3,100,0.6537028776527941,0.644847186402613,0.008855691250181274,0.016183881436181314,0.25290186508991563,0.0004441710044535329
08893e2a,1167,random_rows,frac0.40_rep002,entropy_g075,3e-10,S4,100,0.5493721374451774,0.5482140253010229,0.0011581121441545605,0.013086723930331922,0.17324466133390012,0.0004441710044535329
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q1,100,0.49703363785533794,0.5095645597311329,-0.01253092187579497,0.02321161268746966,0.19186271231276886,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q2,100,0.5519159259052604,0.5518241311326425,9.17947726178231e-05,0.008794312049824057,0.1095683982297375,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,Q3,100,0.6200220025868513,0.6211305208701962,-0.0011085182833448645,0.01082270972149849,0.15736693617912187,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S1,100,0.6809959808998153,0.6851307768188599,-0.004134795919044517,0.01590927296296671,0.27118468308212224,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S2,100,0.6450693105288389,0.6453289272223398,-0.0002596166935009711,0.01649175465433331,0.22546750780926517,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S3,100,0.6595430349261082,0.6488228322870313,0.010720202639076788,0.018617328282842065,0.25183321170253636,0.0004489327430733114
13c90bcc,1174,random_rows,frac0.40_rep009,entropy_g050,3e-10,S4,100,0.5781329169610683,0.5771026026433698,0.0010303143176984585,0.010903970872286334,0.18305520609717957,0.0004489327430733114
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q1,75,0.4724873867694235,0.4848900630235147,-0.012402676254091301,0.0216109022937,0.17918852671878704,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q2,75,0.5513985962296536,0.5539271618085292,-0.0025285655788757017,0.00833259222649533,0.1180815922879247,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,Q3,75,0.6036924525886669,0.6032918526779995,0.00040059991066757614,0.01486977040525631,0.15516133575522767,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S1,75,0.6560262369038732,0.6613419996755971,-0.005315762771724143,0.016439094598624873,0.23467129513662344,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S2,75,0.6618309013875961,0.660089353996265,0.0017415473913310153,0.015922709825552824,0.2224744697144577,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S3,75,0.6719965817925425,0.6648016484096422,0.007194933382900383,0.018180225173356213,0.2487287331624909,0.00045193075420896017
4df045f4,1146,random_rows,frac0.30_rep221,entropy_g075,3e-10,S4,75,0.5731220482304977,0.5716106085011232,0.0015114397293745398,0.010095202879858586,0.17658076642113604,0.00045193075420896017
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q1,50,0.4733730988366957,0.48284718977486407,-0.009474090938168329,0.01754169975327505,0.2503858558850536,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q2,50,0.5574690622287001,0.5638984488306304,-0.006429386601930325,0.013576125383378572,0.1264215194528891,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,Q3,50,0.6419644096985627,0.6393232080157314,0.002641201682831319,0.015020620808438832,0.16079617086201115,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S1,50,0.66106700111365,0.667273749310246,-0.006206748196596136,0.01902883154579232,0.25959915991277427,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S2,50,0.6479217847908281,0.649715116516419,-0.0017933317255911497,0.015269470308508646,0.20590715006688223,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S3,50,0.6793178569365943,0.6746085924625433,0.004709264474051029,0.012947921030377505,0.23739716107837247,0.00045444818921144885
f4b74e2f,799,random_rows,frac0.20_rep114,entropy_g075,3e-10,S4,50,0.5695393142417512,0.5687008518155887,0.0008384624261625309,0.012653233213834275,0.208088579582475,0.00045444818921144885
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q1,126,0.49634654483031543,0.5036959650398728,-0.007349420209557456,0.022683526776327314,0.21117393104044915,0.00046675357950816946
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q2,126,0.5393881538568212,0.5386911860833696,0.0006969677734515712,0.006495567441471643,0.12154286781086296,0.00046675357950816946
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,Q3,126,0.6023299719909265,0.5973245071173044,0.00500546487362214,0.01434346366488796,0.15046158508297952,0.00046675357950816946
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S1,126,0.651518090351173,0.6544153738655687,-0.002897283514395812,0.019209810762472544,0.2712378280598397,0.00046675357950816946
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S2,126,0.630599687954916,0.6311341155945301,-0.0005344276396143258,0.01615181536432864,0.20056992413773847,0.00046675357950816946
b6ae0add,495,subject_contiguous,frac0.50_rep142,entropy_g075,3e-10,S3,126,0.6646297137950359,0.6559765962847233,0.008653117510312662,0.016840221951747985,0.23351354593263515,0.00046675357950816946
