latent,latent_source,latent_dim,latent_raw_columns,pair_regime,pair_note,pair_count,sampled_pair_count,rho_abs_mean,rho_mean,rho_std,rho_q10,rho_q90,alignment_ratio,positive_dist_mean,random_dist_mean,marginal_skew_abs,marginal_excess_kurt_abs,increment_skew_abs,increment_excess_kurt_abs,marginal_gauss_score,increment_gauss_score,effective_rank,rank_fraction,cov_eig_cv,cov_condition,rho_intermediate_score,alignment_info_score,rank_score,rho_isotropy_score,frontier_smoothness,frontier_pair_count,train_label_consistency,train_label_pair_count,split_dist_cv,lejepa_readiness,decision
lejepa_l0p2_d32_pca48,lejepa_block_canvas_l0p2_d32_train_features.parquet + lejepa_block_canvas_l0p2_d32_submission_features.parquet,48,124,subject_lag2_all,"same-subject lag=2, all splits",680,680,0.5536576150985489,0.5536576150985489,0.11079750184202204,0.39693147068119333,0.6917645879988019,0.4763531615426377,0.6334530940908388,1.329797186691159,0.3396476377591642,2.1537248536283555,0.5144473020420448,7.237287728629727,0.4138199193375011,0.19481438524882594,47.999999999999986,0.9999999999999997,3.1733624425098686e-15,1.0000000000000118,0.9903746971090819,0.9439294435263028,1.0,0.9002540952259185,0.45025212211792115,193,0.609233006179571,393,0.6600204386501455,0.6685295877831092,energy_or_auxiliary
broad_stage2_pca64,stage2 broad train/sub feature matrix,64,5707,feature_nn1_all,feature nearest-neighbor rank=1 in broad PCA space,700,700,0.4942796488101774,0.4942796488101774,0.08434045114733292,0.3998378596487648,0.6093954698658465,0.6360204498630958,0.8753669256962536,1.3763188367365822,0.2848845521500038,2.4063055235971262,0.25038502854161454,2.0941591742013848,0.40192323257924906,0.4352624163138321,63.99999999999998,0.9999999999999997,2.1171411059526767e-15,1.0000000000000082,0.8814460612982497,0.6042118088019238,1.0,0.9222195842107588,0.4220989819180354,92,0.594035594035594,297,0.007670261860959086,0.6529388038365387,true_jepa_candidate
lejepa_l0p05_d32_pca48,lejepa_block_canvas_l0p05_d32_train_features.parquet + lejepa_block_canvas_l0p05_d32_submission_features.parquet,48,124,subject_lag2_all,"same-subject lag=2, all splits",680,680,0.5347204613641198,0.5347204613641198,0.1039075707838251,0.40079221299708634,0.6798251918979424,0.4888169515927237,0.6435847756990293,1.3166171377691014,0.3472348824470089,2.605916913201739,0.3828881661173534,8.196359230303466,0.3773309612042361,0.18244620207350548,47.999999999999986,0.9999999999999997,2.8537085684705906e-15,1.0000000000000104,0.9674903433279143,0.9174107412920772,1.0,0.9058729430489856,0.45025212211792115,193,0.609233006179571,393,0.6600793318019248,0.6513691337226761,energy_or_auxiliary
block_canvas_pca48,block_canvas_jepa_train_features.parquet + block_canvas_jepa_submission_features.parquet,48,441,subject_lag1_train,"same-subject lag=1, split=train",440,440,0.4888157301602525,0.4888157301602525,0.22801471983457214,0.25189597041294887,0.8594720691306182,0.6770128878314169,0.9500720742801317,1.4033293772639515,0.3140905128581395,1.4422528357280047,0.19836359730611272,2.5768469780685552,0.4913481137586532,0.402125298741044,47.999999999999986,0.9999999999999997,1.9255421413130895e-15,1.000000000000008,0.8698207024686222,0.5169938556778365,1.0,0.8143224864069314,,0,0.636038961038961,440,,0.6408680382857143,energy_or_auxiliary
block_canvas_pca48,block_canvas_jepa_train_features.parquet + block_canvas_jepa_submission_features.parquet,48,441,subject_lag1_submission,"same-subject lag=1, split=submission",240,240,0.4490304774514083,0.4475286714702815,0.2375575185622108,0.1775626226329433,0.797982644442062,0.6720160038934525,0.9006839216711401,1.3402715358754205,0.2895010749502766,1.7006532259639877,0.236449960048702,2.007540256638136,0.4673273486643714,0.44638471246305206,47.999999999999986,0.9999999999999997,1.9255421413130895e-15,1.000000000000008,0.7851712286200175,0.5276255236309522,1.0,0.8080432505163848,0.44774768415778693,240,,0,,0.6274603621262054,energy_or_auxiliary
block_canvas_pca48,block_canvas_jepa_train_features.parquet + block_canvas_jepa_submission_features.parquet,48,441,subject_lag1_all,"same-subject lag=1, all splits",690,690,0.46586101773660626,0.46586101773660626,0.22581196100724102,0.22961891681767374,0.8318518530820598,0.7006231807238869,0.945703549383477,1.3498033970362957,0.28695228177917,1.4920106861336089,0.16142073450280622,2.6234525358706877,0.4918941682691316,0.4043431300339813,47.999999999999986,0.9999999999999997,1.9255421413130895e-15,1.000000000000008,0.8209808888012898,0.466759189949177,1.0,0.8157858071300813,0.45219890336822505,214,0.6359558316080055,414,0.1848785201137784,0.621422451927902,energy_or_auxiliary
broad_stage2_pca64,stage2 broad train/sub feature matrix,64,5707,feature_nn3_all,feature nearest-neighbor rank=3 in broad PCA space,700,700,0.3880516289337488,0.3880516289337488,0.07601114187503705,0.30465154737695416,0.48753363435124475,0.6950209018235342,0.9534298954029776,1.371800319819811,0.25071191545187294,2.029911991777183,0.19768798035608212,1.6327220581116186,0.44137095070051907,0.49651224738170757,63.99999999999998,0.9999999999999997,2.1171411059526767e-15,1.0000000000000082,0.6554289977313803,0.4786789322903529,1.0,0.9293584063241376,0.4309051410212155,85,0.5738581146744413,294,0.014646243915249522,0.6075920669989964,energy_or_auxiliary
neural_jepa_pca48,train_neural_jepa_features.parquet + submission_neural_jepa_features.parquet,48,299,feature_nn1_all,feature nearest-neighbor rank=1 in broad PCA space,700,700,0.2592715352781434,0.2592715352781434,0.13093187358929634,0.12388848161901282,0.4633905762001665,0.8183130266460084,1.1320098109106334,1.3833457051885918,0.19744212086098065,0.936550890527594,0.1090127713597935,0.5691749053020655,0.6003418708769808,0.7175659007301016,47.999999999999986,0.9999999999999997,1.9113943467742942e-15,1.0000000000000073,0.3814287984641348,0.21635526245530143,1.0,0.8842265598424146,0.4220989819180354,92,0.594035594035594,297,0.005010322755067708,0.585475396206264,energy_or_auxiliary
jepa_group_pca48,train_jepa_features.parquet + submission_jepa_features.parquet,48,1542,feature_nn1_all,feature nearest-neighbor rank=1 in broad PCA space,700,700,0.3924090163045564,0.3924090163045564,0.14537699698854173,0.19434044261913097,0.5903795304119369,0.7170011725089356,0.9732975140635347,1.3574559587647048,0.37915695578338426,2.394956048118846,0.22399650113429348,1.9414483324602436,0.38810309097837636,0.4556388495675282,47.999999999999986,0.9999999999999997,2.088586961805412e-15,1.0000000000000084,0.6647000346905454,0.4319123989171584,1.0,0.8730749811016189,0.4220989819180354,92,0.594035594035594,297,0.004345460428200452,0.5803717597060842,energy_or_auxiliary
block_canvas_pca48,block_canvas_jepa_train_features.parquet + block_canvas_jepa_submission_features.parquet,48,441,subject_lag2_all,"same-subject lag=2, all splits",680,680,0.3614632175169052,0.3614632175169052,0.23995126759986982,0.10758893571474942,0.7700968710608008,0.7640084313679346,1.044006628002809,1.3664857416999259,0.330807132299031,1.5323401152220448,0.15203829724947,2.3446017673894297,0.47687690872922345,0.43022980819597223,47.999999999999986,0.9999999999999997,1.9255421413130895e-15,1.000000000000008,0.5988579096104365,0.3318969545363094,1.0,0.8064833079574691,0.45025212211792115,193,0.609233006179571,393,0.1574465606352543,0.5567362107760074,energy_or_auxiliary
