basename,source_path,candidate_id,action,fraction,rule_family,row_count,e247_overlap,e256_overlap,e284_overlap,sum_smooth_gain,mean_amp,mean_app_state,mean_app_story,mean_state_amp_z,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e285_e247resid_add_e247like_z_diary_state_pc6_top5_f0p25_6f3cde41.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_diary_state_pc6_top5_f0p25_6f3cde41.csv,add_e247like_z_diary_state_pc6_top5_f0p25,add,0.25,human_boundary_add,5,0,0,1,0.013521425405546288,0.03701388674341698,-0.007106099793873439,-0.8153973622574074,-0.15228955571607444,too_small_to_submit,False,-5.761412318489865e-06,-7.395065671797201e-06,-3.480541969471926e-06,1.0,-8.084122860463339e-05,21,0.0,0.9523809523809523,0.8095238095238095,0.8571428571428571,False,,False,False,too_small_to_submit,-3.347866486701474e-06,-3.183641492394782e-06,-3.58679445555709e-06,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e285_e247resid_add_e247like_z_diary_state_pc6_top3_f0p25_ce425c66.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_diary_state_pc6_top3_f0p25_ce425c66.csv,add_e247like_z_diary_state_pc6_top3_f0p25,add,0.25,human_boundary_add,3,0,0,1,0.009543439592574494,0.043626026006340496,-0.29764401171015925,-0.5416157610011298,-0.1516631450434936,too_small_to_submit,False,-5.782802394515219e-06,-7.436907661420791e-06,-3.4411625765181232e-06,1.0,-9.373733636675041e-05,21,0.0,0.9523809523809523,0.6190476190476191,0.8571428571428571,False,,False,False,too_small_to_submit,-3.4054991344524616e-06,-3.340638649042893e-06,-3.5101097535666466e-06,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e285_e247resid_add_e247like_z_paymonth_start_near3_money_ruminat_top3_f0p25_4b8ece82.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_paymonth_start_near3_money_ruminat_top3_f0p25_4b8ece82.csv,add_e247like_z_paymonth_start_near3_money_ruminat_top3_f0p25,add,0.25,human_boundary_add,3,0,0,0,0.0568946931241944,0.03337755841910087,-0.3794288422868604,-0.9658134275881923,-0.012942484619429923,too_small_to_submit,False,-3.0067026076456007e-06,-3.7202458080910752e-06,-2.0612885487469306e-06,1.0,-0.00011513580277472402,21,0.0,0.47619047619047616,0.47619047619047616,0.14285714285714285,False,,False,False,too_small_to_submit,-2.4892913867342805e-06,-2.073407730524137e-06,-2.6249999935354685e-06,0.8571428571428571,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
submission_e285_e247resid_add_e247like_z_paymonth_start_near3_money_ruminat_top5_f0p25_cbd476c5.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_paymonth_start_near3_money_ruminat_top5_f0p25_cbd476c5.csv,add_e247like_z_paymonth_start_near3_money_ruminat_top5_f0p25,add,0.25,human_boundary_add,5,0,0,0,0.0516120692724449,0.02082098836832194,-0.062636644432513,-0.3359780129836717,-0.19634933269735635,too_small_to_submit,False,-2.915357052017091e-06,-3.5962407443956554e-06,-1.972960058694066e-06,1.0,-0.0001043100440528133,21,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,False,,False,False,too_small_to_submit,-2.531040928977899e-06,-2.142266480719551e-06,-2.5992073772931467e-06,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0
submission_e285_e247resid_add_e247like_z_diary_state_pc8_top3_f0p25_dd573e4b.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_diary_state_pc8_top3_f0p25_dd573e4b.csv,add_e247like_z_diary_state_pc8_top3_f0p25,add,0.25,human_boundary_add,3,0,0,0,0.0980891015690119,0.028767642806861934,0.7555147997869499,0.7476467676933046,0.10849714357602569,too_small_to_submit,False,-2.778869242205817e-06,-3.471664889115335e-06,-1.9334008425137673e-06,1.0,-8.276619070612945e-05,21,0.0,0.5238095238095238,0.47619047619047616,0.42857142857142855,False,,False,False,too_small_to_submit,-2.04747528007974e-06,-1.912738944036155e-06,-2.2759693345650665e-06,0.42857142857142855,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0
submission_e285_e247resid_add_e247like_z_jepa_resid_dateblock_cognitive_mon_top5_f0p25_4e51fe88.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_jepa_resid_dateblock_cognitive_mon_top5_f0p25_4e51fe88.csv,add_e247like_z_jepa_resid_dateblock_cognitive_mon_top5_f0p25,add,0.25,human_boundary_add,5,0,0,0,0.1516884784353975,0.028515449779737224,0.20839384977247075,0.22722660922100113,-0.0947623736563394,too_small_to_submit,False,-2.695911879322236e-06,-3.4558180763464284e-06,-1.8366730739473667e-06,1.0,-0.000125648755546659,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,too_small_to_submit,-2.765615396250975e-06,-2.3883252363285384e-06,-2.9138188867713663e-06,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0
submission_e285_e247resid_add_e247like_state_amp_z_top5_f0p25_b9b18348.csv,analysis_outputs/submission_e285_e247resid_add_e247like_state_amp_z_top5_f0p25_b9b18348.csv,add_e247like_state_amp_z_top5_f0p25,add,0.25,human_boundary_add,5,0,0,1,-0.15355085147620062,0.03070597021581774,1.32138970894002,1.2911224753757362,-2.855459757340058,too_small_to_submit,False,-2.5046743732116736e-06,-4.405802578660893e-06,-9.690882022661119e-07,0.9411764705882353,-0.00021313556744506634,21,0.0,0.23809523809523808,0.23809523809523808,0.14285714285714285,False,,False,False,too_small_to_submit,-3.5663542435285706e-06,-2.7942851123207594e-06,-4.009495960077314e-06,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0
submission_e285_e247resid_add_e247like_z_paymonth_start_post3_late_shopping_top3_f0p25_74c45584.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_paymonth_start_post3_late_shopping_top3_f0p25_74c45584.csv,add_e247like_z_paymonth_start_post3_late_shopping_top3_f0p25,add,0.25,human_boundary_add,3,0,0,0,0.10218551270494339,0.0340618375683145,-0.06488867830993782,-0.900867478954117,-0.08982085111235587,too_small_to_submit,False,-1.3558121588771169e-06,-1.6953582294026391e-06,-9.42262162414814e-07,1.0,-9.953942036372565e-05,21,0.0,0.47619047619047616,0.2857142857142857,0.42857142857142855,False,,False,False,too_small_to_submit,-1.140466352824518e-06,-9.620070792017338e-07,-1.1854960289300063e-06,0.42857142857142855,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p5_d58bb5f7.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p5_d58bb5f7.csv,undo_e247like_ctrl_amp_z_top5_f0p5,undo,0.5,human_boundary_control,5,5,0,1,0.3066507930622906,0.02687772941246856,0.12296503575372708,0.5408392292299316,-0.08308483327678932,too_small_to_submit,False,-2.0072685733198787e-06,-2.6775460080221785e-06,-9.015364520983189e-07,1.0,2.1802493845368698e-05,21,0.0,0.6666666666666666,0.7142857142857143,0.5714285714285714,False,,False,False,too_small_to_submit,-1.064251659454574e-06,-6.865094472053411e-07,-1.7469986905749154e-06,0.7142857142857143,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0
submission_e285_e247resid_add_e247like_state_amp_z_top3_f0p25_327a71a9.csv,analysis_outputs/submission_e285_e247resid_add_e247like_state_amp_z_top3_f0p25_327a71a9.csv,add_e247like_state_amp_z_top3_f0p25,add,0.25,human_boundary_add,3,0,0,1,-0.14485183658919665,0.04828394552973223,1.1833486731757394,1.2779973519443033,-3.5821639757089945,too_small_to_submit,False,-2.2886610693587243e-06,-4.175568917253521e-06,-8.239928535066146e-07,0.9411764705882353,-0.00019952352745800095,21,0.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,False,,False,False,too_small_to_submit,-3.1056851288773623e-06,-1.0360968629800084e-06,-3.7879655033427073e-06,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p5_e14e7b45.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p5_e14e7b45.csv,undo_e247like_ctrl_amp_z_top3_f0p5,undo,0.5,human_boundary_control,3,3,0,0,0.18847454002431818,0.025100173514452203,0.419457422084684,0.6320865733548089,-0.15528896724360733,too_small_to_submit,False,-1.6914515808295656e-06,-2.2930255329364468e-06,-7.02802382677562e-07,1.0,-2.580352788328355e-06,21,0.0,0.6666666666666666,0.7619047619047619,0.2857142857142857,False,,False,False,too_small_to_submit,-9.449596857771454e-07,-1.6409346530030426e-07,-1.3298017979506484e-06,0.8571428571428571,0.0,0.2857142857142857,0.0,0.8571428571428571,0.0
submission_e285_e247resid_add_e247like_z_jepa_prednorm_dateblock_bedtime_ph_top5_f0p25_3fa2fad3.csv,analysis_outputs/submission_e285_e247resid_add_e247like_z_jepa_prednorm_dateblock_bedtime_ph_top5_f0p25_3fa2fad3.csv,add_e247like_z_jepa_prednorm_dateblock_bedtime_ph_top5_f0p25,add,0.25,human_boundary_add,5,0,0,1,0.0871562674067759,0.016986705273227497,-0.2180184069507451,-0.4330288401920626,0.6659852003154486,too_small_to_submit,False,-9.445981351131748e-07,-1.2000465173594988e-06,-6.497675994190428e-07,1.0,-8.396710830665954e-05,21,0.0,0.19047619047619047,0.19047619047619047,0.0,False,,False,False,too_small_to_submit,-1.0636121944954874e-06,-1.015518814184786e-06,-1.0936377636044182e-06,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p25_b16a2cee.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p25_b16a2cee.csv,undo_e247like_ctrl_amp_z_top5_f0p25,undo,0.25,human_boundary_control,5,5,0,1,0.3066507930622906,0.02687772941246856,0.12296503575372708,0.5408392292299316,-0.08308483327678932,too_small_to_submit,False,-1.0098883974685892e-06,-1.346108602801543e-06,-4.55632308026502e-07,1.0,1.0901246922684349e-05,21,0.0,0.5238095238095238,0.6666666666666666,0.42857142857142855,False,,False,False,too_small_to_submit,-6.164390740112999e-07,-3.9933592397455064e-07,-8.33833761859131e-07,0.5714285714285714,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0
