model,file,public_lb,loo_pred,loo_error,abs_error,rank_actual
good_bad_axes,submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.5765040524027876,-0.0009352685972123798,0.0009352685972123798,4
good_bad_axes,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.5766330548808248,-0.0008932523191751418,0.0008932523191751418,5
good_bad_axes,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.5795728528795262,0.0016278771795261715,0.0016278771795261715,6
good_bad_axes,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.576462135280392,-0.0018412299196080006,0.0018412299196080006,7
good_bad_axes,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.5783659742953142,-6.137850468579398e-05,6.137850468579398e-05,8
good_bad_axes,submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.5806367008128036,0.0008354146128035644,0.0008354146128035644,9
good_bad_axes,submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.5798446076721636,-0.0004022115278363714,0.0004022115278363714,10
good_bad_axes,submission_jepa_latent_residual_probe.csv,0.5812273278,0.5802853103655762,-0.0009420174344237919,0.0009420174344237919,11
constant_median,submission_e95_hardtail_541e3973.csv,0.5762913298,0.5779449757,0.0016536459000000558,0.0016536459000000558,1
constant_median,submission_mixmin_0c916bb4.csv,0.5763066405,0.5779449757,0.0016383352000000073,0.0016383352000000073,2
constant_median,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.5779449757,0.0015371985000000032,0.0015371985000000032,3
constant_median,submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.5779449757,0.00050565470000008,0.00050565470000008,4
constant_median,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.5779449757,0.0004186685000000523,0.0004186685000000523,5
constant_median,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.5779449757,0.0,0.0,6
constant_median,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.5779449757,-0.00035838950000000036,0.00035838950000000036,7
constant_median,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.5779449757,-0.00048237709999998657,0.00048237709999998657,8
constant_median,submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.5779449757,-0.0018563105000000135,0.0018563105000000135,9
constant_median,submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.5779449757,-0.002301843499999956,0.002301843499999956,10
constant_median,submission_jepa_latent_residual_probe.csv,0.5812273278,0.5779449757,-0.003282352099999941,0.003282352099999941,11
target_move_core,submission_e95_hardtail_541e3973.csv,0.5762913298,0.5775829636422904,0.0012916338422904738,0.0012916338422904738,1
target_move_core,submission_mixmin_0c916bb4.csv,0.5763066405,0.5777202680437121,0.0014136275437121038,0.0014136275437121038,2
target_move_core,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.5777741396483813,0.0013663624483812864,0.0013663624483812864,3
target_move_core,submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.5767064407284888,-0.0007328802715111937,0.0007328802715111937,4
target_move_core,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.5767578492613268,-0.0007684579386731949,0.0007684579386731949,5
target_move_core,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.576895576952191,-0.0010493987478090716,0.0010493987478090716,6
target_move_core,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.5778803144780003,-0.00042305072199977367,0.00042305072199977367,7
target_move_core,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.5806754891136843,0.002248136313684257,0.002248136313684257,8
target_move_core,submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.5816167056413905,0.001815419441390409,0.001815419441390409,9
target_move_core,submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.5792246100757679,-0.0010222091242321207,0.0010222091242321207,10
target_move_core,submission_jepa_latent_residual_probe.csv,0.5812273278,0.5783108544494092,-0.0029164733505907536,0.0029164733505907536,11
bad_axes_only,submission_e95_hardtail_541e3973.csv,0.5762913298,0.5772956696140238,0.0010043398140238136,0.0010043398140238136,1
bad_axes_only,submission_mixmin_0c916bb4.csv,0.5763066405,0.5772758875747025,0.0009692470747024728,0.0009692470747024728,2
bad_axes_only,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.5772546444368686,0.0008468672368685537,0.0008468672368685537,3
bad_axes_only,submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.5772234739915917,-0.00021584700840826532,0.00021584700840826532,4
bad_axes_only,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.577184618529323,-0.00034168867067696507,0.00034168867067696507,5
bad_axes_only,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.5770056190196358,-0.0009393566803642672,0.0009393566803642672,6
bad_axes_only,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.5777046527978607,-0.0005987124021393786,0.0005987124021393786,7
bad_axes_only,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.577461486099889,-0.0009658667001110066,0.0009658667001110066,8
bad_axes_only,submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.5798997564025582,9.847020255815409e-05,9.847020255815409e-05,9
bad_axes_only,submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.5885980246062453,0.008351205406245343,0.008351205406245343,10
bad_axes_only,submission_jepa_latent_residual_probe.csv,0.5812273278,0.5824798632297193,0.0012525354297193703,0.0012525354297193703,11
compact_energy,submission_e95_hardtail_541e3973.csv,0.5762913298,0.577674194784062,0.0013828649840620377,0.0013828649840620377,1
compact_energy,submission_mixmin_0c916bb4.csv,0.5763066405,0.5777376798331284,0.001431039333128381,0.001431039333128381,2
compact_energy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.5777421039903287,0.0013343267903286327,0.0013343267903286327,3
compact_energy,submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.5765365732510987,-0.0009027477489012004,0.0009027477489012004,4
compact_energy,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.5764287271767763,-0.0010975800232236876,0.0010975800232236876,5
compact_energy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.5778673065888141,-7.766911118589626e-05,7.766911118589626e-05,6
compact_energy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.5788923019991289,0.0005889367991288585,0.0005889367991288585,7
compact_energy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.5799805236229545,0.001553170822954475,0.001553170822954475,8
compact_energy,submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.6277799046340753,0.04797861843407525,0.04797861843407525,9
compact_energy,submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.578701588397885,-0.001545230802114994,0.001545230802114994,10
compact_energy,submission_jepa_latent_residual_probe.csv,0.5812273278,0.5784785480128255,-0.0027487797871744712,0.0027487797871744712,11
