candidate,scenario,source,direction,rank,feature,family,target_family,value_scaled,coef,contribution,pair_id,new_file,base_file,pair_context,new_tag,base_tag
e144,global_t010_subject_t010,branch,positive,6,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e144,global_t010_subject_t010,branch,positive,7,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e144,global_t010_subject_t010,branch,positive,8,abs__z__target_not_e72_q_cell_share,target,no_target,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t010,branch,positive,9,abs__z__target_not_e72_S4_swing_share,target,S4,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t010,branch,positive,10,abs__z__target_not_e72_S4_cell_share,target,S4,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t010,branch,positive,11,abs__z__target_not_e72_S3_cell_share,target,S3,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t010,branch,positive,12,abs__z__target_not_e72_S2_swing_share,target,S2,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t010,branch,negative,1,abs__z__target_between_not_e72_S2_support_swing,target,S2,5.8311530270551675,-0.1123949564986742,-0.655392190812978,,,,,,
e144,global_t010_subject_t010,branch,negative,2,abs__z__target_between_not_e72_S4_support_swing,target,S4,4.152596585128757,-0.12688434205282148,-0.5268994855148557,,,,,,
e144,global_t010_subject_t010,branch,negative,3,abs__z__target_not_e72_S3_support_swing,target,S3,2.2752631123761375,-0.18076163103514722,-0.4112802712272161,,,,,,
e144,global_t010_subject_t010,branch,negative,4,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.2986401337074076,-0.16985016284345572,-0.390424401028706,,,,,,
e144,global_t010_subject_t010,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,2.1922836200360614,-0.1649430552596996,-0.36160195828454234,,,,,,
e144,global_t010_subject_t010,branch,negative,6,abs__z__target_all_Q1_support_swing,target,Q1,2.481670481429886,-0.1219791444471967,-0.3027120421246802,,,,,,
e144,global_t010_subject_t010,branch,negative,7,abs__z__target_all_S3_support_swing,target,S3,2.0085651258394757,-0.10697916931145933,-0.21487462867027388,,,,,,
e144,global_t010_subject_t010,branch,negative,8,abs__z__target_top16_S4_support_swing,target,S4,2.034544934703857,-0.10528920730053319,-0.21421562339228414,,,,,,
e144,global_t010_subject_t020,branch,positive,1,abs__z__target_top1_S2_support_swing,target,S2,4.8007935851918315,0.2898367106961244,1.3914462214630545,,,,,,
e144,global_t010_subject_t020,branch,positive,2,abs__z__target_between_S4_support_swing,target,S4,5.12035087083385,0.14965445399042585,0.7662833138140412,,,,,,
e144,global_t010_subject_t020,branch,positive,3,abs__z__target_between_S2_support_swing,target,S2,6.449347603055169,0.09267948392709448,0.5977222075175969,,,,,,
e144,global_t010_subject_t020,branch,positive,4,abs__z__target_all_S2_support_swing,target,S2,0.9262226021479362,0.20887936356769235,0.19346878765867281,,,,,,
e144,global_t010_subject_t020,branch,positive,5,abs__z__target_all_S4_support_swing,target,S4,0.5341319826855833,0.25225010761895744,0.13473485011516548,,,,,,
e144,global_t010_subject_t020,branch,positive,6,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e144,global_t010_subject_t020,branch,positive,7,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e144,global_t010_subject_t020,branch,positive,8,abs__z__target_top16_S2_support_swing,target,S2,2.3423276626701417e-14,0.009163430071039527,2.1463755740339306e-16,,,,,,
e144,global_t010_subject_t020,branch,positive,9,abs__z__target_not_e72_S1_swing_share,target,S1,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t020,branch,positive,10,abs__z__target_not_e72_S1_cell_share,target,S1,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t020,branch,positive,11,abs__z__target_not_e72_S2_cell_share,target,S2,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t020,branch,positive,12,abs__z__target_not_e72_S2_swing_share,target,S2,0.0,0.0,0.0,,,,,,
e144,global_t010_subject_t020,branch,negative,1,abs__z__target_between_not_e72_S2_support_swing,target,S2,5.8311530270551675,-0.1123949564986742,-0.655392190812978,,,,,,
e144,global_t010_subject_t020,branch,negative,2,abs__z__target_between_not_e72_S4_support_swing,target,S4,4.67167115826988,-0.12688434205282148,-0.5927619212042161,,,,,,
e144,global_t010_subject_t020,branch,negative,3,abs__z__target_not_e72_S3_support_swing,target,S3,2.3758839539884455,-0.18076163103514722,-0.4294686586731861,,,,,,
e144,global_t010_subject_t020,branch,negative,4,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.3125227454324677,-0.16985016284345572,-0.39278236489089996,,,,,,
e144,global_t010_subject_t020,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,2.1922836200360614,-0.1649430552596996,-0.36160195828454234,,,,,,
e144,global_t010_subject_t020,branch,negative,6,abs__z__target_all_Q1_support_swing,target,Q1,2.481670481429886,-0.1219791444471967,-0.3027120421246802,,,,,,
e144,global_t010_subject_t020,branch,negative,7,abs__z__target_all_S3_support_swing,target,S3,2.154470111611191,-0.10697916931145933,-0.23048342284653225,,,,,,
e144,global_t010_subject_t020,branch,negative,8,abs__z__target_top16_S4_support_swing,target,S4,2.034544934703857,-0.10528920730053319,-0.21421562339228414,,,,,,
e154,global_t010,branch,positive,1,abs__z__target_between_S4_support_swing,target,S4,5.066519422684322,0.14965445399042585,0.7582271978337097,,,,,,
e154,global_t010,branch,positive,2,abs__z__target_between_S2_support_swing,target,S2,5.622538550439373,0.09267948392709448,0.521093971214915,,,,,,
e154,global_t010,branch,positive,3,abs__z__target_all_S2_support_swing,target,S2,0.9966792706239722,0.20887936356769235,0.2081857317290471,,,,,,
e154,global_t010,branch,positive,4,abs__z__target_all_S4_support_swing,target,S4,0.804381446919595,0.25225010761895744,0.20290530655216055,,,,,,
e154,global_t010,branch,positive,5,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010,branch,positive,6,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010,branch,positive,7,abs__z__target_not_e72_q_swing_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,positive,8,abs__z__target_not_e72_q_cell_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,positive,9,abs__z__target_not_e72_S4_swing_share,target,S4,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,positive,10,abs__z__target_not_e72_S3_swing_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,positive,11,abs__z__target_not_e72_S3_cell_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,positive,12,abs__z__target_not_e72_S2_swing_share,target,S2,0.0,0.0,0.0,,,,,,
e154,global_t010,branch,negative,1,abs__z__target_between_not_e72_S2_support_swing,target,S2,5.8311530270551675,-0.1123949564986742,-0.655392190812978,,,,,,
e154,global_t010,branch,negative,2,abs__z__target_between_not_e72_S4_support_swing,target,S4,4.7779207066597005,-0.12688434205282148,-0.606243325245068,,,,,,
e154,global_t010,branch,negative,3,abs__z__target_not_e72_S3_support_swing,target,S3,2.2213572867479927,-0.18076163103514722,-0.4015361662643764,,,,,,
e154,global_t010,branch,negative,4,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.32061351893834,-0.16985016284345572,-0.3941565840884019,,,,,,
e154,global_t010,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,2.0474610684346226,-0.1649430552596996,-0.33771448415289557,,,,,,
e154,global_t010,branch,negative,6,abs__z__target_top33_S2_support_swing,target,S2,2.497599026042707,-0.11940360389212107,-0.2982223247869507,,,,,,
e154,global_t010,branch,negative,7,abs__z__target_all_Q1_support_swing,target,Q1,2.400799525251888,-0.1219791444471967,-0.29284747207946127,,,,,,
e154,global_t010,branch,negative,8,abs__z__target_all_S3_support_swing,target,S3,2.4295390461151274,-0.10697916931145933,-0.2599100689631516,,,,,,
e154,global_t010_subject_t010,branch,positive,1,abs__z__target_between_S4_support_swing,target,S4,4.76386637108621,0.14965445399042585,0.7129338206482582,,,,,,
e154,global_t010_subject_t010,branch,positive,2,abs__z__target_between_S2_support_swing,target,S2,5.517031840229678,0.09267948392709448,0.5113156637618349,,,,,,
e154,global_t010_subject_t010,branch,positive,3,abs__z__target_all_S4_support_swing,target,S4,0.3647391435126012,0.25225010761895744,0.09200548820390002,,,,,,
e154,global_t010_subject_t010,branch,positive,4,abs__z__target_all_S2_support_swing,target,S2,0.050540006369826036,0.20887936356769235,0.010556764365236379,,,,,,
e154,global_t010_subject_t010,branch,positive,5,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010_subject_t010,branch,positive,6,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010_subject_t010,branch,positive,7,abs__z__target_not_e72_q_swing_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,positive,8,abs__z__target_not_e72_q_cell_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,positive,9,abs__z__target_not_e72_S4_swing_share,target,S4,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,positive,10,abs__z__target_not_e72_S3_swing_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,positive,11,abs__z__target_not_e72_S3_cell_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,positive,12,abs__z__target_not_e72_S2_swing_share,target,S2,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t010,branch,negative,1,abs__z__target_between_not_e72_S2_support_swing,target,S2,5.8311530270551675,-0.1123949564986742,-0.655392190812978,,,,,,
e154,global_t010_subject_t010,branch,negative,2,abs__z__target_between_not_e72_S4_support_swing,target,S4,4.584176236936062,-0.12688434205282148,-0.5816601856778113,,,,,,
e154,global_t010_subject_t010,branch,negative,3,abs__z__target_not_e72_S3_support_swing,target,S3,2.181044437434371,-0.18076163103514722,-0.394249149870772,,,,,,
e154,global_t010_subject_t010,branch,negative,4,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.28914226705189,-0.16985016284345572,-0.3888111868306009,,,,,,
e154,global_t010_subject_t010,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,2.0474610684346226,-0.1649430552596996,-0.33771448415289557,,,,,,
e154,global_t010_subject_t010,branch,negative,6,abs__z__target_top33_S2_support_swing,target,S2,2.497599026042707,-0.11940360389212107,-0.2982223247869507,,,,,,
e154,global_t010_subject_t010,branch,negative,7,abs__z__target_all_Q1_support_swing,target,Q1,2.4034313170955874,-0.1219791444471967,-0.29316849579691884,,,,,,
e154,global_t010_subject_t010,branch,negative,8,abs__z__target_all_S3_support_swing,target,S3,2.3685673678004315,-0.10697916931145933,-0.25338736946551993,,,,,,
e154,global_t010_subject_t020,branch,positive,1,abs__z__target_between_S4_support_swing,target,S4,4.536058257179586,0.14965445399042585,0.6788413217469735,,,,,,
e154,global_t010_subject_t020,branch,positive,2,abs__z__target_between_S2_support_swing,target,S2,5.728202486431138,0.09267948392709448,0.5308868502723373,,,,,,
e154,global_t010_subject_t020,branch,positive,3,abs__z__target_all_S2_support_swing,target,S2,0.9882868667914841,0.20887936356769235,0.20643273175771396,,,,,,
e154,global_t010_subject_t020,branch,positive,4,abs__z__target_all_S4_support_swing,target,S4,0.09073082371639582,0.25225010761895744,0.022886860046817503,,,,,,
e154,global_t010_subject_t020,branch,positive,5,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010_subject_t020,branch,positive,6,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e154,global_t010_subject_t020,branch,positive,7,abs__z__target_not_e72_q_swing_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,positive,8,abs__z__target_not_e72_q_cell_share,target,no_target,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,positive,9,abs__z__target_not_e72_S4_swing_share,target,S4,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,positive,10,abs__z__target_not_e72_S3_swing_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,positive,11,abs__z__target_not_e72_S3_cell_share,target,S3,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,positive,12,abs__z__target_not_e72_S2_swing_share,target,S2,0.0,0.0,0.0,,,,,,
e154,global_t010_subject_t020,branch,negative,1,abs__z__target_between_not_e72_S2_support_swing,target,S2,5.8311530270551675,-0.1123949564986742,-0.655392190812978,,,,,,
e154,global_t010_subject_t020,branch,negative,2,abs__z__target_between_not_e72_S4_support_swing,target,S4,4.331923333135096,-0.12688434205282148,-0.549653241948112,,,,,,
e154,global_t010_subject_t020,branch,negative,3,abs__z__target_not_e72_S3_support_swing,target,S3,2.2117256297332575,-0.18076163103514722,-0.39979513223282176,,,,,,
e154,global_t010_subject_t020,branch,negative,4,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.32061351893834,-0.16985016284345572,-0.3941565840884019,,,,,,
e154,global_t010_subject_t020,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,2.0474610684346226,-0.1649430552596996,-0.33771448415289557,,,,,,
e154,global_t010_subject_t020,branch,negative,6,abs__z__target_top33_S2_support_swing,target,S2,2.497599026042707,-0.11940360389212107,-0.2982223247869507,,,,,,
e154,global_t010_subject_t020,branch,negative,7,abs__z__target_all_Q1_support_swing,target,Q1,2.4034313170955874,-0.1219791444471967,-0.29316849579691884,,,,,,
e154,global_t010_subject_t020,branch,negative,8,abs__z__target_all_S3_support_swing,target,S3,2.408617739852851,-0.10697916931145933,-0.25767192499830266,,,,,,
e176,global_t010,branch,positive,1,abs__z__target_top33_Q2_support_swing,target,Q2,3.2300048565101465,0.22663335448602523,0.7320268356370471,,,,,,
e176,global_t010,branch,positive,2,abs__z__target_all_S4_support_swing,target,S4,2.6761498616520116,0.25225010761895744,0.675059090606178,,,,,,
e176,global_t010,branch,positive,3,abs__z__target_between_S4_support_swing,target,S4,3.0480700963255285,0.14965445399042585,0.45615726599014167,,,,,,
e176,global_t010,branch,positive,4,abs__z__target_all_S2_support_swing,target,S2,1.1642130993085666,0.20887936356769235,0.24318009124074402,,,,,,
e176,global_t010,branch,positive,5,abs__z__target_top4_S1_support_swing,target,S1,2.3862350360052176,0.09607824091844853,0.229265264677352,,,,,,
e176,global_t010,branch,positive,6,abs__z__target_top16_S1_support_swing,target,S1,2.0233598203003873,0.08130826073082091,0.16451586782125083,,,,,,
e176,global_t010,branch,positive,7,abs__z__target_between_S2_support_swing,target,S2,0.4853318297884004,0.09267948392709448,0.04498030351818141,,,,,,
e176,global_t010,branch,positive,8,abs__z__target_top16_S2_support_swing,target,S2,2.604668145377989,0.009163430071039527,0.02386769440843542,,,,,,
e176,global_t010,branch,positive,9,abs__z__target_top33_S1_support_swing,target,S1,1.80495904659166,0.0029669423915054914,0.005355209510264132,,,,,,
e176,global_t010,branch,positive,10,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010,branch,positive,11,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010,branch,positive,12,abs__z__target_not_e72_S4_cell_share,target,S4,0.0,0.0,0.0,,,,,,
e176,global_t010,branch,negative,1,abs__z__shape_between_support_label_mean,shape,no_target,5.868551961967135,-0.15820799537082791,-0.9284518416323596,,,,,,
e176,global_t010,branch,negative,2,abs__z__target_between_not_e72_S1_support_swing,target,S1,6.868337840588289,-0.1074140241318417,-0.737755806554592,,,,,,
e176,global_t010,branch,negative,3,abs__z__target_not_e72_S1_support_swing,target,S1,7.714767622942349,-0.09112176039851838,-0.702983206868,,,,,,
e176,global_t010,branch,negative,4,abs__z__target_between_not_e72_Q1_support_swing,target,Q1,4.659994970732866,-0.1491388997607282,-0.6949865228256263,,,,,,
e176,global_t010,branch,negative,5,abs__z__target_between_Q2_support_swing,target,Q2,4.176932587664629,-0.1359680415706297,-0.5679293437173021,,,,,,
e176,global_t010,branch,negative,6,abs__z__target_not_e72_S3_support_swing,target,S3,3.0615525132433334,-0.18076163103514722,-0.5534112257936191,,,,,,
e176,global_t010,branch,negative,7,abs__z__target_not_e72_Q1_support_swing,target,Q1,3.270011741483906,-0.1649430552596996,-0.5393657273754464,,,,,,
e176,global_t010,branch,negative,8,abs__z__target_between_not_e72_S3_support_swing,target,S3,2.9797387252015524,-0.16985016284345572,-0.5061091077064348,,,,,,
e176,global_t010_subject_t010,branch,positive,1,abs__z__target_top33_Q2_support_swing,target,Q2,3.2300048565101465,0.22663335448602523,0.7320268356370471,,,,,,
e176,global_t010_subject_t010,branch,positive,2,abs__z__target_all_S4_support_swing,target,S4,2.1394137123006205,0.25225010761895744,0.5396673391693048,,,,,,
e176,global_t010_subject_t010,branch,positive,3,abs__z__target_between_S4_support_swing,target,S4,2.154579582552125,0.14965445399042585,0.32244243100575787,,,,,,
e176,global_t010_subject_t010,branch,positive,4,abs__z__target_all_S2_support_swing,target,S2,1.445178370774551,0.20887936356769235,0.30186793832918274,,,,,,
e176,global_t010_subject_t010,branch,positive,5,abs__z__target_top4_S1_support_swing,target,S1,2.3862350360052176,0.09607824091844853,0.229265264677352,,,,,,
e176,global_t010_subject_t010,branch,positive,6,abs__z__target_top16_S1_support_swing,target,S1,2.0233598203003873,0.08130826073082091,0.16451586782125083,,,,,,
e176,global_t010_subject_t010,branch,positive,7,abs__z__target_top16_S2_support_swing,target,S2,2.604668145377989,0.009163430071039527,0.02386769440843542,,,,,,
e176,global_t010_subject_t010,branch,positive,8,abs__z__target_between_S2_support_swing,target,S2,0.10487250382707738,0.09267948392709448,0.009719529532835773,,,,,,
e176,global_t010_subject_t010,branch,positive,9,abs__z__target_top33_S1_support_swing,target,S1,1.774746428520401,0.0029669423915054914,0.005265570412950149,,,,,,
e176,global_t010_subject_t010,branch,positive,10,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010_subject_t010,branch,positive,11,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010_subject_t010,branch,positive,12,abs__z__target_not_e72_S4_cell_share,target,S4,0.0,0.0,0.0,,,,,,
e176,global_t010_subject_t010,branch,negative,1,abs__z__shape_between_support_label_mean,shape,no_target,7.279569920035735,-0.15820799537082791,-1.1516861642106317,,,,,,
e176,global_t010_subject_t010,branch,negative,2,abs__z__target_between_not_e72_S1_support_swing,target,S1,6.2514179965058245,-0.1074140241318417,-0.6714899635349061,,,,,,
e176,global_t010_subject_t010,branch,negative,3,abs__z__target_between_not_e72_Q1_support_swing,target,Q1,4.455164992203259,-0.1491388997607282,-0.6644384051897072,,,,,,
e176,global_t010_subject_t010,branch,negative,4,abs__z__target_not_e72_S1_support_swing,target,S1,7.033616073445502,-0.09112176039851838,-0.6409154785796687,,,,,,
e176,global_t010_subject_t010,branch,negative,5,abs__z__target_between_Q2_support_swing,target,Q2,4.558013361778314,-0.1359680415706297,-0.6197441502537594,,,,,,
e176,global_t010_subject_t010,branch,negative,6,abs__z__target_between_not_e72_Q2_support_swing,target,Q2,4.147440822073405,-0.12753872471636601,-0.5289593132838388,,,,,,
e176,global_t010_subject_t010,branch,negative,7,abs__z__target_not_e72_Q1_support_swing,target,Q1,3.0721811977951217,-0.1649430552596996,-0.5067349530757309,,,,,,
e176,global_t010_subject_t010,branch,negative,8,abs__z__target_all_Q2_support_swing,target,Q2,2.963734872033879,-0.1636266581471837,-0.4849460327451747,,,,,,
e176,global_t010_subject_t020,branch,positive,1,abs__z__target_top33_Q2_support_swing,target,Q2,3.2300048565101465,0.22663335448602523,0.7320268356370471,,,,,,
e176,global_t010_subject_t020,branch,positive,2,abs__z__target_all_S4_support_swing,target,S4,2.536491655441949,0.25225010761895744,0.6398302930598192,,,,,,
e176,global_t010_subject_t020,branch,positive,3,abs__z__target_between_S4_support_swing,target,S4,2.7950697105315014,0.14965445399042585,0.41829463139476947,,,,,,
e176,global_t010_subject_t020,branch,positive,4,abs__z__target_all_S2_support_swing,target,S2,1.5689451224628064,0.20887936356769235,0.32772025865266613,,,,,,
e176,global_t010_subject_t020,branch,positive,5,abs__z__target_top4_S1_support_swing,target,S1,2.3862350360052176,0.09607824091844853,0.229265264677352,,,,,,
e176,global_t010_subject_t020,branch,positive,6,abs__z__target_top16_S1_support_swing,target,S1,2.0233598203003873,0.08130826073082091,0.16451586782125083,,,,,,
e176,global_t010_subject_t020,branch,positive,7,abs__z__target_top16_S2_support_swing,target,S2,2.604668145377989,0.009163430071039527,0.02386769440843542,,,,,,
e176,global_t010_subject_t020,branch,positive,8,abs__z__target_between_S2_support_swing,target,S2,0.10449689349595603,0.09267948392709448,0.009684718161189761,,,,,,
e176,global_t010_subject_t020,branch,positive,9,abs__z__target_top33_S1_support_swing,target,S1,1.828978513055897,0.0029669423915054914,0.005426473883538221,,,,,,
e176,global_t010_subject_t020,branch,positive,10,abs__z__shape_top1_support_label_swing,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010_subject_t020,branch,positive,11,abs__z__shape_top1_support_label_mean,shape,no_target,1.0,5.127632140123918e-05,5.127632140123918e-05,,,,,,
e176,global_t010_subject_t020,branch,positive,12,abs__z__target_not_e72_S4_cell_share,target,S4,0.0,0.0,0.0,,,,,,
e176,global_t010_subject_t020,branch,negative,1,abs__z__shape_between_support_label_mean,shape,no_target,6.445786581177018,-0.15820799537082791,-1.0197749735961983,,,,,,
e176,global_t010_subject_t020,branch,negative,2,abs__z__target_between_not_e72_Q1_support_swing,target,Q1,5.045540951759251,-0.1491388997607282,-0.752486426243072,,,,,,
e176,global_t010_subject_t020,branch,negative,3,abs__z__target_between_not_e72_S1_support_swing,target,S1,6.45096608678177,-0.1074140241318417,-0.6929242269192695,,,,,,
e176,global_t010_subject_t020,branch,negative,4,abs__z__target_not_e72_S1_support_swing,target,S1,7.249823958050023,-0.09112176039851838,-0.6606167216368725,,,,,,
e176,global_t010_subject_t020,branch,negative,5,abs__z__target_not_e72_Q1_support_swing,target,Q1,3.5162944159866294,-0.1649430552596996,-0.5799883441654557,,,,,,
e176,global_t010_subject_t020,branch,negative,6,abs__z__target_between_Q2_support_swing,target,Q2,4.234156548614307,-0.1359680415706297,-0.575709973618544,,,,,,
e176,global_t010_subject_t020,branch,negative,7,abs__z__target_not_e72_S3_support_swing,target,S3,2.7418335153045623,-0.18076163103514722,-0.49561829825328396,,,,,,
e176,global_t010_subject_t020,branch,negative,8,abs__z__target_between_not_e72_Q2_support_swing,target,Q2,3.850312479223859,-0.12753872471636601,-0.4910639433597205,,,,,,
,,known_focus,positive,1,abs__z__target_top1_S2_support_swing,target,S2,4.8007935851918315,0.2898367106961244,1.3914462214630545,submission_e101_q2s3tail_177569bc.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e101_q2s3tail_177569bc.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,e101__e72,e101,e72
,,known_focus,positive,2,abs__z__target_top16_Q2_support_swing,target,Q2,3.102118009884251,0.4191167735508606,1.300149691476704,submission_e101_q2s3tail_177569bc.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e101_q2s3tail_177569bc.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,e101__e72,e101,e72
