strategy,weight,base_loss,candidate_loss,delta,changed_blocks,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
nearest,1.0,0.563508573432385,0.562832729475541,-0.0006758439568440577,100,0.0,-0.0026726100102559824,-0.0020582976876520886,0.0,0.0,0.0,0.0
nearest,0.75,0.563508573432385,0.562874679648936,-0.0006338937834490244,100,0.0,-0.0025905885593008326,-0.00184666792484256,0.0,0.0,0.0,0.0
nearest,0.5,0.563508573432385,0.5630020450810461,-0.0005065283513389085,100,0.0,-0.002112118525335771,-0.0014335799340366995,0.0,0.0,0.0,0.0
nearest,0.25,0.563508573432385,0.5632135452828233,-0.00029502814956172685,100,0.0,-0.0012466941580924207,-0.0008185028888395562,0.0,0.0,0.0,0.0
range,0.25,0.563508573432385,0.563508573432385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.5,0.563508573432385,0.563508573432385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.75,0.563508573432385,0.563508573432385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,1.0,0.563508573432385,0.563508573432385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
