policy_id,policy_note,split,model,n_cells,n_rows,n_good,mean_benefit_delta,median_benefit_delta,prevalence,auc,ap,ap_lift,top_frac,selected_cells,actual_delta,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,placebo_adjusted_vs_best,row_dominance,row_null_q20,row_null_best,subject_dominance,subject_null_q20,subject_null_best,dateblock_dominance,dateblock_null_q20,dateblock_null_best,train_gate,train_gate_bool
mobility_q3,Q3 mobility/context state only,dateblock_oof,lr_l1,51,48,36,-0.006367874671432666,-0.012120917011804289,0.7058823529411765,0.6185185185185185,0.7987111736489465,0.09282882070776999,0.7,36.0,-0.00018906721479405864,-0.00019874470375091935,-0.00014495863986629942,-0.0003199330617585927,0.6611111111111111,-4.4108574927759214e-05,0.00013086584696453407,0.65,-0.0002185347155341466,-0.0003199330617585927,0.6833333333333333,-0.00019987618428902733,-0.00031878068205448695,0.65,-0.000194297244513586,-0.00019874470375091935,0.0,False
full_qsleep,all q-sleep Q1/Q2/Q3 axes,dateblock_oof,lr_l1,232,160,171,-0.007965326596211558,-0.011628875585710241,0.7370689655172413,0.5095868085514332,0.7360701495906394,-0.0009988159266018926,0.5,116.0,-0.0006683143456333029,-0.0007232861842919825,-0.0006259290690796004,-0.001012420232394784,0.6333333333333333,-4.23852765537025e-05,0.000344105886761481,0.5333333333333333,-0.0007726327008636735,-0.001012420232394784,0.6833333333333333,-0.0006932170704430973,-0.0008726732473279819,0.6833333333333333,-0.0007078900994844872,-0.0009302288865556951,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l2,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.8526315789473684,0.9608901117802047,0.16922344511353804,0.7,17.0,-0.0003237000554078273,-0.0003237000554078273,-0.00031966741339450877,-0.0003524266896234307,0.6333333333333333,-4.032642013318544e-06,2.8726634215603397e-05,1.0,-0.00023813773542213923,-0.00031346768274242987,0.9,-0.0003219878577015889,-0.0003524266896234307,0.0,-0.0003237000554078273,-0.0003237000554078273,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l1,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.7999999999999999,0.9336688488941219,0.1420021822274553,0.7,17.0,-0.0003103225586258418,-0.0003103225586258418,-0.000280806771358999,-0.0003103225586258418,0.6166666666666667,-2.9515787266842786e-05,0.0,1.0,-0.00022190876822998363,-0.00027749159217371755,0.85,-0.0003095334055746024,-0.0003103225586258418,0.0,-0.0003103225586258418,-0.0003103225586258418,0.0,False
bedtime_q3,Q3 bedtime-phone state only,subject_oof,lr_l2,24,24,19,-0.021279106090458372,-0.019186607814070833,0.7916666666666666,0.7473684210526316,0.9321291168183858,0.1404624501517192,0.5,12.0,-0.00024310579703845647,-0.00024729239498222366,-0.0002395616915434884,-0.0003213833411382927,0.6166666666666667,-3.544105494968086e-06,7.827754409983623e-05,0.7333333333333333,-0.00025060135797045914,-0.0003213833411382927,0.5666666666666667,-0.00025452541372694704,-0.0002987510247297598,0.55,-0.00024454641585458514,-0.00024729239498222366,0.0,False
bedtime_q3,Q3 bedtime-phone state only,subject_oof,lr_l1,24,24,19,-0.021279106090458372,-0.019186607814070833,0.7916666666666666,0.768421052631579,0.8992853004544386,0.10761863378777192,0.7,17.0,-0.00043030314065573005,-0.00043030314065573005,-0.00040101133328496186,-0.00043030314065573005,0.6111111111111112,-2.9291807370768197e-05,0.0,1.0,-0.0003005653666596331,-0.00037638381353788386,0.8333333333333334,-0.00042888434152521526,-0.00043030314065573005,0.0,-0.00043030314065573005,-0.00043030314065573005,0.0,False
jepa_only,JEPA-derived diary axes only,dateblock_oof,lr_l2,121,88,89,-0.008968295037339313,-0.013093132701380794,0.7355371900826446,0.4624297752808989,0.7130071261271509,-0.02253006395549373,0.35,42.0,-0.0002700825243828753,-0.0003227783313149324,-0.00024632546882652484,-0.0005337336606324738,0.6111111111111112,-2.3757055556350437e-05,0.00026365113624959857,0.5333333333333333,-0.00033579115025215154,-0.0005337336606324738,0.4666666666666667,-0.0003545072640923186,-0.0005039562250370722,0.8333333333333334,-0.0002606653661622049,-0.0003383302275512534,0.0,False
bedtime_q3,Q3 bedtime-phone state only,subject_oof,lr_l2,24,24,19,-0.021279106090458372,-0.019186607814070833,0.7916666666666666,0.7473684210526316,0.9321291168183858,0.1404624501517192,0.7,17.0,-0.00027070156958863834,-0.0002758173996972868,-0.00026793188732970874,-0.0003519438016856835,0.6055555555555555,-2.7696822589295955e-06,8.124223209704518e-05,0.5833333333333334,-0.00029754105429740106,-0.0003519438016856835,0.6166666666666667,-0.00027633744035577835,-0.0002875517259738336,0.6166666666666667,-0.000272142188404878,-0.00027488816753251655,0.0,False
mobility_q3,Q3 mobility/context state only,dateblock_oof,hgb_shallow,51,48,36,-0.006367874671432666,-0.012120917011804289,0.7058823529411765,0.5425925925925925,0.7027703255434861,-0.0031120273976904533,0.5,26.0,-0.00016059054449213406,-0.00019420247130323974,-0.0001348968161853925,-0.0003276961549918411,0.6055555555555555,-2.5693728306741548e-05,0.00016710561049970707,0.7,-0.00018658337197248185,-0.0003276961549918411,0.6833333333333333,-0.00017963472929147795,-0.00025607117619330655,0.43333333333333335,-0.00019820812715343195,-0.0002293782637489139,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,lr_l2,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.45941936851027765,0.7533191401218038,-0.0029308598781961903,0.2,32.0,-0.00022122887963160753,-0.00026511979355410277,-0.00019558562183552564,-0.0004157307808120292,0.6,-2.5643257796081897e-05,0.00019450190118042165,0.7666666666666667,-0.0002358404022330118,-0.00038179127934589996,0.75,-0.00023927536375907275,-0.0004157307808120292,0.2833333333333333,-0.00027085172005161253,-0.0003643028548064864,0.0,False
attention_money_q3,Q3 cognitive-money/routine/global attention state,subject_oof,hgb_shallow,91,74,61,-0.010703277643529475,-0.010730307694099661,0.6703296703296703,0.507103825136612,0.6774233374132056,0.0070936670835353155,0.5,46.0,-0.0002468774383008743,-0.0003459985375229735,-0.00022336691930469055,-0.0005066796245833949,0.5944444444444444,-2.3510518996183727e-05,0.0002598021862825206,0.05,-0.00042434236851229823,-0.0005066796245833949,0.7666666666666667,-0.0002520520763278133,-0.0003247207123193707,0.9666666666666667,-0.00021458908404701216,-0.00026514553232237503,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l1,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.7999999999999999,0.9336688488941219,0.1420021822274553,0.5,12.0,-0.00022063067812461146,-0.00022063067812461146,-0.000207265316921168,-0.00026086137857428415,0.5944444444444444,-1.3365361203443449e-05,4.0230700449672696e-05,0.9666666666666667,-0.00018058029586558443,-0.0002292664499563557,0.8166666666666667,-0.0002181919895031248,-0.00026086137857428415,0.0,-0.00022063067812461146,-0.00022063067812461146,0.0,False
full_qsleep,all q-sleep Q1/Q2/Q3 axes,dateblock_oof,lr_l1,232,160,171,-0.007965326596211558,-0.011628875585710241,0.7370689655172413,0.5095868085514332,0.7360701495906394,-0.0009988159266018926,0.7,162.0,-0.0008996128095550837,-0.0009820446135907046,-0.0008677933587094566,-0.001380255922864393,0.5833333333333334,-3.1819450845627095e-05,0.0004806431133093092,0.26666666666666666,-0.0010615949384338518,-0.001380255922864393,0.6666666666666666,-0.0009572947268332799,-0.0012759095716196045,0.8166666666666667,-0.000887636285964688,-0.0009576202507176612,0.0,False
bedtime_q3,Q3 bedtime-phone state only,subject_oof,lr_l1,24,24,19,-0.021279106090458372,-0.019186607814070833,0.7916666666666666,0.768421052631579,0.8992853004544386,0.10761863378777192,0.5,12.0,-0.00024137437021920505,-0.00024137437021920505,-0.00021469450702515935,-0.00036286715347955134,0.5833333333333334,-2.6679863194045694e-05,0.00012149278326034629,0.9333333333333333,-0.00020124885822854212,-0.00036286715347955134,0.8166666666666667,-0.00023995557108880128,-0.0002443798290818755,0.0,-0.00024137437021920505,-0.00024137437021920505,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,hgb_shallow,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.4681076499258317,0.7452268488627662,-0.011023151137233733,0.2,32.0,-0.0002246017026843461,-0.0002647322366607474,-0.00021097265143321664,-0.0003654549216179914,0.5722222222222222,-1.3629051251129454e-05,0.00014085321893364533,0.65,-0.00025437261776557475,-0.0003654549216179914,0.5666666666666667,-0.00028662349649779536,-0.0003600585971358372,0.5,-0.0002589937186275648,-0.0003270353853919161,0.0,False
mobility_q3,Q3 mobility/context state only,dateblock_oof,hgb_shallow,51,48,36,-0.006367874671432666,-0.012120917011804289,0.7058823529411765,0.5425925925925925,0.7027703255434861,-0.0031120273976904533,0.35,18.0,-0.00010031982426872421,-0.0001305058350838939,-9.389571159607035e-05,-0.0002566703981109475,0.5666666666666667,-6.424112672653859e-06,0.00015635057384222328,0.65,-0.00011709270957298568,-0.0002566703981109475,0.65,-0.00011487857022463022,-0.0001989009493197358,0.4,-0.00013681816381347912,-0.0001478831562283789,0.0,False
q3_only,Q3-only subjective sleep row action,subject_oof,hgb_shallow,160,131,121,-0.011548494997564326,-0.012284787439924394,0.75625,0.47107438016528924,0.7466369295221068,-0.00961307047789317,0.7,112.0,-0.000951017533856291,-0.001000036745393107,-0.0009309403291642981,-0.001172744336786602,0.5611111111111111,-2.007720469199281e-05,0.000221726802930311,0.48333333333333334,-0.0010431112204890125,-0.001172744336786602,0.5833333333333334,-0.0009833702878245588,-0.001128890814554362,0.6166666666666667,-0.0009913535345723369,-0.0010922786678129182,0.0,False
jepa_only,JEPA-derived diary axes only,dateblock_oof,lr_l2,121,88,89,-0.008968295037339313,-0.013093132701380794,0.7355371900826446,0.4624297752808989,0.7130071261271509,-0.02253006395549373,0.5,60.0,-0.00037202739824593323,-0.00045212192182164657,-0.0003622940186893131,-0.0005840626341612198,0.5333333333333333,-9.733379556620125e-06,0.0002120352359152866,0.38333333333333336,-0.0004755027847651583,-0.0005808408000279597,0.35,-0.0004734357463795469,-0.0005840626341612198,0.8666666666666667,-0.0003612604277572373,-0.0004375590530658613,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l1,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.7999999999999999,0.9336688488941219,0.1420021822274553,0.2,5.0,-8.190947653596847e-05,-8.75328674162512e-05,-7.89604039108105e-05,-0.00011980586601267884,0.5333333333333333,-2.949072625157978e-06,3.789638947671037e-05,0.7166666666666667,-8.971125994039486e-05,-0.00011980586601267884,0.55,-9.914156929846651e-05,-0.00011133861530787659,0.3333333333333333,-8.243181443345904e-05,-8.243181443345904e-05,0.0,False
attention_money_q3,Q3 cognitive-money/routine/global attention state,dateblock_oof,lr_l2,91,74,61,-0.006113287791401501,-0.009629333462703338,0.6703296703296703,0.45846994535519126,0.6451803565921171,-0.025149313737553136,0.7,64.0,-0.00020708894898457952,-0.0002875000795673044,-0.00020013172451160965,-0.00046410148302911125,0.5277777777777778,-6.9572244729698696e-06,0.0002570125340445317,0.13333333333333333,-0.0003649838745206191,-0.00046410148302911125,0.5666666666666667,-0.00025562957113083317,-0.00034186177576689403,0.8833333333333333,-0.00019351888381071713,-0.0002386506691182122,0.0,False
mobility_q3,Q3 mobility/context state only,subject_oof,lr_l1,51,48,36,-0.013298017497484235,-0.014653296694533746,0.7058823529411765,0.5962962962962963,0.806791519302126,0.10090916636094949,0.7,36.0,-0.00042534523839798943,-0.00046627733879098796,-0.00042109450088823053,-0.0005527021561599899,0.5166666666666667,-4.250737509758906e-06,0.00012735691776200042,0.7833333333333333,-0.0004273448605842667,-0.0005074349287916835,0.6666666666666666,-0.00045027466390168414,-0.0005527021561599899,0.1,-0.0005112668786456664,-0.0005156197506812621,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,lr_l1,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.5119728756092392,0.7735756848848007,0.017325684884800685,0.2,32.0,-0.00015647364598636582,-0.00021940535076556686,-0.00015302720846732676,-0.0003772366639926972,0.5166666666666667,-3.4464375190390584e-06,0.00022076301800633136,0.5333333333333333,-0.0002242826243021412,-0.00037535241089248217,0.43333333333333335,-0.00023571006289875294,-0.0003772366639926972,0.5833333333333334,-0.0002010761914980952,-0.00027197833684977635,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,lr_l1,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.5119728756092392,0.7735756848848007,0.017325684884800685,0.5,80.0,-0.0003736275203428674,-0.00046861843270213917,-0.0003707766285634406,-0.0007078484658961104,0.5111111111111111,-2.8508917794267674e-06,0.000334220945553243,0.3333333333333333,-0.0005376966475690636,-0.0007078484658961104,0.36666666666666664,-0.0004812600247896093,-0.0006677677993381925,0.8333333333333334,-0.000367505206317742,-0.00044599813240242536,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l2,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.8526315789473684,0.9608901117802047,0.16922344511353804,0.5,12.0,-0.0002476479277736532,-0.00027409008084149366,-0.0002468587747223028,-0.0002857187696864161,0.5111111111111111,-7.891530513504108e-07,3.807084191276289e-05,1.0,-0.00017083924590497455,-0.00021858249354433923,0.26666666666666666,-0.0002807308373865114,-0.0002857187696864161,0.26666666666666666,-0.0002722782435834459,-0.000277970829310914,0.0,False
jepa_only,JEPA-derived diary axes only,dateblock_oof,hgb_shallow,121,88,89,-0.008968295037339313,-0.013093132701380794,0.7355371900826446,0.4385533707865169,0.686412989349059,-0.04912420073358559,0.7,85.0,-0.0005180934255614167,-0.0006077140269341585,-0.0005168396264980113,-0.000744587371172778,0.5055555555555555,-1.253799063405392e-06,0.00022649394561136127,0.23333333333333334,-0.0006447239747130018,-0.000744587371172778,0.43333333333333335,-0.0006137488702221416,-0.0007259682257459987,0.85,-0.0005117341960443333,-0.0006115189082072092,0.0,False
mobility_q3,Q3 mobility/context state only,subject_oof,lr_l1,51,48,36,-0.013298017497484235,-0.014653296694533746,0.7058823529411765,0.5962962962962963,0.806791519302126,0.10090916636094949,0.5,26.0,-0.00030913910002972056,-0.00038219554762219943,-0.00030726668669806,-0.0004793385193515576,0.5055555555555555,-1.8724133316605496e-06,0.00017019941932183702,0.75,-0.0003249641059354769,-0.0004534613577263924,0.6666666666666666,-0.0003421695335645847,-0.0004555972036686118,0.1,-0.000417997178266738,-0.0004793385193515576,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,lr_l1,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.5119728756092392,0.7735756848848007,0.017325684884800685,0.35,56.0,-0.0002916924167731816,-0.00036438697193206247,-0.0002949257240396075,-0.000584960773288068,0.4888888888888889,3.2333072664259e-06,0.00029326835651488636,0.43333333333333335,-0.00040123487675141066,-0.000584960773288068,0.5333333333333333,-0.0003636874797868783,-0.0004513744410110654,0.5,-0.00033986471056051125,-0.0004193890604399231,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,hgb_shallow,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.4681076499258317,0.7452268488627662,-0.011023151137233733,0.35,56.0,-0.0002894714560427447,-0.0003601024240984296,-0.0002929843741986682,-0.0006161743663795072,0.48333333333333334,3.5129181559234723e-06,0.00032670291033676246,0.4166666666666667,-0.00040262902373064955,-0.0005282885748676414,0.5166666666666667,-0.0003580644545160938,-0.0006161743663795072,0.5166666666666667,-0.0003187667708333342,-0.0003977206704529612,0.0,False
mobility_q3,Q3 mobility/context state only,dateblock_oof,lr_l2,51,48,36,-0.006367874671432666,-0.012120917011804289,0.7058823529411765,0.43703703703703706,0.6734045399386613,-0.03247781300251518,0.2,10.0,-3.5643991796674435e-05,-7.15704212977286e-05,-3.5910833788455054e-05,-0.00018509791923249086,0.45555555555555555,2.6684199178061974e-07,0.00014945392743581642,0.4166666666666667,-9.798088382952929e-05,-0.00018509791923249086,0.4,-7.370374126132173e-05,-0.00014937179716956184,0.55,-4.4282795777061956e-05,-4.519531920144093e-05,0.0,False
q3_only,Q3-only subjective sleep row action,subject_oof,hgb_shallow,160,131,121,-0.011548494997564326,-0.012284787439924394,0.75625,0.47107438016528924,0.7466369295221068,-0.00961307047789317,0.5,80.0,-0.0005610306033634327,-0.000666047856136176,-0.0005772971221065237,-0.0009306778446518393,0.45,1.626651874309104e-05,0.00036964724128840665,0.23333333333333334,-0.000751519965242986,-0.0009306778446518393,0.75,-0.0005819279469905236,-0.0006831081546738726,0.36666666666666664,-0.0006381439827339186,-0.0007040808612116534,0.0,False
jepa_only,JEPA-derived diary axes only,subject_oof,lr_l2,121,88,89,-0.014119183883760225,-0.015086918923442105,0.7355371900826446,0.48314606741573035,0.7326947410682234,-0.002842449014421211,0.2,24.0,-0.00011723651290163062,-0.00024272961273466006,-0.00013069735174475738,-0.000490251277449949,0.4444444444444444,1.3460838843126766e-05,0.0003730147645483184,0.06666666666666667,-0.00032181963516948465,-0.000490251277449949,0.5,-0.00015256854386194174,-0.00021726239122421553,0.7666666666666667,-0.00012108054512836031,-0.00016287307701690068,0.0,False
mobility_q3,Q3 mobility/context state only,subject_oof,hgb_shallow,51,48,36,-0.013298017497484235,-0.014653296694533746,0.7058823529411765,0.5,0.6963910310819319,-0.009491321859244617,0.5,26.0,-0.0002648874977677629,-0.0003319722485637611,-0.00027151610650483216,-0.00047450543133176204,0.4388888888888889,6.628608737069275e-06,0.00020961793356399916,0.5666666666666667,-0.0003157791770331819,-0.00045848002414838884,0.6,-0.0003041687132621984,-0.00047450543133176204,0.15,-0.0003412565882367602,-0.0003960867675145696,0.0,False
bedtime_q3,Q3 bedtime-phone state only,dateblock_oof,lr_l1,24,24,19,-0.015525054537759998,-0.01834781873507041,0.7916666666666666,0.7999999999999999,0.9336688488941219,0.1420021822274553,0.35,8.0,-9.479991339722549e-05,-0.00010587030678672615,-9.558537653264754e-05,-0.00018241685363296067,0.4388888888888889,7.854631354220487e-07,8.761694023573519e-05,0.6,-0.00011421265030238103,-0.00018241685363296067,0.48333333333333334,-0.00011136425383122539,-0.00015358930750153377,0.23333333333333334,-0.0001020021157952522,-0.0001020021157952522,0.0,False
full_qsleep,all q-sleep Q1/Q2/Q3 axes,dateblock_oof,lr_l2,232,160,171,-0.007965326596211558,-0.011628875585710241,0.7370689655172413,0.47042469561882844,0.7285258253835316,-0.008543140133709715,0.7,162.0,-0.0008850872597956361,-0.0010037277717390714,-0.0009049685454369794,-0.0012197752910444448,0.42777777777777776,1.9881285641343283e-05,0.00033468803124880875,0.38333333333333336,-0.001029251212665394,-0.0012197752910444448,0.4166666666666667,-0.0010143231136310327,-0.0011511602400217091,0.48333333333333334,-0.0009647000812678774,-0.001052854463081787,0.0,False
jepa_only,JEPA-derived diary axes only,subject_oof,lr_l1,121,88,89,-0.014119183883760225,-0.015086918923442105,0.7355371900826446,0.4726123595505618,0.705541144050585,-0.02999604603205963,0.5,60.0,-0.000458568463307496,-0.0006217416867197123,-0.0004860432678873705,-0.0008699015832025481,0.42777777777777776,2.74748045798745e-05,0.00041133311989505206,0.03333333333333333,-0.0007409715348261515,-0.0008699015832025481,0.31666666666666665,-0.0005688253169926716,-0.0006671948237627623,0.9333333333333333,-0.0003892022506203352,-0.0004949270930538763,0.0,False
attention_money_q3,Q3 cognitive-money/routine/global attention state,subject_oof,lr_l1,91,74,61,-0.010703277643529475,-0.010730307694099661,0.6703296703296703,0.5387978142076503,0.671255090549226,0.0009254202195557726,0.7,64.0,-0.0003611873339541827,-0.00047450459526672263,-0.00037910401575980135,-0.0006775741673983315,0.4222222222222222,1.7916681805618673e-05,0.00031638683344414886,0.05,-0.0005613139725991756,-0.0006775741673983315,0.4,-0.00044067436432313476,-0.0005278875526405491,0.8166666666666667,-0.00035958663718662633,-0.00040854419834746025,0.0,False
mobility_q3,Q3 mobility/context state only,dateblock_oof,lr_l2,51,48,36,-0.006367874671432666,-0.012120917011804289,0.7058823529411765,0.43703703703703706,0.6734045399386613,-0.03247781300251518,0.35,18.0,-6.374562337851941e-05,-0.00011805352275937598,-7.747839666438772e-05,-0.00026267385923206543,0.4222222222222222,1.3732773285868305e-05,0.00019892823585354602,0.3333333333333333,-0.00012756824787452103,-0.00026267385923206543,0.38333333333333336,-0.0001315803078267841,-0.00019764750642103923,0.55,-9.38230549296648e-05,-9.452133808063312e-05,0.0,False
q3_only,Q3-only subjective sleep row action,dateblock_oof,lr_l2,160,131,121,-0.007464694088306764,-0.010429729684362343,0.75625,0.45941936851027765,0.7533191401218038,-0.0029308598781961903,0.35,56.0,-0.00029267419130507566,-0.0003805746380847852,-0.00030986871048233056,-0.0005351964294471045,0.4166666666666667,1.7194519177254897e-05,0.0002425222381420289,0.5,-0.0003829780264837934,-0.0005351964294471045,0.3,-0.0004189592067444181,-0.0004724255175755365,0.45,-0.0003638708469143381,-0.00044579155975676965,0.0,False
jepa_only,JEPA-derived diary axes only,subject_oof,hgb_shallow,121,88,89,-0.014119183883760225,-0.015086918923442105,0.7355371900826446,0.43644662921348315,0.6980974653068899,-0.037439724775754746,0.7,85.0,-0.0007615644130294363,-0.0008777642817682674,-0.0007853341387654145,-0.0011778288930113234,0.40555555555555556,2.376972573597813e-05,0.0004162644799818871,0.13333333333333333,-0.0009720088294012496,-0.0011778288930113234,0.7333333333333333,-0.0007825189678877908,-0.0009103802714978126,0.35,-0.0008350249777311358,-0.0008981596577903872,0.0,False
