source,cv_mode,method,group,strength,concentration,base_mix,scale,rows,mean_delta,min_delta,max_delta,mean_oof
transductive_episode_count,subject_chunk,ctx_bidir_label,core_q_s23,0.25,,,0.5,1,0.0008378461080187,0.0008378461080187,0.0008378461080187,0.5683687707978359
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,no_q2,0.7,4.0,0.35,0.5,1,0.0008381474118283,0.0008381474118283,0.0008381474118283,0.5490532746396941
mp_count_conditioning,geometry,mpj_ridge_resid,stage_only,0.2,2.0,0.35,0.5,1,0.0008389701477806,0.0008389701477806,0.0008389701477806,0.5490540973756465
transductive_episode_count,subject_chunk,mix_ridge50,s23_only,0.15,,,1.0,1,0.0008390791264916,0.0008390791264916,0.0008390791264916,0.5683700038163088
transductive_episode_count,subject_chunk,actual_ctx_blend_prior_knn15,all,0.15,,,0.35,1,0.0008395236167597,0.0008395236167597,0.0008395236167597,0.5683704483065769
transductive_episode_count,subject_chunk,mix_blend_prior_ridge50,s23_only,0.5,,,0.35,1,0.0008395471361654,0.0008395471361654,0.0008395471361654,0.5683704718259825
transductive_episode_count,subject_chunk,pred_knn15,all,0.25,,,0.35,1,0.0008396263244196,0.0008396263244196,0.0008396263244196,0.5683705510142368
transductive_episode_count,subject_chunk,mix_knn5,all,0.15,,,0.5,1,0.0008403490444996,0.0008403490444996,0.0008403490444996,0.5683712737343168
mp_count_conditioning,geometry,mpj_knn18,oracle_gap_core,0.2,8.0,0.0,0.5,1,0.0008408949723617,0.0008408949723617,0.0008408949723617,0.5490560222002275
transductive_episode_count,subject_chunk,actual_knn40,core_q_s23,0.15,,,0.75,1,0.0008416810614459,0.0008416810614459,0.0008416810614459,0.5683726057512631
transductive_episode_count,subject_chunk,ctx_future_label,core_q_s23,0.15,,,0.5,1,0.0008419570047621,0.0008419570047621,0.0008419570047621,0.5683728816945793
transductive_episode_count,subject_chunk,ctx_ridge50,s23_only,0.25,,,0.75,1,0.0008428922810991,0.0008428922810991,0.0008428922810991,0.5683738169709163
mp_count_conditioning,geometry,mpj_blend_resid_knn,s23_only,0.2,20.0,0.0,0.75,1,0.0008429659759305,0.0008429659759305,0.0008429659759305,0.5490580932037964
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,s23_only,0.7,8.0,0.35,0.5,1,0.0008433873009543,0.0008433873009543,0.0008433873009543,0.5490585145288202
mp_count_conditioning,geometry,mpj_blend_xt_ridge,s23_only,0.9,2.0,0.35,0.5,1,0.0008435779084335,0.0008435779084335,0.0008435779084335,0.5490587051362994
transductive_episode_count,subject_chunk,label_ctx_blend_prior_ridge50,core_q_s23,0.15,,,0.75,1,0.0008438821695173,0.0008438821695173,0.0008438821695173,0.5683748068593345
mp_count_conditioning,geometry,mpj_ridge_resid,all,0.5,4.0,0.0,0.5,1,0.0008439034707635,0.0008439034707635,0.0008439034707635,0.5490590306986294
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,no_q2,0.5,20.0,0.0,0.5,1,0.0008442852051191,0.0008442852051191,0.0008442852051191,0.549059412432985
mp_count_conditioning,geometry,mpj_xt_resid,all,0.35,20.0,0.0,1.0,1,0.0008444688919663,0.0008444688919663,0.0008444688919663,0.5490595961198321
transductive_episode_count,subject_chunk,label_ctx_knn5,s23_only,0.15,,,1.0,1,0.0008450683447446,0.0008450683447446,0.0008450683447446,0.5683759930345618
transductive_episode_count,subject_chunk,actual_knn15,core_q_s23,0.15,,,0.5,1,0.0008455799294571,0.0008455799294571,0.0008455799294571,0.5683765046192742
mp_count_conditioning,geometry,mpj_ridge_resid,s23_only,0.35,20.0,0.35,1.0,1,0.0008459987517929,0.0008459987517929,0.0008459987517929,0.5490611259796587
transductive_episode_count,subject_chunk,actual_ctx_ridge150,stage_only,0.15,,,0.75,1,0.0008464432548311,0.0008464432548311,0.0008464432548311,0.5683773679446483
transductive_episode_count,subject_chunk,actual_ctx_knn40,core_q_s23,0.15,,,0.5,1,0.000846844885375,0.000846844885375,0.000846844885375,0.5683777695751921
transductive_episode_count,subject_chunk,label_ctx_proto10,core_q_s23,0.25,,,0.5,1,0.0008470210439143,0.0008470210439143,0.0008470210439143,0.5683779457337315
mp_count_conditioning,geometry,mpj_ridge_resid,q13_s23,0.35,4.0,0.0,1.0,1,0.0008478870449443,0.0008478870449443,0.0008478870449443,0.5490630142728101
mp_count_conditioning,geometry,mpj_xt_resid,s23_only,0.2,4.0,0.0,1.0,1,0.0008478923928554,0.0008478923928554,0.0008478923928554,0.5490630196207212
mp_count_conditioning,geometry,mpj_blend_xt_ridge,no_q2,0.2,4.0,0.35,1.0,1,0.0008480060949024,0.0008480060949024,0.0008480060949024,0.5490631333227682
transductive_episode_count,subject_chunk,pred_ridge10,core_q_s23,0.15,,,0.75,1,0.0008482648211026,0.0008482648211026,0.0008482648211026,0.5683791895109198
mp_count_conditioning,geometry,mpj_ridge_resid,stage_only,0.2,20.0,0.0,0.5,1,0.0008483423085576,0.0008483423085576,0.0008483423085576,0.5490634695364235
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,s23_only,0.2,2.0,0.0,0.75,1,0.0008486389815391,0.0008486389815391,0.0008486389815391,0.549063766209405
mp_count_conditioning,geometry,mpj_knn18,all,0.2,20.0,0.35,0.5,1,0.000849208647771,0.000849208647771,0.000849208647771,0.5490643358756369
transductive_episode_count,subject_chunk,mix_blend_prior_ridge50,s23_only,0.35,,,0.5,1,0.0008494839926274,0.0008494839926274,0.0008494839926274,0.5683804086824445
transductive_episode_count,subject_chunk,actual_knn5,stage_only,0.35,,,0.5,1,0.0008498447381738,0.0008498447381738,0.0008498447381738,0.568380769427991
transductive_episode_count,subject_chunk,label_ctx_knn40,core_q_s23,0.25,,,0.5,1,0.000849958955452,0.000849958955452,0.000849958955452,0.5683808836452692
transductive_episode_count,subject_chunk,actual_ctx_ridge10,s23_only,0.15,,,0.75,1,0.0008500020893134,0.0008500020893134,0.0008500020893134,0.5683809267791305
mp_count_conditioning,geometry,mpj_ridge_resid,all,0.35,20.0,0.0,0.75,1,0.0008500738941522,0.0008500738941522,0.0008500738941522,0.5490652011220181
mp_count_conditioning,geometry,mpj_blend_resid_knn,no_q2,0.2,2.0,0.35,0.5,1,0.0008509978349291,0.0008509978349291,0.0008509978349291,0.549066125062795
transductive_episode_count,subject_chunk,mix_proto10,stage_only,0.15,,,0.5,1,0.0008516677276466,0.0008516677276466,0.0008516677276466,0.5683825924174638
transductive_episode_count,subject_chunk,pred_blend_knn15_ridge50,no_q2,0.25,,,0.5,1,0.0008524643007628,0.0008524643007628,0.0008524643007628,0.5683833889905799
mp_count_conditioning,geometry,mpj_ridge_rate,s23_only,0.5,2.0,0.35,0.5,1,0.0008525885231979,0.0008525885231979,0.0008525885231979,0.5490677157510637
transductive_episode_count,subject_chunk,actual_knn40,all,0.35,,,0.35,1,0.0008531104320528,0.0008531104320528,0.0008531104320528,0.56838403512187
mp_count_conditioning,geometry,mpj_xt_resid,no_q2,0.2,2.0,0.35,0.5,1,0.0008543016976897,0.0008543016976897,0.0008543016976897,0.5490694289255555
transductive_episode_count,subject_chunk,actual_ridge50,all,0.35,,,0.35,1,0.0008545063102968,0.0008545063102968,0.0008545063102968,0.568385431000114
mp_count_conditioning,geometry,mpj_ridge_resid,no_q2,0.35,20.0,0.35,1.0,1,0.0008548258981813,0.0008548258981813,0.0008548258981813,0.5490699531260471
mp_count_conditioning,geometry,mpj_xt_resid,stage_only,0.35,2.0,0.35,0.5,1,0.0008552523862083,0.0008552523862083,0.0008552523862083,0.5490703796140741
mp_count_conditioning,geometry,mpj_ridge_rate,no_q2,0.2,4.0,0.35,1.0,1,0.0008554574511897,0.0008554574511897,0.0008554574511897,0.5490705846790556
mp_count_conditioning,geometry,mpj_ridge_rate,no_q2,0.7,8.0,0.35,0.5,1,0.0008561803037129,0.0008561803037129,0.0008561803037129,0.5490713075315787
transductive_episode_count,subject_chunk,pred_knn15,s23_only,0.5,,,0.35,1,0.0008564552958736,0.0008564552958736,0.0008564552958736,0.5683873799856908
transductive_episode_count,subject_chunk,mix_knn40,q_only,0.5,,,0.35,1,0.000856705030427,0.000856705030427,0.000856705030427,0.5683876297202441
mp_count_conditioning,geometry,mpj_blend_xt_ridge,s23_only,0.7,20.0,0.35,0.75,1,0.0008570511967178,0.0008570511967178,0.0008570511967178,0.5490721784245837
mp_count_conditioning,geometry,mpj_xt_resid,q13_s23,0.9,20.0,0.35,1.0,1,0.0008571042100339,0.0008571042100339,0.0008571042100339,0.5490722314378997
mp_count_conditioning,geometry,mpj_ridge_rate,all,0.35,8.0,0.35,1.0,1,0.0008576326720136,0.0008576326720136,0.0008576326720136,0.5490727598998795
transductive_episode_count,subject_chunk,label_ctx_knn15,all,0.15,,,0.5,1,0.0008581130959229,0.0008581130959229,0.0008581130959229,0.5683890377857401
mp_count_conditioning,geometry,mpj_blend_resid_knn,all,0.2,8.0,0.0,0.75,1,0.0008589440475617,0.0008589440475617,0.0008589440475617,0.5490740712754275
mp_count_conditioning,geometry,mpj_ridge_rate,oracle_gap_core,0.35,4.0,0.0,1.0,1,0.0008591148148221,0.0008591148148221,0.0008591148148221,0.549074242042688
mp_count_conditioning,geometry,mpj_knn18,q13_s23,0.2,20.0,0.0,0.5,1,0.0008593733284968,0.0008593733284968,0.0008593733284968,0.5490745005563626
mp_count_conditioning,geometry,mpj_xt_resid,stage_only,0.5,4.0,0.35,0.5,1,0.0008596791880679,0.0008596791880679,0.0008596791880679,0.5490748064159338
transductive_episode_count,subject_chunk,mix_proto10,no_q2,0.15,,,0.35,1,0.0008597551598643,0.0008597551598643,0.0008597551598643,0.5683906798496815
transductive_episode_count,subject_chunk,ctx_prior_label,q_only,0.15,,,0.5,1,0.0008599422748246,0.0008599422748246,0.0008599422748246,0.5683908669646418
mp_count_conditioning,geometry,mpj_xt_resid,all,0.2,4.0,0.35,1.0,1,0.0008605939530683,0.0008605939530683,0.0008605939530683,0.5490757211809342
transductive_episode_count,subject_chunk,ctx_blend_prior_ridge50,s23_only,0.35,,,0.5,1,0.0008606991509901,0.0008606991509901,0.0008606991509901,0.5683916238408073
transductive_episode_count,subject_chunk,actual_knn40,s23_only,0.15,,,1.0,1,0.0008614983647803,0.0008614983647803,0.0008614983647803,0.5683924230545975
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,no_q2,0.5,20.0,0.35,0.75,1,0.0008628146439635,0.0008628146439635,0.0008628146439635,0.5490779418718293
transductive_episode_count,subject_chunk,label_ctx_ridge10,core_q_s23,0.25,,,0.75,1,0.000863188768452,0.000863188768452,0.000863188768452,0.5683941134582692
transductive_episode_count,subject_chunk,actual_ctx_knn15,stage_only,0.35,,,0.35,1,0.0008633731810165,0.0008633731810165,0.0008633731810165,0.5683942978708337
mp_count_conditioning,geometry,mpj_ridge_resid,s23_only,0.7,20.0,0.35,0.5,1,0.0008641797182019,0.0008641797182019,0.0008641797182019,0.5490793069460678
transductive_episode_count,subject_chunk,label_ctx_ridge150,stage_only,0.35,,,0.5,1,0.0008642919865191,0.0008642919865191,0.0008642919865191,0.5683952166763363
transductive_episode_count,subject_chunk,ctx_proto10,core_q_s23,0.15,,,0.35,1,0.0008644505684987,0.0008644505684987,0.0008644505684987,0.5683953752583158
transductive_episode_count,subject_chunk,ctx_ridge150,all,0.15,,,0.35,1,0.0008646413115811,0.0008646413115811,0.0008646413115811,0.5683955660013983
mp_count_conditioning,geometry,mpj_blend_resid_knn,oracle_gap_core,0.7,8.0,0.35,0.75,1,0.0008653265388501,0.0008653265388501,0.0008653265388501,0.549080453766716
transductive_episode_count,subject_chunk,ctx_ridge50,stage_only,0.35,,,0.35,1,0.0008654770854535,0.0008654770854535,0.0008654770854535,0.5683964017752707
mp_count_conditioning,geometry,mpj_xt_resid,all,0.5,8.0,0.35,1.0,1,0.000865737613946,0.000865737613946,0.000865737613946,0.5490808648418118
mp_count_conditioning,geometry,mpj_base_anchor,all,0.9,4.0,0.35,1.0,1,0.0008658210499475,0.0008658210499475,0.0008658210499475,0.5490809482778134
mp_count_conditioning,geometry,mpj_base_anchor,all,0.7,4.0,0.35,1.0,1,0.000865821055239,0.000865821055239,0.000865821055239,0.5490809482831048
mp_count_conditioning,geometry,mpj_base_anchor,all,0.5,4.0,0.35,1.0,1,0.0008658210605303,0.0008658210605303,0.0008658210605303,0.5490809482883962
mp_count_conditioning,geometry,mpj_base_anchor,all,0.35,4.0,0.35,1.0,1,0.0008658210644988,0.0008658210644988,0.0008658210644988,0.5490809482923646
mp_count_conditioning,geometry,mpj_base_anchor,all,0.2,4.0,0.35,1.0,1,0.0008658210684674,0.0008658210684674,0.0008658210684674,0.5490809482963332
transductive_episode_count,subject_chunk,pred_knn40,no_q2,0.35,,,0.35,1,0.000866426647144,0.000866426647144,0.000866426647144,0.5683973513369612
transductive_episode_count,subject_chunk,label_ctx_knn5,no_q2,0.15,,,0.75,1,0.0008670208073263,0.0008670208073263,0.0008670208073263,0.5683979454971435
transductive_episode_count,subject_chunk,ctx_blend_prior_ridge50,stage_only,0.15,,,0.75,1,0.0008672932968591,0.0008672932968591,0.0008672932968591,0.5683982179866763
mp_count_conditioning,geometry,mpj_blend_xt_ridge,no_q2,0.7,20.0,0.35,0.75,1,0.0008673160241835,0.0008673160241835,0.0008673160241835,0.5490824432520494
mp_count_conditioning,geometry,mpj_ridge_rate,all,0.5,8.0,0.35,0.75,1,0.0008675473983794,0.0008675473983794,0.0008675473983794,0.5490826746262453
transductive_episode_count,subject_chunk,actual_ridge150,s23_only,0.5,,,0.35,1,0.0008678447444367,0.0008678447444367,0.0008678447444367,0.5683987694342539
mp_count_conditioning,geometry,mpj_base_anchor,s23_only,0.9,2.0,0.0,1.0,1,0.0008686978803942,0.0008686978803942,0.0008686978803942,0.54908382510826
mp_count_conditioning,geometry,mpj_base_anchor,s23_only,0.7,2.0,0.0,1.0,1,0.0008686979561531,0.0008686979561531,0.0008686979561531,0.549083825184019
mp_count_conditioning,geometry,mpj_base_anchor,s23_only,0.5,2.0,0.0,1.0,1,0.0008686980319121,0.0008686980319121,0.0008686980319121,0.549083825259778
mp_count_conditioning,geometry,mpj_base_anchor,s23_only,0.35,2.0,0.0,1.0,1,0.0008686980887312,0.0008686980887312,0.0008686980887312,0.549083825316597
mp_count_conditioning,geometry,mpj_base_anchor,s23_only,0.2,2.0,0.0,1.0,1,0.0008686981455504,0.0008686981455504,0.0008686981455504,0.5490838253734163
mp_count_conditioning,geometry,mpj_xt_resid,s23_only,0.2,2.0,0.0,0.75,1,0.0008687553869869,0.0008687553869869,0.0008687553869869,0.5490838826148527
transductive_episode_count,subject_chunk,pred_blend_prior_ridge50,no_q2,0.25,,,0.35,1,0.0008687907568856,0.0008687907568856,0.0008687907568856,0.5683997154467028
transductive_episode_count,subject_chunk,ctx_prior_label,stage_only,0.25,,,0.35,1,0.0008688269103772,0.0008688269103772,0.0008688269103772,0.5683997516001944
transductive_episode_count,subject_chunk,ctx_blend_prior_ridge50,no_q2,0.15,,,0.5,1,0.0008688270345105,0.0008688270345105,0.0008688270345105,0.5683997517243277
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,4.0,0.0,1.0,1,0.0008690907284087,0.0008690907284087,0.0008690907284087,0.5490842179562746
mp_count_conditioning,geometry,mpj_blend_resid_knn,no_q2,0.5,20.0,0.35,0.5,1,0.0008694157621236,0.0008694157621236,0.0008694157621236,0.5490845429899894
transductive_episode_count,subject_chunk,ctx_blend_prior_ridge50,s23_only,0.5,,,0.35,1,0.0008695314395598,0.0008695314395598,0.0008695314395598,0.568400456129377
mp_count_conditioning,geometry,mpj_xt_resid,s23_only,0.7,4.0,0.35,0.75,1,0.0008695938880831,0.0008695938880831,0.0008695938880831,0.549084721115949
transductive_episode_count,subject_chunk,actual_ctx_ridge50,stage_only,0.15,,,0.75,1,0.0008697426279126,0.0008697426279126,0.0008697426279126,0.5684006673177298
transductive_episode_count,subject_chunk,pred_blend_prior_knn15,core_q_s23,0.15,,,0.5,1,0.0008698029510583,0.0008698029510583,0.0008698029510583,0.5684007276408755
mp_count_conditioning,geometry,mpj_xt_resid,no_q2,0.2,4.0,0.35,0.75,1,0.0008700118225378,0.0008700118225378,0.0008700118225378,0.5490851390504037
transductive_episode_count,subject_chunk,ctx_knn15,all,0.15,,,0.35,1,0.0008703693016823,0.0008703693016823,0.0008703693016823,0.5684012939914995
transductive_episode_count,subject_chunk,actual_knn40,q_only,0.25,,,0.75,1,0.0008709406020939,0.0008709406020939,0.0008709406020939,0.5684018652919111
mp_count_conditioning,geometry,mpj_blend_xt_ridge,s23_only,0.35,2.0,0.35,1.0,1,0.0008711423364453,0.0008711423364453,0.0008711423364453,0.5490862695643112
transductive_episode_count,subject_chunk,ctx_bidir_label,all,0.25,,,0.35,1,0.0008711587827868,0.0008711587827868,0.0008711587827868,0.568402083472604
transductive_episode_count,subject_chunk,pred_blend_prior_ridge50,all,0.15,,,0.5,1,0.0008715107872445,0.0008715107872445,0.0008715107872445,0.5684024354770617
transductive_episode_count,subject_chunk,actual_blend_prior_knn15,s23_only,0.5,,,0.35,1,0.0008723769754502,0.0008723769754502,0.0008723769754502,0.5684033016652674
transductive_episode_count,subject_chunk,mix_blend_prior_ridge50,q_only,0.15,,,1.0,1,0.0008724562472284,0.0008724562472284,0.0008724562472284,0.5684033809370456
mp_count_conditioning,geometry,mpj_xt_resid,oracle_gap_core,0.35,2.0,0.0,0.75,1,0.000873107828258,0.000873107828258,0.000873107828258,0.5490882350561238
mp_count_conditioning,geometry,mpj_ridge_resid,s23_only,0.2,2.0,0.0,0.75,1,0.0008732585185373,0.0008732585185373,0.0008732585185373,0.5490883857464032
transductive_episode_count,subject_chunk,pred_blend_knn15_ridge50,q_only,0.25,,,0.75,1,0.0008733533173956,0.0008733533173956,0.0008733533173956,0.5684042780072128
transductive_episode_count,subject_chunk,pred_knn15,stage_only,0.35,,,0.35,1,0.0008733671955857,0.0008733671955857,0.0008733671955857,0.5684042918854029
transductive_episode_count,subject_chunk,actual_ctx_ridge10,q_only,0.35,,,0.35,1,0.000873923002815,0.000873923002815,0.000873923002815,0.5684048476926322
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.9,4.0,0.0,0.75,1,0.0008740808868409,0.0008740808868409,0.0008740808868409,0.5490892081147067
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.7,4.0,0.0,0.75,1,0.0008740809035463,0.0008740809035463,0.0008740809035463,0.5490892081314122
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.5,4.0,0.0,0.75,1,0.0008740809202518,0.0008740809202518,0.0008740809202518,0.5490892081481177
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.35,4.0,0.0,0.75,1,0.0008740809327809,0.0008740809327809,0.0008740809327809,0.5490892081606468
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.2,4.0,0.0,0.75,1,0.00087408094531,0.00087408094531,0.00087408094531,0.5490892081731759
mp_count_conditioning,geometry,mpj_xt_resid,stage_only,0.35,8.0,0.35,0.75,1,0.0008741212575016,0.0008741212575016,0.0008741212575016,0.5490892484853674
mp_count_conditioning,geometry,mpj_blend_resid_knn,s23_only,0.5,20.0,0.35,0.5,1,0.0008742492240991,0.0008742492240991,0.0008742492240991,0.549089376451965
transductive_episode_count,subject_chunk,actual_ctx_ridge150,s23_only,0.35,,,0.35,1,0.0008744368643347,0.0008744368643347,0.0008744368643347,0.5684053615541519
transductive_episode_count,subject_chunk,mix_knn15,q_only,0.15,,,1.0,1,0.000874531815284,0.000874531815284,0.000874531815284,0.5684054565051012
transductive_episode_count,subject_chunk,ctx_blend_knn15_ridge50,no_q2,0.25,,,0.35,1,0.0008746211226173,0.0008746211226173,0.0008746211226173,0.5684055458124345
transductive_episode_count,subject_chunk,pred_ridge50,core_q_s23,0.15,,,0.75,1,0.0008746949411273,0.0008746949411273,0.0008746949411273,0.5684056196309445
mp_count_conditioning,geometry,mpj_blend_resid_knn,all,0.35,8.0,0.35,0.75,1,0.0008751257575951,0.0008751257575951,0.0008751257575951,0.549090252985461
mp_count_conditioning,geometry,mpj_xt_resid,q13_s23,0.35,4.0,0.0,0.75,1,0.0008758784899893,0.0008758784899893,0.0008758784899893,0.5490910057178552
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,s23_only,0.35,8.0,0.35,1.0,1,0.0008759202969914,0.0008759202969914,0.0008759202969914,0.5490910475248573
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,all,0.35,4.0,0.35,1.0,1,0.0008761895343396,0.0008761895343396,0.0008761895343396,0.5490913167622055
transductive_episode_count,subject_chunk,pred_blend_prior_knn15,q_only,0.15,,,0.75,1,0.0008763178406179,0.0008763178406179,0.0008763178406179,0.5684072425304351
transductive_episode_count,subject_chunk,pred_ridge150,stage_only,0.15,,,1.0,1,0.0008766749603016,0.0008766749603016,0.0008766749603016,0.5684075996501188
mp_count_conditioning,geometry,mpj_knn18,s23_only,0.2,2.0,0.35,0.5,1,0.0008767773278396,0.0008767773278396,0.0008767773278396,0.5490919045557054
mp_count_conditioning,geometry,mpj_base_anchor,q13_s23,0.9,4.0,0.0,0.75,1,0.0008771706360417,0.0008771706360417,0.0008771706360417,0.5490922978639076
mp_count_conditioning,geometry,mpj_base_anchor,q13_s23,0.7,4.0,0.0,0.75,1,0.000877170704538,0.000877170704538,0.000877170704538,0.5490922979324039
mp_count_conditioning,geometry,mpj_base_anchor,q13_s23,0.5,4.0,0.0,0.75,1,0.0008771707730343,0.0008771707730343,0.0008771707730343,0.5490922980009002
mp_count_conditioning,geometry,mpj_base_anchor,q13_s23,0.35,4.0,0.0,0.75,1,0.0008771708244067,0.0008771708244067,0.0008771708244067,0.5490922980522726
mp_count_conditioning,geometry,mpj_base_anchor,q13_s23,0.2,4.0,0.0,0.75,1,0.0008771708757788,0.0008771708757788,0.0008771708757788,0.5490922981036447
transductive_episode_count,subject_chunk,actual_ridge50,no_q2,0.15,,,0.75,1,0.0008774766236514,0.0008774766236514,0.0008774766236514,0.5684084013134686
transductive_episode_count,subject_chunk,label_ctx_blend_prior_knn15,stage_only,0.35,,,0.35,1,0.0008775326866568,0.0008775326866568,0.0008775326866568,0.5684084573764739
mp_count_conditioning,geometry,mpj_blend_resid_knn,oracle_gap_core,0.5,8.0,0.35,1.0,1,0.0008786336963111,0.0008786336963111,0.0008786336963111,0.5490937609241769
transductive_episode_count,subject_chunk,actual_ctx_ridge150,s23_only,0.25,,,0.5,1,0.0008787454905527,0.0008787454905527,0.0008787454905527,0.5684096701803699
transductive_episode_count,subject_chunk,label_ctx_blend_knn15_ridge50,q_only,0.25,,,0.75,1,0.0008798843644574,0.0008798843644574,0.0008798843644574,0.5684108090542745
transductive_episode_count,subject_chunk,mix_knn40,q_only,0.35,,,0.5,1,0.0008802502060718,0.0008802502060718,0.0008802502060718,0.568411174895889
mp_count_conditioning,geometry,mpj_xt_resid,no_q2,0.7,4.0,0.35,0.5,1,0.0008803656443258,0.0008803656443258,0.0008803656443258,0.5490954928721916
transductive_episode_count,subject_chunk,ctx_past_label,q_only,0.35,,,0.5,1,0.0008804124167014,0.0008804124167014,0.0008804124167014,0.5684113371065186
transductive_episode_count,subject_chunk,ctx_knn40,core_q_s23,0.15,,,0.75,1,0.0008805577799843,0.0008805577799843,0.0008805577799843,0.5684114824698014
transductive_episode_count,subject_chunk,label_ctx_ridge150,q_only,0.75,,,0.35,1,0.0008806820506168,0.0008806820506168,0.0008806820506168,0.568411606740434
transductive_episode_count,subject_chunk,actual_ctx_proto10,core_q_s23,0.25,,,0.35,1,0.0008811320227539,0.0008811320227539,0.0008811320227539,0.5684120567125711
transductive_episode_count,subject_chunk,actual_knn15,no_q2,0.25,,,0.5,1,0.0008818190697464,0.0008818190697464,0.0008818190697464,0.5684127437595636
transductive_episode_count,subject_chunk,actual_blend_knn15_ridge50,q_only,0.5,,,0.35,1,0.0008822163413554,0.0008822163413554,0.0008822163413554,0.5684131410311726
transductive_episode_count,subject_chunk,actual_ctx_knn15,no_q2,0.25,,,0.35,1,0.0008823405384273,0.0008823405384273,0.0008823405384273,0.5684132652282445
transductive_episode_count,subject_chunk,ctx_blend_prior_knn15,s23_only,0.25,,,0.75,1,0.0008824119142214,0.0008824119142214,0.0008824119142214,0.5684133366040386
transductive_episode_count,subject_chunk,pred_ridge150,s23_only,0.25,,,0.75,1,0.0008828469449586,0.0008828469449586,0.0008828469449586,0.5684137716347758
transductive_episode_count,subject_chunk,mix_knn5,q_only,0.15,,,1.0,1,0.0008829873587293,0.0008829873587293,0.0008829873587293,0.5684139120485465
transductive_episode_count,subject_chunk,pred_knn5,all,0.25,,,0.35,1,0.0008832630063512,0.0008832630063512,0.0008832630063512,0.5684141876961684
transductive_episode_count,subject_chunk,ctx_future_label,all,0.15,,,0.35,1,0.0008834073997983,0.0008834073997983,0.0008834073997983,0.5684143320896154
transductive_episode_count,subject_chunk,label_ctx_knn5,s23_only,0.5,,,0.35,1,0.0008834368573635,0.0008834368573635,0.0008834368573635,0.5684143615471807
mp_count_conditioning,geometry,mpj_xt_resid,no_q2,0.5,8.0,0.35,0.75,1,0.0008836230572197,0.0008836230572197,0.0008836230572197,0.5490987502850856
transductive_episode_count,subject_chunk,actual_ctx_proto10,all,0.25,,,0.35,1,0.0008841625690165,0.0008841625690165,0.0008841625690165,0.5684150872588337
mp_count_conditioning,geometry,mpj_blend_resid_knn,q13_s23,0.5,20.0,0.35,1.0,1,0.0008844890536331,0.0008844890536331,0.0008844890536331,0.549099616281499
transductive_episode_count,subject_chunk,label_ctx_knn15,stage_only,0.35,,,0.35,1,0.0008852031468786,0.0008852031468786,0.0008852031468786,0.5684161278366958
mp_count_conditioning,geometry,mpj_knn18,oracle_gap_core,0.35,20.0,0.35,0.5,1,0.0008864415892232,0.0008864415892232,0.0008864415892232,0.549101568817089
transductive_episode_count,subject_chunk,actual_ctx_ridge50,s23_only,0.35,,,0.35,1,0.0008866408177282,0.0008866408177282,0.0008866408177282,0.5684175655075454
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.9,2.0,0.0,0.5,1,0.0008870854013942,0.0008870854013942,0.0008870854013942,0.5491022126292601
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.7,2.0,0.0,0.5,1,0.0008870854118653,0.0008870854118653,0.0008870854118653,0.5491022126397311
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.5,2.0,0.0,0.5,1,0.0008870854223362,0.0008870854223362,0.0008870854223362,0.5491022126502021
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.35,2.0,0.0,0.5,1,0.0008870854301895,0.0008870854301895,0.0008870854301895,0.5491022126580554
mp_count_conditioning,geometry,mpj_base_anchor,stage_only,0.2,2.0,0.0,0.5,1,0.0008870854380428,0.0008870854380428,0.0008870854380428,0.5491022126659086
mp_count_conditioning,geometry,mpj_blend_xt_ridge,s23_only,0.5,8.0,0.35,1.0,1,0.0008872033905247,0.0008872033905247,0.0008872033905247,0.5491023306183905
transductive_episode_count,subject_chunk,pred_blend_prior_knn15,s23_only,0.25,,,0.75,1,0.0008876848330139,0.0008876848330139,0.0008876848330139,0.5684186095228311
transductive_episode_count,subject_chunk,actual_ctx_ridge10,q_only,0.25,,,0.5,1,0.0008879372853897,0.0008879372853897,0.0008879372853897,0.5684188619752069
transductive_episode_count,subject_chunk,actual_ctx_blend_prior_ridge50,no_q2,0.15,,,0.5,1,0.0008882388355292,0.0008882388355292,0.0008882388355292,0.5684191635253464
transductive_episode_count,subject_chunk,actual_blend_prior_ridge50,s23_only,0.25,,,0.75,1,0.0008883093763429,0.0008883093763429,0.0008883093763429,0.5684192340661601
