pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,selected_tail_adv_mean,selected_e72_pos_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass
2,0,e101_control_a3f7c96f,control,e86,,,,,,,,,-2.7705869828476004e-05,-2.7705869828476004e-05,-3.498042661254086e-05,-6.9100032192848104e-06,-6.9100032192848104e-06,-1.3700079533940368e-05,-3.533869208549589e-05,-3.533869208549589e-05,-3.498042661254086e-05,-4.086891418064731e-05,-4.086891418064731e-05,-3.498042661254086e-05,-4.086891418064731e-05,-6.9100032192848104e-06,3,3,1,-0.0003074391775771235,-0.00017278562923006557,-0.00023918120377530716,-0.000290814306410897,-0.00046435628805567564,-0.0003775852972332863,-0.0005349503017766005,6.344131569286608e-17,0.75,1.0,True,0.006064145347338554,0.005556388911177608,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0010102416357210917,0.0033252470618392728,0.40808492206760344,0.00292307752318128,1.333451444160868e-05,0.0005158669242698437,134,False,False,0.00028968713789107763,0.0,0.0004248088360237893,0.00035842293906810036,5.033944904413055e-06,2.487548290270845e-05,1.977582109812559e-06,3.170313020004565e-06,2.0344644904461583e-05,4.018618290275698e-05,1.7288282109861087e-05,1.8481013020053092e-05,4.660642555632791e-05,4.917921991988985e-05,4.518135510693425e-05,4.598739589983163e-05,False
3,0,e101_control_a85c4e39,control,noq2,,,,,,,,,-2.6946089001889106e-05,-2.6946089001889106e-05,-3.2657164672267314e-05,-7.289320977377223e-06,-7.289320977377223e-06,-1.3311294313256283e-05,-3.406216059576028e-05,-3.406216059576028e-05,-3.2657164672267314e-05,-3.948678543230777e-05,-3.948678543230777e-05,-3.2657164672267314e-05,-3.948678543230777e-05,-7.289320977377223e-06,3,3,2,-0.00017163790502200404,-5.477319245783541e-05,-0.00020384126990086182,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.00044711987664380274,0.00012411200796254927,0.6111111111111112,0.9444444444444444,True,0.00582710107715536,0.004724060355467733,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0009067982716429349,0.002924101791929996,0.3156268001192566,0.0028202888393072793,1.3741663919056323e-05,0.00043781579843987664,550,False,False,0.023174971031286212,0.07336956521739131,0.029736618521665252,0.028315412186379927,-2.0916471251677766e-08,-1.5310032569137685e-06,-3.577571354414221e-06,-2.4951968440133097e-06,1.528978352879685e-05,1.3779696743134758e-05,1.1733128645634306e-05,1.2815503156035217e-05,3.149226907425702e-05,2.917001370629219e-05,2.280765237480585e-05,2.5684770656654262e-05,False
4,0,e101_control_28925de5,control,e90,,,,,,,,,-2.6932385085221e-05,-2.6932385085221e-05,-3.1945072631711646e-05,-6.1633542025596455e-06,-6.1633542025596455e-06,-1.2825509790648226e-05,-3.453015277210536e-05,-3.453015277210536e-05,-3.1945072631711646e-05,-4.010364828088697e-05,-4.010364828088697e-05,-3.1945072631711646e-05,-4.010364828088697e-05,-6.1633542025596455e-06,3,3,3,-0.000250999367211191,-0.0001371198192592349,-0.0002161681491864298,-0.00014939940246563865,-0.00045027753282264604,-0.00029983846764414235,-0.0004585389359312461,8.326672684688674e-17,0.75,1.0,True,0.005777398679573552,0.00490186612030714,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0009340306314570177,0.0029883889789963968,0.37181946833365975,0.00279194413055124,1.2516592119249648e-05,0.00045289608918243953,162,False,False,0.002607184241019699,0.002717391304347826,0.002973661852166525,0.0025089605734767025,-1.9384001653974126e-06,5.843104420419096e-06,-3.625782807051655e-06,-3.0098603560129998e-06,1.3372299834651114e-05,2.1153804420467624e-05,1.1684917192996872e-05,1.2300839644035527e-05,3.124429880987986e-05,3.4259935062827696e-05,2.4938911743229367e-05,2.71915261385158e-05,False
53,0,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e95,e89,q2_e72_pos_q0.25,q2,0.75,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6223244055101347e-05,-2.6223244055101347e-05,-3.2217692900071704e-05,-5.2193043044157506e-06,-5.2193043044157506e-06,-1.1795117984991776e-05,-3.3861474641905254e-05,-3.3861474641905254e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-3.958895321864997e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-5.2193043044157506e-06,3,3,100,-0.00013373010731718705,-4.6591717947519484e-05,-0.00017404396808676226,-5.369099123156418e-05,-0.00044162306692771547,-0.0002476570290796398,-0.00041349825920699386,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005542255836767134,0.004295896689988076,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007867608281434672,0.0025349172888172234,0.3480563223557736,0.002699596715603663,1.144044187374423e-05,6.022586301667824e-06,1,True,True,1.0,1.0,1.0,1.0,-1.55701622377707e-05,-1.6033374256914265e-05,-1.5538305217775247e-05,-1.5551866498430507e-05,-2.5946223772217604e-07,-7.226742568657373e-07,-2.2760521772671885e-07,-2.4116649838198e-07,-1.031287858081716e-08,-5.585241218665439e-08,-1.2520704948746727e-08,-1.1078399748756715e-08,True
53,0,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e95,e85,q2_e72_pos_q0.25,q2,0.75,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6223244055101347e-05,-2.6223244055101347e-05,-3.2217692900071704e-05,-5.2193043044157506e-06,-5.2193043044157506e-06,-1.1795117984991776e-05,-3.3861474641905254e-05,-3.3861474641905254e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-3.958895321864997e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-5.2193043044157506e-06,3,3,304,-0.00013373010731718705,-4.6591717947519484e-05,-0.00017404396808676226,-5.369099123156418e-05,-0.00044162306692771547,-0.0002476570290796398,-0.00041349825920699386,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005542255836767134,0.004295896689988076,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007867608281434672,0.0025349172888172234,0.3480563223557736,0.002699596715603663,1.144044187374423e-05,6.022586301667824e-06,1,True,True,1.0,1.0,1.0,1.0,-1.55701622377707e-05,-1.6033374256914265e-05,-1.5538305217775247e-05,-1.5551866498430507e-05,-2.5946223772217604e-07,-7.226742568657373e-07,-2.2760521772671885e-07,-2.4116649838198e-07,-1.031287858081716e-08,-5.585241218665439e-08,-1.2520704948746727e-08,-1.1078399748756715e-08,True
53,0,e101_e95_q2s3_tail_graft_28f34e5c,e95_q2s3_tail_graft,e95,mixmin,q2_e72_pos_q0.25,q2,0.75,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6223244055101347e-05,-2.6223244055101347e-05,-3.2217692900071704e-05,-5.2193043044157506e-06,-5.2193043044157506e-06,-1.1795117984991776e-05,-3.3861474641905254e-05,-3.3861474641905254e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-3.958895321864997e-05,-3.2217692900071704e-05,-3.958895321864997e-05,-5.2193043044157506e-06,3,3,508,-0.00013373010731718705,-4.6591717947519484e-05,-0.00017404396808676226,-5.369099123156418e-05,-0.00044162306692771547,-0.0002476570290796398,-0.00041349825920699386,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005542255836767134,0.004295896689988076,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007867608281434672,0.0025349172888172234,0.3480563223557736,0.002699596715603663,1.144044187374423e-05,6.022586301667824e-06,1,True,True,1.0,1.0,1.0,1.0,-1.55701622377707e-05,-1.6033374256914265e-05,-1.5538305217775247e-05,-1.5551866498430507e-05,-2.5946223772217604e-07,-7.226742568657373e-07,-2.2760521772671885e-07,-2.4116649838198e-07,-1.031287858081716e-08,-5.585241218665439e-08,-1.2520704948746727e-08,-1.1078399748756715e-08,True
54,0,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e95,e89,q2_e72_pos_q0.25,q2,1.0,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6222346882875947e-05,-2.6222346882875947e-05,-3.2234576925027625e-05,-5.209487404123081e-06,-5.209487404123081e-06,-1.176142556724713e-05,-3.386530776572361e-05,-3.386530776572361e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-3.959224547855911e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-5.209487404123081e-06,3,3,101,-0.00013399207093788278,-4.529870672786984e-05,-0.00017370906639543882,-5.1346679391939265e-05,-0.00044162306692771547,-0.00024648487315982737,-0.0004124807627488301,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005540248307999931,0.004288870339302866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007860463105959542,0.0025323705471616055,0.34601959008637967,0.0026988821980561497,1.1439633616028106e-05,8.030115068870606e-06,1,True,True,1.0,1.0,1.0,1.0,-1.56342230226749e-05,-1.6238153533452027e-05,-1.559788591766523e-05,-1.561391573328627e-05,-3.235230226263718e-07,-9.27453533403501e-07,-2.871859176167026e-07,-3.0321573323774226e-07,-9.729233270613377e-09,-5.269151019589934e-08,-1.1812110285633629e-08,-1.0451430662732703e-08,True
54,0,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e95,e85,q2_e72_pos_q0.25,q2,1.0,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6222346882875947e-05,-2.6222346882875947e-05,-3.2234576925027625e-05,-5.209487404123081e-06,-5.209487404123081e-06,-1.176142556724713e-05,-3.386530776572361e-05,-3.386530776572361e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-3.959224547855911e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-5.209487404123081e-06,3,3,305,-0.00013399207093788278,-4.529870672786984e-05,-0.00017370906639543882,-5.1346679391939265e-05,-0.00044162306692771547,-0.00024648487315982737,-0.0004124807627488301,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005540248307999931,0.004288870339302866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007860463105959542,0.0025323705471616055,0.34601959008637967,0.0026988821980561497,1.1439633616028106e-05,8.030115068870606e-06,1,True,True,1.0,1.0,1.0,1.0,-1.56342230226749e-05,-1.6238153533452027e-05,-1.559788591766523e-05,-1.561391573328627e-05,-3.235230226263718e-07,-9.27453533403501e-07,-2.871859176167026e-07,-3.0321573323774226e-07,-9.729233270613377e-09,-5.269151019589934e-08,-1.1812110285633629e-08,-1.0451430662732703e-08,True
54,0,e101_e95_q2s3_tail_graft_2afc359a,e95_q2s3_tail_graft,e95,mixmin,q2_e72_pos_q0.25,q2,1.0,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.6222346882875947e-05,-2.6222346882875947e-05,-3.2234576925027625e-05,-5.209487404123081e-06,-5.209487404123081e-06,-1.176142556724713e-05,-3.386530776572361e-05,-3.386530776572361e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-3.959224547855911e-05,-3.2234576925027625e-05,-3.959224547855911e-05,-5.209487404123081e-06,3,3,509,-0.00013399207093788278,-4.529870672786984e-05,-0.00017370906639543882,-5.1346679391939265e-05,-0.00044162306692771547,-0.00024648487315982737,-0.0004124807627488301,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005540248307999931,0.004288870339302866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007860463105959542,0.0025323705471616055,0.34601959008637967,0.0026988821980561497,1.1439633616028106e-05,8.030115068870606e-06,1,True,True,1.0,1.0,1.0,1.0,-1.56342230226749e-05,-1.6238153533452027e-05,-1.559788591766523e-05,-1.561391573328627e-05,-3.235230226263718e-07,-9.27453533403501e-07,-2.871859176167026e-07,-3.0321573323774226e-07,-9.729233270613377e-09,-5.269151019589934e-08,-1.1812110285633629e-08,-1.0451430662732703e-08,True
52,0,e101_e95_q2s3_tail_graft_0fb124d5,e95_q2s3_tail_graft,e95,e89,q2_e72_pos_q0.25,q2,0.5,30.0,30.0,0.00016728730268647147,0.011859807733844251,-2.622105257243934e-05,-2.622105257243934e-05,-3.218395881920966e-05,-5.227279705866117e-06,-5.227279705866117e-06,-1.1822491631896526e-05,-3.3853502773295574e-05,-3.3853502773295574e-05,-3.218395881920966e-05,-3.9582375237934286e-05,-3.9582375237934286e-05,-3.218395881920966e-05,-3.9582375237934286e-05,-5.227279705866117e-06,3,3,99,-0.00013346595992947408,-4.7883111561897174e-05,-0.000174377252172786,-5.602397983359153e-05,-0.00044162306692771547,-0.0002488235233806535,-0.0004145108410655182,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005544263365534337,0.004302923040673287,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007874769632963472,0.0025374697960736806,0.3480563223557736,0.002700312850756543,1.1442867736827455e-05,4.015057534464471e-06,1,True,True,1.0,1.0,1.0,1.0,-1.5494895645906623e-05,-1.5810550997183243e-05,-1.54705861168909e-05,-1.5480653603445385e-05,-1.8419564585809565e-07,-4.998509971347125e-07,-1.5988611684237268e-07,-1.6995360339685903e-07,-8.887234159529104e-09,-4.8131417585036544e-08,-1.0789852304584753e-08,-9.546930268609368e-09,True
