basename,source_path,bridge_lane,source_basename,source_experiment,source_target,source_family,source_quadrant,source_failure_mode,multiplier,source_actual_p90,source_null_strict_rate,nonzero_cells,nonzero_rows,mean_abs_delta,max_abs_delta,mean_abs_delta_Q1,mean_abs_delta_Q2,mean_abs_delta_Q3,mean_abs_delta_S1,mean_abs_delta_S2,mean_abs_delta_S3,mean_abs_delta_S4
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p015_08efb939.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p015_08efb939.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.015,-4.887624306160008e-05,0.0952380952380952,250,250,0.0020553133180613247,0.03958500000000026,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p025_aae8ceb7.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p025_aae8ceb7.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.025,-4.887624306160008e-05,0.0952380952380952,250,250,0.0020755627103574955,0.03997500000000026,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p035_72bfb7a8.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p035_72bfb7a8.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.035,-4.887624306160008e-05,0.0952380952380952,250,250,0.0020958121026536662,0.04036500000000026,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p050_2f9b337b.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p050_2f9b337b.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.05,-4.887624306160008e-05,0.0952380952380952,250,250,0.002126186191097922,0.04095000000000027,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p070_581daf5d.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p070_581daf5d.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.07,-4.887624306160008e-05,0.0952380952380952,250,250,0.0021666849756902637,0.041730000000000274,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p100_0460dc04.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p100_0460dc04.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.1,-4.887624306160008e-05,0.0952380952380952,250,250,0.002227433152578776,0.042900000000000285,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p140_ee288d89.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p140_ee288d89.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.14,-4.887624306160008e-05,0.0952380952380952,250,250,0.0023084307217634582,0.04446000000000029,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p200_e02cc4bc.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p200_e02cc4bc.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.2,-4.887624306160008e-05,0.0952380952380952,250,250,0.0024299270755404824,0.04680000000000031,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p300_023271ed.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p300_023271ed.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.3,-4.887624306160008e-05,0.0952380952380952,250,250,0.002632420998502189,0.050700000000000335,0.0,0.0,1.7763568394002505e-18,0.01417457460731948,0.0,0.0,0.0
submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p015_aa2396de.csv,analysis_outputs/submission_e299_bridge_null_rare_edge_near_e297_epstate_routine_fragmentation_S1_raw_human_context_date_m1p015_aa2396de.csv,null_rare_edge_near,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s006_55330ee9.csv,e297,S1,routine_fragmentation,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,1.015,-2.118815519405413e-05,0.0,64,64,0.0010917917367767337,0.03958500000000026,0.0,0.0,1.7763568394002505e-18,0.007529598184667128,0.0,0.0,0.0
