prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,"Q2,Q3",1.0,0.5629052156931568,0.5617290471497165,-0.0011761685434402702,100,0.21353142345683118,0.0,-0.0008911394525087379,-0.0073420403515723764,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",1.0,0.5629052156931568,0.5617290471497165,-0.0011761685434402702,100,0.21353142345683118,0.0,-0.0008911394525087379,-0.0073420403515723764,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.75,0.5629052156931568,0.5619218216218825,-0.000983394071274235,100,0.21353142345683118,0.0,-0.0011694169207847604,-0.005714341578134663,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.75,0.5629052156931568,0.5619218216218825,-0.000983394071274235,100,0.21353142345683118,0.0,-0.0011694169207847604,-0.005714341578134663,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.5,0.5629052156931568,0.562182484035078,-0.0007227316580787901,100,0.21353142345683118,0.0,-0.0011102518039640685,-0.0039488698025877955,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.5,0.5629052156931568,0.562182484035078,-0.0007227316580787901,100,0.21353142345683118,0.0,-0.0011102518039640685,-0.0039488698025877955,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.25,0.5629052156931568,0.5625103606676017,-0.0003948550255550298,100,0.21353142345683118,0.0,-0.0007194002836367064,-0.0020445848952480583,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.25,0.5629052156931568,0.5625103606676017,-0.0003948550255550298,100,0.21353142345683118,0.0,-0.0007194002836367064,-0.0020445848952480583,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.1,0.5629052156931568,0.5627392341809192,-0.0001659815122375674,100,0.21353142345683118,0.0,-0.0003270864306899046,-0.0008347841549727342,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.1,0.5629052156931568,0.5627392341809192,-0.0001659815122375674,100,0.21353142345683118,0.0,-0.0003270864306899046,-0.0008347841549727342,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.1,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.25,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.5,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.75,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",1.0,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.1,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.25,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.5,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.75,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",1.0,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.1,0.5629052156931568,0.563161320879945,0.0002561051867882025,100,1.5600552504621548,0.0,0.0006696340992905503,0.0011231022082268671,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.1,0.5629052156931568,0.5632061815802206,0.0003009658870638532,100,1.5896126400275932,0.0,0.0011781569227172772,0.0009286042867303612,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.1,0.5629052156931568,0.5632600777247995,0.0003548620316426998,100,1.5650644384150154,0.0,0.0012550905633303966,0.0012289436581691682,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.1,0.5629052156931568,0.5637942424758537,0.0008890267826969778,100,0.5426714187208241,0.0,0.003898469896281398,0.0023247175825975575,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.1,0.5629052156931568,0.5639452315414826,0.0010400158483258037,100,0.56120828085393,0.0,0.004183438673582174,0.0030966722646982303,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.1,0.5629052156931568,0.564116472191929,0.0012112564987721841,100,0.6785809358936692,0.0,0.005080132126710324,0.00339866336469552,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.25,0.5629052156931568,0.5648275228250126,0.001922307131855816,100,1.5600552504621548,0.0,0.005880946721474323,0.0075752032015166115,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.25,0.5629052156931568,0.5649902278707323,0.002085012177575507,100,1.5896126400275932,0.0,0.007292217528144129,0.007302867714884531,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.25,0.5629052156931568,0.5650611911959837,0.002155975502826979,100,1.5650644384150154,0.0,0.007167509148261031,0.007924319371527933,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.25,0.5629052156931568,0.5652732807076293,0.002368065014472509,100,0.5426714187208241,0.0,0.010386842452475342,0.006189612648832221,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.25,0.5629052156931568,0.565662995357486,0.0027577796643292185,100,0.56120828085393,0.0,0.01116695887399477,0.008137498776309426,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.25,0.5629052156931568,0.566184544978957,0.0032793292858002143,100,0.6785809358936692,0.0,0.013775143847048477,0.009180161153553468,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.5,0.5629052156931568,0.568134691332347,0.005229475639190184,100,0.5426714187208241,0.0,0.02297043448354097,0.013635894990790542,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.5,0.5629052156931568,0.5689589818974657,0.006053766204308975,100,0.56120828085393,0.0,0.02475243955649531,0.01762392387366818,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.5,0.5629052156931568,0.5703810421229982,0.007475826429841459,100,0.6785809358936692,0.0,0.03155519636713,0.020775588641760878,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.5,0.5629052156931568,0.5705666868136728,0.007661471120516072,100,1.5600552504621548,0.0,0.024225899078459068,0.029404398765153772,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.5,0.5629052156931568,0.5710100325487409,0.008104816855584174,100,1.5650644384150154,0.0,0.026375108526674795,0.030358609462414643,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.5,0.5629052156931568,0.5710195340892509,0.008114318396094111,100,1.5896126400275932,0.0,0.02737605584652547,0.02942417292613364,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.75,0.5629052156931568,0.5715209804316891,0.008615764738532317,100,0.5426714187208241,0.0,0.037951409324848195,0.02235894384487913,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.75,0.5629052156931568,0.5728325854244026,0.00992736973124586,100,0.56120828085393,0.0,0.04094735981412867,0.028544228304593355,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",1.0,0.5629052156931568,0.5754925913574976,0.012587375664340872,100,0.5426714187208241,0.0,0.05569520602913147,0.03241642362125574,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.75,0.5629052156931568,0.5757885915890668,0.012883375895910043,100,0.6785809358936692,0.0,0.05498752928311679,0.0351961019882544,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",1.0,0.5629052156931568,0.5773523765660652,0.014447160872908427,100,0.56120828085393,0.0,0.06009427864238004,0.04103584746798039,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.75,0.5629052156931568,0.5800608718329775,0.01715565613982073,100,1.5600552504621548,0.0,0.05500999996995559,0.06507959300878985,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.75,0.5629052156931568,0.5806956706072365,0.017790454914079712,100,1.5650644384150154,0.0,0.05770142480242024,0.06683175959613818,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.75,0.5629052156931568,0.5809365685005081,0.018031352807351353,100,1.5896126400275932,0.0,0.060278109973673444,0.06594135967778625,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",1.0,0.5629052156931568,0.589949996455264,0.027044780762107257,100,0.6785809358936692,0.0,0.13604919746838684,0.0532642678663644,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",1.0,0.5629052156931568,0.5943489848973592,0.03144376920420244,100,1.5600552504621548,0.0,0.10233850392495847,0.1177678805044593,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",1.0,0.5629052156931568,0.5951269151667828,0.032221699473626075,100,1.5650644384150154,0.0,0.10511126566134332,0.12044063065404009,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",1.0,0.5629052156931568,0.5959404446868476,0.033035228993690824,100,1.5896126400275932,0.0,0.11073748035108222,0.1205091226047541,0.0,0.0,0.0,0.0
