selector,source,n_views,best_error,median_error,best_p90_error,best_l2o_error,rank_or_sign_strength,gate_count,error_type,raw05_gap_to_best_error,best_error_below_raw05_gap,best_error_below_half_raw05_gap,raw05_gap_to_median_error,median_error_below_raw05_gap,median_error_below_half_raw05_gap,raw05_gap_to_best_p90_error,best_p90_error_below_raw05_gap,best_p90_error_below_half_raw05_gap,raw05_gap_to_best_l2o_error,best_l2o_error_below_raw05_gap,best_l2o_error_below_half_raw05_gap,frontier_resolution_gate
pairwise_public_order_models,public_pairwise_order_selector_models.csv,36,0.00021828788478,0.0008056133517040499,0.0006222518946403,0.0004154992406039,1.0,33,LOO/L2O over known public pairwise order models,0.398493027167752,False,False,0.10797512208062672,False,False,0.13979258359721194,False,False,0.209353451220751,False,False,False
pairwise_public_order,selector_disambiguation_reliability.csv,36,0.00021828788478,0.0008502083317507,,0.0004443688715222,0.9166666666666666,33,reported LOO/L2O reliability,0.398493027167752,False,False,0.10231162969305498,False,False,,False,False,0.19575223552913057,False,False,False
old_hidden_subset,selector_disambiguation_reliability.csv,7,0.0005364114640902,0.0005536675334178,,0.0005657645746594,0.0,0,reported LOO/L2O reliability,0.162163200869623,False,False,0.15710908577763305,False,False,,False,False,0.15374981732003076,False,False,False
fixed_zero_anchor_axis,zero_anchor_selector_calibration_views.csv,5,0.0007662621324312,0.0009467762883169,0.0014302539311293,,0.6190476190476191,0,nonbaseline LOO with A2C8 fixed at zero,0.11352016016247266,False,False,0.09187619195096709,False,False,0.06081871065464934,False,False,,False,False,False
test_movement_fingerprint,test_movement_fingerprint_selector_views.csv,5,0.0007814612945811,0.0008149102096726,0.0025026823911497,,0.8214285714285714,4,known-anchor LOO movement fingerprint,0.11131223082092166,False,False,0.10674329388384447,False,False,0.03475718705163675,False,False,,False,False,False
movement_badaxis_geometry,movement_badaxis_geometry_selector_views.csv,5,0.0008276957948228,0.0009354168757863,0.0014755081500475,,0.5714285714285714,0,known-anchor LOO movement plus bad-axis geometry,0.10509440853043163,False,False,0.0929919079414813,False,False,0.058953384972646454,False,False,,False,False,False
