pred_index,base_index,tag,strategy,source,fallback,row_quantile,cell_quantile,blend_e86_weight,beta,projection_scope,projection_coeff,active_cells,active_rows,mean_abs_logit_move_raw,q_group_abs_logit_mean,s_group_abs_logit_mean,q2s3_abs_logit_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,high_mixmin_cell_mass_frac,high_e72_failed_cell_mass_frac,high_e72_failed_row_mass_frac,e72_failed_overlap_ratio,mixmin_overlap_ratio,mixmin_reversal_index,e72_failed_contamination_index,weighted_cell_corr_with_mixmin_move,weighted_cell_corr_with_e72_failed_move,weighted_row_corr_with_e72_failed_row_move,materialized_submission
41,0,e89_project_away_e72_d17157dc,project_away_e72,e86,,,,,0.15,e86_active,0.7583747102151496,579,250,0.005921116041929849,0.0006865299905670601,0.00984705558045194,0.005009954164975903,-2.7002817346688524e-05,-2.7002817346688524e-05,-3.5010345216801575e-05,-3.881457531051957e-06,-3.881457531051957e-06,-1.1010169391756364e-05,-3.563673928075328e-05,-3.563673928075328e-05,-3.5010345216801575e-05,-4.149025522814931e-05,-4.149025522814931e-05,-3.5010345216801575e-05,-4.149025522814931e-05,-3.881457531051957e-06,3,3,40,-0.00019416442010801726,-8.927503036748607e-05,-0.0001907139593199103,-0.00023548784603646955,-0.0004340842593866939,-0.00033478605271158174,-0.00048318736250884536,5.947623346206196e-17,0.7777777777777778,1.0,True,0.00592111604192987,0.005009954164975922,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3029889047770221,0.4276391381418791,0.34631911472960925,0.7900647498443276,0.8392079737269382,0.6592494873384616,0.7511452374150627,-0.7855615151161187,0.6619149226842491,0.7122257249857978,False
18,0,e89_row_e72_q2_remove_85f7ef06,row_e72_q2_remove,e86,q2_zero,0.7,,,,,,545,250,0.005752731058011209,0.00012393590685377023,0.009974327421379289,0.004466438898531903,-2.696017269754325e-05,-2.696017269754325e-05,-3.243752845993875e-05,-6.311255815405481e-06,-6.311255815405481e-06,-1.3106433030207754e-05,-3.448484121204576e-05,-3.448484121204576e-05,-3.243752845993875e-05,-4.008442106506749e-05,-4.008442106506749e-05,-3.243752845993875e-05,-4.008442106506749e-05,-6.311255815405481e-06,3,3,17,-0.00018831799791954595,-8.553389164178693e-05,-0.00020093767723819433,-2.3109620650718643e-05,-0.00046435628805567564,-0.00024373295435319714,-0.0004143753551437996,0.0001083969838792109,0.6388888888888888,0.9444444444444444,True,0.00575273105801122,0.004466438898531917,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31467015724234404,0.4133293670017163,0.32968902807163436,0.7636273994060443,0.8715622944873962,0.6635492437437819,0.7191953952779602,-0.7613331232210362,0.7312886940818984,0.6747633911498762,False
13,0,e89_row_e72_fallback_12801003,row_e72_fallback,e86,noq2,0.6,,,,,,540,250,0.005825434138863713,1.8736935160624358e-05,0.01018045704164103,0.004719674175178481,-2.6948015844574513e-05,-2.6948015844574513e-05,-3.248789809606745e-05,-7.058340334764601e-06,-7.058340334764601e-06,-1.2873813440616999e-05,-3.419160534268162e-05,-3.419160534268162e-05,-3.248789809606745e-05,-3.959410185627732e-05,-3.959410185627732e-05,-3.248789809606745e-05,-3.959410185627732e-05,-7.058340334764601e-06,3,3,12,-0.00016674642125159568,-6.131549453836094e-05,-0.0002043212413577744,-9.309262366419269e-06,-0.0005021353938668427,-0.000255722328116631,-0.0004489158988314364,0.00012411200796253916,0.6388888888888888,0.9444444444444444,True,0.005825434138863732,0.004719674175178491,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3157847521133953,0.42060048789768717,0.34099614177512977,0.7770608197817471,0.8746494600189186,0.6390931652737941,0.7311133535561263,-0.7306849137710215,0.7704187778998911,0.6851658873305055,False
3,0,e89_control_a85c4e39,control,noq2,,,,,,,,539,250,0.00582710107715536,4.429789868254375e-17,0.010197426885021845,0.004724060355467733,-2.6946089001889106e-05,-2.6946089001889106e-05,-3.2657164672267314e-05,-7.289320977377223e-06,-7.289320977377223e-06,-1.3311294313256283e-05,-3.406216059576028e-05,-3.406216059576028e-05,-3.2657164672267314e-05,-3.948678543230777e-05,-3.948678543230777e-05,-3.2657164672267314e-05,-3.948678543230777e-05,-7.289320977377223e-06,3,3,2,-0.00017163790502200404,-5.477319245783541e-05,-0.00020384126990086182,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.0004471198766438,0.00012411200796253916,0.6666666666666666,0.9444444444444444,True,0.005827101077155375,0.004724060355467749,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3160438644393908,0.4207020866886456,0.3408985942092816,0.7772485238906643,0.8753671401934663,0.6369506941444923,0.7304076452294868,-0.7276383415577136,0.7720632726786074,0.6835667665683092,False
29,0,e89_cell_e72_fallback_1c652fe0,cell_e72_fallback,e86,noq2,,0.6,,,,,539,250,0.00582666695952882,7.234953377140603e-17,0.010196667179175382,0.004724060355467776,-2.6944125451677792e-05,-2.6944125451677792e-05,-3.265438987420932e-05,-7.287562056035313e-06,-7.287562056035313e-06,-1.3310535070587548e-05,-3.405946504175805e-05,-3.405946504175805e-05,-3.265438987420932e-05,-3.948534925724001e-05,-3.948534925724001e-05,-3.265438987420932e-05,-3.948534925724001e-05,-7.287562056035313e-06,3,3,28,-0.0001716118850411563,-5.475014994726912e-05,-0.00020386438462643985,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.00044711987664380036,0.00012411200796253916,0.6388888888888888,0.9444444444444444,True,0.005826666959528842,0.0047240603554677876,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3160513268015865,0.4207334312279198,0.34090694575984953,0.7773064330326765,0.8753878091808738,0.6369435499245082,0.7304424929392118,-0.727612999912022,0.7720889199913048,0.6835785528457471,False
32,0,e89_cell_e72_fallback_2e6e1825,cell_e72_fallback,e86,noq2,,0.7,,,,,539,250,0.005826538858229906,7.234953377140603e-17,0.010196443001902282,0.004724060355467776,-2.694390426405402e-05,-2.694390426405402e-05,-3.265350483516727e-05,-7.288489436763079e-06,-7.288489436763079e-06,-1.33106304742725e-05,-3.405873017781058e-05,-3.405873017781058e-05,-3.265350483516727e-05,-3.94844931775884e-05,-3.94844931775884e-05,-3.265350483516727e-05,-3.94844931775884e-05,-7.288489436763079e-06,3,3,31,-0.00017161239893254688,-5.47503894207102e-05,-0.00020387538879337863,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.00044711987664380036,0.00012411200796253916,0.6388888888888888,0.9444444444444444,True,0.005826538858229918,0.0047240603554677876,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31605079644297557,0.4207426814020545,0.3409100690730247,0.7773235227605848,0.8753863402123135,0.6369325582418947,0.7304528090985988,-0.7276016645261051,0.7721170695312058,0.6835820954366127,False
35,0,e89_cell_e72_fallback_1feda6c6,cell_e72_fallback,e86,noq2,,0.8,,,,,539,250,0.00582643195377724,7.234953377140603e-17,0.010196255919110116,0.004724060355467776,-2.6943720863981113e-05,-2.6943720863981113e-05,-3.265356975923339e-05,-7.289900821882966e-06,-7.289900821882966e-06,-1.3309642157732782e-05,-3.405787130972282e-05,-3.405787130972282e-05,-3.265356975923339e-05,-3.948339046022653e-05,-3.948339046022653e-05,-3.265356975923339e-05,-3.948339046022653e-05,-7.289900821882966e-06,3,3,34,-0.0001716886589493205,-5.480513073052862e-05,-0.00020390531078556817,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.00044711987664380036,0.00012411200796253916,0.6388888888888888,0.9444444444444444,True,0.005826431953777252,0.0047240603554677876,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31605147816568435,0.4207504012667033,0.3409128399192923,0.7773377852365572,0.8753882284238093,0.63692688221155,0.7304579112047117,-0.7275936110751413,0.7721445126492855,0.6835780371728662,False
38,0,e89_cell_e72_fallback_037f5012,cell_e72_fallback,e86,noq2,,0.9,,,,,539,250,0.005826426931407293,7.234953377140603e-17,0.010196247129962711,0.004724060355467776,-2.694341996034577e-05,-2.694341996034577e-05,-3.265369531146867e-05,-7.289652463104979e-06,-7.289652463104979e-06,-1.3309492048030336e-05,-3.40575951723876e-05,-3.40575951723876e-05,-3.265369531146867e-05,-3.948301224543371e-05,-3.948301224543371e-05,-3.265369531146867e-05,-3.948301224543371e-05,-7.289652463104979e-06,3,3,37,-0.00017172920041164664,-5.483748177248504e-05,-0.00020392088683429677,0.0,-0.0005084124434646398,-0.0002542062217323199,-0.00044711987664380036,0.00012411200796253916,0.6388888888888888,0.9444444444444444,True,0.005826426931407304,0.0047240603554677876,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31605063198834615,0.4207499019545501,0.3409112804949684,0.7773368627556703,0.8753858847116858,0.6369239159340216,0.7304595032873685,-0.7275921705589266,0.772154435349198,0.6835821438190668,False
27,0,e89_row_e72_fallback_28925de5,row_e72_fallback,e86,e85,0.9,,,,,,565,250,0.005777398679573551,0.0005169449105579434,0.009722739006335256,0.004901866120307142,-2.6932385085221e-05,-2.6932385085221e-05,-3.1945072631600624e-05,-6.1633542025596455e-06,-6.1633542025596455e-06,-1.2825509790648226e-05,-3.453015277210536e-05,-3.453015277210536e-05,-3.1945072631600624e-05,-4.010364828088697e-05,-4.010364828088697e-05,-3.1945072631600624e-05,-4.010364828088697e-05,-6.1633542025596455e-06,3,3,26,-0.000250999367211191,-0.0001371198192592349,-0.0002161681491864298,-0.00014939940246563865,-0.00045027753282264604,-0.00029983846764414235,-0.0004585389359312497,5.947623346206196e-17,0.7777777777777778,1.0,True,0.005777398679573576,0.004901866120307151,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3023447624615747,0.4284236098985988,0.32401173446883574,0.7915140640603409,0.8374238510781693,0.63882455651664,0.7157842012048675,-0.7628449508503538,0.7202515393785959,0.6400543383493942,False
14,0,e89_row_e72_q2_remove_ad12b148,row_e72_q2_remove,e86,q2_zero,0.6,,,,,,540,250,0.00570764578442843,1.8736935160621766e-05,0.009974327421379289,0.004308640440992181,-2.686920238970103e-05,-2.686920238970103e-05,-3.243752845993875e-05,-6.0989403839473155e-06,-6.0989403839473155e-06,-1.2822131066902998e-05,-3.444185089040985e-05,-3.444185089040985e-05,-3.243752845993875e-05,-4.00668158946349e-05,-4.00668158946349e-05,-3.243752845993875e-05,-4.00668158946349e-05,-6.0989403839473155e-06,3,3,13,-0.00016538953964819746,-6.781902997388123e-05,-0.00019896619748330235,-9.309262366419269e-06,-0.00046435628805567564,-0.00023683277521104745,-0.0004110028693672074,0.0001083969838792109,0.6388888888888888,0.9444444444444444,True,0.005707645784428442,0.004308640440992195,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3171557687647534,0.40869519610346794,0.3322932751796805,0.7550657530437188,0.8784468535465095,0.669068821994981,0.7142456753105573,-0.7616497449945695,0.7322711710723971,0.6734255975773957,False
48,0,e89_project_away_e72_3a962fb0,project_away_e72,e86,,,,,0.25,e86_active_top80cell,0.9702688313384309,579,250,0.005747772276473556,0.0005007813468094623,0.009683015473721624,0.004391202811091222,-2.6829761848201628e-05,-2.6829761848201628e-05,-3.443377693312932e-05,-3.3013176170548775e-06,-3.3013176170548775e-06,-1.1748227977559367e-05,-3.5603524193073e-05,-3.5603524193073e-05,-3.443377693312932e-05,-4.1584443734365983e-05,-4.1584443734365983e-05,-3.443377693312932e-05,-4.1584443734365983e-05,-3.3013176170548775e-06,3,3,47,-0.0001507289148806379,-6.636840611196071e-05,-0.0001798823749693257,-0.00017240083984526589,-0.0003993823247542827,-0.0002858915822997743,-0.00042417138187633794,5.947623346206196e-17,0.7777777777777778,1.0,True,0.005747772276473557,0.004391202811091215,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.30777546437993675,0.41282322803801536,0.335989882729502,0.7626923059637547,0.8524656175619209,0.6956786786373065,0.728331692702302,-0.8160782843382821,0.6134585238243828,0.6939710794408493,False
23,0,e89_row_e72_fallback_e6493417,row_e72_fallback,e86,e85,0.8,,,,,,551,250,0.0055402707970756805,0.00023905082740140052,0.00951618577433139,0.004412903051652676,-2.6508278398118534e-05,-2.6508278398118534e-05,-3.0783612361084955e-05,-6.830065708562927e-06,-6.830065708562927e-06,-1.2881185156299324e-05,-3.367982727375818e-05,-3.367982727375818e-05,-3.0783612361084955e-05,-3.901494221214552e-05,-3.901494221214552e-05,-3.0783612361084955e-05,-3.901494221214552e-05,-6.830065708562927e-06,3,3,22,-0.00020630163093241505,-0.00010323225109365453,-0.00019594655910259995,-5.780148630321613e-05,-0.00044070725292215396,-0.00024925436961268504,-0.00040803632422344455,9.759021446266827e-05,0.7222222222222222,0.9444444444444444,True,0.005540270797075708,0.004412903051652687,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3084170012692192,0.4151508174348337,0.29507891297508876,0.7669925352237049,0.854242523793263,0.6512577637762818,0.6910789419915715,-0.7623804079482865,0.7239484638868284,0.6151653487594382,False
39,0,e89_cell_e72_fallback_8e24187e,cell_e72_fallback,e86,e85,,0.9,,,,,539,250,0.0055171976869379784,7.146135535170592e-17,0.00965509595214141,0.003960784228165134,-2.650401872417163e-05,-2.650401872417163e-05,-3.2019791057158464e-05,-5.416119417733789e-06,-5.416119417733789e-06,-1.218083963694383e-05,-3.42137468011261e-05,-3.42137468011261e-05,-3.2019791057158464e-05,-3.988218995376602e-05,-3.988218995376602e-05,-3.2019791057158464e-05,-3.988218995376602e-05,-5.416119417733789e-06,3,3,38,-0.00016042927795733574,-6.55474423524316e-05,-0.00019089284596027212,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.0003777756227426991,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005517197686937992,0.003960784228165144,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3178300845407043,0.3882839508791628,0.3265568273115693,0.7173559086589851,0.8803145495811361,0.6879818013918344,0.6914901228749688,-0.7815181536181404,0.708922593674432,0.6656243370909526,False
42,0,e89_project_away_e72_693495a0,project_away_e72,e86,,,,,0.25,e86_active,0.7583747102151496,579,250,0.0058455230983741726,0.0005771704852000513,0.009796787558254763,0.004645664334174768,-2.6442702054985112e-05,-2.6442702054985112e-05,-3.490002927353242e-05,-1.7814342386790472e-06,-1.7814342386790472e-06,-9.143652756282705e-06,-3.57354647602115e-05,-3.57354647602115e-05,-3.490002927353242e-05,-4.181120716617581e-05,-4.181120716617581e-05,-3.490002927353242e-05,-4.181120716617581e-05,-1.7814342386790472e-06,3,3,41,-0.00011183969057368404,-3.3507766397655736e-05,-0.00015830893162152582,-0.00019840173029750385,-0.00041370792700666514,-0.0003060548286520845,-0.000448493431921912,5.947623346206196e-17,0.7777777777777778,1.0,True,0.005845523098374166,0.004645664334174763,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3050617632094818,0.41712617900594745,0.3393172643617876,0.7706420223878482,0.8449493038466253,0.6798682643846068,0.7363360482637284,-0.804626101577351,0.6122932862510881,0.7020300741396086,False
19,0,e89_row_e72_fallback_7c2e4987,row_e72_fallback,e86,e85,0.7,,,,,,545,250,0.005384974656888049,0.0001239359068537695,0.009330753719413757,0.004189395004272242,-2.6063755598548788e-05,-2.6063755598548788e-05,-2.9096474978729248e-05,-7.35973484011776e-06,-7.35973484011776e-06,-1.3299670286626153e-05,-3.280810452543914e-05,-3.280810452543914e-05,-2.9096474978729248e-05,-3.802342742997844e-05,-3.802342742997844e-05,-2.9096474978729248e-05,-3.802342742997844e-05,-7.35973484011776e-06,3,3,18,-0.00017896894541095666,-9.085389610363759e-05,-0.0001899578974288163,-2.3109620650718643e-05,-0.0004376449330985993,-0.00023037727687465898,-0.00038709321805379835,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005384974656888077,0.004189395004272253,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.30996524104525297,0.4117380070346507,0.3035886310620956,0.7606873565003484,0.8585307836760627,0.6526818172784952,0.6916665379518323,-0.7602311177286363,0.7306298516086798,0.6226457194033161,False
49,0,e89_project_away_e72_3e43e09e,project_away_e72,e86,,,,,0.4,e86_active_top80cell,0.9702688313384309,579,250,0.005567797820965129,0.00029090860572459525,0.00952546473239553,0.0036920911510393913,-2.6002038863381927e-05,-2.6002038863381927e-05,-3.36247593492045e-05,-8.570266076812771e-07,-8.570266076812771e-07,-1.0363017946435349e-05,-3.544636428409742e-05,-3.544636428409742e-05,-3.36247593492045e-05,-4.170272569825606e-05,-4.170272569825606e-05,-3.36247593492045e-05,-4.170272569825606e-05,-8.570266076812771e-07,3,3,48,-5.169847407477945e-05,-2.2265841288504618e-06,-0.00014401158957347282,-0.00010056052812171257,-0.00035963288603800547,-0.00023009670707985902,-0.0003569770053946691,5.947623346206196e-17,0.7777777777777778,1.0,True,0.005567797820965134,0.003692091151039389,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31328536606347024,0.3938432249525707,0.3227468966640774,0.7276266862571428,0.8677267487596975,0.7394515077660818,0.697522645014786,-0.8521709268764984,0.5258723990282816,0.6674186037724293,False
36,0,e89_cell_e72_fallback_00d7807f,cell_e72_fallback,e86,e85,,0.8,,,,,539,250,0.005393014221894242,7.072120666862247e-17,0.00943777488831487,0.003960784228165134,-2.5895951955900998e-05,-2.5895951955900998e-05,-3.133727268556097e-05,-5.5539239510737914e-06,-5.5539239510737914e-06,-1.292722727064266e-05,-3.3314823782548686e-05,-3.3314823782548686e-05,-3.133727268556097e-05,-3.881910813419154e-05,-3.881910813419154e-05,-3.133727268556097e-05,-3.881910813419154e-05,-5.5539239510737914e-06,3,3,35,-0.00014045227871900545,-5.069114042721701e-05,-0.00017719633067198037,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.0003777756227426991,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005393014221894257,0.003960784228165144,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31858391466605157,0.37419813254508716,0.32811940336032075,0.6913323117851838,0.8824024816540698,0.6816475688192822,0.6763613053595627,-0.7724905391715683,0.7182139369452974,0.6613902989339417,True
15,0,e89_row_e72_fallback_3a92956a,row_e72_fallback,e86,e85,0.6,,,,,,540,250,0.005245629880997367,1.873693516062136e-05,0.009165799590374925,0.004012313795416045,-2.553447162900735e-05,-2.553447162900735e-05,-2.8988406304608638e-05,-7.148435384518592e-06,-7.148435384518592e-06,-1.3260790955538226e-05,-3.211683664028353e-05,-3.211683664028353e-05,-2.8988406304608638e-05,-3.733814286233095e-05,-3.733814286233095e-05,-2.8988406304608638e-05,-3.733814286233095e-05,-7.148435384518592e-06,3,3,14,-0.0001557813057712576,-6.957108575555981e-05,-0.00018555190900582108,-9.309262366419269e-06,-0.0004366860975383441,-0.00022299767995238168,-0.0003834501465092252,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005245629880997396,0.004012313795416053,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.3138278928532484,0.4067713654737782,0.31165315157116785,0.751511469467634,0.8692294203122329,0.6562139145954701,0.6853728269172263,-0.7549375334762066,0.7402174627684442,0.6192341843668187,False
33,0,e89_cell_e72_fallback_f0e327cd,cell_e72_fallback,e86,e85,,0.7,,,,,539,250,0.005278553724940475,6.99070431172307e-17,0.00923746901864578,0.003960784228165134,-2.545577183554748e-05,-2.545577183554748e-05,-3.130590362343533e-05,-5.755473822199875e-06,-5.755473822199875e-06,-1.2976996993652179e-05,-3.2609555403628754e-05,-3.2609555403628754e-05,-3.130590362343533e-05,-3.800228628070279e-05,-3.800228628070279e-05,-3.130590362343533e-05,-3.800228628070279e-05,-5.755473822199875e-06,3,3,32,-0.00012815455919010232,-3.93049399695089e-05,-0.00016849479020211722,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.0003777756227426991,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005278553724940488,0.003960784228165144,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31973196155140343,0.38231226881084357,0.3316052543498035,0.7063232058994655,0.8855823013940325,0.6773448666744241,0.6826125693748866,-0.7648581793111571,0.728877432777216,0.6589019328503075,False
30,0,e89_cell_e72_fallback_01dc4bf6,cell_e72_fallback,e86,e85,,0.6,,,,,539,250,0.005143287215548138,6.935193160491812e-17,0.009000752627209188,0.003960784228165134,-2.499787686482957e-05,-2.499787686482957e-05,-3.033663225882055e-05,-5.969996264343358e-06,-5.969996264343358e-06,-1.2860300287798054e-05,-3.1934114702036887e-05,-3.1934114702036887e-05,-3.033663225882055e-05,-3.708951962799745e-05,-3.708951962799745e-05,-3.033663225882055e-05,-3.708951962799745e-05,-5.969996264343358e-06,3,3,29,-0.0001100853231830845,-2.584566330221527e-05,-0.00015957131003507818,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.0003777756227426991,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005143287215548164,0.003960784228165144,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.318720466179798,0.3923669369506221,0.33235572163477933,0.7248992391950576,0.8827806972169294,0.6644524767889594,0.6914922445529046,-0.7526812478837885,0.7449190719806432,0.6580852499107516,False
4,0,e89_control_acd7add0,control,noover,,,,,,,,579,250,0.004851316277870847,0.0006804553988940622,0.007979461937103435,0.004445111128942132,-2.4254453449557012e-05,-2.4254453449557012e-05,-2.993796573635965e-05,-7.531961495166328e-06,-7.531961495166328e-06,-1.2570487689433918e-05,-3.0382272802831345e-05,-3.0382272802831345e-05,-2.993796573635965e-05,-3.484912605045132e-05,-3.484912605045132e-05,-2.993796573635965e-05,-3.484912605045132e-05,-7.531961495166328e-06,3,3,3,-0.00024883679876759325,-0.00014036587872179318,-0.00019348233835805861,-0.00023343205760201213,-0.0003771525275000076,-0.00030529229255100987,-0.0004311071019854808,6.938893903907228e-17,0.7777777777777778,1.0,True,0.004851316277870859,0.004445111128942146,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.2985107847706443,0.44345688007733386,0.3559762358926625,0.8192880814122419,0.8268046349993236,0.6270625307172759,0.7723793763446426,-0.7584168063085289,0.7245239059063616,0.7254706712770433,False
1,0,e89_control_58b23ed1,control,e85,,,,,,,,539,250,0.004748083752526344,3.623027803693427e-17,0.008309146566921074,0.003960784228165067,-2.387582191021309e-05,-2.387582191021309e-05,-2.8162218594363075e-05,-8.166578904234001e-06,-8.166578904234001e-06,-1.2504293572135339e-05,-2.9555162944894242e-05,-2.9555162944894242e-05,-2.8162218594363075e-05,-3.390572388162205e-05,-3.390572388162205e-05,-2.8162218594363075e-05,-3.390572388162205e-05,-8.166578904234001e-06,3,3,0,-0.00013036074739025683,-3.5200574068916524e-05,-0.0001613007295597213,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.0003777756227426996,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.00474808375252637,0.003960784228165086,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.31539299744636895,0.42502532722767494,0.34431091985664153,0.7852357253657825,0.8735643917701152,0.6247787204483503,0.7347713390660593,-0.7152062587880359,0.7811028818798678,0.684306952766336,False
5,0,e89_control_5445ec28,control,inverse_top,,,,,,,,329,250,0.003920332070678446,0.0008449363396863339,0.006226878868922531,0.005537625005519924,-1.8886223361436194e-05,-1.8886223361436194e-05,-2.322668822540841e-05,-2.0643372670048343e-05,-2.0643372670048343e-05,-1.7231150483576485e-05,-1.8514007640968444e-05,-1.8514007640968444e-05,-2.322668822540841e-05,-1.7501289773402817e-05,-1.7501289773402817e-05,-2.322668822540841e-05,-2.0643372670048343e-05,-1.7501289773402817e-05,3,3,4,-0.0004434231929264842,-0.0002292811332080813,-0.00031954840966447184,-0.0002889204881286467,-0.00046332260622808374,-0.0003761215471783652,-0.0005331783595331954,5.947623346206196e-17,0.7777777777777778,1.0,True,0.003920332070678475,0.0055376250055199335,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.2840851868520551,0.6025766739299881,0.4221939754872389,1.113262437154605,0.7868491230707003,0.5639522680079594,0.9284146526112742,-0.7167222425147024,0.862742708140607,0.7435668680679436,False
24,0,e89_row_e72_fallback_1f508b41,row_e72_fallback,e86,mixmin,0.8,,,,,,425,200,0.003905453712686965,0.0002390508274013914,0.006655255876651146,0.0016108398440055596,-1.8511488983907753e-05,-1.8511488983907753e-05,-1.120260928422212e-05,-1.210514757987724e-06,-1.210514757987724e-06,-7.073541858693133e-06,-2.478171022735065e-05,-2.478171022735065e-05,-1.120260928422212e-05,-2.9542241966273863e-05,-2.9542241966273863e-05,-1.120260928422212e-05,-2.9542241966273863e-05,-1.210514757987724e-06,3,3,23,-0.00023007510424448706,-0.00011596878523834064,-0.00013390950034600224,-5.780148630321613e-05,-0.00012618084112904493,-9.199116371613053e-05,-7.879065500051189e-05,5.537163807677368e-05,0.5277777777777778,0.9444444444444444,True,0.003905453712687009,0.001610839844005589,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,0.2852162023671222,0.3173654403503254,7.51653673436098e-15,0.586333721298508,0.7899817699224116,0.6542529150861711,0.5112622064375215,-0.8281873582354043,0.47279790829206375,0.436190691576535,False
20,0,e89_row_e72_fallback_1437e074,row_e72_fallback,e86,mixmin,0.7,,,,,,363,175,0.003179107971414459,0.00012393590685375828,0.005470487019834985,0.0007576254753782726,-1.531513169794607e-05,-1.531513169794607e-05,-6.4706710408701795e-06,-8.152034263186891e-07,-8.152034263186891e-07,-1.7717738416411777e-06,-2.035688168178229e-05,-2.035688168178229e-05,-6.4706710408701795e-06,-2.4773309985737235e-05,-2.4773309985737235e-05,-6.4706710408701795e-06,-2.4773309985737235e-05,-8.152034263186891e-07,3,3,19,-0.00019627676458791599,-0.00010284894804846179,-0.00012245778070893443,-2.3109620650718643e-05,-7.88281481866604e-05,-5.096888441868952e-05,-3.454132584520088e-05,3.962705558633554e-06,0.3611111111111111,0.9722222222222222,True,0.0031791079714145122,0.0007576254753783056,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,0.2844264778005631,0.2822140663302017,9.233875212705326e-15,0.5213914392553722,0.7877944186931904,0.704226793235194,0.3848078128177669,-0.8939220392083761,0.28706869328736095,0.24822418638016153,False
