pair_id,e257_group,moved_cells,moved_rows,subjects_moved,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,support_delta,adverse_delta,swing_sum,top1_swing,top3_swing,top5_swing,top10_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,cells_for_2e6_guard,cells_for_e95_over_mixmin_edge,cells_for_e259_clean_band,cells_for_e247_over_e95_edge,cells_to_overturn_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,expected_vs_e247_interpretation
e224_vs_e247,common,21,21,9,Q3,6.828641605386913e-05,6.417500132732355e-05,5.0608952773537916e-05,9.007529406074594e-05,-0.0005127751689936418,0.000502430782827973,0.001015205951821615,9.403156022850842e-05,0.00024132355762201225,0.0003629689253283729,0.0006024954203246336,0.44319809893478396,0.4276416681709809,0.01979353845193742,0.08460049598513456,0.16455523039988984,1,1,1,2,1,1.377017065214401,5.3153898872366865,0.09262313726567967,0.35753230630404276,candidate_expected_worse_than_e247
e224_vs_e247,e247_only,13,13,6,Q3,-1.7673468740780647e-06,2.939789073022928e-07,5.271993935321933e-06,-1.0868013464858407e-05,-0.00016048249497959994,0.00013016074303903716,0.0002906432380186371,3.156446631377844e-05,9.375884637331336e-05,0.00014761684963464415,0.00024761436913671886,0.4698135198135199,0.4539176304685111,0.008040763804766534,0.03912505127173964,0.05523781604911218,1,1,1,5,1,17.85980260962864,83.52454846287512,0.10860210108089427,0.5078970721664559,candidate_expected_better_than_e247
e256_vs_e247,e247_only,13,13,6,Q3,-1.7673468740781087e-06,2.9397890730224877e-07,5.271993935321889e-06,-1.0868013464858455e-05,-0.00016048249497960018,0.00013016074303903727,0.0002906432380186375,3.156446631377844e-05,9.375884637331336e-05,0.00014761684963464415,0.00024761436913671886,0.4698135198135199,0.45391763046851097,0.008040763804766541,0.039125051271739694,0.05523781604911218,1,1,1,5,1,17.859802609628197,83.52454846287303,0.10860210108089413,0.5078970721664552,candidate_expected_better_than_e247
e256_vs_e247,e256_only,4,4,3,Q3,2.086843719934726e-05,1.8147920085984636e-05,5.149893877696572e-06,3.930749763436055e-05,-0.0001131716715982527,0.00013898128409789852,0.0002521529556961512,8.463831019350367e-05,0.0002083276496944278,0.00025215295569615124,0.00025215295569615124,0.49196428571428574,0.46841745944425645,0.02201213598913536,0.11031691811706607,0.14811704283863136,1,1,1,2,1,4.055804916534481,12.08298222274346,0.33566257416983974,1.0000000000000002,candidate_expected_worse_than_e247
