basename,source_path,bridge_lane,source_basename,source_experiment,source_target,source_family,source_quadrant,source_failure_mode,multiplier,source_actual_p90,source_null_strict_rate,nonzero_cells,nonzero_rows,mean_abs_delta,max_abs_delta,mean_abs_delta_Q1,mean_abs_delta_Q2,mean_abs_delta_Q3,mean_abs_delta_S1,mean_abs_delta_S2,mean_abs_delta_S3,mean_abs_delta_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p850_456c3be1.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p850_456c3be1.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.85,-0.0003188263513561,1.0,250,250,0.005877441527549358,0.1215500000000004,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.00043633534913855416,-0.0006707917000764965,-0.00024312329954838163,0.9411764705882353,-0.003763797735335417
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_2e71199b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_2e71199b.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.99,-0.0002433676636195,1.0,155,155,0.0035371221455203074,0.04356000000000267,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0008557975734577364,-0.0015713836617020206,-0.00024069916027517614,0.9411764705882353,0.006453830810887573
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_ce85d51b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_ce85d51b.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.99,-0.0002421217189029,1.0,168,168,0.004182108862490911,0.04752000000000136,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.0007482567159413402,-0.0013642593704473968,-0.00023985151555938882,0.9117647058823529,0.008283193835913222
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p750_78e44008.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p750_78e44008.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.75,-0.0003141511233707,1.0,89,89,0.0013799619095763045,0.03000000000000086,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00034899774048366877,-0.00044410782965759795,-0.00023565564457478296,1.0,-0.012325034497330467
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_f8ba6384.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_f8ba6384.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.97,-0.0002433676636195,1.0,155,155,0.0034656651324794937,0.04268000000000262,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0008394539057944224,-0.0015416157012612855,-0.00023536186072965683,0.9411764705882353,0.00632345039046564
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_1a18225b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_1a18225b.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.97,-0.0002421217189029,1.0,168,168,0.00409762181476382,0.04656000000000133,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.0007342349508728634,-0.0013389837807657188,-0.00023467181461391592,0.9117647058823529,0.008115856586702802
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_b8141f63.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_b8141f63.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.85,-0.0002676222838103,1.0,155,155,0.0033130069682559336,0.04080000000000041,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0008043742587215323,-0.0014776779007822749,-0.00022404261487506873,0.9411764705882353,0.006044910401382331
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p850_998eb78c.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p850_998eb78c.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.85,-0.0002687271004895,1.0,250,250,0.0044868524108411965,0.034000000000000974,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.0007441226213508842,-0.001361543455880186,-0.0002239573259389381,0.9117647058823529,0.007600618732907877
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p750_ef2d08a5.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p750_ef2d08a5.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.75,-0.0003524736247902,0.9523809523809524,250,250,0.005568582881446978,0.10725000000000035,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0005574522324818271,-0.0007662736576060263,-0.00022221111183673843,0.9411764705882353,-0.0010896662109441402
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p550_ef2d08a5.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p550_ef2d08a5.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s030_f8fc2700.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.55,-0.00056547497621,0.9047619047619048,250,250,0.0055685828814469734,0.10725000000000029,0.0,0.0,1.7763568394002505e-18,0.07087287303659784,0.0,0.0,0.0,promote_candidate,True,False,-0.0005574522324818252,-0.0007662736576060237,-0.00022221111183673737,0.9411764705882353,-0.0010896662109441402
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_f9b9333c.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_f9b9333c.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.92,-0.0002433676636195,1.0,155,155,0.0032870225998774573,0.040480000000002486,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0007983807937422015,-0.0014667478378298212,-0.00022212736071899978,0.9411764705882353,0.0059974993394106835
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_e1c83dfb.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_e1c83dfb.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.92,-0.0002421217189029,1.0,168,168,0.003886404195446099,0.04416000000000127,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.0006990612625927549,-0.0012755470966722571,-0.00022126151772355117,0.9117647058823529,0.007697513463676947
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p550_af26726f.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p550_af26726f.csv,visible_common_scale_down,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,e289,Q3,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.55,-0.0003986788385278,1.0,115,115,0.001286722480743141,0.022000000000000634,0.0,0.0,0.016376467936730883,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.0003124412458653311,-0.00039649175903978405,-0.00021036092586738567,1.0,-0.012545264100869036
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p650_d8d1ea67.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p650_d8d1ea67.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.65,-0.0003141511233707,1.0,89,89,0.0011959669882994639,0.026000000000000745,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.000300827273885913,-0.0003826643532516434,-0.0002042109893441972,1.0,-0.012753107090257787
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_b6d0632b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_b6d0632b.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.85,-0.0002433676636195,1.0,155,155,0.003036923054234607,0.0374000000000023,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0007404893216401445,-0.0013611192628342926,-0.0002037932381000813,0.9411764705882353,0.005541167867933794
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_5c62997e.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p850_5c62997e.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.85,-0.0002421217189029,1.0,168,168,0.003590699528401286,0.04080000000000117,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.000649626856961797,-0.0011863410830250556,-0.00020256661812731281,0.9117647058823529,0.007111833091440617
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p550_4a34584b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p550_4a34584b.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s030_11e075f1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.55,-0.0005254630682927,1.0,250,250,0.005185977818425892,0.10725000000000029,0.0,0.0,1.7763568394002505e-18,0.06600335405269317,0.0,0.0,0.0,promote_candidate,True,False,-0.00035433560578963346,-0.0005434780568692595,-0.00019611738986182513,0.9411764705882353,-0.0033209980017663843
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p750_4a34584b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p750_4a34584b.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.75,-0.0003188263513561,1.0,250,250,0.005185977818425904,0.10725000000000035,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.00035433560578963336,-0.0005434780568692592,-0.00019611738986182503,0.9411764705882353,-0.0033209980017663843
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_3989b361.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_3989b361.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.75,-0.0002676222838103,1.0,155,155,0.002923241442578765,0.036000000000000365,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0007140426933994425,-0.0013128298260860322,-0.00019552492340201464,0.9411764705882353,0.005333744471807955
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p750_00f9a703.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p750_00f9a703.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.75,-0.0002687271004895,1.0,250,250,0.003958987421330468,0.03000000000000086,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.00066081428212895,-0.0012102147826392902,-0.0001955041136222334,0.9117647058823529,0.006706428293742184
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_41318cd1.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_41318cd1.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.75,-0.0002433676636195,1.0,155,155,0.002679637989030536,0.03300000000000203,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0006570654660119487,-0.0012087129920529327,-0.0001779595335411241,0.9411764705882353,0.004889265765823936
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_667a554d.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p750_667a554d.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.75,-0.0002421217189029,1.0,168,168,0.0031682642897658407,0.03600000000000103,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.0005780399738384051,-0.0010568865838546887,-0.00017633256961502032,0.9117647058823529,0.006275146845388768
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p650_ee4db989.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p650_ee4db989.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.65,-0.0003524736247902,0.9523809523809524,250,250,0.0048261051639207145,0.0929500000000003,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0004526799414957503,-0.0006168887847625369,-0.0001746929139313752,0.9411764705882353,-0.0009443773828183288
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p550_be0fdd62.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p550_be0fdd62.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.55,-0.0003141511233707,1.0,89,89,0.0010119720670226232,0.022000000000000634,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.000252766358795943,-0.0003213725645831992,-0.000172748955427204,1.0,-0.010791090614833465
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p650_c00417e4.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p650_c00417e4.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.65,-0.0002687271004895,1.0,250,250,0.0034311224318197392,0.026000000000000745,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.000575751545108054,-0.001055211028312313,-0.00016794773638369433,0.9411764705882353,0.0058122378545766296
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_df19cc64.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_df19cc64.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.65,-0.0002676222838103,1.0,155,155,0.002533475916901597,0.031200000000000318,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0006223767062061678,-0.0011451885932886744,-0.00016768274475037226,0.9411764705882353,0.004622578542233524
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p650_4052e921.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p650_4052e921.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.65,-0.0003188263513561,1.0,250,250,0.0044945141093024514,0.0929500000000003,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.0002793026615144502,-0.00042717632729365044,-0.0001533102027756417,0.9411764705882353,-0.002878198268197546
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_1238e15c.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_1238e15c.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.65,-0.0002433676636195,1.0,155,155,0.0023223529238264647,0.02860000000000176,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.0005717872186062166,-0.0010524174455515778,-0.0001530882707450989,0.9411764705882353,0.004237363663714078
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_6d01dde0.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p650_6d01dde0.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_cdd3a936.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,visible_but_null_common,matched_null_hallucination,0.65,-0.0002421217189029,1.0,168,168,0.0027458290511303955,0.031200000000000894,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.029570466704481185,promote_candidate,True,False,-0.0005051230619476668,-0.0009246521880800641,-0.00015075935109766153,0.9117647058823529,0.005438460599336947
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p550_daf9aae4.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p550_daf9aae4.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.55,-0.0002676222838103,1.0,155,155,0.0021437103912244283,0.02640000000000027,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0005288829291252579,-0.0009737161658006344,-0.00014078219043225126,0.9411764705882353,0.003911412612659149
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p550_e00a1051.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p550_e00a1051.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.55,-0.0002687271004895,1.0,250,250,0.00290325744230901,0.022000000000000634,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.0004899882837006218,-0.0008987489585947302,-0.00014072148457649404,0.9411764705882353,0.00491804741541102
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p550_5a233e5c.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p550_5a233e5c.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.55,-0.0003524736247902,0.9523809523809524,250,250,0.004083627446394451,0.07865000000000026,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.00035429182598618376,-0.0004774573208205107,-0.0001309826981228783,0.9411764705882353,-0.0007990885546924342
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p550_6ef14012.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p550_6ef14012.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_9e00ce3f.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.55,-0.0002433676636195,1.0,155,155,0.0019650678586223937,0.024200000000001488,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.025009954564285,promote_candidate,True,False,-0.00048595883939039723,-0.0008949760673821623,-0.00012847808565270643,0.9411764705882353,0.0035854615616042196
