feature,family,support_rescue_abs_mean,shape_only_win_abs_mean,abs_mean_diff_rescue_minus_shapewin,support_rescue_aligned_mean,shape_only_win_aligned_mean,aligned_mean_diff_rescue_minus_shapewin,sort_abs_diff
z__target_all_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top4_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top33_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top33_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top33_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_all_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_not_e72_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_not_e72_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_not_e72_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_all_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_all_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_all_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_not_e72_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_all_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top4_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top4_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top4_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top4_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top4_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top33_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_not_e72_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top33_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top16_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top1_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top1_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top1_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top1_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top1_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top16_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top16_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top16_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top16_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_not_e72_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_not_e72_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_not_e72_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_not_e72_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_not_e72_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_between_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
