feature,family,support_rescue_abs_mean,shape_only_win_abs_mean,abs_mean_diff_rescue_minus_shapewin,support_rescue_aligned_mean,shape_only_win_aligned_mean,aligned_mean_diff_rescue_minus_shapewin,sort_abs_diff
z__sup_between_not_e72_nearest_hard085_swing,support,0.07476214963606886,0.0,0.07476214963606886,0.07476214963606886,0.0,0.07476214963606886,0.07476214963606886
z__sup_between_not_e72_focus_mean_mean,support,0.0708780534012024,0.0,0.0708780534012024,0.0708780534012024,0.0,0.0708780534012024,0.0708780534012024
z__target_not_e72_S1_support_swing,target,0.07060915261354712,0.0,0.07060915261354712,-0.07060915261354712,0.0,-0.07060915261354712,0.07060915261354712
z__target_all_S1_support_swing,target,0.06904495892796968,0.0,0.06904495892796968,0.0597309490230822,0.0,0.0597309490230822,0.06904495892796968
z__target_all_S3_support_swing,target,0.22100803047840245,0.1790043598591868,0.042003670619215644,-0.11263153098377181,-0.1790043598591868,0.066372828875415,0.066372828875415
z__shape_not_e72_support_label_swing,shape,0.06529185027506153,0.0,0.06529185027506153,0.06529185027506153,0.0,0.06529185027506153,0.06529185027506153
z__sup_between_not_e72_focus_mean_swing,support,0.05962421716499893,0.0,0.05962421716499893,0.05962421716499893,0.0,0.05962421716499893,0.05962421716499893
z__target_all_Q3_support_swing,target,0.05758277848593593,0.0,0.05758277848593593,-0.05758277848593593,0.0,-0.05758277848593593,0.05758277848593593
z__sup_all_global_swing,support,0.003168465927005056,0.0554498539153835,-0.05228138798837844,-0.0017687659204331438,-0.0554498539153835,0.053681087994950354,0.053681087994950354
z__shape_between_not_e72_support_label_swing,shape,0.0465433971312616,0.0,0.0465433971312616,0.0465433971312616,0.0,0.0465433971312616,0.0465433971312616
z__target_between_Q1_support_swing,target,0.03985040638064923,0.0,0.03985040638064923,0.03985040638064923,0.0,0.03985040638064923,0.03985040638064923
z__target_all_Q1_support_swing,target,0.03925900292111597,0.0,0.03925900292111597,0.03925900292111597,0.0,0.03925900292111597,0.03925900292111597
z__target_between_S1_support_swing,target,0.03761875268734627,0.0,0.03761875268734627,-0.03761875268734627,0.0,-0.03761875268734627,0.03761875268734627
z__sup_between_prior_split_rate,support,0.029649710578587066,0.0,0.029649710578587066,-0.029649710578587066,0.0,-0.029649710578587066,0.029649710578587066
z__target_between_Q3_support_swing,target,0.0275687340845048,0.0,0.0275687340845048,-0.0275687340845048,0.0,-0.0275687340845048,0.0275687340845048
z__sup_all_prior_split_rate,support,0.0242403240314405,0.0,0.0242403240314405,-0.0242403240314405,0.0,-0.0242403240314405,0.0242403240314405
z__sup_between_global_mean,support,0.016205852038979233,0.0382222222222219,-0.022016370183242668,-0.016205852038979233,-0.0382222222222219,0.022016370183242668,0.022016370183242668
z__sup_not_e72_global_swing,support,0.018165652503902067,0.0,0.018165652503902067,0.018165652503902067,0.0,0.018165652503902067,0.018165652503902067
z__sup_not_e72_global_hard_rate,support,0.017316017316017267,0.0,0.017316017316017267,0.017316017316017267,0.0,0.017316017316017267,0.017316017316017267
z__shape_not_e72_support_label_mean,shape,0.017316017316017267,0.0,0.017316017316017267,0.017316017316017267,0.0,0.017316017316017267,0.017316017316017267
z__shape_between_not_e72_support_label_mean,shape,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884
z__sup_between_not_e72_global_hard_rate,support,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884
z__sup_all_global_hard_rate,support,0.012910560862315531,0.0,0.012910560862315531,-0.012910560862315531,0.0,-0.012910560862315531,0.012910560862315531
z__sup_all_global_mean,support,0.008789144856423866,0.004,0.004789144856423866,-0.008789144856423866,0.004,-0.012789144856423866,0.012789144856423866
z__sup_between_not_e72_global_swing,support,0.010551810057942,0.0,0.010551810057942,0.010551810057942,0.0,0.010551810057942,0.010551810057942
z__target_top4_S2_support_swing,target,0.004646529068263,0.0,0.004646529068263,0.004646529068263,0.0,0.004646529068263,0.004646529068263
z__sup_not_e72_global_mean,support,0.0033477633477632667,0.0,0.0033477633477632667,0.0033477633477632667,0.0,0.0033477633477632667,0.0033477633477632667
z__shape_all_support_label_mean,shape,0.0032496551586448327,0.0,0.0032496551586448327,0.0032496551586448327,0.0,0.0032496551586448327,0.0032496551586448327
z__sup_between_not_e72_global_mean,support,0.0025764895330112002,0.0,0.0025764895330112002,0.0025764895330112002,0.0,0.0025764895330112002,0.0025764895330112002
z__target_top33_S2_support_swing,target,0.0025575121174129336,0.0,0.0025575121174129336,0.0025575121174129336,0.0,0.0025575121174129336,0.0025575121174129336
z__target_top1_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top33_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top4_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q2_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_not_e72_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q2_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S4_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top1_S1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q2_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q1_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q3_support_swing,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_not_e72_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_top16_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_between_Q1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_all_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_all_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_all_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_all_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_not_e72_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_all_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top4_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_not_e72_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_not_e72_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top16_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top1_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top1_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top1_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top1_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top1_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top16_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top16_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top16_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_not_e72_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top16_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_not_e72_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_not_e72_edge_like_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_not_e72_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_not_e72_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_not_e72_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_between_not_e72_flank_conflict_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top33_both_flanks_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_not_e72_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_between_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top33_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top1_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_e101_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_broad_low_alpha_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_top16_all_safe_density_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_e72_active_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_not_e72_e101_plausible_mass_mean,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top33_between_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__ctx_top33_context_high_rate,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_q_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_between_not_e72_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top1_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__axis_all_all_veto_null_rate,axis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top16_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top16_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_not_e72_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_not_e72_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_between_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_between_not_e72_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top33_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_all_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top4_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top4_swing_sum,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top4_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top4_n_rows,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top4_n_cells,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top33_swing_top_share,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top1_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top33_range_mean,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__shape_top33_swing_max,shape,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S1_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_q_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S4_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S4_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S2_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_S1_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__sup_top4_prior_split_rate,support,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_Q3_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_Q3_cell_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z__target_all_Q2_swing_share,target,0.0,0.0,0.0,0.0,0.0,0.0,0.0
