candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,q3_scale,s4_mode,local_delta,q3_local_target_delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate,geometry_vs_ungated_delta,keep_abs_share_oof,anchor,anchor_scale,e222_tail_survival_score,e222_decision
e224_q3s0_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e95,0.5,0.5062661487391001,expected_good_but_low_support
e224_q3s0_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e95,0.5,0.5062661487391001,expected_good_but_low_support
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601395,-0.0006019144069494785,-0.00042992031246404615,-0.0005011059548668938,-0.0004176887667578728,-0.0023394910721874444,0.0011851376375029141,0.0035246287096903587,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.0015686521903091498,0.4849040845775539,0.48121887494131516,0.011224958920201276,0.058743811828172655,0.14789051018904398,1.1908788645086954,1,1,7,0.16538577986034095,0.7937282652388882,0.023976670998799226,0.11507011965690797,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,0.5172239997484025,expected_good_but_low_support
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726644e-05,-8.82003675796819e-06,-7.047573884249132e-06,-3.6776674356962634e-05,-4.8300741848292806e-05,-0.00024541525891432305,0.00022564089182660542,0.0004710561507409285,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478448,0.002372458550467887,0.011776403768523225,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188746,3.5959327863382717,0.02845763472495409,0.13395806433700608,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,0.02252257255491811,expected_good_tail_unclear
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3,95,95,Q3,-1.467531154204726e-06,-8.66190831089465e-06,-9.344065198113297e-06,1.3603380046393781e-05,1.9772770770355936e-05,-0.0003852664552538097,0.00033346272812871317,0.0007187291833825231,1.5339633652824394e-05,7.033837083267147e-05,0.00013412351260704374,0.0003117038420359646,0.47388564134524835,0.4660034224666522,0.0029356628797908954,0.01323974811494121,0.026844358892442632,0.3350781398408818,1,1,1,10.452680073519215,47.92972921299837,0.021342717128351684,0.09786491554668914,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,-0.19738538582284915,expected_good_but_low_support
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675105,-0.0006402965859643883,-0.0004350157310023514,-0.000525968768335792,-0.00043772381883248494,-0.00246628132473333,0.0012396727099376692,0.0037059540346709987,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016101638684489826,0.4814267005503499,0.47853617587100444,0.010325064306481047,0.0544993240392794,0.16929496819948486,1.2456781241742978,1,1,7,0.181242349109494,0.787300276072926,0.026103934620674587,0.11339311719597524,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,0.5394675969417114,expected_good_but_low_support
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,-0.14746135165950913,expected_bad_or_neutral
e224_q3s0_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,0.0,closer,-0.0004900193745056569,-1.1102230246251565e-16,-0.0004999610614157682,0.95,-6.669663549899174e-05,0.5,0.000991559414064272,0.24897699175485488,e154,0.5,-0.04568403438454463,expected_bad_or_neutral
e224_q3s0_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e95,0.5,0.5133966230779363,expected_good_but_low_support
e224_q3s0_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.0,toward,-0.0004929397794734003,-1.1102230246251565e-16,-0.0005074167202585322,0.95,-0.00010588049517089304,0.375,0.0009523755543923706,0.2644294671258756,e95,0.5,0.5133966230779363,expected_good_but_low_support
