candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,target_profile,energy_profile,block_profile,scale_x,delta_cap,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_scale_factor,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,cheap_priority,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,selection_proxy,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
adaptjepa_f2d92e11,low_error_best5,l2o,15,-0.0009339429548450795,-0.0012310581468709004,-0.0010823897061327248,-0.0005119280559175544,-0.0004503760888956432,1.0,0.0004199861533892457,0.001037445570604875,20,0.5769575009273878,0.5770625921077375,0.00011335502772190111,0.5777588299068599,0.5781443343577307,0.0006359059197118811,0.5781955823722399,0.5782978298000894,0.0001947485460418665,0.5778349187551858,0.5776373044021624,0.5770625921077375,0.5782978298000894,adaptjepa_f2d92e11,submission_adaptjepa_f2d92e11.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2/energy_strong/all_rows,noq2,energy_strong,all_rows,1.3,0.2,930.0,248.0,1.3419461799758043,0.6441693763679492,0.9746657749450506,0.008866284854764627,0.04416127414542681,-0.00040306332675494976,0.5758757555501319,-0.0015635896728406244,-0.0017923782578674885,-0.0016139674281003824,-0.0012693060211558028,-0.0007267060318154606,1.0,0.008866284854764627,0.04416127414542681,0.009771761983552951,0.30821394305727906,0.9513170687552518,0.026808910847817825,0.008866284854764627,0.04416127414542681,-0.0029065847491413534,-0.0013499457241672305,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2/energy_strong/all_rows,1.3,930.0,248.0,1.3419461799758043
adaptjepa_fbd72e7e,low_error_best5,l2o,15,-0.0009309140217187428,-0.0012359134781548154,-0.0010800303933174993,-0.0005072806043644241,-0.0004438650902612862,1.0,0.0004199861533892457,0.001037445570604875,26,0.5769764203526881,0.57708715637931,0.00011856035752494178,0.5777514302536554,0.5781416085781471,0.0006292913722568257,0.5781833780129679,0.5782951187842832,0.00019645930249801268,0.5778412945805801,0.5776370762064371,0.57708715637931,0.5782951187842832,adaptjepa_fbd72e7e,submission_adaptjepa_fbd72e7e.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2/energy_strong/row_energy,noq2,energy_strong,row_energy,1.5,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.9478898571448373,0.009078654375022137,0.04776988026265083,-0.0003942909174479543,0.5758751786815389,-0.0015641665414336486,-0.0017835067439955887,-0.0016120064612545892,-0.0011979114061346995,-0.0007124988571556301,1.0,0.009078654375022137,0.04776988026265083,0.009776791126295004,0.30479527788741895,0.9524178907273484,0.02699068259890144,0.009078654375022137,0.04776988026265083,-0.0028882027780828367,-0.0013469167910408937,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2/energy_strong/row_energy,1.5,1132.0,250.0,1.1823632311752297
adaptjepa_4c2dfa0a,low_error_best5,l2o,15,-0.000930664460924017,-0.001239095014840519,-0.0010877287144890335,-0.0005060878149952375,-0.00044245240174323186,1.0,0.0004199861533892457,0.001037445570604875,15,0.5769493909664276,0.5770629137948107,0.00011731837271513663,0.577771142324923,0.578170057500347,0.0006462606493582944,0.578214344876774,0.5783258665699776,0.0002013196856881846,0.5778529459550451,0.5776449593893749,0.5770629137948107,0.5783258665699776,adaptjepa_4c2dfa0a,submission_adaptjepa_4c2dfa0a.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2/energy_strong/late_subject_blocks,noq2,energy_strong,late_subject_blocks,1.3,0.2,930.0,248.0,1.3419461799758043,0.6441693763679492,0.996302681914225,0.009042190941195858,0.049913707852424216,-0.0004945875307944633,0.5758700780478878,-0.0015692671750847248,-0.001828802155370579,-0.0016274193678181836,-0.001158250837123931,-0.0007183717994134753,1.0,0.009042190941195858,0.049913707852424216,0.00994689568335649,0.30093589630751244,0.953644370986163,0.027302983125701168,0.009042190941195858,0.049913707852424216,-0.002931807372100035,-0.0013466672302461678,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2/energy_strong/late_subject_blocks,1.3,930.0,248.0,1.3419461799758043
adaptjepa_e01a895b,low_error_best5,l2o,15,-0.000925579681867957,-0.0012225200997337815,-0.0010610456476886077,-0.0005148496036450734,-0.0004517535079696655,1.0,0.0004199861533892457,0.001037445570604875,41,0.576968312407309,0.5770746987808907,0.00011550257923122323,0.5777553152604251,0.5781414526781009,0.0006346078612892863,0.5781901110114162,0.5782960875745937,0.00020027319811047404,0.5778374130111951,0.5776379128930501,0.5770746987808907,0.5782960875745937,adaptjepa_e01a895b,submission_adaptjepa_e01a895b.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2_stage_boost/energy_strong/all_rows,noq2_stage_boost,energy_strong,all_rows,1.15,0.2,930.0,248.0,1.3419461799758043,0.6441693763679492,1.1007654119392247,0.008785254274856704,0.04882898977870659,-0.0004220327468470267,0.575904398140058,-0.001534947082914677,-0.0017663196931286818,-0.0015922325645314483,-0.0012264153847456826,-0.0007221838263320457,1.0,0.008785254274856704,0.04882898977870659,0.009690038967403882,0.32243767823425534,0.9465906948913574,0.02692249785457567,0.008785254274856704,0.04882898977870659,-0.002868938761447859,-0.0013415824511901079,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2_stage_boost/energy_strong/all_rows,1.15,930.0,248.0,1.3419461799758043
adaptjepa_90afb371,low_error_best5,l2o,15,-0.0009190159282011907,-0.0012177747584001918,-0.001057037149697182,-0.0005099059222420932,-0.00044240892113756036,1.0,0.0004199861533892457,0.001037445570604875,31,0.5769976793560225,0.5771064249019254,0.00011703093493155,0.577751322725492,0.5781361649308592,0.0006236127723972496,0.578178427192181,0.5782880545641924,0.0001980790412396203,0.5778435481323257,0.5776424764245652,0.5771064249019254,0.5782880545641924,adaptjepa_90afb371,submission_adaptjepa_90afb371.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,noq2_stage_boost/energy_linear/row_energy,noq2_stage_boost,energy_linear,row_energy,1.5,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,1.0708709093315185,0.009282800932240532,0.049853733210538376,-0.00029014436022955906,0.5759050202574232,-0.0015343249655494849,-0.0017716162820011982,-0.0015892611979606563,-0.0011749267081335945,-0.0007136953395145973,1.0,0.009282800932240532,0.049853733210538376,0.00997145684174777,0.31346953521038834,0.9495982574199383,0.02798584934068804,0.009282800932240532,0.049853733210538376,-0.002881044153000717,-0.0013350186975233415,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,noq2_stage_boost/energy_linear/row_energy,1.5,1132.0,250.0,1.1823632311752297
adaptjepa_53e36559,low_error_best5,l2o,15,-0.0009172908608207002,-0.0011935086650889826,-0.00106269725518493,-0.0005239977696738674,-0.0004554990561135286,1.0,0.0004199861533892457,0.001037445570604875,56,0.5770217767214155,0.5771219448258204,0.00011146194600015807,0.5777388264003861,0.5781211730666285,0.0006079578690376868,0.5781552665068357,0.5782684982636368,0.0001906011852346873,0.5778372053853619,0.5776386232095457,0.5771219448258204,0.5782684982636368,adaptjepa_53e36559,submission_adaptjepa_53e36559.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2/energy_strong/public_subjects,noq2,energy_strong,public_subjects,1.5,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.9606635540021249,0.009074867691471917,0.04509308608555357,-0.0003980776009981746,0.5759141605333522,-0.0015251846896203256,-0.0017238776862491755,-0.0015568286760424543,-0.0012836229726720383,-0.0007353914719010479,1.0,0.009074867691471917,0.04509308608555357,0.009769464159768555,0.3137572272001634,0.949503239794191,0.027192499768389194,0.009074867691471917,0.04509308608555357,-0.0028488001836528224,-0.001333293630142851,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2/energy_strong/public_subjects,1.5,1132.0,250.0,1.1823632311752297
adaptjepa_d6a24acf,low_error_best5,l2o,15,-0.00091585976863231,-0.0012159721577846172,-0.0010519925547106679,-0.0005051816890708106,-0.00044050066831102797,1.0,0.0004199861533892457,0.001037445570604875,33,0.5769675556396701,0.5770797410173909,0.00011741635115329145,0.5777657197211088,0.5781602975418935,0.0006371483137830775,0.5782019882519334,0.5783156484762471,0.00020209098853489436,0.5778518956785105,0.5776450878709041,0.5770797410173909,0.5783156484762471,adaptjepa_d6a24acf,submission_adaptjepa_d6a24acf.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2_stage_boost/energy_strong/late_subject_blocks,noq2_stage_boost,energy_strong,late_subject_blocks,1.15,0.2,930.0,248.0,1.3419461799758043,0.6441693763679492,1.1264557950975955,0.00891855256497217,0.04995203252198993,-0.0005553310369624918,0.5759085140025143,-0.0015308312204583105,-0.0017753100827492929,-0.0015955520609323148,-0.0011191105299263038,-0.0007102991218799204,1.0,0.00891855256497217,0.04995203252198993,0.00982370494059862,0.31251532365429663,0.9499127183490336,0.027255365440246968,0.00891855256497217,0.04995203252198993,-0.002879633820115433,-0.001331862537954461,f43_cv_best,submission_sparsejepa_f43ea825.csv,noq2_stage_boost/energy_strong/late_subject_blocks,1.15,930.0,248.0,1.3419461799758043
adaptjepa_98f23d0f,low_error_best5,l2o,15,-0.0009126708751381848,-0.0012117789876439967,-0.0010484006330810924,-0.0005115338905833822,-0.0004483417535920964,1.0,0.0004199861533892457,0.001037445570604875,102,0.576998755707839,0.5771090901172318,0.0001188023850941277,0.5777343962154533,0.5781118380166145,0.0006112426815724642,0.578152581653416,0.5782618029410336,0.00019568156989428033,0.5778275770249599,0.5776285778589028,0.5771090901172318,0.5782618029410336,adaptjepa_98f23d0f,submission_adaptjepa_98f23d0f.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2_stage_boost/energy_strong/row_energy,noq2_stage_boost,energy_strong,row_energy,1.3,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,1.0726055743023397,0.008796803068603289,0.049853733210538376,-0.0003697483610733811,0.5759293203525403,-0.0015100248704324702,-0.001738151486982731,-0.001559491438342886,-0.0011364319025939818,-0.000696798105417562,1.0,0.008796803068603289,0.049853733210538376,0.009496302339337837,0.3215452501422852,0.9468942137910312,0.026578591463711398,0.008796803068603289,0.049853733210538376,-0.002802744295257342,-0.0013286736444603356,282_consensus_directrob,submission_sparsejepa_282e9546.csv,noq2_stage_boost/energy_strong/row_energy,1.3,1132.0,250.0,1.1823632311752297
adaptjepa_b61082d1,low_error_best5,l2o,15,-0.0009099172659077152,-0.0011964429236255292,-0.0010576795758556745,-0.000513282019618333,-0.00045243426789298713,1.0,0.0004199861533892457,0.001037445570604875,75,0.576978548358148,0.5770853107202245,0.00011096367382664609,0.577735003174823,0.578108428683554,0.0006082387804056084,0.5781516185636686,0.5782544397523289,0.00018684826280375173,0.5778160597187024,0.5776217233655465,0.5770853107202245,0.5782544397523289,adaptjepa_b61082d1,submission_adaptjepa_b61082d1.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,noq2/energy_strong/late_subject_blocks,noq2,energy_strong,late_subject_blocks,1.5,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.9911311846862323,0.009023602326950255,0.045049868176119834,-0.0004493429655198357,0.5759269179601887,-0.0015124272627838077,-0.001753854346302841,-0.0015597747711985077,-0.0011285768544388342,-0.0007152192547030811,1.0,0.009023602326950255,0.045049868176119834,0.009720076410787284,0.31007771296396097,0.9507112137358216,0.02682474798166487,0.009023602326950255,0.045049868176119834,-0.0028303466052027864,-0.001325920035229866,f465_actual_best,submission_sparsejepa_f4657144.csv,noq2/energy_strong/late_subject_blocks,1.5,1132.0,250.0,1.1823632311752297
adaptjepa_c10b7ebd,low_error_best5,l2o,15,-0.0009069199440659907,-0.001178603634595743,-0.0010447645251069337,-0.0005162654789305555,-0.000456053194604622,1.0,0.0004199861533892457,0.001037445570604875,105,0.5769945250067202,0.5770911733944908,0.0001052463642361008,0.5777227444581079,0.5780797492886377,0.0005927817191055782,0.5781292301117341,0.5782217167163513,0.000178806555897767,0.5777975464664933,0.5776154998588541,0.5770911733944908,0.5782217167163513,adaptjepa_c10b7ebd,submission_adaptjepa_c10b7ebd.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,noq2/energy_strong/all_rows,noq2,energy_strong,all_rows,1.5,0.2,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.9712683398298536,0.008808351697662397,0.03821454957759973,-0.00028129699013248983,0.5759434639564323,-0.0014958812665403695,-0.001708260739859102,-0.0015341811801320437,-0.0012405644072236877,-0.0007205862232555482,1.0,0.008808351697662397,0.03821454957759973,0.009505840685090408,0.31852877816218705,0.9479131909001504,0.026205783697046847,0.008808351697662397,0.03821454957759973,-0.0027898838723718084,-0.0013229227133881416,f465_actual_best,submission_sparsejepa_f4657144.csv,noq2/energy_strong/all_rows,1.5,1132.0,250.0,1.1823632311752297
