candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,selector_id,rule_family,rule_note,pruned_cells,pruned_q3,pruned_s4,row_idx_list,selected_smooth_gain_sum,selected_pair_delta_sum,selected_smooth_gain_mean,selected_amp_mean,selected_nn_dist_mean,selected_positive_smooth_share,selected_e237_overlap,selected_e230_swing_overlap,selected_e230_risk_overlap,e222_tail_survival_score,e222_decision,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,q3_support_prob_focus_swing_weighted,s4_expected_focus,s4_adverse_delta,s4_support_prob_focus_swing_weighted,expected_focus_vs_e224,adverse_delta_vs_e224,support_prob_focus_swing_weighted_vs_e224,top1_over_abs_expected_vs_e224,adverse_reduction_vs_e224,expected_loss_vs_e224,support_gain_vs_e224,e230_gate,e230_score,actual_expected_focus,actual_adverse_delta,actual_support_prob_focus_swing_weighted,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_like_gate,e237_like_score,overlap_e237,jaccard_e237,overlap_e230_swing25,jaccard_e230_swing25,overlap_e230_risk21,jaccard_e230_risk21,overlap_amp_top25,jaccard_amp_top25
nn_smooth_sum_top34,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_smooth_sum_top34,submission_e154_s3repair_9f2e2e73.csv,top34 by single-row directed feature-NN1 Q3 smoothing gain sum,321,235,"Q3,S4",-0.0006898706640537811,-0.0008420168140003652,-0.000610454711075807,-0.0006171404670851707,-0.00039968244899965847,-0.0045617256976387965,0.0027681830436473405,0.007329908741286136,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.4822127984124339,0.4717730915561653,0.008188869579330524,0.03996056167367831,0.17209235472968332,2.7815931040016975,1,1,9,0.1425462677875161,0.6358117558846736,0.013416059038097516,0.05984083755023625,False,nn_smooth_sum_top34,feature_nn1,top34 by single-row directed feature-NN1 Q3 smoothing gain sum,34,34,0,5 46 48 51 52 64 65 76 77 90 99 103 105 108 109 116 134 150 158 160 162 164 166 168 196 212 222 223 230 231 235 236 237 247,3.5558895700071007,-3.5558895700071007,0.06609622822956057,0.06721282594766001,8.888232969787536,1.0,13,10,7,0.6942252823650142,expected_good_but_low_support,0.5497134939421922,0.0015830454061444264,-0.00017889043929364252,0.4630239642834338,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-6.65190691797919e-05,-0.0006325915258670097,0.005788959476231037,-0.015211391333964153,0.0006325915258670097,-6.65190691797919e-05,0.005788959476231037,False,1.033820288901409,-0.0007197082220669017,0.0034978930456814644,0.4707756420455069,-6.65190691797919e-05,0.0005961762911840837,0.004986134957097044,True,0.07303493902997032,13,0.2826086956521739,10,0.20408163265306123,7,0.14583333333333334,10,0.20408163265306123
top50_amp_then_smooth25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,top50_amp_then_smooth25,submission_e154_s3repair_9f2e2e73.csv,"within amplitude top50, choose feature-NN1 smooth-sum top25",330,239,"Q3,S4",-0.0006707695737285118,-0.0008235749150070783,-0.0006000328232627886,-0.0005887009829156685,-0.0003283148756879228,-0.0045832269085204986,0.002785172115088125,0.007368399023608623,9.833848841696186e-05,0.000434857342909863,0.0008243215533751102,0.0017209007245375869,0.4814113369418914,0.46902205998123486,0.008015480365062186,0.039074843307015425,0.17209235472968332,2.7986644765294377,1,1,8,0.14660546970003666,0.6482961659883931,0.013345977613574088,0.0590165301195774,False,top50_amp_then_smooth25,feature_nn1_amp,"within amplitude top50, choose feature-NN1 smooth-sum top25",25,25,0,5 51 52 87 96 105 109 116 138 150 158 160 164 166 188 196 212 222 223 230 231 235 236 237 247,2.6023204625418854,-2.6023204625418854,0.0730360115714605,0.0887151235262436,10.0630397346767,0.92,14,14,7,0.6745739857247588,expected_good_but_low_support,0.6154258031079762,0.0016000344775852111,-0.00015978934896837337,0.45783792548198665,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-4.741797885452262e-05,-0.0006156024544262252,0.0030379279013005855,-0.011152189421443609,0.0006156024544262252,-4.741797885452262e-05,0.0030379279013005855,True,0.9699073472836722,-0.0007006071317416326,0.003501585756234912,0.46843364137926474,-4.741797885452284e-05,0.000592483580630636,0.0026441342908548604,True,0.06844179671435974,14,0.3888888888888889,14,0.3888888888888889,7,0.1794871794871795,14,0.3888888888888889
nn_smooth_mean_top25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_smooth_mean_top25,submission_e154_s3repair_9f2e2e73.csv,top25 by single-row directed feature-NN1 Q3 smoothing gain mean,330,238,"Q3,S4",-0.0006879276323749692,-0.0008412253356888,-0.0006084863705317811,-0.0006140711909043265,-0.0003630567969176564,-0.004654826314517572,0.0028449495302640265,0.007499775844781598,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.4817888130011857,0.47106436722334827,0.00813521735751333,0.039771538570811504,0.17209235472968332,2.858731474703536,1,1,9,0.1429488855934783,0.6376075877793453,0.013112190344380296,0.05848546507567436,False,nn_smooth_mean_top25,feature_nn1,top25 by single-row directed feature-NN1 Q3 smoothing gain mean,25,25,0,5 22 51 52 65 105 109 116 150 158 160 162 164 166 168 196 212 222 223 230 231 235 236 237 247,2.874644816183629,-2.874644816183629,0.07951874604413532,0.07951874604413535,10.071113440903678,1.0,13,10,7,0.6921405058196389,expected_good_but_low_support,0.5557498114412598,0.0016598118927611133,-0.00017694740761483064,0.46206070818402145,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-6.457603750097997e-05,-0.0005558250392503237,0.005080235143413991,-0.014808773528001973,0.0005558250392503237,-6.457603750097997e-05,0.005080235143413991,True,0.9301352662746102,-0.0007177651903880898,0.003562052192270548,0.47012943665435697,-6.457603750098008e-05,0.0005320171445950001,0.004339929565947087,True,0.06502956798664268,13,0.35135135135135137,10,0.25,7,0.1794871794871795,10,0.25
nn_amp_smooth_top25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_amp_smooth_top25,submission_e154_s3repair_9f2e2e73.csv,top25 by amplitude-weighted feature-NN1 Q3 smoothing gain,330,240,"Q3,S4",-0.000690723060960992,-0.0008408078851261958,-0.0006042677671736181,-0.000627093530583162,-0.00041362056079093156,-0.004650642853192662,0.002852158477014,0.007502801330206663,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.4827208607514153,0.47220783038878683,0.00813824172694526,0.039787582811702006,0.17209235472968332,2.8659753441481017,1,1,9,0.14237035647853583,0.6350271230775246,0.013106902887198419,0.05846188096163789,False,nn_amp_smooth_top25,feature_nn1_amp,top25 by amplitude-weighted feature-NN1 Q3 smoothing gain,25,25,0,5 51 52 64 76 105 109 116 150 158 160 162 164 166 168 196 212 222 223 230 231 235 236 237 247,2.9651578607865865,-2.9651578607865865,0.07787170901562276,0.07930696206438079,9.991029890335236,1.0,13,10,7,0.6951646270387494,expected_good_but_low_support,0.5471065801313695,0.0016670208395110865,-0.00017974283620085345,0.46422411792484186,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-6.737146608700275e-05,-0.0005486160925003503,0.006223698308852554,-0.01538730264294444,0.0005486160925003503,-6.737146608700275e-05,0.006223698308852554,True,0.9276030438724235,-0.0007205606189741127,0.003557810690195202,0.47099890828213237,-6.737146608700297e-05,0.0005362586466703461,0.005209401193722485,True,0.06479151036692361,13,0.35135135135135137,10,0.25,7,0.1794871794871795,10,0.25
source_smooth_top25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,source_smooth_top25,submission_e154_s3repair_9f2e2e73.csv,top25 by outgoing/source directed feature-NN1 smoothing gain,330,239,"Q3,S4",-0.000683175213685299,-0.0008267682429542109,-0.0005917327840301551,-0.0006310246140715311,-0.00041146296152862595,-0.004618780146656159,0.002854316076276306,0.007473096222932465,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.48326376661899645,0.4733635409519031,0.008121032773204123,0.03963005572767216,0.17209235472968332,2.8681433955863915,1,1,9,0.1439432907503886,0.6420430212613245,0.013159002036557952,0.058694263416461334,False,source_smooth_top25,feature_nn1,top25 by outgoing/source directed feature-NN1 smoothing gain,25,25,0,5 51 52 62 74 105 109 116 138 150 158 160 164 166 174 196 212 222 223 230 231 235 236 237 247,2.377745355802375,-2.377745355802375,0.069468056299316,0.08138631957357466,9.936999421739856,0.84,13,11,8,0.6878479218756796,expected_good_but_low_support,0.5710879801484918,0.001669178438773392,-0.00017219498892516054,0.46635141900574745,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-5.9823618811309784e-05,-0.0005464584932380443,0.007379408871968807,-0.013814368371091651,0.0005464584932380443,-5.9823618811309784e-05,0.007379408871968807,True,0.9062906419975209,-0.0007130127716984197,0.003559968289457508,0.47194886560306454,-5.982361881131e-05,0.0005341010474080401,0.006159358514654656,True,0.0636115086671453,13,0.35135135135135137,11,0.28205128205128205,8,0.21052631578947367,11,0.28205128205128205
amp_smooth_mean_top25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,amp_smooth_mean_top25,submission_e154_s3repair_9f2e2e73.csv,top25 by amplitude-weighted mean smoothing gain,330,239,"Q3,S4",-0.0006618707408730128,-0.0008146760821515793,-0.0005911339904072897,-0.0005798021500601696,-0.00035414878472585774,-0.004589882699660229,0.0028269919428855705,0.0074168746425458,9.833848841696186e-05,0.000434857342909863,0.0008243215533751102,0.0017345604552748257,0.482017397547952,0.4703952610639043,0.008045865497257004,0.039331910983197424,0.17209235472968332,2.8406868944034533,1,1,8,0.14857657597501983,0.6570124890794881,0.013258750235962964,0.058630806622424016,False,amp_smooth_mean_top25,feature_nn1_amp,top25 by amplitude-weighted mean smoothing gain,25,25,0,5 51 52 87 105 109 116 150 158 160 162 164 166 168 188 196 212 222 223 230 231 235 236 237 247,2.8228324461916317,-2.8228324461916317,0.07744625124445542,0.08532183020064124,10.018573953512988,1.0,14,12,7,0.6659497930857937,expected_good_but_low_support,0.6517208036017271,0.0016418543053826565,-0.0001508905161128744,0.4605939224863756,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-3.851914599902362e-05,-0.0005737826266287798,0.004411128983970003,-0.009181083146460434,0.0005737826266287798,-3.851914599902362e-05,0.004411128983970003,True,0.8897991067698359,-0.0006917082988861336,0.003543405584032357,0.4695660450356909,-3.851914599902384e-05,0.000550663752833191,0.003776537947281,True,0.06312383342145889,14,0.3888888888888889,12,0.3157894736842105,7,0.1794871794871795,12,0.3157894736842105
nn_smooth_sum_top25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_smooth_sum_top25,submission_e154_s3repair_9f2e2e73.csv,top25 by single-row directed feature-NN1 Q3 smoothing gain sum,330,240,"Q3,S4",-0.0006946661642186169,-0.0008437148797255112,-0.0006083820709615975,-0.000631901541968742,-0.0004195223237361056,-0.004681197552891653,0.002878815217335083,0.007560012770226737,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.4827208607514152,0.472681923981264,0.008219404132265436,0.04009097681180845,0.17209235472968332,2.8927612191726775,1,1,9,0.1415622258319954,0.6314225463086189,0.013007714590674234,0.05801946260895075,False,nn_smooth_sum_top25,feature_nn1,top25 by single-row directed feature-NN1 Q3 smoothing gain sum,25,25,0,5 46 48 51 52 64 76 99 105 134 150 158 160 162 164 166 168 196 212 222 223 230 235 236 237,3.04192161416037,-3.04192161416037,0.07378358836636038,0.07530216126297563,9.378926185635827,1.0,10,10,7,0.6992025490148698,expected_good_but_low_support,0.5353620898086812,0.0016936775798321695,-0.00018368593945847835,0.46522548811403835,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-7.13145693446277e-05,-0.0005219593521792673,0.0066977919013297416,-0.016195433289484862,0.0005219593521792673,-7.13145693446277e-05,0.0066977919013297416,True,0.9003784123632084,-0.0007245037222317376,0.0035954787526794704,0.47146732153522214,-7.131456934462781e-05,0.0004985905841860777,0.005677814446812257,True,0.06271579827828098,10,0.25,10,0.25,7,0.1794871794871795,10,0.25
nn_smooth_mean_top21,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_smooth_mean_top21,submission_e154_s3repair_9f2e2e73.csv,top21 by single-row directed feature-NN1 Q3 smoothing gain mean,334,241,"Q3,S4",-0.0006916380109278592,-0.0008417228350930629,-0.0006051827171404851,-0.0006280084805500291,-0.00036743525111855433,-0.004722208192618397,0.0028983437866863773,0.007620551979304774,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.48173019176038034,0.4710920950822977,0.008183104983314558,0.0399280418077346,0.17209235472968332,2.912384391839398,1,1,9,0.14218201843047487,0.6341870621843413,0.01290437867020931,0.05755854424148637,False,nn_smooth_mean_top21,feature_nn1,top21 by single-row directed feature-NN1 Q3 smoothing gain mean,21,21,0,5 51 52 105 109 116 150 158 160 164 166 196 212 222 223 230 231 235 236 237 247,2.553030588943198,-2.553030588943198,0.08460049598513453,0.08460049598513456,10.60256242822537,1.0,13,10,7,0.6958564299443187,expected_good_but_low_support,0.5443357327852204,0.0017132061491834636,-0.0001806577861677206,0.4623777865666581,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-6.828641605386993e-05,-0.0005024307828279729,0.005107963002363436,-0.015575640691005394,0.0005024307828279729,-6.828641605386993e-05,0.005107963002363436,True,0.8686731175950186,-0.0007214755689409798,0.00360399599986758,0.4700903289874531,-6.828641605387004e-05,0.0004900733369979683,0.004300821899043239,True,0.060211813570528155,13,0.3939393939393939,10,0.2777777777777778,7,0.2,10,0.2777777777777778
nn_amp_smooth_top21,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,nn_amp_smooth_top21,submission_e154_s3repair_9f2e2e73.csv,top21 by amplitude-weighted feature-NN1 Q3 smoothing gain,334,241,"Q3,S4",-0.0006959912025788718,-0.0008413741567604002,-0.0006035939851857542,-0.0006430054657904609,-0.0004250870919280272,-0.004719858888301585,0.00290864136130252,0.007628500249604104,9.833848841696186e-05,0.00043862787824536036,0.0008343096660141684,0.0017637083347554112,0.482741804897742,0.4725217861883745,0.00819084861551069,0.03996968693654845,0.17209235472968332,2.922731851558848,1,1,9,0.14129271756968487,0.6302204347125404,0.012890933368202398,0.05749857296892975,False,nn_amp_smooth_top21,feature_nn1_amp,top21 by amplitude-weighted feature-NN1 Q3 smoothing gain,21,21,0,5 51 52 76 105 150 158 160 162 164 166 168 196 212 222 223 230 235 236 237 247,2.7031990970726696,-2.7031990970726696,0.08222950554500229,0.08393814012685706,10.217884748082371,1.0,11,10,7,0.7004955598165468,expected_good_but_low_support,0.5315278562189438,0.0017235037237996061,-0.00018501097781873326,0.4650522520152887,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-7.263960770488261e-05,-0.0004921332082118302,0.006537654108440205,-0.016464941551795398,0.0004921332082118302,-7.263960770488261e-05,0.006537654108440205,True,0.865854337812989,-0.0007258287605919924,0.003614293574483722,0.4712754731777659,-7.263960770488261e-05,0.00047977576238182607,0.005485966089356031,True,0.059905878228541806,11,0.3142857142857143,10,0.2777777777777778,7,0.2,10,0.2777777777777778
control_e237_learned_cell25,e246_feature_nn1_smoothing_selector,diagnostic,graft_vs_e154,control_e237_learned_cell25,submission_e154_s3repair_9f2e2e73.csv,fixed E237 learned Q3 cells,330,235,"Q3,S4",-0.0006289631026221873,-0.0007518373838812421,-0.0005337286423355824,-0.0006013232816497372,-0.00031247025044878646,-0.0044852918673684945,0.0028243748291616063,0.0073096666965301,8.814970509269111e-05,0.0004163472056021146,0.0007852532390139075,0.0016550829970576172,0.4828427239830346,0.47243439067106757,0.007910582521775083,0.038763383996750535,0.15426198391220952,2.8380571024524937,1,1,8,0.14015083671075357,0.6619580765013664,0.012059333038336178,0.05695843913098728,False,control_e237_learned_cell25,control,fixed E237 learned Q3 cells,25,25,0,3 5 7 11 16 44 52 116 140 158 164 166 178 188 189 195 208 222 223 226 230 231 235 237 247,0.20066213963224774,-0.20066213963224774,0.00832001264084355,0.09282638642174021,9.72811709978328,0.56,25,13,11,0.6334499807564008,expected_good_but_low_support,0.7471398112170139,0.0016392371916586928,-0.00011798287786204876,0.4642542758171638,-0.0005109802247601385,0.0011851376375029135,0.4812188749413152,-5.611507748198071e-06,-0.000576399740352744,0.0064502585911332955,-0.017606822410726697,0.000576399740352744,-5.611507748198071e-06,0.0064502585911332955,True,0.8122135351599032,-0.0006588006606353079,0.0035407884703083934,0.4712285740925564,-5.61150774819818e-06,0.0005532808665571548,0.005439067004146536,True,0.05894160580731279,25,1.0,13,0.35135135135135137,11,0.3142857142857143,13,0.35135135135135137
