candidate,scenario,branch_prob,rank,euclidean,cosine_distance,known_prob,known_label,known_pair_context,known_pair_id,known_new_tag,known_base_tag,known_new_file,known_base_file,known_pair_is_e95_e101,known_actual_delta
e176,direct_vs_e95,9.714770745969637e-05,1,13.394914814641556,0.22791440132722385,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,a2c8_frontier,submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,0.0037880068
e176,direct_vs_e95,9.714770745969637e-05,2,13.394914814641556,0.22791440132722385,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,a2c8_frontier,jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037880068
e176,direct_vs_e95,9.714770745969637e-05,3,13.544351218428616,0.2336534719696033,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,raw_jepa,submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,False,0.0037010205999999
e176,direct_vs_e95,9.714770745969637e-05,4,13.544351218428616,0.2336534719696033,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,raw_jepa,jepa_latent,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037010205999999
e176,direct_vs_e95,9.714770745969637e-05,5,13.77327854038032,0.23776489702957315,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e95,submission_jepa_latent_residual_probe.csv,submission_e95_hardtail_541e3973.csv,False,0.0049359979999999
e176,direct_vs_e95,9.714770745969637e-05,6,13.77327854038032,0.23776489702957315,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,e95,jepa_latent,submission_e95_hardtail_541e3973.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049359979999999
e176,direct_vs_e95,9.714770745969637e-05,7,13.773911446057177,0.2377270942492159,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,e101,jepa_latent,submission_e101_q2s3tail_177569bc.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049269617999999
e176,direct_vs_e95,9.714770745969637e-05,8,13.773911446057177,0.2377270942492159,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e101,submission_jepa_latent_residual_probe.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0049269617999999
e174,direct_vs_e95,9.695405431983098e-05,1,13.431062088727595,0.22952331801344283,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,a2c8_frontier,submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,0.0037880068
e174,direct_vs_e95,9.695405431983098e-05,2,13.431062088727595,0.22952331801344283,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,a2c8_frontier,jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037880068
e174,direct_vs_e95,9.695405431983098e-05,3,13.579277035353108,0.23524187789247697,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,raw_jepa,submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,False,0.0037010205999999
e174,direct_vs_e95,9.695405431983098e-05,4,13.579277035353108,0.23524187789247697,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,raw_jepa,jepa_latent,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037010205999999
e174,direct_vs_e95,9.695405431983098e-05,5,13.806900671487742,0.2394102660257088,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e95,submission_jepa_latent_residual_probe.csv,submission_e95_hardtail_541e3973.csv,False,0.0049359979999999
e174,direct_vs_e95,9.695405431983098e-05,6,13.806900671487742,0.2394102660257088,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,e95,jepa_latent,submission_e95_hardtail_541e3973.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049359979999999
e174,direct_vs_e95,9.695405431983098e-05,7,13.807532418885355,0.23937330414631997,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,e101,jepa_latent,submission_e101_q2s3tail_177569bc.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049269617999999
e174,direct_vs_e95,9.695405431983098e-05,8,13.807532418885355,0.23937330414631997,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e101,submission_jepa_latent_residual_probe.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0049269617999999
e172,direct_vs_e95,8.742494629602907e-05,1,13.486784212636834,0.24734049356586352,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,a2c8_frontier,submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,0.0037880068
e172,direct_vs_e95,8.742494629602907e-05,2,13.486784212636834,0.24734049356586352,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,a2c8_frontier,jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037880068
e172,direct_vs_e95,8.742494629602907e-05,3,13.612288442002638,0.25253228489262736,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,raw_jepa,submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,False,0.0037010205999999
e172,direct_vs_e95,8.742494629602907e-05,4,13.612288442002638,0.25253228489262736,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,raw_jepa,jepa_latent,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037010205999999
