candidate,scenario,branch_prob,rank,euclidean,cosine_distance,known_prob,known_label,known_pair_context,known_pair_id,known_new_tag,known_base_tag,known_new_file,known_base_file,known_pair_is_e95_e101,known_actual_delta
e172,direct_vs_e95,8.742494629602907e-05,5,13.647468832092505,0.25681356697245783,0.0021834569754396946,0,hybrid_stage2__jepa_latent,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_residual_probe.csv,hybrid_stage2,jepa_latent,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_jepa_latent_residual_probe.csv,False,-0.0032823520999999
e172,direct_vs_e95,8.742494629602907e-05,6,13.647468832092505,0.25681356697245783,0.0021834569754396946,0,hybrid_stage2__jepa_latent,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,hybrid_stage2,submission_jepa_latent_residual_probe.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,0.0032823520999999
e172,direct_vs_e95,8.742494629602907e-05,7,13.733594044273426,0.2553509508206069,0.0049212699535654434,0,jepa_latent__ordinal,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,ordinal,submission_jepa_latent_residual_probe.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,False,0.0029239625999999
e172,direct_vs_e95,8.742494629602907e-05,8,13.733594044273426,0.2553509508206069,0.0049212699535654434,0,jepa_latent__ordinal,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_residual_probe.csv,ordinal,jepa_latent,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_jepa_latent_residual_probe.csv,False,-0.0029239625999999
e166,direct_vs_e95,0.0006769439439362093,1,13.144184581075017,0.2540873822356374,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,raw_jepa,submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,False,0.0037010205999999
e166,direct_vs_e95,0.0006769439439362093,2,13.144184581075017,0.2540873822356374,0.0019481081147866106,0,jepa_latent__raw_jepa,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,raw_jepa,jepa_latent,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037010205999999
e166,direct_vs_e95,0.0006769439439362093,3,13.320922608079039,0.26301445491272346,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,a2c8_frontier,submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,0.0037880068
e166,direct_vs_e95,0.0006769439439362093,4,13.320922608079039,0.26301445491272346,0.0017654311000675537,0,a2c8_frontier__jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,a2c8_frontier,jepa_latent,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_residual_probe.csv,False,-0.0037880068
e166,direct_vs_e95,0.0006769439439362093,5,13.61211234069198,0.2745812330643521,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,e95,jepa_latent,submission_e95_hardtail_541e3973.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049359979999999
e166,direct_vs_e95,0.0006769439439362093,6,13.61211234069198,0.2745812330643521,0.002931430633512288,0,e95__jepa_latent,submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e95,submission_jepa_latent_residual_probe.csv,submission_e95_hardtail_541e3973.csv,False,0.0049359979999999
e166,direct_vs_e95,0.0006769439439362093,7,13.613040991821142,0.27459803705900154,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,jepa_latent,e101,submission_jepa_latent_residual_probe.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0049269617999999
e166,direct_vs_e95,0.0006769439439362093,8,13.613040991821142,0.27459803705900154,0.0029430733309691514,0,e101__jepa_latent,submission_e101_q2s3tail_177569bc.csv__vs__submission_jepa_latent_residual_probe.csv,e101,jepa_latent,submission_e101_q2s3tail_177569bc.csv,submission_jepa_latent_residual_probe.csv,False,-0.0049269617999999
e154,direct_vs_e95,0.007859679957251146,1,10.193302177233317,0.3042079647109266,0.0018310919785585176,0,hybrid_stage2__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,mixmin,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_mixmin_0c916bb4.csv,False,0.0016383352
e154,direct_vs_e95,0.007859679957251146,2,10.193302177233317,0.3042079647109266,0.0018310919785585176,0,hybrid_stage2__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,mixmin,hybrid_stage2,submission_mixmin_0c916bb4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016383352
e154,direct_vs_e95,0.007859679957251146,3,10.402055240993146,0.3215633085901757,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e95,a2c8_frontier,submission_e95_hardtail_541e3973.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011479911999999
e154,direct_vs_e95,0.007859679957251146,4,10.402055240993146,0.3215633085901757,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e95,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e95_hardtail_541e3973.csv,False,0.0011479911999999
e154,direct_vs_e95,0.007859679957251146,5,10.418551711830371,0.3177936755636117,0.0014738815439728833,0,e95__raw_jepa,submission_e95_hardtail_541e3973.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,raw_jepa,e95,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e95_hardtail_541e3973.csv,False,0.0012349774
e154,direct_vs_e95,0.007859679957251146,6,10.418551711830371,0.3177936755636117,0.0014738815439728833,0,e95__raw_jepa,submission_e95_hardtail_541e3973.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,e95,raw_jepa,submission_e95_hardtail_541e3973.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,False,-0.0012349774
e154,direct_vs_e95,0.007859679957251146,7,10.422895395242334,0.3230793486801068,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e101,a2c8_frontier,submission_e101_q2s3tail_177569bc.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011389549999999
e154,direct_vs_e95,0.007859679957251146,8,10.422895395242334,0.3230793486801068,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e101,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0011389549999999
e144,direct_vs_e95,0.05438522192000547,1,11.018926685084185,0.30151807806814723,0.02081466495988673,0,a2c8_frontier__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,mixmin,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_mixmin_0c916bb4.csv,False,0.0011326804999999
e144,direct_vs_e95,0.05438522192000547,2,11.018926685084185,0.30151807806814723,0.02081466495988673,0,a2c8_frontier__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,mixmin,a2c8_frontier,submission_mixmin_0c916bb4.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011326804999999
e144,direct_vs_e95,0.05438522192000547,3,12.781745464077066,0.4400050625259012,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e101,a2c8_frontier,submission_e101_q2s3tail_177569bc.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011389549999999
e144,direct_vs_e95,0.05438522192000547,4,12.781745464077066,0.4400050625259012,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e101,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0011389549999999
e144,direct_vs_e95,0.05438522192000547,5,12.790476549903243,0.44088115481997203,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e95,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e95_hardtail_541e3973.csv,False,0.0011479911999999
e144,direct_vs_e95,0.05438522192000547,6,12.790476549903243,0.44088115481997203,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e95,a2c8_frontier,submission_e95_hardtail_541e3973.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011479911999999
e144,direct_vs_e95,0.05438522192000547,7,12.7954619763296,0.4375955815828678,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,e95,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e95_hardtail_541e3973.csv,False,0.0016536459
e144,direct_vs_e95,0.05438522192000547,8,12.7954619763296,0.4375955815828678,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e95,hybrid_stage2,submission_e95_hardtail_541e3973.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016536459
e155,direct_vs_e95,0.009283858858106049,1,10.789036214927714,0.3317707190413459,0.0018310919785585176,0,hybrid_stage2__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,mixmin,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_mixmin_0c916bb4.csv,False,0.0016383352
e155,direct_vs_e95,0.009283858858106049,2,10.789036214927714,0.3317707190413459,0.0018310919785585176,0,hybrid_stage2__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,mixmin,hybrid_stage2,submission_mixmin_0c916bb4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016383352
e155,direct_vs_e95,0.009283858858106049,3,11.102116124714957,0.3565708602431965,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e95,hybrid_stage2,submission_e95_hardtail_541e3973.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016536459
e155,direct_vs_e95,0.009283858858106049,4,11.102116124714957,0.3565708602431965,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,e95,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e95_hardtail_541e3973.csv,False,0.0016536459
e155,direct_vs_e95,0.009283858858106049,5,11.103681024230728,0.3567107765144536,0.0023972423877967625,0,e101__hybrid_stage2,submission_e101_q2s3tail_177569bc.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e101,hybrid_stage2,submission_e101_q2s3tail_177569bc.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016446097
e155,direct_vs_e95,0.009283858858106049,6,11.103681024230728,0.3567107765144536,0.0023972423877967625,0,e101__hybrid_stage2,submission_e101_q2s3tail_177569bc.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,e101,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0016446097
e155,direct_vs_e95,0.009283858858106049,7,11.168909213673695,0.3601639072906805,0.002259728579208917,0,e72__hybrid_stage2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,e72,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,False,0.0015371985
e155,direct_vs_e95,0.009283858858106049,8,11.168909213673695,0.3601639072906805,0.002259728579208917,0,e72__hybrid_stage2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e72,hybrid_stage2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0015371985
