candidate_id,variant_type,family,split,axis_count,changed_cells,changed_rows,base_loss,candidate_loss,actual_delta,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,placebo_adjusted_vs_best,train_align_gate,row_dominance,row_null_q20,row_null_best,subject_dominance,subject_null_q20,subject_null_best,dateblock_dominance,dateblock_null_q20,dateblock_null_best,Q1_delta,Q2_delta,Q3_delta,selected_label_mean,selected_abs_logit_delta_mean
only_bedtime_phone,family_only,bedtime_phone,subject_oof,1,24,24,0.7166385724814027,0.7162602772620169,-0.0003782952193858158,-0.000204210175587205,-0.00011470130269347623,-0.00036705313987162036,1.0,-0.00026359391669233956,-1.1242079514195424e-05,True,1.0,-9.860392119243055e-05,-0.0002796217562064385,1.0,-0.00020586306751906313,-0.00036705313987162036,1.0,-0.00023822507044375383,-0.0003554616364600527,0.0,0.0,-0.0011348856581576694,0.375,0.057445130404719026
only_bedtime_phone,family_only,bedtime_phone,dateblock_oof,1,24,24,0.6878075499944609,0.6875315490249007,-0.0002760009695602639,-0.00011499956921650066,-3.199764164923957e-05,-0.0002784024097851612,0.9983333333333333,-0.0002440033279110243,2.4014402248973e-06,True,0.995,-9.670726135204699e-05,-0.0002784024097851612,1.0,-8.952429624320413e-05,-0.00021866083779364942,1.0,-0.00013841377569610014,-0.000254966509020349,-1.1102230246251565e-16,0.0,-0.0008280029086805696,0.375,0.057445130404719026
no_media_game,leave_one_family,media_game,subject_oof,11,179,150,0.7166385724814027,0.7147973067479046,-0.0018412657334980764,-0.0014319919435221485,-0.0005782019294756635,-0.002072491267847143,0.99,-0.001263063804022413,0.00023122553434906656,True,1.0,-0.0001459108417746435,-0.0006412730809540745,1.0,-0.000782155586385258,-0.0012766673977542276,0.97,-0.0016384758959915758,-0.002072491267847143,-0.0008459034279773014,-0.0005888847011280562,-0.004089009071389316,0.5865384615384616,0.047075273534449874
no_media_game,leave_one_family,media_game,dateblock_oof,11,179,150,0.6878075499944609,0.6865312795945586,-0.0012762703999023017,-0.0008415136778632037,-0.00016309616793841464,-0.001405281392721336,0.9883333333333333,-0.001113174231963887,0.00012901099281903416,True,1.0,-0.00015292076575492694,-0.0006294941810773835,1.0,-0.00024325457355534041,-0.0007628727455962769,0.965,-0.0010490038537687373,-0.001405281392721336,-0.0006408761060044954,-0.0005508030970906574,-0.0026371319966118634,0.5865384615384616,0.047075273534449874
q3_only,target_ablation,,subject_oof,9,131,131,0.7166385724814027,0.7152755694576062,-0.0013630030237965496,-0.0010768061780376704,-0.0005048970181564805,-0.0015152009961811874,0.98,-0.0008581060056400691,0.00015219797238463784,True,1.0,-0.00015757297353968802,-0.0005895072206277829,1.0,-0.000667386043302498,-0.0011984125300203985,0.94,-0.0012391766977955852,-0.0015152009961811874,0.0,0.0,-0.004089009071389316,0.60625,0.04359937053817121
q3_only,target_ablation,,dateblock_oof,9,131,131,0.6878075499944609,0.6869285059955903,-0.0008790439988706211,-0.000609618600472106,-0.0001409278059085195,-0.001060997785092499,0.9733333333333334,-0.0007381161929621016,0.00018195378622187786,True,1.0,-0.0001493271034695098,-0.0006203236714750204,1.0,-0.00017566823481400816,-0.0006708047443749754,0.92,-0.0007820853821856489,-0.001060997785092499,-1.1102230246251565e-16,0.0,-0.0026371319966118634,0.60625,0.043599370538171194
no_cognitive_money,leave_one_family,cognitive_money,dateblock_oof,11,188,150,0.6878075499944609,0.6864857304574291,-0.0013218195370318098,-0.001029807463306809,-0.00016150931404923519,-0.0014179336884584393,0.9666666666666667,-0.0011603102229825746,9.611415142662949e-05,True,1.0,-0.00023248582166290888,-0.0009833430615002747,1.0,-0.00022081109258993424,-0.0006467259383535762,0.9,-0.0012415640946342732,-0.0014179336884584393,-0.0006408761060044954,-0.0008100514965576622,-0.0025145310085331607,0.5488372093023256,0.04921619027254941
no_cognitive_money,leave_one_family,cognitive_money,subject_oof,11,188,150,0.7166385724814027,0.7147132156835218,-0.0019253567978809727,-0.0015926566660455553,-0.0005817475276941875,-0.0022017972431529476,0.96,-0.0013436092701867852,0.00027644044527197487,True,1.0,-0.00021133355014697484,-0.0007975051089521568,1.0,-0.0008161470573305962,-0.0014028330754028984,0.88,-0.0018333071241336985,-0.0022017972431529476,-0.0008459034279773014,-0.0010619522796389003,-0.0038682146860268274,0.5488372093023256,0.04921619027254941
jepa_only,axis_kind,,dateblock_oof,6,112,88,0.6878075499944609,0.6870051878579724,-0.0008023621364885436,-0.0005618223728750981,-0.00014900931340783297,-0.0010331897787043687,0.96,-0.0006533528230807106,0.00023082764221582508,True,1.0,-0.00016503426275882302,-0.00044008795956196334,1.0,-0.00018702659442659808,-0.0005313692187000063,0.88,-0.0007540385751883649,-0.0010331897787043687,-0.0006408761060044954,0.0,-0.0017662103034611354,0.5702479338842975,0.05310430218970528
no_social_comm,leave_one_family,social_comm,subject_oof,11,190,151,0.7166385724814027,0.7147859627929455,-0.0018526096884572407,-0.0016046376557580454,-0.0005799781573241902,-0.0021525906948962614,0.9583333333333334,-0.0012726315311330505,0.0002999810064390207,True,1.0,-0.0001187515855491039,-0.0006975842321653714,1.0,-0.000783160820455997,-0.0012194109589390711,0.875,-0.0018242736249639568,-0.0021525906948962614,-0.0008459034279773014,-0.0010619522796389003,-0.0036499733577555205,0.5592417061611374,0.05098495239807264
no_routine_calendar,leave_one_family,routine_calendar,subject_oof,11,188,149,0.7166385724814027,0.7148270638390536,-0.0018115086423491356,-0.00153400218487032,-0.0005640333002460141,-0.002365064421396723,0.9566666666666667,-0.0012474753421031215,0.0005535557790475876,True,1.0,-0.00013558923480363468,-0.0006956080900486494,1.0,-0.0008085465714676943,-0.0011686819908960366,0.87,-0.0017414988183392488,-0.002365064421396723,-0.0008459034279773014,-0.0010619522796389003,-0.003526670219431427,0.5450236966824644,0.049108637322112805
no_routine_calendar,leave_one_family,routine_calendar,dateblock_oof,11,188,149,0.6878075499944609,0.6865740697937275,-0.001233480200733439,-0.0009592246150271988,-0.00014736667984799334,-0.001537737042024756,0.955,-0.0010861135208854455,0.00030425684129131714,True,1.0,-0.00018928674757916482,-0.0007685230803139431,1.0,-0.00015899857837951001,-0.0005846704754732812,0.865,-0.0011728789085323932,-0.001537737042024756,-0.0006408761060044954,-0.0008100514965576622,-0.002249512999637937,0.5450236966824644,0.049108637322112805
full_qsleep,primary,,subject_oof,12,201,160,0.7166385724814027,0.7146396175550676,-0.0019989549263351725,-0.0016999614659519492,-0.0006222767679717744,-0.0023015714581621216,0.9533333333333334,-0.001376678158363398,0.00030261653182694914,True,1.0,-0.00012749110151382133,-0.0008526712522030078,1.0,-0.0008782382098735607,-0.001607895502125034,0.86,-0.001928037855459297,-0.0023015714581621216,-0.0008459034279773014,-0.0010619522796389003,-0.004089009071389316,0.5560344827586207,0.04849680702452573
full_qsleep,primary,,dateblock_oof,12,201,160,0.6878075499944609,0.686444863461403,-0.001362686533057933,-0.001068526904144762,-0.00012457111921787556,-0.0017881794955588726,0.9516666666666667,-0.0012381154138400574,0.0004254929625009396,True,1.0,-0.0001286800507747765,-0.0007728691531253551,1.0,-0.0002297642772081554,-0.0008005774452950476,0.855,-0.00131769101981154,-0.0017881794955588726,-0.0006408761060044954,-0.0008100514965576622,-0.0026371319966118634,0.5560344827586207,0.04849680702452573
no_social_comm,leave_one_family,social_comm,dateblock_oof,11,190,151,0.6878075499944609,0.6865588430058764,-0.0012487069885844804,-0.0009773819304855103,-0.00016135291757146675,-0.0016482984300251191,0.9516666666666667,-0.0010873540710130136,0.00039959144144063874,True,1.0,-0.00021197875988987477,-0.000748462016396001,1.0,-0.0001837038997867024,-0.0007449792496584395,0.855,-0.0011831790648884066,-0.0016482984300251191,-0.0006408761060044954,-0.0008100514965576622,-0.0022951933631911725,0.5592417061611374,0.05098495239807263
jepa_only,axis_kind,,subject_oof,6,112,88,0.7166385724814027,0.7153747981321121,-0.0012637743492905917,-0.0010574206651673412,-0.0005128555884310604,-0.0015584854538075454,0.9383333333333334,-0.0007509187608595314,0.0002947111045169537,True,1.0,-0.0002070332645150108,-0.0005473817420977856,1.0,-0.0006832644250212903,-0.0010623452488391916,0.815,-0.0012508594376879234,-0.0015584854538075454,-0.0008459034279773014,0.0,-0.002945419619894696,0.5702479338842975,0.053104302189705285
no_bedtime_phone,leave_one_family,bedtime_phone,dateblock_oof,11,189,148,0.6878075499944609,0.6865498560426774,-0.001257693951783545,-0.0010773931651142377,-0.0002006983713780941,-0.0016272496163995953,0.9283333333333333,-0.001056995580405451,0.00036955566461605027,True,1.0,-0.00020508544444199913,-0.0012420257845319194,1.0,-0.0002580245982139573,-0.000785165137497934,0.785,-0.0012594711175816676,-0.0016272496163995953,-0.0006408761060044954,-0.0008100514965576622,-0.0023221542527886996,0.5581395348837209,0.04858210749928637
only_mobility_context,family_only,mobility_context,subject_oof,4,72,48,0.7166385724814027,0.7158551867541988,-0.0007833857272039335,-0.0006659745595224642,-0.0003189607718813714,-0.0010343643329780994,0.92,-0.0004644249553225621,0.00025097860577416586,True,1.0,-0.00011237617525656773,-0.0006025055894194331,1.0,-0.0004697456978827174,-0.0007609330825057992,0.76,-0.0008037647409856685,-0.0010343643329780994,-0.0008459034279773014,0.0,-0.001504253753634499,0.5866666666666667,0.05473243435976143
only_diary_global,family_only,diary_global,subject_oof,3,62,61,0.7166385724814027,0.7161378701080338,-0.0005007023733689664,-0.0003805830975440072,-0.00018397676013864883,-0.0008756288788489552,0.9183333333333333,-0.00031672561323031756,0.00037492650547998885,True,1.0,-0.00018527509482759718,-0.0004703133917445257,0.98,-0.00024745024929575534,-0.0006155605442796919,0.775,-0.0005061020814839612,-0.0008756288788489552,0.0,-0.0005888847011280562,-0.000913222418979287,0.625,0.04711743777041548
no_bedtime_phone,leave_one_family,bedtime_phone,subject_oof,11,189,148,0.7166385724814027,0.7147688951764696,-0.0018696773049331483,-0.0016348509300025736,-0.0006023987610453974,-0.0022308974107971835,0.9166666666666666,-0.001267278543887751,0.0003612201058640352,True,1.0,-0.00019171242295477065,-0.0006728320148434719,1.0,-0.0008264449989961119,-0.0013604834499955087,0.75,-0.00190031065771894,-0.0022308974107971835,-0.0008459034279773014,-0.0010619522796389003,-0.0037011762071834653,0.5581395348837209,0.048582107499286376
no_mobility_context,leave_one_family,mobility_context,subject_oof,8,150,134,0.7166385724814027,0.7151780121013022,-0.0014605603801005618,-0.0013245057981238872,-0.0005038025799385948,-0.0018102492034679507,0.9166666666666666,-0.000956757800161967,0.00034968882336738893,True,1.0,-0.0002502741028453936,-0.0007878638649654324,1.0,-0.0006631032633075851,-0.0011704005367224601,0.75,-0.0015037812633125647,-0.0018102492034679507,0.0,-0.0010619522796389003,-0.003319728860662785,0.532967032967033,0.0462648646669971
no_mobility_context,leave_one_family,mobility_context,dateblock_oof,8,150,134,0.6878075499944609,0.6868363956550371,-0.000971154339423852,-0.0008104188436066195,-0.00015167642711383378,-0.0015012618443147607,0.9133333333333333,-0.0008194779123100182,0.0005301075048909087,True,1.0,-0.0002198891471324904,-0.000789522427092515,1.0,-0.000168170932381817,-0.0006020322583991655,0.74,-0.0010037675487627462,-0.0015012618443147607,-1.1102230246251565e-16,-0.0008100514965576622,-0.002103411521713894,0.532967032967033,0.0462648646669971
only_mobility_context,family_only,mobility_context,dateblock_oof,4,72,48,0.6878075499944609,0.687354187946266,-0.0004533620481949052,-0.0003433027174536862,-0.000108410565843986,-0.0007366848034973117,0.895,-0.0003449514823509192,0.00028332275530240647,True,0.99,-0.0001691038718212523,-0.0005779251720327006,0.995,-0.00016135540236794643,-0.0004931575377332686,0.7,-0.0004907774804692621,-0.0007366848034973117,-0.0006408761060044954,0.0,-0.0007192100385805533,0.5866666666666667,0.05473243435976142
nonjepa_only,axis_kind,,subject_oof,6,122,110,0.7166385724814027,0.7154238260581808,-0.0012147464232219463,-0.001103328958658678,-0.0003604012794974354,-0.0015196035661404483,0.8933333333333333,-0.0008543451437245109,0.0003048571429185021,True,1.0,-0.00018173451802270255,-0.0008152242254848563,1.0,-0.0005408884698275606,-0.000984121746846256,0.68,-0.0012608333069274336,-0.0015196035661404483,0.0,-0.0010619522796389003,-0.0025822869900273826,0.5190839694656488,0.049729379471728834
only_diary_global,family_only,diary_global,dateblock_oof,3,62,61,0.6878075499944609,0.6874800287615797,-0.0003275212328812671,-0.0002378444561315307,-7.675686953884098e-05,-0.0006036302844880659,0.8883333333333333,-0.00025076436334242613,0.00027610905160679877,True,0.965,-0.00012689648605268555,-0.0004969533273406768,0.96,-0.00015038950937562579,-0.0005366332279491681,0.74,-0.00036142978886057883,-0.0006036302844880659,-1.1102230246251565e-16,-0.0005508030970906574,-0.00043176060155292184,0.625,0.047117437770415466
nonjepa_only,axis_kind,,dateblock_oof,6,122,110,0.6878075499944609,0.68700596423415,-0.0008015857603109744,-0.0006772552148299082,-0.00016398740999729045,-0.0011267706921049836,0.8733333333333333,-0.000637598350313684,0.0003251849317940092,True,1.0,-0.00021832149879454917,-0.0005899983646479035,1.0,-0.00017798024634005925,-0.00046842703196769975,0.62,-0.0008682537966023807,-0.0011267706921049836,-1.1102230246251565e-16,-0.0008100514965576622,-0.00159470578437515,0.5190839694656488,0.04972937947172882
no_diary_global,leave_one_family,diary_global,subject_oof,9,158,120,0.7166385724814027,0.7149439172401802,-0.0016946552412224758,-0.0015942233563050578,-0.0006346049990386682,-0.0022525696399506856,0.8716666666666667,-0.0010600502421838076,0.0005579143987282098,True,1.0,-0.00023952277381891207,-0.0007984903313342784,1.0,-0.0008434960351472176,-0.0012625628207802997,0.615,-0.001816871537807141,-0.0022525696399506856,-0.0008459034279773014,-0.0005849987902736276,-0.0036530635054167204,0.5303867403314917,0.049377285437826685
no_diary_global,leave_one_family,diary_global,dateblock_oof,9,158,120,0.6878075499944609,0.6867213042150503,-0.0010862457794106328,-0.0010060738822613047,-0.00014927704747352832,-0.0015189517126233953,0.8533333333333334,-0.0009369687319371045,0.0004327059332127625,False,1.0,-0.00017445768880166578,-0.0009107933178471583,1.0,-0.00023093168017531695,-0.0006861792223770147,0.56,-0.001211971656173838,-0.0015189517126233953,-0.0006408761060044954,-0.00034313239494643266,-0.0022747288372814145,0.5303867403314917,0.049377285437826685
only_social_comm,family_only,social_comm,dateblock_oof,1,24,24,0.6878075499944609,0.6876068760109638,-0.00020067398349710164,-0.0001825119827836952,-4.3522883337698826e-05,-0.0002858373373157974,0.8533333333333334,-0.0001571511001594028,8.516335381869578e-05,False,1.0,-5.556823436663194e-05,-0.00016749523759751472,1.0,-5.070077379158988e-05,-0.00019519477763096926,0.56,-0.0002308632806509614,-0.0002858373373157974,-1.1102230246251565e-16,0.0,-0.0006020219504914159,0.5,0.03329891864060293
only_routine_calendar,family_only,routine_calendar,subject_oof,1,24,24,0.7166385724814027,0.7163161975329858,-0.0003223749484169147,-0.00030341029921232554,-0.00012186760986054868,-0.00046656376457265836,0.8433333333333334,-0.00020050733855636604,0.00014418881615574364,False,1.0,-9.125163351391129e-05,-0.00024503862121627584,0.99,-0.0001750147739091323,-0.00032478877085562186,0.54,-0.0003755895462841163,-0.00046656376457265836,0.0,0.0,-0.0009671248452510772,0.625,0.0522710444886059
q12_only,target_ablation,,dateblock_oof,3,70,69,0.6878075499944609,0.6873239074602736,-0.00048364253418731185,-0.00044184894837162586,-0.00010181724842212025,-0.0007880038037537673,0.84,-0.0003818252857651916,0.0003043612695664555,False,0.99,-0.00011181010183636264,-0.0006344571392572496,0.995,-0.00014294386624928983,-0.00049679907577449,0.535,-0.0005831736278949506,-0.0007880038037537673,-0.0006408761060044954,-0.0008100514965576622,0.0,0.4444444444444444,0.059379999216424686
q12_only,target_ablation,,subject_oof,3,70,69,0.7166385724814027,0.716002620578864,-0.0006359519025387339,-0.0005895323827004751,-0.00019205122611032355,-0.001078889112126058,0.8383333333333334,-0.00044390067642841036,0.0004429372095873241,False,1.0,-0.00011595288847594529,-0.0004482339950826475,0.99,-0.00028991507073763414,-0.0006662563131935029,0.525,-0.0007504311807958075,-0.001078889112126058,-0.0008459034279773014,-0.0010619522796389003,0.0,0.4444444444444444,0.059379999216424686
only_social_comm,family_only,social_comm,subject_oof,1,24,24,0.7166385724814027,0.7163791453825268,-0.00025942709887594173,-0.0002520341506625057,-8.558544658615608e-05,-0.00034864517195731803,0.8266666666666667,-0.00017384165228978565,8.92180730813763e-05,False,1.0,-7.427978491629793e-05,-0.00020640011840877825,1.0,-0.00011524991354479041,-0.0002394366208802179,0.48,-0.0002877146237335815,-0.00034864517195731803,0.0,0.0,-0.0007782812966278252,0.5,0.03329891864060293
only_routine_calendar,family_only,routine_calendar,dateblock_oof,1,24,24,0.6878075499944609,0.68757344871694,-0.00023410127752088172,-0.0002232548028293868,-7.402817763352276e-05,-0.00038279431046728263,0.8216666666666667,-0.00016007309988735896,0.0001486930329464009,False,0.995,-7.267638993646573e-05,-0.0002616231772932798,0.98,-0.00010349859059484156,-0.0003244269768938324,0.49,-0.00028643288732537185,-0.00038279431046728263,-1.1102230246251565e-16,0.0,-0.0007023038325624231,0.625,0.05227104448860589
only_media_game,family_only,media_game,subject_oof,1,24,24,0.7166385724814027,0.7164435728846449,-0.00019499959675783884,-0.0003107400065020194,-0.00011325322714278441,-0.0005185395507838475,0.6166666666666667,-8.174636961505444e-05,0.00032353995402600866,False,0.95,-0.00010570691446503131,-0.0004258823174357884,0.885,-0.0001591005519455235,-0.00036519516446620326,0.015,-0.0003846586125929363,-0.0005185395507838475,0.0,-0.0005849987902736276,0.0,0.2916666666666667,0.06395118835803039
only_cognitive_money,family_only,cognitive_money,subject_oof,1,24,24,0.7166385724814027,0.7164896754008634,-0.00014889708053933415,-0.00021626768950886444,-0.00010597329700512415,-0.00040211304496906575,0.6033333333333334,-4.292378353421e-05,0.0002532159644297316,False,0.935,-6.746182342443063e-05,-0.0002464815246783214,0.675,-0.00018678001347574024,-0.0003163568037574116,0.2,-0.0002715630392147395,-0.00040211304496906575,0.0,0.0,-0.00044669124161811347,0.5833333333333334,0.046435831300388086
only_media_game,family_only,media_game,dateblock_oof,1,24,24,0.6878075499944609,0.6876931725294787,-0.00011437746498221824,-0.00023939949642077797,-7.151503906832613e-05,-0.0004506899260197095,0.5733333333333334,-4.286242591389211e-05,0.00033631246103749124,False,0.855,-9.112239414006406e-05,-0.00041992476491248265,0.855,-8.667922408260864e-05,-0.0002688750678268015,0.01,-0.00030930409733838095,-0.0004506899260197095,-1.1102230246251565e-16,-0.00034313239494643266,0.0,0.2916666666666667,0.0639511883580304
only_cognitive_money,family_only,cognitive_money,dateblock_oof,1,24,24,0.6878075499944609,0.6877695537328093,-3.799626165157388e-05,-0.00010868316984364855,-3.357381885193966e-05,-0.0003227479654079879,0.5216666666666666,-4.422442799634219e-06,0.000284751703756414,False,0.695,-6.34374656805825e-05,-0.0003227479654079879,0.69,-7.289391984584002e-05,-0.00024158032335697133,0.18,-0.0001487196689024195,-0.000288138125128623,-1.1102230246251565e-16,0.0,-0.0001139887849544996,0.5833333333333334,0.04643583130038805
